Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
12511,1,Flex,>>,2917,256.44,390,343,551
12526,2,Flex,>>,1154,101.45,390,344,549
12540,3,Flex,>>,124,10.9,392,343,552
12620,1,Flex,>>,2882,256.44,386,344,547
12635,2,Flex,>>,1094,101.45,387,339,543
12650,3,Flex,>>,61,10.9,387,336,543
12730,1,Flex,>>,2847,254.51,388,342,545
12744,2,Flex,>>,1034,98.02,387,339,544
12759,3,Flex,>>,-2,7.3,386,337,541
12839,1,Flex,>>,2812,251.6,389,341,545
12855,2,Flex,>>,974,92.75,387,338,543
12869,3,Flex,>>,-65,2.02,386,336,541
12950,1,Flex,>>,2777,248.53,388,339,551
12964,2,Flex,>>,914,87.65,387,338,551
12979,3,Flex,>>,-128,-3.52,386,335,543
13059,1,Flex,>>,2742,245.54,388,341,545
13074,2,Flex,>>,854,82.29,384,341,541
13088,3,Flex,>>,-191,-8.97,386,338,539
13169,1,Flex,>>,2707,242.46,387,339,542
13183,2,Flex,>>,794,77.01,389,338,543
13198,3,Flex,>>,-254,-14.51,383,334,542
13278,1,Flex,>>,2672,239.38,388,339,544
13293,2,Flex,>>,734,71.82,388,340,542
13307,3,Flex,>>,-317,-19.96,386,335,531
13387,1,Flex,>>,2637,236.4,389,338,545
13402,2,Flex,>>,674,66.64,387,338,542
13416,3,Flex,>>,-380,-25.49,384,338,541
13497,1,Flex,>>,2602,233.41,389,340,545
13511,2,Flex,>>,614,61.45,386,335,542
13527,3,Flex,>>,-443,-30.86,384,337,539
13607,1,Flex,>>,2567,230.51,389,339,545
13622,2,Flex,>>,554,56.18,387,340,541
13636,3,Flex,>>,-506,-36.4,383,334,539
13717,1,Flex,>>,2532,227.52,388,339,543
13732,2,Flex,>>,494,51.08,386,338,541
13747,3,Flex,>>,-569,-41.85,387,337,540
13827,1,Flex,>>,2497,224.53,390,339,546
13842,2,Flex,>>,434,45.89,385,335,542
13858,3,Flex,>>,-632,-47.38,384,335,542
13939,1,Flex,>>,2462,221.54,388,342,545
13953,2,Flex,>>,374,40.7,384,336,542
13968,3,Flex,>>,-695,-52.75,387,332,536
14048,1,Flex,>>,2427,218.55,391,338,547
14063,2,Flex,>>,314,35.52,388,336,545
14077,3,Flex,>>,-758,-58.29,386,338,543
14158,1,Flex,>>,2392,215.47,390,336,550
14172,2,Flex,>>,254,30.24,385,338,548
14187,3,Flex,>>,-821,-63.65,386,337,547
14268,1,Flex,>>,2357,212.48,392,339,551
14282,2,Flex,>>,194,24.97,389,336,549
14297,3,Flex,>>,-884,-69.1,384,333,545
14378,1,Flex,>>,2322,209.49,392,338,552
14392,2,Flex,>>,134,19.52,391,335,550
14406,3,Flex,>>,-947,-74.64,389,338,547
14487,1,Flex,>>,2287,206.51,393,341,560
14501,2,Flex,>>,74,14.42,389,341,556
14516,3,Flex,>>,-1010,-80.18,391,339,554
14596,1,Flex,>>,2252,203.6,395,346,571
14611,2,Flex,>>,14,9.05,388,347,570
14625,3,Flex,>>,-1073,-85.71,390,343,564
14706,1,Flex,>>,2217,200.62,395,356,575
14720,2,Flex,>>,-46,3.78,395,352,576
14735,3,Flex,>>,-1136,-91.16,392,348,574
14815,1,Flex,>>,2182,197.63,396,355,586
14830,2,Flex,>>,-106,-1.49,394,358,584
14844,3,Flex,>>,-1199,-96.79,395,354,585
14925,1,Flex,>>,2147,194.55,410,363,594
14939,2,Flex,>>,-166,-6.68,407,359,587
14954,3,Flex,>>,-1262,-102.33,408,349,588
15035,1,Flex,>>,2112,191.38,424,364,592
15049,2,Flex,>>,-226,-12.04,419,356,591
15064,3,Flex,>>,-1325,-107.87,419,363,591
15145,1,Flex,>>,2077,188.13,417,362,592
15159,2,Flex,>>,-286,-17.23,414,359,591
15174,3,Flex,>>,-1388,-113.23,415,359,588
15255,1,Flex,>>,2042,185.14,416,367,603
15269,2,Flex,>>,-346,-22.42,414,365,596
15284,3,Flex,>>,-1451,-118.86,413,367,596
15364,1,Flex,>>,2007,182.15,417,373,604
15379,2,Flex,>>,-406,-27.87,419,373,602
15393,3,Flex,>>,-1514,-124.4,415,374,603
15474,1,Flex,>>,1972,179.25,421,369,601
15488,2,Flex,>>,-466,-33.23,420,375,605
15503,3,Flex,>>,-1577,-129.85,423,377,608
15584,1,Flex,>>,1937,176.18,430,380,613
15599,2,Flex,>>,-526,-38.42,426,379,609
15613,3,Flex,>>,-1640,-135.38,424,376,608
15694,1,Flex,>>,1902,173.1,432,385,621
15709,2,Flex,>>,-586,-43.6,432,383,616
