Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
27334,6,Extend,>>,1086,95.47,399,365,604
27443,6,Extend,>>,1044,95.47,396,361,599
27553,6,Extend,>>,1002,93.19,396,363,600
27662,6,Extend,>>,960,89.49,393,361,601
27772,6,Extend,>>,918,85.71,398,363,602
27881,6,Extend,>>,876,82.02,395,362,600
27991,6,Extend,>>,834,78.24,396,366,601
28101,6,Extend,>>,792,74.55,395,363,600
28210,6,Extend,>>,750,71.03,396,363,597
28320,6,Extend,>>,708,67.43,397,354,596
28430,6,Extend,>>,666,63.74,395,362,599
28539,6,Extend,>>,624,60.04,395,360,598
28649,6,Extend,>>,582,56.53,394,364,599
28759,6,Extend,>>,540,53.01,391,361,596
28868,6,Extend,>>,498,49.32,395,362,597
28978,6,Extend,>>,456,45.8,392,362,596
29088,6,Extend,>>,414,42.29,392,362,590
29197,6,Extend,>>,372,38.77,391,358,593
29307,6,Extend,>>,330,35.34,388,362,590
29417,6,Extend,>>,288,31.91,391,362,585
29526,6,Extend,>>,246,28.31,393,362,586
29636,6,Extend,>>,204,24.79,391,360,585
29746,6,Extend,>>,162,21.54,389,358,581
29855,6,Extend,>>,120,18.02,388,352,577
29965,6,Extend,>>,78,14.59,390,357,572
30075,6,Extend,>>,36,11.08,389,356,564
30185,6,Extend,>>,-6,7.47,390,359,561
30294,6,Extend,>>,-48,3.87,388,361,560
30404,6,Extend,>>,-90,0.53,387,360,552
30514,6,Extend,>>,-132,-3.08,386,355,545
30623,6,Extend,>>,-174,-6.59,385,357,534
30733,6,Extend,>>,-216,-10.02,380,354,532
30842,6,Extend,>>,-258,-13.63,383,351,524
30952,6,Extend,>>,-300,-17.14,381,353,515
31062,6,Extend,>>,-342,-20.75,376,344,507
31171,6,Extend,>>,-384,-24.26,375,344,495
31281,6,Extend,>>,-426,-27.78,372,343,494
31390,6,Extend,>>,-468,-31.47,366,341,491
31500,6,Extend,>>,-510,-34.9,355,336,474
31610,6,Extend,>>,-552,-38.59,353,333,462
31720,6,Extend,>>,-594,-42.11,343,328,455
31830,6,Extend,>>,-636,-45.71,338,331,446
31940,6,Extend,>>,-678,-49.49,332,322,439
32050,6,Extend,>>,-720,-53.19,332,326,431
32159,6,Extend,>>,-762,-56.79,325,318,411
32269,6,Extend,>>,-804,-60.48,324,317,405
32379,6,Extend,>>,-846,-64.0,325,311,393
32489,6,Extend,>>,-888,-67.78,322,303,383
32599,6,Extend,>>,-930,-71.3,318,302,376
32709,6,Extend,>>,-972,-74.9,313,298,374
32818,6,Extend,>>,-1014,-78.68,308,290,372
32928,6,Extend,>>,-1056,-82.29,306,288,369
33038,6,Extend,>>,-1098,-85.98,306,287,372
33148,6,Extend,>>,-1140,-89.58,305,282,367
33258,6,Extend,>>,-1182,-93.19,302,278,369
33367,6,Extend,>>,-1224,-96.88,305,275,366
33478,6,Extend,>>,-1266,-100.4,306,273,368
33587,6,Extend,>>,-1308,-104.35,302,270,367
33697,6,Extend,>>,-1350,-107.96,301,267,364
33807,6,Extend,>>,-1392,-111.56,300,267,367
33916,6,Extend,>>,-1434,-115.16,297,265,369
34027,6,Extend,<<,-1434,-118.68,308,271,373
34136,6,Extend,<<,-1392,-120.09,311,272,378
34246,6,Extend,<<,-1350,-120.09,314,272,377
34355,6,Extend,<<,-1308,-118.51,310,271,375
34465,6,Extend,<<,-1266,-115.52,309,272,377
34575,6,Extend,<<,-1224,-111.91,309,272,375
34685,6,Extend,<<,-1182,-108.31,310,271,376
34795,6,Extend,<<,-1140,-104.7,310,273,375
34904,6,Extend,<<,-1098,-101.1,311,272,371
35014,6,Extend,<<,-1056,-97.49,310,272,373
35124,6,Extend,<<,-1014,-93.8,311,275,372
35234,6,Extend,<<,-972,-90.11,312,274,370
35345,6,Extend,<<,-930,-86.33,316,276,371
35454,6,Extend,<<,-888,-82.81,312,274,371
35566,6,Extend,<<,-846,-79.03,312,279,374
35675,6,Extend,<<,-804,-75.34,317,279,374
35785,6,Extend,<<,-762,-71.65,317,281,374
35895,6,Extend,<<,-720,-68.04,316,283,376
36005,6,Extend,<<,-678,-64.26,317,292,381
36115,6,Extend,<<,-636,-60.57,318,292,384
36224,6,Extend,<<,-594,-56.97,319,295,386
36334,6,Extend,<<,-552,-53.36,321,295,388
36444,6,Extend,<<,-510,-49.58,321,299,392
36553,6,Extend,<<,-468,-45.98,320,302,393
36664,6,Extend,<<,-426,-42.11,322,304,398
36774,6,Extend,<<,-384,-38.51,322,302,404
36883,6,Extend,<<,-342,-34.73,322,309,419
36993,6,Extend,<<,-300,-31.12,323,308,427
37102,6,Extend,<<,-258,-27.52,323,308,436
37212,6,Extend,<<,-216,-23.82,321,310,445
37322,6,Extend,<<,-174,-20.04,322,311,453
37431,6,Extend,<<,-132,-16.44,324,313,462
37542,6,Extend,<<,-90,-12.66,323,309,469
37651,6,Extend,<<,-48,-9.05,323,314,476
37762,6,Extend,<<,-6,-5.27,326,314,486
37871,6,Extend,<<,36,-1.67,325,317,492
37981,6,Extend,<<,78,2.2,327,325,494
38090,6,Extend,<<,120,5.8,328,316,492
38200,6,Extend,<<,162,9.49,328,318,491
38310,6,Extend,<<,204,13.27,336,322,490
38419,6,Extend,<<,246,16.88,336,319,493
38530,6,Extend,<<,288,20.57,339,321,493
38639,6,Extend,<<,330,24.18,344,323,495
38749,6,Extend,<<,372,27.87,357,322,500
38858,6,Extend,<<,414,31.56,360,323,502
38968,6,Extend,<<,456,35.16,364,323,503
39077,6,Extend,<<,498,38.86,367,324,506
39187,6,Extend,<<,540,42.64,371,326,507
39296,6,Extend,<<,582,46.24,368,325,515
39406,6,Extend,<<,624,50.02,369,329,520
39516,6,Extend,<<,666,53.8,364,327,521
39626,6,Extend,<<,708,57.41,366,328,523
39735,6,Extend,<<,750,61.1,363,326,526
39845,6,Extend,<<,792,64.79,364,328,525
39954,6,Extend,<<,834,68.4,362,325,522
40064,6,Extend,<<,876,72.18,365,327,517
40173,6,Extend,<<,918,75.78,363,332,523
40283,6,Extend,<<,960,79.47,362,330,523
40393,6,Extend,<<,1002,83.16,364,324,520
40502,6,Extend,<<,1044,86.86,362,330,523
40612,6,Extend,<<,1086,90.64,376,328,520
57640,6,Extend,>>,1086,95.47,398,384,592
57750,6,Extend,>>,1044,95.47,394,383,592
57859,6,Extend,>>,1002,93.1,394,381,592
57969,6,Extend,>>,960,89.41,391,378,592
58078,6,Extend,>>,918,85.71,394,382,591
58187,6,Extend,>>,876,82.02,394,379,589
58297,6,Extend,>>,834,78.33,395,379,590
58406,6,Extend,>>,792,74.55,395,380,591
58516,6,Extend,>>,750,71.03,394,382,591
58625,6,Extend,>>,708,67.43,396,381,592
58736,6,Extend,>>,666,63.74,397,381,591
58845,6,Extend,>>,624,60.04,392,370,589
58955,6,Extend,>>,582,56.44,393,379,589
59065,6,Extend,>>,540,52.92,393,378,591
59175,6,Extend,>>,498,49.32,392,380,585
59285,6,Extend,>>,456,45.63,391,378,587
59394,6,Extend,>>,414,42.2,391,379,583
59504,6,Extend,>>,372,38.68,392,375,584
59613,6,Extend,>>,330,35.16,390,378,583
59723,6,Extend,>>,288,31.74,396,376,577
59833,6,Extend,>>,246,28.13,390,378,577
59942,6,Extend,>>,204,24.62,388,377,575
60052,6,Extend,>>,162,21.36,387,376,576
60162,6,Extend,>>,120,17.85,390,376,570
60271,6,Extend,>>,78,14.42,389,374,567
60381,6,Extend,>>,36,10.9,388,373,563
60490,6,Extend,>>,-6,7.3,386,373,557
60600,6,Extend,>>,-48,3.69,384,372,548
60710,6,Extend,>>,-90,0.35,383,373,547
60820,6,Extend,>>,-132,-3.16,372,369,543
60929,6,Extend,>>,-174,-6.51,368,367,535
61039,6,Extend,>>,-216,-10.02,362,367,535
61149,6,Extend,>>,-258,-13.54,354,359,528
61259,6,Extend,>>,-300,-16.97,348,359,521
61369,6,Extend,>>,-342,-20.57,345,357,517
61479,6,Extend,>>,-384,-24.18,335,356,510
61589,6,Extend,>>,-426,-27.43,333,349,502
61698,6,Extend,>>,-468,-31.3,332,342,487
61808,6,Extend,>>,-510,-34.9,330,334,464
61918,6,Extend,>>,-552,-38.68,329,333,446
62028,6,Extend,>>,-594,-42.37,328,327,431
62137,6,Extend,>>,-636,-46.15,331,322,413
62247,6,Extend,>>,-678,-50.02,328,314,401
62357,6,Extend,>>,-720,-53.71,325,305,390
62467,6,Extend,>>,-762,-57.41,323,304,388
62577,6,Extend,>>,-804,-60.84,321,302,383
62687,6,Extend,>>,-846,-64.26,314,299,381
62797,6,Extend,>>,-888,-68.04,314,294,375
62907,6,Extend,>>,-930,-71.56,312,288,375
63016,6,Extend,>>,-972,-75.25,313,288,373
63126,6,Extend,>>,-1014,-79.21,308,281,371
63236,6,Extend,>>,-1056,-82.9,309,280,366
63345,6,Extend,>>,-1098,-86.59,304,276,370
63455,6,Extend,>>,-1140,-90.37,306,273,368
63565,6,Extend,>>,-1182,-93.89,307,273,370
63675,6,Extend,>>,-1224,-97.67,305,273,373
63785,6,Extend,>>,-1266,-101.36,301,269,369
63895,6,Extend,>>,-1308,-105.14,302,268,370
64004,6,Extend,>>,-1350,-108.66,300,267,369
64114,6,Extend,>>,-1392,-112.18,303,268,369
64224,6,Extend,>>,-1434,-115.87,298,265,367
64334,6,Extend,<<,-1434,-119.21,305,269,371
64443,6,Extend,<<,-1392,-120.53,307,272,377
64553,6,Extend,<<,-1350,-120.53,308,272,377
64663,6,Extend,<<,-1308,-118.59,307,273,376
64772,6,Extend,<<,-1266,-115.52,308,272,373
64882,6,Extend,<<,-1224,-112.0,309,273,374
64992,6,Extend,<<,-1182,-108.4,308,274,372
65102,6,Extend,<<,-1140,-104.7,309,272,374
