Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
12511,1,Flex,>>,2916,256.35,401,354,592
12622,1,Flex,>>,2881,256.35,399,353,591
12732,1,Flex,>>,2846,254.42,398,349,587
12841,1,Flex,>>,2811,251.52,397,349,586
12950,1,Flex,>>,2776,248.44,400,352,589
13060,1,Flex,>>,2741,245.54,399,350,587
13171,1,Flex,>>,2706,242.37,398,350,588
13281,1,Flex,>>,2671,239.3,400,349,586
13391,1,Flex,>>,2636,236.31,398,351,588
13502,1,Flex,>>,2601,233.32,398,350,587
13612,1,Flex,>>,2566,230.33,398,350,587
13724,1,Flex,>>,2531,227.34,397,350,588
13835,1,Flex,>>,2496,224.44,398,348,586
13947,1,Flex,>>,2461,221.45,396,348,587
14058,1,Flex,>>,2426,218.46,397,351,587
14169,1,Flex,>>,2391,215.38,398,350,588
14280,1,Flex,>>,2356,212.31,399,352,587
14391,1,Flex,>>,2321,209.32,397,351,587
14502,1,Flex,>>,2286,206.33,399,351,589
14612,1,Flex,>>,2251,203.34,398,352,588
14723,1,Flex,>>,2216,200.35,401,351,589
14834,1,Flex,>>,2181,197.45,400,354,592
14946,1,Flex,>>,2146,194.37,399,353,592
15058,1,Flex,>>,2111,191.21,401,356,594
15169,1,Flex,>>,2076,188.13,404,358,600
15280,1,Flex,>>,2041,185.23,405,363,602
15391,1,Flex,>>,2006,182.15,404,364,605
15502,1,Flex,>>,1971,179.25,404,360,603
15614,1,Flex,>>,1936,176.18,411,361,605
15724,1,Flex,>>,1901,173.1,410,363,607
15836,1,Flex,>>,1866,170.02,414,371,613
15947,1,Flex,>>,1831,167.03,418,376,620
16057,1,Flex,>>,1796,163.87,424,383,622
16169,1,Flex,>>,1761,160.88,420,383,621
16279,1,Flex,>>,1726,157.98,425,380,619
16390,1,Flex,>>,1691,155.16,431,385,627
16502,1,Flex,>>,1656,151.91,444,392,635
16614,1,Flex,>>,1621,148.75,453,392,638
16726,1,Flex,>>,1586,145.67,461,397,643
16837,1,Flex,>>,1551,142.68,460,399,645
16948,1,Flex,>>,1516,139.87,462,394,640
17060,1,Flex,>>,1481,136.88,474,401,650
17172,1,Flex,>>,1446,133.98,475,403,650
17283,1,Flex,>>,1411,131.08,481,406,653
17394,1,Flex,>>,1376,127.91,487,413,656
17505,1,Flex,>>,1341,124.92,494,420,664
17617,1,Flex,>>,1306,121.85,503,426,669
17727,1,Flex,>>,1271,118.95,515,437,679
17839,1,Flex,>>,1236,115.96,516,442,683
17950,1,Flex,>>,1201,113.32,524,443,689
18061,1,Flex,>>,1166,110.33,524,443,691
18172,1,Flex,>>,1131,107.34,530,451,694
18284,1,Flex,>>,1096,104.44,533,452,693
18395,1,Flex,>>,1061,101.54,538,451,700
18506,1,Flex,>>,1026,98.46,544,457,704
18618,1,Flex,>>,991,95.56,548,457,708
18728,1,Flex,>>,956,92.84,546,459,713
18839,1,Flex,>>,921,90.02,550,459,719
18951,1,Flex,>>,886,87.03,548,462,721
19062,1,Flex,>>,851,84.04,546,460,722
19174,1,Flex,>>,816,81.05,549,465,727
19284,1,Flex,<<,816,77.71,552,472,738
19396,1,Flex,<<,851,77.1,558,478,743
19507,1,Flex,<<,886,77.01,567,483,756
19618,1,Flex,<<,921,77.98,563,480,754
19729,1,Flex,<<,956,80.62,567,477,751
19841,1,Flex,<<,991,83.52,555,476,746
19953,1,Flex,<<,1026,86.42,549,465,734
20064,1,Flex,<<,1061,89.49,544,459,730
20174,1,Flex,<<,1096,92.57,546,459,724
20285,1,Flex,<<,1131,95.56,540,457,720
20395,1,Flex,<<,1166,98.64,535,453,718
20505,1,Flex,<<,1201,101.54,526,449,710
20616,1,Flex,<<,1236,104.7,519,442,705
20725,1,Flex,<<,1271,107.78,514,441,697
20836,1,Flex,<<,1306,110.86,502,436,697
20948,1,Flex,<<,1341,113.85,496,439,695
21059,1,Flex,<<,1376,116.84,485,429,691
21169,1,Flex,<<,1411,119.91,484,427,685
21279,1,Flex,<<,1446,122.99,479,425,685
21390,1,Flex,<<,1481,126.07,482,424,683
21501,1,Flex,<<,1516,129.14,481,421,681
21612,1,Flex,<<,1551,132.22,477,417,675
