Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
27146,4,Extend,>>,1478,129.93,381,356,550
27256,4,Extend,>>,1440,129.93,378,352,549
27366,4,Extend,>>,1402,127.65,377,351,547
27476,4,Extend,>>,1364,124.4,379,352,543
27586,4,Extend,>>,1326,121.05,379,353,547
27696,4,Extend,>>,1288,117.89,379,353,546
27805,4,Extend,>>,1250,114.55,377,354,547
27915,4,Extend,>>,1212,111.21,376,350,549
28024,4,Extend,>>,1174,107.87,377,351,545
28135,4,Extend,>>,1136,104.53,377,353,546
28244,4,Extend,>>,1098,101.36,378,353,544
28354,4,Extend,>>,1060,98.02,377,351,544
28465,4,Extend,>>,1022,94.68,378,351,545
28574,4,Extend,>>,984,91.43,376,349,542
28684,4,Extend,>>,946,88.09,377,351,539
28794,4,Extend,>>,908,84.92,374,350,539
28903,4,Extend,>>,870,81.58,377,351,536
29013,4,Extend,>>,832,78.24,375,349,532
29122,4,Extend,>>,794,74.99,377,351,533
29232,4,Extend,>>,756,71.82,374,341,527
29341,4,Extend,>>,718,68.4,374,350,523
29451,4,Extend,>>,680,65.23,372,348,520
29562,4,Extend,>>,642,61.89,374,350,519
29672,4,Extend,>>,604,58.73,372,347,514
29781,4,Extend,>>,566,55.65,372,347,507
29891,4,Extend,>>,528,52.4,375,344,504
30000,4,Extend,>>,490,49.05,369,346,492
30111,4,Extend,>>,452,45.71,370,346,484
30221,4,Extend,>>,414,42.46,367,343,477
30332,4,Extend,>>,376,39.21,366,341,468
30441,4,Extend,>>,338,35.96,364,337,458
30551,4,Extend,>>,300,32.7,364,332,449
30662,4,Extend,>>,262,29.36,361,333,440
30772,4,Extend,>>,224,25.93,358,332,436
30882,4,Extend,>>,186,22.77,351,328,426
30992,4,Extend,>>,148,19.6,345,325,428
31102,4,Extend,>>,110,16.26,337,322,422
31212,4,Extend,>>,72,12.92,335,321,419
31322,4,Extend,>>,34,9.32,333,322,410
31431,4,Extend,>>,-4,5.89,334,322,398
31541,4,Extend,>>,-42,2.73,329,315,387
31651,4,Extend,>>,-80,-0.53,325,312,377
31761,4,Extend,>>,-118,-3.87,325,308,371
31870,4,Extend,>>,-156,-7.12,321,309,369
31980,4,Extend,>>,-194,-10.29,317,302,367
32091,4,Extend,>>,-232,-13.54,313,306,368
32201,4,Extend,>>,-270,-16.7,318,301,368
32310,4,Extend,>>,-308,-19.96,313,294,366
32420,4,Extend,>>,-346,-23.12,310,289,366
