Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
12511,1,Flex,>>,2917,256.44,390,343,551
12620,1,Flex,>>,2882,256.44,386,344,547
12730,1,Flex,>>,2847,254.51,388,342,545
12839,1,Flex,>>,2812,251.6,389,341,545
12950,1,Flex,>>,2777,248.53,388,339,551
13059,1,Flex,>>,2742,245.54,388,341,545
13169,1,Flex,>>,2707,242.46,387,339,542
13278,1,Flex,>>,2672,239.38,388,339,544
13387,1,Flex,>>,2637,236.4,389,338,545
13497,1,Flex,>>,2602,233.41,389,340,545
13607,1,Flex,>>,2567,230.51,389,339,545
13717,1,Flex,>>,2532,227.52,388,339,543
13827,1,Flex,>>,2497,224.53,390,339,546
13939,1,Flex,>>,2462,221.54,388,342,545
14048,1,Flex,>>,2427,218.55,391,338,547
14158,1,Flex,>>,2392,215.47,390,336,550
14268,1,Flex,>>,2357,212.48,392,339,551
14378,1,Flex,>>,2322,209.49,392,338,552
14487,1,Flex,>>,2287,206.51,393,341,560
14596,1,Flex,>>,2252,203.6,395,346,571
14706,1,Flex,>>,2217,200.62,395,356,575
14815,1,Flex,>>,2182,197.63,396,355,586
14925,1,Flex,>>,2147,194.55,410,363,594
15035,1,Flex,>>,2112,191.38,424,364,592
15145,1,Flex,>>,2077,188.13,417,362,592
15255,1,Flex,>>,2042,185.14,416,367,603
15364,1,Flex,>>,2007,182.15,417,373,604
15474,1,Flex,>>,1972,179.25,421,369,601
15584,1,Flex,>>,1937,176.18,430,380,613
15694,1,Flex,>>,1902,173.1,432,385,621
15804,1,Flex,>>,1867,169.93,439,388,624
15913,1,Flex,>>,1832,166.95,454,389,629
16023,1,Flex,>>,1797,163.69,458,405,636
16133,1,Flex,>>,1762,160.62,460,407,640
16243,1,Flex,>>,1727,157.63,465,409,644
16353,1,Flex,>>,1692,154.64,473,416,647
16463,1,Flex,>>,1657,151.47,481,423,659
16573,1,Flex,>>,1622,148.4,492,436,669
16682,1,Flex,>>,1587,145.41,504,446,676
16792,1,Flex,>>,1552,142.42,511,451,682
16901,1,Flex,>>,1517,139.43,514,461,687
17011,1,Flex,>>,1482,136.44,526,468,697
17120,1,Flex,>>,1447,133.54,528,473,706
17230,1,Flex,>>,1412,130.55,536,475,713
17340,1,Flex,>>,1377,127.47,543,475,711
17449,1,Flex,>>,1342,124.48,542,483,713
17559,1,Flex,>>,1307,121.49,545,483,719
17668,1,Flex,>>,1272,118.68,552,485,719
17778,1,Flex,>>,1237,115.87,552,484,718
17888,1,Flex,>>,1202,113.32,552,485,720
17997,1,Flex,>>,1167,110.42,563,495,724
18107,1,Flex,>>,1132,107.34,563,490,727
18217,1,Flex,>>,1097,104.35,563,496,732
18327,1,Flex,>>,1062,101.54,563,494,733
18437,1,Flex,>>,1027,98.55,565,497,734
18547,1,Flex,>>,992,95.56,562,501,734
18656,1,Flex,>>,957,92.84,560,494,735
18766,1,Flex,>>,922,90.02,557,494,733
18875,1,Flex,>>,887,87.03,557,495,736
18986,1,Flex,>>,852,84.04,558,487,732
19095,1,Flex,>>,817,80.97,549,492,734
19205,1,Flex,<<,817,77.89,554,503,737
19315,1,Flex,<<,852,77.36,555,499,743
19424,1,Flex,<<,887,77.36,571,510,759
19534,1,Flex,<<,922,78.07,566,512,757
19643,1,Flex,<<,957,80.7,561,505,755
19753,1,Flex,<<,992,83.6,555,505,748
19863,1,Flex,<<,1027,86.51,547,497,743
19973,1,Flex,<<,1062,89.58,543,494,736
20083,1,Flex,<<,1097,92.66,539,488,730
20192,1,Flex,<<,1132,95.56,522,481,718
20302,1,Flex,<<,1167,98.73,518,477,713
20412,1,Flex,<<,1202,101.71,519,474,713
20522,1,Flex,<<,1237,104.7,512,474,708
20632,1,Flex,<<,1272,107.87,511,472,706
20743,1,Flex,<<,1307,110.95,506,468,701
20854,1,Flex,<<,1342,113.85,498,468,699
20964,1,Flex,<<,1377,116.92,495,464,699
21074,1,Flex,<<,1412,119.91,491,465,698
21184,1,Flex,<<,1447,123.08,488,465,698
21294,1,Flex,<<,1482,126.15,485,464,699
21404,1,Flex,<<,1517,129.14,476,462,693
21514,1,Flex,<<,1552,132.31,472,459,690
21623,1,Flex,<<,1587,135.3,461,455,688
21733,1,Flex,<<,1622,138.37,454,454,684
21843,1,Flex,<<,1657,141.36,447,448,683
21952,1,Flex,<<,1692,144.44,444,449,682
22063,1,Flex,<<,1727,147.6,438,445,680
22173,1,Flex,<<,1762,150.68,433,440,677
22283,1,Flex,<<,1797,153.76,430,433,674
22392,1,Flex,<<,1832,156.75,426,436,674
22503,1,Flex,<<,1867,159.82,422,430,671
22612,1,Flex,<<,1902,162.9,421,433,678
22723,1,Flex,<<,1937,166.07,420,434,665
22833,1,Flex,<<,1972,169.05,422,427,665
22943,1,Flex,<<,2007,172.13,423,417,661
23053,1,Flex,<<,2042,175.3,422,414,658
23163,1,Flex,<<,2077,178.46,418,410,651
23273,1,Flex,<<,2112,181.36,420,406,645
23382,1,Flex,<<,2147,184.44,416,400,643
23492,1,Flex,<<,2182,187.52,413,398,636
23602,1,Flex,<<,2217,190.59,412,393,631
23712,1,Flex,<<,2252,193.85,411,393,628
23821,1,Flex,<<,2287,196.84,403,380,618
23931,1,Flex,<<,2322,199.91,401,383,610
24040,1,Flex,<<,2357,202.99,404,374,612
24150,1,Flex,<<,2392,206.15,404,374,609
24260,1,Flex,<<,2427,209.32,401,372,604
24370,1,Flex,<<,2462,212.4,403,367,600
24479,1,Flex,<<,2497,215.47,401,368,595
24590,1,Flex,<<,2532,218.55,400,365,599
24699,1,Flex,<<,2567,221.63,399,366,595
24810,1,Flex,<<,2602,224.79,397,365,594
24920,1,Flex,<<,2637,227.78,392,366,590
25030,1,Flex,<<,2672,230.86,396,364,590
25139,1,Flex,<<,2707,233.93,398,368,588
25249,1,Flex,<<,2742,237.01,395,365,586
25358,1,Flex,<<,2777,240.0,395,367,587
25468,1,Flex,<<,2812,243.16,397,365,586
25578,1,Flex,<<,2847,246.24,394,367,589
25688,1,Flex,<<,2882,249.23,394,367,586
25797,1,Flex,<<,2917,252.31,394,366,588
42849,1,Flex,>>,2916,256.35,353,336,534
42959,1,Flex,>>,2881,256.35,352,337,534
43069,1,Flex,>>,2846,254.33,350,333,530
43178,1,Flex,>>,2811,251.43,351,329,531
43288,1,Flex,>>,2776,248.35,351,336,530
43398,1,Flex,>>,2741,245.36,348,336,531
43509,1,Flex,>>,2706,242.2,350,333,528
43619,1,Flex,>>,2671,239.12,355,335,531
43729,1,Flex,>>,2636,236.22,348,334,528
43838,1,Flex,>>,2601,233.14,351,335,528
43948,1,Flex,>>,2566,230.15,349,334,528
44057,1,Flex,>>,2531,227.08,350,334,528
44167,1,Flex,>>,2496,224.09,350,333,527
44277,1,Flex,>>,2461,221.01,343,333,528
44387,1,Flex,>>,2426,217.93,351,334,527
44497,1,Flex,>>,2391,214.86,352,334,529
44606,1,Flex,>>,2356,211.87,350,331,529
44716,1,Flex,>>,2321,208.88,351,335,527
44825,1,Flex,>>,2286,205.8,351,335,528
44935,1,Flex,>>,2251,202.9,353,335,527
45044,1,Flex,>>,2216,199.91,353,332,529
45154,1,Flex,>>,2181,196.92,355,334,528
45264,1,Flex,>>,2146,193.93,356,332,523
45375,1,Flex,>>,2111,190.86,361,334,527
45484,1,Flex,>>,2076,187.87,363,334,527
45595,1,Flex,>>,2041,184.88,364,336,539
45704,1,Flex,>>,2006,181.89,366,336,543
45814,1,Flex,>>,1971,179.08,372,340,549
45925,1,Flex,>>,1936,175.91,377,340,553
46036,1,Flex,>>,1901,172.84,386,346,556
46146,1,Flex,>>,1866,169.67,390,347,558
46255,1,Flex,>>,1831,166.77,397,351,565
46365,1,Flex,>>,1796,163.52,402,354,570
46475,1,Flex,>>,1761,160.44,408,358,580
46585,1,Flex,>>,1726,157.45,421,359,580
46695,1,Flex,>>,1691,154.37,442,372,597
46804,1,Flex,>>,1656,151.03,445,381,602
46914,1,Flex,>>,1621,147.96,464,385,607
47024,1,Flex,>>,1586,144.97,472,395,616
47134,1,Flex,>>,1551,141.89,485,409,629
47244,1,Flex,>>,1516,138.9,499,422,640
47354,1,Flex,>>,1481,135.91,506,433,656
47465,1,Flex,>>,1446,133.01,512,441,666
47575,1,Flex,>>,1411,129.85,517,456,684
47685,1,Flex,>>,1376,126.86,524,458,687
47795,1,Flex,>>,1341,123.96,526,471,694
47905,1,Flex,>>,1306,120.88,532,470,700
48015,1,Flex,>>,1271,118.07,534,470,706
48125,1,Flex,>>,1236,115.25,540,473,715
48235,1,Flex,>>,1201,112.53,544,478,721
48345,1,Flex,>>,1166,109.54,550,481,734
48455,1,Flex,>>,1131,106.46,551,480,728
48566,1,Flex,>>,1096,103.74,552,491,745
48675,1,Flex,>>,1061,100.75,556,491,749
48786,1,Flex,>>,1026,97.85,556,492,750
48896,1,Flex,>>,991,95.12,552,489,750
49006,1,Flex,>>,956,92.31,554,492,751
49116,1,Flex,>>,921,89.41,550,490,746
49226,1,Flex,>>,886,86.42,547,491,748
49336,1,Flex,>>,851,83.34,552,495,743
49445,1,Flex,>>,816,80.35,547,494,748
49555,1,Flex,<<,816,77.71,548,498,751
49665,1,Flex,<<,851,77.01,550,502,763
49775,1,Flex,<<,886,77.01,558,509,773
49886,1,Flex,<<,921,77.98,556,505,776
49996,1,Flex,<<,956,80.62,552,501,766
50106,1,Flex,<<,991,83.52,544,499,760
50215,1,Flex,<<,1026,86.33,540,492,756
50325,1,Flex,<<,1061,89.49,540,485,742
50435,1,Flex,<<,1096,92.48,537,478,730
50545,1,Flex,<<,1131,95.56,526,472,722
50655,1,Flex,<<,1166,98.55,521,468,716
50766,1,Flex,<<,1201,101.54,516,463,712
50877,1,Flex,<<,1236,104.62,506,460,709
50986,1,Flex,<<,1271,107.69,502,454,707
51097,1,Flex,<<,1306,110.77,490,451,700
51207,1,Flex,<<,1341,113.76,485,451,699
51318,1,Flex,<<,1376,116.75,475,447,686
51427,1,Flex,<<,1411,119.91,453,438,687
51537,1,Flex,<<,1446,122.99,438,431,679
51648,1,Flex,<<,1481,126.15,434,430,673
51759,1,Flex,<<,1516,129.14,428,421,670
51870,1,Flex,<<,1551,132.31,428,422,667
51982,1,Flex,<<,1586,135.3,423,421,661
52094,1,Flex,<<,1621,138.37,412,416,658
52205,1,Flex,<<,1656,141.36,405,416,653
