Time(ms),SensorA0,SensorA1,SensorA2
15982,373,325,544
15997,373,323,542
16011,372,324,543
16092,374,321,541
16106,370,321,537
16121,368,319,535
16201,372,322,538
16216,368,316,536
16230,369,320,532
16310,369,322,537
16325,369,321,535
16339,367,319,532
16420,369,321,537
16434,369,318,535
16449,367,318,532
16529,370,320,536
16544,369,321,535
16558,368,320,535
16639,371,321,540
16654,367,317,532
16668,365,321,530
16749,372,321,538
16763,370,322,534
16777,368,323,535
16858,370,319,537
16873,369,319,535
16887,368,320,535
16968,374,326,539
16982,370,319,538
16997,368,321,536
17077,370,322,541
17092,371,321,536
17106,369,318,535
17187,375,323,539
17201,369,320,537
17216,368,321,535
17296,374,323,541
17311,374,319,535
17325,369,320,536
17406,374,319,541
17420,371,321,542
17435,368,318,539
17516,374,312,545
17530,370,318,541
17545,371,321,540
17625,375,323,551
17640,374,323,547
17655,373,320,537
17735,375,325,555
17750,375,326,550
17764,369,322,546
17845,382,327,555
17859,380,324,553
17874,375,323,550
17954,384,331,560
17969,380,328,561
17983,381,329,559
18064,394,336,568
18078,394,334,565
18093,390,331,569
18173,392,336,576
18188,392,336,571
18202,389,336,573
18283,397,342,584
18298,395,343,583
18312,393,339,578
18393,399,346,591
18408,398,347,586
18422,396,344,588
18503,403,348,600
18517,402,346,589
18532,399,342,584
18612,408,349,597
18627,407,346,603
18641,409,348,597
18722,424,356,607
18737,423,351,603
18751,422,355,599
18832,440,364,614
18846,437,362,613
18861,436,372,617
18941,442,380,632
18956,439,379,631
18970,436,378,630
19051,447,395,648
19065,447,394,641
19080,448,394,648
19161,456,405,654
19175,451,406,652
19190,450,402,645
19270,458,407,658
19285,458,412,655
19299,455,412,655
19380,463,417,661
19394,464,418,665
19409,463,419,660
19489,473,429,671
19504,474,430,670
19518,469,428,666
19599,478,439,679
19613,478,436,675
19628,476,435,674
19708,487,445,684
19723,488,443,684
19737,482,442,680
19818,492,453,692
19832,490,451,692
19847,491,444,687
19928,499,454,700
19942,493,452,691
19957,491,449,691
20037,498,456,701
20052,496,453,698
20067,492,450,693
20148,502,455,705
20162,499,456,703
20177,499,454,701
20257,506,467,716
20272,506,469,703
20286,501,458,707
20367,509,469,721
20382,509,465,713
20396,503,460,712
20477,516,472,724
20491,512,468,718
20506,512,463,710
20587,515,468,722
20601,511,466,719
20616,509,464,718
20696,518,471,727
20711,517,468,721
20725,519,474,725
20806,528,475,728
20821,526,477,728
20835,522,475,724
20916,531,481,735
20930,526,473,732
20945,523,472,728
21025,530,478,738
21040,525,476,738
21054,524,469,729
21135,529,479,736
21149,527,475,733
21164,520,474,724
21244,534,483,745
21259,532,481,735
21273,528,477,731
21354,532,474,736
21368,527,475,733
21383,525,472,727
21463,537,480,742
21478,537,474,737
21493,528,469,731
21573,540,477,748
21588,536,474,738
21602,530,474,737
21683,543,481,745
21698,533,477,742
21712,533,476,738
21793,541,488,747
