Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
12471,1,Flex,>>,2916,256.35,381,328,524
12486,2,Flex,>>,1151,101.19,379,326,522
12500,3,Flex,>>,124,10.9,379,325,522
12581,1,Flex,>>,2881,256.35,377,324,520
12595,2,Flex,>>,1091,101.19,376,322,519
12610,3,Flex,>>,61,10.9,375,321,514
12690,1,Flex,>>,2846,254.51,378,325,520
12705,2,Flex,>>,1031,97.85,375,322,522
12719,3,Flex,>>,-2,7.38,373,321,514
12800,1,Flex,>>,2811,251.78,376,324,517
12814,2,Flex,>>,971,92.57,375,323,518
12829,3,Flex,>>,-65,2.2,374,323,514
12910,1,Flex,>>,2776,248.7,378,324,516
12925,2,Flex,>>,911,87.47,375,323,515
12939,3,Flex,>>,-128,-3.34,374,322,515
13020,1,Flex,>>,2741,245.89,378,316,519
13034,2,Flex,>>,851,82.2,376,324,516
13049,3,Flex,>>,-191,-8.62,374,321,515
13129,1,Flex,>>,2706,242.81,375,328,518
13144,2,Flex,>>,791,77.01,378,324,517
13158,3,Flex,>>,-254,-14.15,373,323,517
13239,1,Flex,>>,2671,239.82,378,324,519
13253,2,Flex,>>,731,71.74,375,323,519
13268,3,Flex,>>,-317,-19.78,374,321,514
13348,1,Flex,>>,2636,236.75,379,325,518
13363,2,Flex,>>,671,66.55,374,322,516
13377,3,Flex,>>,-380,-25.32,370,314,513
13458,1,Flex,>>,2601,233.85,380,324,518
13473,2,Flex,>>,611,61.36,377,322,514
13487,3,Flex,>>,-443,-30.86,366,319,512
13568,1,Flex,>>,2566,230.77,379,320,518
13583,2,Flex,>>,551,56.18,377,322,513
13598,3,Flex,>>,-506,-36.4,374,322,515
13679,1,Flex,>>,2531,227.78,380,323,519
13694,2,Flex,>>,491,50.99,378,320,515
13708,3,Flex,>>,-569,-41.85,377,314,510
13789,1,Flex,>>,2496,224.88,381,325,524
13803,2,Flex,>>,431,45.71,378,321,515
13818,3,Flex,>>,-632,-47.21,376,317,511
13898,1,Flex,>>,2461,221.98,377,325,519
13913,2,Flex,>>,371,40.7,377,320,514
13928,3,Flex,>>,-695,-52.75,377,319,513
14008,1,Flex,>>,2426,219.08,383,324,522
14023,2,Flex,>>,311,35.52,382,322,516
14037,3,Flex,>>,-758,-58.11,380,321,514
14118,1,Flex,>>,2391,215.91,385,324,517
14133,2,Flex,>>,251,30.15,385,321,516
14147,3,Flex,>>,-821,-63.65,382,321,513
14228,1,Flex,>>,2356,212.84,387,323,518
14243,2,Flex,>>,191,24.79,385,324,519
14258,3,Flex,>>,-884,-69.1,382,313,515
14338,1,Flex,>>,2321,209.76,389,324,521
14353,2,Flex,>>,131,19.43,385,321,519
14368,3,Flex,>>,-947,-74.55,386,320,518
14449,1,Flex,>>,2286,206.77,390,323,521
14464,2,Flex,>>,71,14.33,388,321,520
14478,3,Flex,>>,-1010,-80.09,386,319,518
14559,1,Flex,>>,2251,203.78,393,324,523
14573,2,Flex,>>,11,9.14,390,319,518
14589,3,Flex,>>,-1073,-85.54,389,318,513
14669,1,Flex,>>,2216,200.79,392,325,527
14684,2,Flex,>>,-49,3.87,393,325,526
14699,3,Flex,>>,-1136,-90.99,392,318,521
