Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
26226,5,Extend,>>,197,17.32
26328,5,Extend,>>,160,17.32
26431,5,Extend,>>,123,15.3
26533,5,Extend,>>,86,12.22
26635,5,Extend,>>,49,9.05
26737,5,Extend,>>,12,5.89
26839,5,Extend,>>,-25,2.73
26941,5,Extend,>>,-62,-0.44
27043,5,Extend,>>,-99,-3.78
27145,5,Extend,>>,-136,-7.03
27247,5,Extend,>>,-173,-10.2
27349,5,Extend,>>,-210,-13.45
27451,5,Extend,>>,-247,-16.7
27553,5,Extend,>>,-284,-19.69
27655,5,Extend,>>,-321,-22.95
27757,5,Extend,>>,-358,-26.2
27859,5,Extend,>>,-395,-29.45
27961,5,Extend,>>,-432,-32.7
28063,5,Extend,>>,-469,-35.87
28165,5,Extend,>>,-506,-39.12
28268,5,Extend,>>,-543,-42.29
28370,5,Extend,>>,-580,-45.45
28472,5,Extend,>>,-617,-48.7
28575,5,Extend,>>,-654,-52.04
28677,5,Extend,>>,-691,-55.21
28779,5,Extend,>>,-728,-58.29
28881,5,Extend,>>,-765,-61.45
28983,5,Extend,>>,-802,-64.7
29086,5,Extend,>>,-839,-68.13
29188,5,Extend,>>,-876,-71.3
29290,5,Extend,>>,-913,-74.46
29393,5,Extend,>>,-950,-77.71
29495,5,Extend,>>,-987,-80.97
29597,5,Extend,>>,-1024,-84.04
29700,5,Extend,>>,-1061,-87.21
29803,5,Extend,>>,-1098,-90.46
29905,5,Extend,>>,-1135,-93.71
30007,5,Extend,>>,-1172,-96.88
30110,5,Extend,>>,-1209,-99.96
30212,5,Extend,>>,-1246,-103.12
30314,5,Extend,>>,-1283,-106.2
30417,5,Extend,>>,-1320,-109.27
30519,5,Extend,>>,-1357,-112.7
30622,5,Extend,>>,-1394,-115.96
30724,5,Extend,>>,-1431,-119.03
30826,5,Extend,>>,-1468,-122.2
30929,5,Extend,>>,-1505,-125.19
31032,5,Extend,>>,-1542,-128.09
31135,5,Extend,>>,-1579,-131.25
31237,5,Extend,>>,-1616,-134.59
31339,5,Extend,>>,-1653,-137.85
31442,5,Extend,>>,-1690,-141.1
31545,5,Extend,>>,-1727,-144.26
31647,5,Extend,>>,-1764,-147.25
31750,5,Extend,>>,-1801,-150.33
31852,5,Extend,>>,-1838,-153.49
31955,5,Extend,>>,-1875,-156.75
32057,5,Extend,>>,-1912,-159.91
32160,5,Extend,>>,-1949,-162.99
32263,5,Extend,>>,-1986,-166.07
32365,5,Extend,>>,-2023,-169.14
32468,5,Extend,<<,-2023,-172.22
32570,5,Extend,<<,-1986,-173.45
32673,5,Extend,<<,-1949,-173.45
32775,5,Extend,<<,-1912,-171.52
32878,5,Extend,<<,-1875,-168.7
32980,5,Extend,<<,-1838,-165.71
33083,5,Extend,<<,-1801,-162.46
33186,5,Extend,<<,-1764,-159.21
33288,5,Extend,<<,-1727,-156.04
33391,5,Extend,<<,-1690,-152.79
33494,5,Extend,<<,-1653,-149.54
33596,5,Extend,<<,-1616,-146.29
33699,5,Extend,<<,-1579,-143.03
