Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12471,1,Flex,>>,2945,258.9
12485,2,Flex,>>,1214,106.73
12497,3,Flex,>>,159,14.07
12575,1,Flex,>>,2910,258.9
12587,2,Flex,>>,1154,106.73
12599,3,Flex,>>,96,13.98
12677,1,Flex,>>,2875,257.14
12688,2,Flex,>>,1094,103.47
12700,3,Flex,>>,33,10.46
12778,1,Flex,>>,2840,254.42
12790,2,Flex,>>,1034,98.64
12802,3,Flex,>>,-30,5.36
12880,1,Flex,>>,2805,251.43
12892,2,Flex,>>,974,93.36
12904,3,Flex,>>,-93,-0.26
12983,1,Flex,>>,2770,248.44
12995,2,Flex,>>,914,88.26
13007,3,Flex,>>,-156,-5.63
13085,1,Flex,>>,2735,245.54
13097,2,Flex,>>,854,82.99
13109,3,Flex,>>,-219,-11.08
13187,1,Flex,>>,2700,242.46
13199,2,Flex,>>,794,77.71
13210,3,Flex,>>,-282,-16.53
13289,1,Flex,>>,2665,239.38
13301,2,Flex,>>,734,72.53
13313,3,Flex,>>,-345,-21.98
13391,1,Flex,>>,2630,236.4
13403,2,Flex,>>,674,67.34
13415,3,Flex,>>,-408,-27.34
13493,1,Flex,>>,2595,233.41
13505,2,Flex,>>,614,62.15
13517,3,Flex,>>,-471,-32.79
13595,1,Flex,>>,2560,230.42
13607,2,Flex,>>,554,56.97
13619,3,Flex,>>,-534,-38.24
13698,1,Flex,>>,2525,227.34
13710,2,Flex,>>,494,51.78
13722,3,Flex,>>,-597,-43.69
13800,1,Flex,>>,2490,224.44
13812,2,Flex,>>,434,46.51
13824,3,Flex,>>,-660,-49.14
13902,1,Flex,>>,2455,221.45
13914,2,Flex,>>,374,41.32
13926,3,Flex,>>,-723,-54.59
14004,1,Flex,>>,2420,218.46
14016,2,Flex,>>,314,36.04
14028,3,Flex,>>,-786,-60.04
14106,1,Flex,>>,2385,215.38
14118,2,Flex,>>,254,30.77
14130,3,Flex,>>,-849,-65.41
14208,1,Flex,>>,2350,212.31
14220,2,Flex,>>,194,25.41
14232,3,Flex,>>,-912,-71.12
14310,1,Flex,>>,2315,209.23
14322,2,Flex,>>,134,19.96
14334,3,Flex,>>,-975,-76.57
14412,1,Flex,>>,2280,206.07
14424,2,Flex,>>,74,14.86
14436,3,Flex,>>,-1038,-82.02
14514,1,Flex,>>,2245,203.08
14526,2,Flex,>>,14,9.76
14538,3,Flex,>>,-1101,-87.47
14616,1,Flex,>>,2210,200.18
14628,2,Flex,>>,-46,4.4
14640,3,Flex,>>,-1164,-93.01
14718,1,Flex,>>,2175,197.36
14730,2,Flex,>>,-106,-0.97
14742,3,Flex,>>,-1227,-98.64
14820,1,Flex,>>,2140,194.37
14832,2,Flex,>>,-166,-6.24
14844,3,Flex,>>,-1290,-104.09
14923,1,Flex,>>,2105,191.21
14935,2,Flex,>>,-226,-11.6
14947,3,Flex,>>,-1353,-109.54
15025,1,Flex,>>,2070,188.13
15037,2,Flex,>>,-286,-16.79
15049,3,Flex,>>,-1416,-114.99
15127,1,Flex,>>,2035,185.14
15139,2,Flex,>>,-346,-21.89
15151,3,Flex,>>,-1479,-120.53
15229,1,Flex,>>,2000,182.15
15241,2,Flex,>>,-406,-27.25
15254,3,Flex,>>,-1542,-126.15
15332,1,Flex,>>,1965,179.25
15344,2,Flex,>>,-466,-32.53
15356,3,Flex,>>,-1605,-131.52
15434,1,Flex,>>,1930,176.26
15446,2,Flex,>>,-526,-37.8
15458,3,Flex,>>,-1668,-137.05
15536,1,Flex,>>,1895,173.1
15548,2,Flex,>>,-586,-42.9
15561,3,Flex,>>,-1731,-142.51
15639,1,Flex,>>,1860,170.02
15651,2,Flex,>>,-646,-48.09
15663,3,Flex,>>,-1794,-147.96
15741,1,Flex,>>,1825,167.12
15753,2,Flex,>>,-706,-53.36
15765,3,Flex,>>,-1857,-153.32
15843,1,Flex,>>,1790,163.96
15855,2,Flex,>>,-766,-58.64
15867,3,Flex,>>,-1920,-158.68
15946,1,Flex,>>,1755,160.62
15958,2,Flex,>>,-826,-63.65
15970,3,Flex,>>,-1983,-164.13
16048,1,Flex,>>,1720,157.54
16060,2,Flex,>>,-886,-68.75
16072,3,Flex,>>,-2046,-169.32
16150,1,Flex,>>,1685,154.73
16162,2,Flex,>>,-946,-73.76
16174,3,Flex,>>,-2109,-174.51
16252,1,Flex,>>,1650,151.65
16264,2,Flex,>>,-1006,-79.03
16276,3,Flex,>>,-2172,-179.87
16354,1,Flex,>>,1615,148.66
16366,2,Flex,>>,-1066,-84.22
16379,3,Flex,>>,-2235,-185.32
16457,1,Flex,>>,1580,145.58
16469,2,Flex,>>,-1126,-89.49
16481,3,Flex,>>,-2298,-190.59
16559,1,Flex,>>,1545,142.68
16572,2,Flex,>>,-1186,-94.68
16584,3,Flex,>>,-2361,-195.96
16662,1,Flex,>>,1510,139.87
16674,2,Flex,>>,-1246,-100.04
16686,3,Flex,>>,-2424,-201.49
16764,1,Flex,>>,1475,136.79
16776,2,Flex,>>,-1306,-105.32
16788,3,Flex,>>,-2487,-207.03
16866,1,Flex,>>,1440,134.07
16878,2,Flex,>>,-1366,-110.59
16890,3,Flex,>>,-2550,-212.48
