Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12485,2,Flex,>>,1214,106.73
12587,2,Flex,>>,1154,106.73
12688,2,Flex,>>,1094,103.47
12790,2,Flex,>>,1034,98.64
12892,2,Flex,>>,974,93.36
12995,2,Flex,>>,914,88.26
13097,2,Flex,>>,854,82.99
13199,2,Flex,>>,794,77.71
13301,2,Flex,>>,734,72.53
13403,2,Flex,>>,674,67.34
13505,2,Flex,>>,614,62.15
13607,2,Flex,>>,554,56.97
13710,2,Flex,>>,494,51.78
13812,2,Flex,>>,434,46.51
13914,2,Flex,>>,374,41.32
14016,2,Flex,>>,314,36.04
14118,2,Flex,>>,254,30.77
14220,2,Flex,>>,194,25.41
14322,2,Flex,>>,134,19.96
14424,2,Flex,>>,74,14.86
14526,2,Flex,>>,14,9.76
14628,2,Flex,>>,-46,4.4
14730,2,Flex,>>,-106,-0.97
14832,2,Flex,>>,-166,-6.24
14935,2,Flex,>>,-226,-11.6
15037,2,Flex,>>,-286,-16.79
15139,2,Flex,>>,-346,-21.89
15241,2,Flex,>>,-406,-27.25
15344,2,Flex,>>,-466,-32.53
15446,2,Flex,>>,-526,-37.8
15548,2,Flex,>>,-586,-42.9
15651,2,Flex,>>,-646,-48.09
15753,2,Flex,>>,-706,-53.36
15855,2,Flex,>>,-766,-58.64
15958,2,Flex,>>,-826,-63.65
16060,2,Flex,>>,-886,-68.75
16162,2,Flex,>>,-946,-73.76
16264,2,Flex,>>,-1006,-79.03
16366,2,Flex,>>,-1066,-84.22
16469,2,Flex,>>,-1126,-89.49
16572,2,Flex,>>,-1186,-94.68
16674,2,Flex,>>,-1246,-100.04
16776,2,Flex,>>,-1306,-105.32
16878,2,Flex,>>,-1366,-110.59
16980,2,Flex,>>,-1426,-115.87
17082,2,Flex,>>,-1486,-121.14
17185,2,Flex,>>,-1546,-126.24
17287,2,Flex,>>,-1606,-131.34
17390,2,Flex,>>,-1666,-136.35
17492,2,Flex,>>,-1726,-141.36
17594,2,Flex,>>,-1786,-146.29
17697,2,Flex,>>,-1846,-151.38
17799,2,Flex,>>,-1906,-156.4
17901,2,Flex,>>,-1966,-161.58
18004,2,Flex,>>,-2026,-166.59
18106,2,Flex,>>,-2086,-171.78
18208,2,Flex,>>,-2146,-176.62
18311,2,Flex,>>,-2206,-181.8
18413,2,Flex,>>,-2266,-186.9
18516,2,Flex,>>,-2326,-191.91
18618,2,Flex,>>,-2386,-197.01
18720,2,Flex,<<,-2386,-201.85
18822,2,Flex,<<,-2326,-203.69
18925,2,Flex,<<,-2266,-203.69
19027,2,Flex,<<,-2206,-199.82
19129,2,Flex,<<,-2146,-194.99
19232,2,Flex,<<,-2086,-190.24
19334,2,Flex,<<,-2026,-184.97
19437,2,Flex,<<,-1966,-179.69
19539,2,Flex,<<,-1906,-174.68
19641,2,Flex,<<,-1846,-169.32
19744,2,Flex,<<,-1786,-164.04
19846,2,Flex,<<,-1726,-158.77
19949,2,Flex,<<,-1666,-153.49
20051,2,Flex,<<,-1606,-148.22
20154,2,Flex,<<,-1546,-142.86
20256,2,Flex,<<,-1486,-137.58
20359,2,Flex,<<,-1426,-132.4
20461,2,Flex,<<,-1366,-127.21
20564,2,Flex,<<,-1306,-121.93
20666,2,Flex,<<,-1246,-116.57
20768,2,Flex,<<,-1186,-111.3
20870,2,Flex,<<,-1126,-106.02
20973,2,Flex,<<,-1066,-100.84
21075,2,Flex,<<,-1006,-95.47
21178,2,Flex,<<,-946,-90.37
21281,2,Flex,<<,-886,-85.01
21383,2,Flex,<<,-826,-79.65
21485,2,Flex,<<,-766,-74.37
21587,2,Flex,<<,-706,-69.19
21690,2,Flex,<<,-646,-63.91
21793,2,Flex,<<,-586,-58.64
21895,2,Flex,<<,-526,-53.27
21998,2,Flex,<<,-466,-48.09
22100,2,Flex,<<,-406,-42.81
22203,2,Flex,<<,-346,-37.71
22305,2,Flex,<<,-286,-32.35
22407,2,Flex,<<,-226,-27.08
22509,2,Flex,<<,-166,-21.71
22611,2,Flex,<<,-106,-16.62
22714,2,Flex,<<,-46,-11.34
22816,2,Flex,<<,14,-6.07
22918,2,Flex,<<,74,-0.79
23020,2,Flex,<<,134,4.48
23122,2,Flex,<<,194,9.85
23224,2,Flex,<<,254,15.12
23326,2,Flex,<<,314,20.22
23428,2,Flex,<<,374,25.67
23530,2,Flex,<<,434,30.86
23632,2,Flex,<<,494,36.13
23734,2,Flex,<<,554,41.41
23836,2,Flex,<<,614,46.59
23938,2,Flex,<<,674,52.04
24040,2,Flex,<<,734,57.23
24142,2,Flex,<<,794,62.42
24244,2,Flex,<<,854,67.69
24346,2,Flex,<<,914,72.97
24448,2,Flex,<<,974,78.24
24550,2,Flex,<<,1034,83.6
24653,2,Flex,<<,1094,88.97
24755,2,Flex,<<,1154,94.15
24857,2,Flex,<<,1214,99.52
40983,2,Flex,>>,1213,106.64
41085,2,Flex,>>,1153,106.64
41187,2,Flex,>>,1093,103.38
41289,2,Flex,>>,1033,98.46
41392,2,Flex,>>,973,93.1
41494,2,Flex,>>,913,88.0
41596,2,Flex,>>,853,82.73
41698,2,Flex,>>,793,77.45
41800,2,Flex,>>,733,72.26
41903,2,Flex,>>,673,67.08
42005,2,Flex,>>,613,61.8
42108,2,Flex,>>,553,56.7
42210,2,Flex,>>,493,51.43
42313,2,Flex,>>,433,46.15
42415,2,Flex,>>,373,41.14
42517,2,Flex,>>,313,35.96
42619,2,Flex,>>,253,30.77
42722,2,Flex,>>,193,25.49
42824,2,Flex,>>,133,20.13
42926,2,Flex,>>,73,15.03
43030,2,Flex,>>,13,9.85
43132,2,Flex,>>,-47,4.66
43235,2,Flex,>>,-107,-0.62
43337,2,Flex,>>,-167,-5.71
43439,2,Flex,>>,-227,-10.9
43542,2,Flex,>>,-287,-16.18
43644,2,Flex,>>,-347,-21.27
43747,2,Flex,>>,-407,-26.55
43849,2,Flex,>>,-467,-31.91
43952,2,Flex,>>,-527,-37.01
44054,2,Flex,>>,-587,-42.29
44157,2,Flex,>>,-647,-47.47
44259,2,Flex,>>,-707,-52.75
44362,2,Flex,>>,-767,-58.02
44464,2,Flex,>>,-827,-63.12
44567,2,Flex,>>,-887,-68.31
44669,2,Flex,>>,-947,-73.49
44772,2,Flex,>>,-1007,-78.86
