Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12471,1,Flex,>>,2945,258.9
12485,2,Flex,>>,1242,109.19
12497,3,Flex,>>,158,13.89
12575,1,Flex,>>,2910,258.9
12587,2,Flex,>>,1182,109.19
12599,3,Flex,>>,95,13.89
12677,1,Flex,>>,2875,256.97
12689,2,Flex,>>,1122,105.93
12701,3,Flex,>>,32,10.37
12779,1,Flex,>>,2840,254.15
12791,2,Flex,>>,1062,101.1
12803,3,Flex,>>,-31,5.45
12881,1,Flex,>>,2805,251.08
12893,2,Flex,>>,1002,95.91
12905,3,Flex,>>,-94,-0.09
12983,1,Flex,>>,2770,248.0
12995,2,Flex,>>,942,90.73
13007,3,Flex,>>,-157,-5.27
13086,1,Flex,>>,2735,245.1
13098,2,Flex,>>,882,85.45
13110,3,Flex,>>,-220,-10.73
13188,1,Flex,>>,2700,241.93
13200,2,Flex,>>,822,80.18
13212,3,Flex,>>,-283,-16.35
13290,1,Flex,>>,2665,238.86
13302,2,Flex,>>,762,74.9
13314,3,Flex,>>,-346,-21.98
13392,1,Flex,>>,2630,235.87
13404,2,Flex,>>,702,69.63
13416,3,Flex,>>,-409,-27.52
13494,1,Flex,>>,2595,232.79
13506,2,Flex,>>,642,64.35
13518,3,Flex,>>,-472,-32.88
13596,1,Flex,>>,2560,229.71
13608,2,Flex,>>,582,59.16
13620,3,Flex,>>,-535,-38.33
13698,1,Flex,>>,2525,226.64
13710,2,Flex,>>,522,54.07
13722,3,Flex,>>,-598,-43.78
13801,1,Flex,>>,2490,223.56
13812,2,Flex,>>,462,48.62
13825,3,Flex,>>,-661,-49.23
13903,1,Flex,>>,2455,220.48
13915,2,Flex,>>,402,43.52
13927,3,Flex,>>,-724,-54.68
14005,1,Flex,>>,2420,217.41
14017,2,Flex,>>,342,38.33
14029,3,Flex,>>,-787,-60.22
14107,1,Flex,>>,2385,214.33
14119,2,Flex,>>,282,33.05
14131,3,Flex,>>,-850,-65.58
14209,1,Flex,>>,2350,211.34
14221,2,Flex,>>,222,27.87
14233,3,Flex,>>,-913,-71.21
14311,1,Flex,>>,2315,208.09
14323,2,Flex,>>,162,22.59
14335,3,Flex,>>,-976,-76.75
14413,1,Flex,>>,2280,205.19
14425,2,Flex,>>,102,17.23
14437,3,Flex,>>,-1039,-82.29
14515,1,Flex,>>,2245,202.02
14527,2,Flex,>>,42,12.13
14539,3,Flex,>>,-1102,-87.82
14617,1,Flex,>>,2210,199.03
14629,2,Flex,>>,-18,6.86
14641,3,Flex,>>,-1165,-93.36
14719,1,Flex,>>,2175,195.96
14731,2,Flex,>>,-78,1.49
14743,3,Flex,>>,-1228,-98.9
14821,1,Flex,>>,2140,192.88
14833,2,Flex,>>,-138,-3.69
14845,3,Flex,>>,-1291,-104.35
14923,1,Flex,>>,2105,189.8
14935,2,Flex,>>,-198,-8.97
14948,3,Flex,>>,-1354,-109.8
15026,1,Flex,>>,2070,186.73
15038,2,Flex,>>,-258,-14.24
15050,3,Flex,>>,-1417,-115.25
15128,1,Flex,>>,2035,183.74
15140,2,Flex,>>,-318,-19.43
15152,3,Flex,>>,-1480,-120.88
15231,1,Flex,>>,2000,180.66
15242,2,Flex,>>,-378,-24.7
15255,3,Flex,>>,-1543,-126.42
15333,1,Flex,>>,1965,177.76
15345,2,Flex,>>,-438,-29.98
15357,3,Flex,>>,-1606,-131.96
15435,1,Flex,>>,1930,174.59
15447,2,Flex,>>,-498,-35.25
15459,3,Flex,>>,-1669,-137.58
15537,1,Flex,>>,1895,171.52
15549,2,Flex,>>,-558,-40.53
15561,3,Flex,>>,-1732,-143.12
15639,1,Flex,>>,1860,168.53
15651,2,Flex,>>,-618,-45.71
15664,3,Flex,>>,-1795,-148.66
15742,1,Flex,>>,1825,165.45
15754,2,Flex,>>,-678,-50.9
15766,3,Flex,>>,-1858,-154.02
15844,1,Flex,>>,1790,162.29
15856,2,Flex,>>,-738,-56.26
15868,3,Flex,>>,-1921,-159.47
15947,1,Flex,>>,1755,159.21
15959,2,Flex,>>,-798,-61.36
15971,3,Flex,>>,-1984,-165.01
16049,1,Flex,>>,1720,156.22
16061,2,Flex,>>,-858,-66.55
16073,3,Flex,>>,-2047,-170.46
16151,1,Flex,>>,1685,153.23
16163,2,Flex,>>,-918,-71.82
16175,3,Flex,>>,-2110,-175.91
16254,1,Flex,>>,1650,150.15
16266,2,Flex,>>,-978,-77.19
16278,3,Flex,>>,-2173,-181.54
16356,1,Flex,>>,1615,147.08
16368,2,Flex,>>,-1038,-82.37
16381,3,Flex,>>,-2236,-186.9
16459,1,Flex,>>,1580,144.0
16471,2,Flex,>>,-1098,-87.56
16483,3,Flex,>>,-2299,-192.26
16561,1,Flex,>>,1545,141.01
16574,2,Flex,>>,-1158,-92.75
16586,3,Flex,>>,-2362,-197.71
16664,1,Flex,>>,1510,137.93
16676,2,Flex,>>,-1218,-98.11
16688,3,Flex,>>,-2425,-203.08
16766,1,Flex,>>,1475,135.03
16778,2,Flex,>>,-1278,-103.3
16790,3,Flex,>>,-2488,-208.7
16868,1,Flex,>>,1440,132.04
16880,2,Flex,>>,-1338,-108.66
16893,3,Flex,>>,-2551,-214.24
16971,1,Flex,>>,1405,128.97
16983,2,Flex,>>,-1398,-113.76
16995,3,Flex,>>,-2614,-219.69
17073,1,Flex,>>,1370,125.8
17085,2,Flex,>>,-1458,-119.03
17097,3,Flex,>>,-2677,-224.97
17175,1,Flex,>>,1335,122.73
17187,2,Flex,>>,-1518,-124.31
17200,3,Flex,>>,-2740,-230.33
17278,1,Flex,>>,1300,119.74
17290,2,Flex,>>,-1578,-129.49
17302,3,Flex,>>,-2803,-235.78
17380,1,Flex,>>,1265,116.84
17392,2,Flex,>>,-1638,-134.68
17404,3,Flex,>>,-2866,-241.23
17482,1,Flex,>>,1230,113.93
17494,2,Flex,>>,-1698,-139.87
17506,3,Flex,>>,-2929,-246.59
17585,1,Flex,>>,1195,110.95
17597,2,Flex,>>,-1758,-145.14
17609,3,Flex,>>,-2992,-252.04
17687,1,Flex,>>,1160,107.96
17699,2,Flex,>>,-1818,-150.15
17711,3,Flex,>>,-3055,-257.41
17789,1,Flex,>>,1125,104.88
17801,2,Flex,>>,-1878,-155.43
17814,3,Flex,>>,-3118,-262.77
17892,1,Flex,>>,1090,101.8
17904,2,Flex,>>,-1938,-160.53
17916,3,Flex,>>,-3181,-268.04
17994,1,Flex,>>,1055,98.81
18006,2,Flex,>>,-1998,-165.63
18018,3,Flex,>>,-3244,-273.49
18096,1,Flex,>>,1020,95.91
18108,2,Flex,>>,-2058,-170.81
18120,3,Flex,>>,-3307,-278.86
18198,1,Flex,>>,985,93.01
18210,2,Flex,>>,-2118,-175.74
18222,3,Flex,>>,-3370,-284.04
18301,1,Flex,>>,950,90.2
18313,2,Flex,>>,-2178,-180.75
18325,3,Flex,>>,-3433,-289.58
18403,1,Flex,>>,915,87.12
18415,2,Flex,>>,-2238,-185.76
18427,3,Flex,>>,-3496,-295.12
18505,1,Flex,>>,880,84.22
18517,2,Flex,>>,-2298,-190.77
18529,3,Flex,>>,-3559,-300.57
18608,1,Flex,>>,845,81.14
18620,2,Flex,>>,-2358,-195.69
18632,3,Flex,>>,-3622,-305.76
18710,1,Flex,<<,845,78.24
18722,2,Flex,<<,-2358,-200.62
18734,3,Flex,<<,-3622,-311.03
18812,1,Flex,<<,880,77.27
18824,2,Flex,<<,-2298,-202.02
18836,3,Flex,<<,-3559,-313.05
18915,1,Flex,<<,915,77.36
18927,2,Flex,<<,-2238,-201.93
18939,3,Flex,<<,-3496,-312.7
19017,1,Flex,<<,950,79.56
19029,2,Flex,<<,-2178,-197.8
19041,3,Flex,<<,-3433,-308.48
19119,1,Flex,<<,985,82.64
19131,2,Flex,<<,-2118,-192.79
19143,3,Flex,<<,-3370,-303.21
19221,1,Flex,<<,1020,85.63
19233,2,Flex,<<,-2058,-187.69
19245,3,Flex,<<,-3307,-297.76
19324,1,Flex,<<,1055,88.62
19336,2,Flex,<<,-1998,-182.42
19348,3,Flex,<<,-3244,-292.31
19426,1,Flex,<<,1090,91.6
19438,2,Flex,<<,-1938,-177.32
19450,3,Flex,<<,-3181,-286.86
19528,1,Flex,<<,1125,94.77
19540,2,Flex,<<,-1878,-172.13
19552,3,Flex,<<,-3118,-281.41
19630,1,Flex,<<,1160,97.76
19642,2,Flex,<<,-1818,-166.77
19655,3,Flex,<<,-3055,-275.87
19733,1,Flex,<<,1195,100.75
19745,2,Flex,<<,-1758,-161.49
19757,3,Flex,<<,-2992,-270.15
19835,1,Flex,<<,1230,103.82
19847,2,Flex,<<,-1698,-156.22
19859,3,Flex,<<,-2929,-264.7
19937,1,Flex,<<,1265,106.99
19949,2,Flex,<<,-1638,-150.95
19961,3,Flex,<<,-2866,-259.34
20039,1,Flex,<<,1300,110.07
20051,2,Flex,<<,-1578,-145.76
20063,3,Flex,<<,-2803,-253.8
20141,1,Flex,<<,1335,113.05
20153,2,Flex,<<,-1518,-140.4
20166,3,Flex,<<,-2740,-248.18
20245,1,Flex,<<,1370,116.04
20256,2,Flex,<<,-1458,-135.12
