Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth,L_est_cm,theta_from_R(compose),phase_used
12471,1,Flex,>>,2916,256.35,413,341,549,47.231561188977,-0.41194954940611234,53.577348326292594,Flex
12487,2,Flex,>>,1142,100.4,413,335,550,47.16030213503846,-0.41194954940611234,53.577348326292594,Flex
12501,3,Flex,>>,124,10.9,412,340,550,47.16030213503846,-0.39977093321530105,53.56375886816629,Flex
12582,1,Flex,>>,2877,256.35,409,339,545,47.22161018519054,-0.3632928150851894,53.51745041367194,Flex
12596,2,Flex,>>,1078,100.4,408,337,543,47.38341321908571,-0.3511526858559262,53.500174957300125,Flex
12611,3,Flex,>>,58,10.9,407,337,544,47.38341321908571,-0.33902217836705,53.48198353835562,Flex
12692,1,Flex,>>,2838,254.33,410,338,546,48.3626468141229,-0.3754425660548396,53.53380769442955,Flex
12706,2,Flex,>>,1014,96.7,407,336,544,48.3626468141229,-0.33902217836705,53.48198353835562,Flex
12721,3,Flex,>>,-8,7.12,406,336,544,48.66648731201319,-0.3269012926185608,53.462878368125985,Flex
12802,1,Flex,>>,2799,251.16,410,339,546,48.84624893361635,-0.3754425660548396,53.53380769442955,Flex
12817,2,Flex,>>,950,91.34,406,336,542,48.84624893361635,-0.3269012926185608,53.462878368125985,Flex
12831,3,Flex,>>,-74,1.49,407,335,543,48.901630366795786,-0.33902217836705,53.48198353835562,Flex
12912,1,Flex,>>,2760,247.82,409,339,546,48.956164206868834,-0.3632928150851894,53.51745041367194,Flex
12926,2,Flex,>>,886,85.8,406,336,544,48.976499846804245,-0.3269012926185608,53.462878368125985,Flex
12941,3,Flex,>>,-140,-4.22,405,334,542,48.976499846804245,-0.3147900286104587,53.4428616561448,Flex
13021,1,Flex,>>,2721,244.66,410,338,544,49.20352313978373,-0.3754425660548396,53.53380769442955,Flex
13036,2,Flex,>>,822,80.18,408,335,543,49.20352313978373,-0.3511526858559262,53.500174957300125,Flex
13050,3,Flex,>>,-206,-10.02,407,337,542,49.20352313978373,-0.33902217836705,53.48198353835562,Flex
13131,1,Flex,>>,2682,241.32,408,337,544,49.35292047844813,-0.3511526858559262,53.500174957300125,Flex
13145,2,Flex,>>,758,74.73,407,338,544,49.35292047844813,-0.33902217836705,53.48198353835562,Flex
13160,3,Flex,>>,-272,-15.74,406,336,540,49.43006717882837,-0.3269012926185608,53.462878368125985,Flex
13241,1,Flex,>>,2643,237.89,411,333,546,49.60359683628484,-0.3876019387648768,53.54924458477748,Flex
13256,2,Flex,>>,694,69.1,411,339,545,49.77658225712174,-0.3876019387648768,53.54924458477748,Flex
13270,3,Flex,>>,-338,-21.71,409,338,543,49.77658225712174,-0.3632928150851894,53.51745041367194,Flex
13351,1,Flex,>>,2604,234.55,410,332,544,50.19221571922223,-0.3754425660548396,53.53380769442955,Flex
13365,2,Flex,>>,630,63.74,408,334,543,50.19221571922223,-0.3511526858559262,53.500174957300125,Flex
13380,3,Flex,>>,-404,-27.34,409,334,538,50.19221571922223,-0.3632928150851894,53.51745041367194,Flex
13460,1,Flex,>>,2565,231.21,413,336,545,50.64943516255586,-0.41194954940611234,53.577348326292594,Flex
13475,2,Flex,>>,566,58.2,411,335,542,50.64943516255586,-0.3876019387648768,53.54924458477748,Flex
13490,3,Flex,>>,-470,-33.05,410,333,538,50.71124290815612,-0.3754425660548396,53.53380769442955,Flex
13570,1,Flex,>>,2526,227.96,416,338,545,51.19696637121021,-0.44854312842086813,53.61254553975308,Flex
13585,2,Flex,>>,502,52.66,412,336,541,51.47501778709076,-0.39977093321530105,53.56375886816629,Flex
13599,3,Flex,>>,-536,-38.86,412,335,538,51.47501778709076,-0.39977093321530105,53.56375886816629,Flex
13680,1,Flex,>>,2487,224.7,414,337,544,52.13424721061971,-0.4241377873373106,53.590010739099036,Flex
13695,2,Flex,>>,438,46.95,415,335,539,52.59816217801351,-0.4363356470088959,53.60174388477429,Flex
13710,3,Flex,>>,-602,-44.48,411,334,542,52.59816217801351,-0.3876019387648768,53.54924458477748,Flex
13791,1,Flex,>>,2448,221.45,413,337,544,53.58908108021003,-0.41194954940611234,53.577348326292594,Flex
13806,2,Flex,>>,374,41.49,414,335,543,53.58908108021003,-0.4241377873373106,53.590010739099036,Flex
13820,3,Flex,>>,-668,-50.2,412,334,540,53.90357382556262,-0.39977093321530105,53.56375886816629,Flex
13901,1,Flex,>>,2409,218.02,415,337,544,54.4157866774611,-0.4363356470088959,53.60174388477429,Flex
13916,2,Flex,>>,310,35.87,415,335,542,54.4157866774611,-0.4363356470088959,53.60174388477429,Flex
13930,3,Flex,>>,-734,-55.74,413,334,542,54.55963944690022,-0.41194954940611234,53.577348326292594,Flex
14011,1,Flex,>>,2370,214.68,419,339,546,54.91120783240963,-0.485223303099107,53.63933929854845,Flex
14025,2,Flex,>>,246,30.24,415,336,543,55.09002410690325,-0.4363356470088959,53.60174388477429,Flex
14040,3,Flex,>>,-800,-61.54,417,333,540,55.09002410690325,-0.4607602315732274,53.62241347871616,Flex
14121,1,Flex,>>,2331,211.34,419,337,544,55.77121994106692,-0.485223303099107,53.63933929854845,Flex
14135,2,Flex,>>,182,24.62,420,334,542,55.77121994106692,-0.4974692714726273,53.646392720009366,Flex
14150,3,Flex,>>,-866,-67.25,419,336,540,55.77121994106692,-0.485223303099107,53.63933929854845,Flex
14230,1,Flex,>>,2292,207.82,425,338,544,56.51705058892817,-0.558843439446034,53.667475596739635,Flex
14245,2,Flex,>>,118,18.99,421,334,542,56.51705058892817,-0.5097248615865346,53.65250350663802,Flex
14259,3,Flex,>>,-932,-73.14,420,333,540,56.77427053899672,-0.4974692714726273,53.646392720009366,Flex
14340,1,Flex,>>,2253,204.57,425,340,543,57.1301151469801,-0.558843439446034,53.667475596739635,Flex
14355,2,Flex,>>,54,13.54,424,333,542,57.304334723576034,-0.5465493623705786,53.665157707870115,Flex
14369,3,Flex,>>,-998,-78.95,421,335,539,57.304334723576034,-0.5097248615865346,53.65250350663802,Flex
14450,1,Flex,>>,2214,201.14,453,335,543,57.56647997730048,-0.9069840241559113,53.33688735679189,Flex
14465,2,Flex,>>,-10,8.0,454,335,543,57.66681950904696,-0.9195571317025899,53.3106273743006,Flex
14479,3,Flex,>>,-1064,-84.57,456,335,543,57.66681950904696,-0.9447322120171084,53.255046382099,Flex
14560,1,Flex,>>,2175,197.63,459,340,547,58.02254061213688,-0.9825669955417888,53.163987893583965,Flex
14574,2,Flex,>>,-74,2.37,457,337,541,58.02254061213688,-0.9573341847849481,53.225720783187306,Flex
14589,3,Flex,>>,-1130,-90.29,453,336,543,58.1042137168461,-0.9069840241559113,53.33688735679189,Flex
14669,1,Flex,>>,2136,194.29,456,339,548,58.21410783077902,-0.9447322120171084,53.255046382099,Flex
14685,2,Flex,>>,-138,-3.08,455,336,545,58.30070262429983,-0.9321398609896558,53.28334781397755,Flex
14700,3,Flex,>>,-1196,-96.18,453,335,541,58.30070262429983,-0.9069840241559113,53.33688735679189,Flex
14780,1,Flex,>>,2097,190.86,454,340,551,58.227875210925696,-0.9195571317025899,53.3106273743006,Flex
14795,2,Flex,>>,-202,-8.62,453,340,550,58.14691882637911,-0.9069840241559113,53.33688735679189,Flex
14809,3,Flex,>>,-1262,-101.89,449,336,547,58.14691882637911,-0.8567878113730665,53.431777321524926,Flex
14890,1,Flex,>>,2058,187.52,452,341,554,57.8039012186524,-0.8944205383496195,53.36213005342116,Flex
14904,2,Flex,>>,-266,-14.15,451,338,549,57.8039012186524,-0.8818666742837149,53.386357754404195,Flex
14919,3,Flex,>>,-1328,-107.69,449,341,550,57.65148610963716,-0.8567878113730665,53.431777321524926,Flex
15000,1,Flex,>>,2019,184.09,454,344,554,57.47975917650713,-0.9195571317025899,53.3106273743006,Flex
15015,2,Flex,>>,-330,-19.6,450,342,548,57.47975917650713,-0.8693224319581971,53.40957274820283,Flex
15030,3,Flex,>>,-1394,-113.32,452,344,551,57.43893850240721,-0.8944205383496195,53.36213005342116,Flex
15111,1,Flex,>>,1980,180.75,468,345,556,57.27076010716112,-1.096590920096728,52.83488590864148,Flex
15125,2,Flex,>>,-394,-25.32,469,343,554,57.16971418181608,-1.109308353749212,52.793090619631776,Flex
15140,3,Flex,>>,-1460,-119.12,474,343,548,57.16971418181608,-1.1730398481174364,52.568255229811484,Flex
15221,1,Flex,>>,1941,177.23,497,347,555,56.69252068628796,-1.469302922615887,51.18631131955367,Flex
15235,2,Flex,>>,-458,-30.68,498,346,552,56.69252068628796,-1.4822993867395942,51.1129968203766,Flex
15250,3,Flex,>>,-1526,-124.84,494,345,551,56.69252068628796,-1.4303712606870873,51.399545534223336,Flex
15330,1,Flex,>>,1902,173.63,501,351,562,56.02815666070028,-1.5213465095530379,50.88631087196755,Flex
15345,2,Flex,>>,-522,-36.22,503,351,559,56.02815666070028,-1.5474260334639356,50.729544466392234,Flex
15360,3,Flex,>>,-1592,-130.64,499,350,559,55.8206677649401,-1.4953054726036883,51.038560160277555,Flex
15440,1,Flex,>>,1863,170.2,501,358,572,55.48861118235208,-1.5213465095530379,50.88631087196755,Flex
15455,2,Flex,>>,-586,-41.67,497,357,567,55.35901347954358,-1.469302922615887,51.18631131955367,Flex
15470,3,Flex,>>,-1658,-136.35,494,355,569,55.35901347954358,-1.4303712606870873,51.399545534223336,Flex
15551,1,Flex,>>,1824,166.95,495,363,579,54.716413813612725,-1.4433388595896335,51.32958330996394,Flex
15565,2,Flex,>>,-650,-47.21,494,362,575,54.716413813612725,-1.4303712606870873,51.399545534223336,Flex
15580,3,Flex,>>,-1724,-142.24,494,362,577,54.716413813612725,-1.4303712606870873,51.399545534223336,Flex
15661,1,Flex,>>,1785,163.52,508,372,589,53.54710916697732,-1.6127932236979519,50.317741200921404,Flex
15675,2,Flex,>>,-714,-52.66,508,369,587,53.54710916697732,-1.6127932236979519,50.317741200921404,Flex
15690,3,Flex,>>,-1790,-147.96,512,365,582,53.1498944375701,-1.6652601672121312,49.967685782347786,Flex
15770,1,Flex,>>,1746,159.91,551,376,598,52.52153888259933,-2.18488069578989,45.56215363908938,Flex
15785,2,Flex,>>,-778,-58.29,549,376,597,52.348539914823846,-2.1578774848018387,45.83310029322955,Flex
15799,3,Flex,>>,-1856,-153.67,546,375,597,52.348539914823846,-2.1174448313726657,46.23018656889974,Flex
15880,1,Flex,>>,1707,156.4,567,383,607,51.79463415325896,-2.402291914310024,43.21288659683871,Flex
15894,2,Flex,>>,-842,-63.82,565,383,604,51.46633393237777,-2.3749808076295893,43.52439447232054,Flex
15909,3,Flex,>>,-1922,-159.38,558,379,603,51.46633393237777,-2.2796950190702576,44.5743284507334,Flex
15990,1,Flex,>>,1668,152.79,576,391,618,50.54323121692914,-2.5256681705211386,41.74696451411736,Flex
16004,2,Flex,>>,-906,-69.27,571,386,609,50.54323121692914,-2.457029588555538,42.57437248612516,Flex
16019,3,Flex,>>,-1988,-165.19,566,383,612,50.28164811647582,-2.3886315500996127,43.369284223333544,Flex
16100,1,Flex,>>,1629,149.45,580,397,623,49.782400311293145,-2.580752227420585,41.061430678904706,Flex
16114,2,Flex,>>,-970,-74.81,574,393,617,49.782400311293145,-2.498183872513737,42.08184724610134,Flex
16129,3,Flex,>>,-2054,-170.9,574,390,619,49.57694561725282,-2.498183872513737,42.08184724610134,Flex
16210,1,Flex,>>,1590,146.11,577,401,624,49.02444748370174,-2.5394247521354196,41.57755586393792,Flex
16224,2,Flex,>>,-1034,-80.44,572,398,621,48.826654322310574,-2.4707380614678844,42.41150058450209,Flex
16239,3,Flex,>>,-2120,-176.53,568,399,622,48.826654322310574,-2.415961900260822,43.055199102668716,Flex
16320,1,Flex,>>,1551,142.86,579,408,640,48.27824059729808,-2.5669667805851426,41.23479145666946,Flex
16334,2,Flex,>>,-1098,-85.8,580,407,637,48.27824059729808,-2.580752227420585,41.061430678904706,Flex
16349,3,Flex,>>,-2186,-182.33,574,404,631,48.27824059729808,-2.498183872513737,42.08184724610134,Flex
16429,1,Flex,>>,1512,139.52,581,413,643,47.36044537979408,-2.5945472959964135,40.886747501679174,Flex
16444,2,Flex,>>,-1162,-91.43,579,416,644,47.36044537979408,-2.5669667805851426,41.23479145666946,Flex
16459,3,Flex,>>,-2252,-187.96,579,417,645,46.9709832079499,-2.5669667805851426,41.23479145666946,Flex
16540,1,Flex,>>,1473,136.26,583,429,660,46.26851180842557,-2.6221662983692333,40.533403888200716,Flex
16555,2,Flex,>>,-1226,-97.23,580,425,658,45.9210760430143,-2.580752227420585,41.061430678904706,Flex
16570,3,Flex,>>,-2318,-193.67,577,425,653,45.9210760430143,-2.5394247521354196,41.57755586393792,Flex
16650,1,Flex,>>,1434,133.19,585,446,677,45.48568337601161,-2.6498237877036006,40.17474047740437,Flex
16665,2,Flex,>>,-1290,-103.12,578,443,673,45.33749654491418,-2.5531909554900873,41.40683234794225,Flex
16679,3,Flex,>>,-2384,-199.47,573,441,673,45.33749654491418,-2.484456156120617,42.24732633805785,Flex
16760,1,Flex,>>,1395,129.85,583,455,686,44.57474572736525,-2.6221662983692333,40.533403888200716,Flex
16774,2,Flex,>>,-1354,-108.92,577,453,686,44.57474572736525,-2.5394247521354196,41.57755586393792,Flex
16789,3,Flex,>>,-2450,-205.27,573,450,681,44.26416853763592,-2.484456156120617,42.24732633805785,Flex
16869,1,Flex,>>,1356,126.42,582,457,691,43.546457154706914,-2.60835198631263,40.710739410270094,Flex
16884,2,Flex,>>,-1418,-114.37,578,454,686,43.05535340709568,-2.5531909554900873,41.40683234794225,Flex
16899,3,Flex,>>,-2516,-211.25,579,454,681,43.05535340709568,-2.5669667805851426,41.23479145666946,Flex
16979,1,Flex,>>,1317,123.08,585,466,697,42.13548111234296,-2.6498237877036006,40.17474047740437,Flex
16994,2,Flex,>>,-1482,-120.09,578,462,696,41.70572056272616,-2.5531909554900873,41.40683234794225,Flex
17009,3,Flex,>>,-2582,-217.05,579,458,685,41.70572056272616,-2.5669667805851426,41.23479145666946,Flex
17089,1,Flex,>>,1278,119.74,587,473,700,40.37456688527924,-2.6775197639995163,39.81073710239703,Flex
17104,2,Flex,>>,-1546,-125.63,580,468,696,40.37456688527924,-2.580752227420585,41.061430678904706,Flex
17118,3,Flex,>>,-2648,-222.68,582,468,695,39.968555358665526,-2.60835198631263,40.710739410270094,Flex
17199,1,Flex,>>,1239,116.66,584,479,710,39.23380438927042,-2.6359902321662236,40.35473841724036,Flex
17214,2,Flex,>>,-1610,-131.34,580,475,707,39.23380438927042,-2.580752227420585,41.061430678904706,Flex
17228,3,Flex,>>,-2714,-228.48,579,474,703,38.79964921517136,-2.5669667805851426,41.23479145666946,Flex
17309,1,Flex,>>,1200,113.58,583,481,712,38.11467186865001,-2.6221662983692333,40.533403888200716,Flex
17324,2,Flex,>>,-1674,-137.05,584,481,705,37.86155378203226,-2.6359902321662236,40.35473841724036,Flex
17339,3,Flex,>>,-2780,-234.2,578,478,704,37.86155378203226,-2.5531909554900873,41.40683234794225,Flex
17419,1,Flex,>>,1161,110.42,585,487,714,37.27956651345298,-2.6498237877036006,40.17474047740437,Flex
17434,2,Flex,>>,-1738,-142.59,584,488,715,37.27956651345298,-2.6359902321662236,40.35473841724036,Flex
17448,3,Flex,>>,-2846,-239.82,577,481,708,37.27956651345298,-2.5394247521354196,41.57755586393792,Flex
17529,1,Flex,>>,1122,106.99,590,490,719,36.82282588350839,-2.7191358914962915,39.2546754228496,Flex
17544,2,Flex,>>,-1802,-148.13,582,488,718,36.82282588350839,-2.60835198631263,40.710739410270094,Flex
17559,3,Flex,>>,-2912,-245.63,580,485,712,36.66321724222341,-2.580752227420585,41.061430678904706,Flex
17640,1,Flex,>>,1083,103.56,584,491,720,36.44226195201971,-2.6359902321662236,40.35473841724036,Flex
17655,2,Flex,>>,-1866,-153.67,581,487,709,36.363075566764806,-2.5945472959964135,40.886747501679174,Flex
17669,3,Flex,>>,-2978,-251.25,577,491,713,36.363075566764806,-2.5394247521354196,41.57755586393792,Flex
17750,1,Flex,>>,1044,100.31,589,515,724,36.14806548837917,-2.7052542272569795,39.441373568222254,Flex
17765,2,Flex,>>,-1930,-159.12,581,508,720,36.04500315575776,-2.5945472959964135,40.886747501679174,Flex
17780,3,Flex,>>,-3044,-256.79,576,508,715,36.04500315575776,-2.5256681705211386,41.74696451411736,Flex
17861,1,Flex,>>,1005,97.05,578,511,723,35.70365596706436,-2.5531909554900873,41.40683234794225,Flex
17875,2,Flex,>>,-1994,-164.75,576,507,715,35.70365596706436,-2.5256681705211386,41.74696451411736,Flex
17890,3,Flex,>>,-3110,-262.33,573,507,718,35.562702113238984,-2.484456156120617,42.24732633805785,Flex
17971,1,Flex,>>,966,93.98,581,512,726,35.165527059224054,-2.5945472959964135,40.886747501679174,Flex
17985,2,Flex,>>,-2058,-170.02,575,510,718,35.00457297063959,-2.511921210647244,41.91506080618752,Flex
18001,3,Flex,>>,-3176,-267.78,574,512,722,35.00457297063959,-2.498183872513737,42.08184724610134,Flex
18081,1,Flex,>>,927,90.9,583,519,729,34.7249599117628,-2.6221662983692333,40.533403888200716,Flex
18096,2,Flex,>>,-2122,-175.21,578,515,726,34.591001529388734,-2.5531909554900873,41.40683234794225,Flex
18110,3,Flex,>>,-3242,-273.49,577,513,719,34.591001529388734,-2.5394247521354196,41.57755586393792,Flex
18191,1,Flex,>>,888,87.65,580,517,727,34.53688369938348,-2.580752227420585,41.061430678904706,Flex
18205,2,Flex,>>,-2186,-180.66,578,514,723,34.53688369938348,-2.5531909554900873,41.40683234794225,Flex
18220,3,Flex,>>,-3308,-279.03,574,509,718,34.500388083278295,-2.498183872513737,42.08184724610134,Flex
18301,1,Flex,>>,849,84.31,585,520,732,34.30292497940272,-2.6498237877036006,40.17474047740437,Flex
18315,2,Flex,>>,-2250,-186.02,577,515,725,34.30292497940272,-2.5394247521354196,41.57755586393792,Flex
18330,3,Flex,>>,-3374,-284.66,573,508,717,34.238116464836224,-2.484456156120617,42.24732633805785,Flex
18410,1,Flex,>>,810,80.88,592,521,731,33.95403643712918,-2.7469280851960773,38.87723372299165,Flex
18426,2,Flex,>>,-2314,-191.47,579,516,727,33.85408009433247,-2.5669667805851426,41.23479145666946,Flex
18441,3,Flex,>>,-3440,-290.29,584,516,724,33.85408009433247,-2.6359902321662236,40.35473841724036,Flex
18522,1,Flex,>>,771,77.54,598,525,736,33.62535492900776,-2.830535588064722,37.712362806626196,Flex
18537,2,Flex,>>,-2378,-196.84,592,522,736,33.62535492900776,-2.7469280851960773,38.87723372299165,Flex
18552,3,Flex,>>,-3506,-295.91,591,517,724,33.53791729075296,-2.733027177475991,39.0666296518602,Flex
18633,1,Flex,>>,732,74.46,600,529,741,33.42659912461699,-2.8584817296106997,37.3131561581017,Flex
18648,2,Flex,>>,-2442,-202.2,596,525,737,33.42659912461699,-2.8026279334802924,38.106097722089906,Flex
18662,3,Flex,>>,-3572,-301.71,592,522,726,33.39115793673149,-2.7469280851960773,38.87723372299165,Flex
18743,1,Flex,>>,693,71.38,604,531,742,33.29186294482378,-2.9144894735872993,36.498246124333406,Flex
18758,2,Flex,>>,-2506,-207.65,600,528,737,33.213631980192424,-2.8584817296106997,37.3131561581017,Flex
18773,3,Flex,>>,-3638,-307.34,592,525,732,33.213631980192424,-2.7469280851960773,38.87723372299165,Flex
18854,1,Flex,>>,654,68.31,606,537,740,32.83539736952759,-2.942551076017921,36.08250190016272,Flex
18868,2,Flex,>>,-2570,-212.75,598,530,735,32.83539736952759,-2.830535588064722,37.712362806626196,Flex
18883,3,Flex,>>,-3704,-312.79,594,526,729,32.83539736952759,-2.7747587658574107,38.49438125379785,Flex
18964,1,Flex,>>,615,65.23,604,532,740,32.714989902188805,-2.9144894735872993,36.498246124333406,Flex
18979,2,Flex,>>,-2634,-217.93,598,532,732,32.714989902188805,-2.830535588064722,37.712362806626196,Flex
18993,3,Flex,>>,-3770,-318.51,596,530,732,32.80725012210405,-2.8026279334802924,38.106097722089906,Flex
19074,1,Flex,>>,576,62.24,606,542,746,32.96368163679294,-2.942551076017921,36.08250190016272,Flex
19089,2,Flex,>>,-2698,-222.86,598,535,736,32.97204161062533,-2.830535588064722,37.712362806626196,Flex
19104,3,Flex,>>,-3836,-324.04,596,530,734,32.97204161062533,-2.8026279334802924,38.106097722089906,Flex
19184,1,Flex,<<,576,59.43,611,546,747,32.69996465208752,-3.0128734625512488,35.01880033826328,Flex
19199,2,Flex,<<,-2698,-227.6,609,542,745,32.69996465208752,-2.9847156427167567,35.44846651653125,Flex
19213,3,Flex,<<,-3836,-329.23,608,544,750,32.69996465208752,-2.970651165410091,35.66120426507745,Flex
19294,1,Flex,<<,615,58.9,613,547,754,32.58688761539758,-3.041069769347289,34.58352947240722,Flex
19309,2,Flex,<<,-2634,-228.66,619,555,764,32.58688761539758,-3.125889611504697,33.243883011190434,Flex
19324,3,Flex,<<,-3770,-330.81,625,557,766,32.580625413137966,-3.2110558363160377,31.853052525787103,Flex
19405,1,Flex,<<,654,58.9,627,559,772,32.66049588696017,-3.239521551842914,31.37797160141669,Flex
19420,2,Flex,<<,-2570,-228.75,626,562,774,32.578883451649425,-3.2252838832092823,31.616232009630796,Flex
19435,3,Flex,<<,-3704,-330.81,624,558,771,32.578883451649425,-3.19683741116318,32.088435743536614,Flex
19515,1,Flex,<<,693,58.99,626,558,771,32.459809390624045,-3.2252838832092823,31.616232009630796,Flex
19530,2,Flex,<<,-2506,-225.58,623,558,767,32.495435284239264,-3.182628607750709,32.322384254776395,Flex
19544,3,Flex,<<,-3638,-326.42,622,556,768,32.495435284239264,-3.168429426078626,32.554900649649504,Flex
19625,1,Flex,<<,732,61.1,624,558,769,32.54557981748083,-3.19683741116318,32.088435743536614,Flex
19639,2,Flex,<<,-2442,-221.01,620,554,766,32.54557981748083,-3.1400599279556194,33.01564744209835,Flex
19654,3,Flex,<<,-3572,-321.14,619,555,762,32.4287545597868,-3.125889611504697,33.243883011190434,Flex
19735,1,Flex,<<,771,64.18,619,552,765,32.37788290662289,-3.125889611504697,33.243883011190434,Flex
19750,2,Flex,<<,-2378,-215.82,620,551,761,32.37788290662289,-3.1400599279556194,33.01564744209835,Flex
19765,3,Flex,<<,-3506,-315.52,614,550,757,32.24963598938,-3.0551823553558894,34.36378585779853,Flex
19846,1,Flex,<<,810,67.34,616,552,762,32.23332021759011,-3.083436392594251,33.92006940220244,Flex
19860,2,Flex,<<,-2314,-210.55,615,549,758,32.3191831054733,-3.0693045631048768,34.142633359182746,Flex
19875,3,Flex,<<,-3440,-309.89,612,546,756,32.3191831054733,-3.026966805079075,34.801866775612304,Flex
19955,1,Flex,<<,849,70.51,613,548,759,32.20961357998779,-3.041069769347289,34.58352947240722,Flex
19970,2,Flex,<<,-2250,-205.1,608,543,752,32.20961357998779,-2.970651165410091,35.66120426507745,Flex
19985,3,Flex,<<,-3374,-304.09,607,540,750,32.14457208447477,-2.9565963098438126,35.87254853892805,Flex
20065,1,Flex,<<,888,73.67,607,540,754,32.16182794729335,-2.9565963098438126,35.87254853892805,Flex
20080,2,Flex,<<,-2186,-199.47,603,538,748,32.16182794729335,-2.900473104982569,36.70404210265904,Flex
20094,3,Flex,<<,-3308,-298.29,600,535,745,32.14308320688177,-2.8584817296106997,37.3131561581017,Flex
20175,1,Flex,<<,927,77.01,602,535,750,32.13399142889433,-2.8864663581182253,36.90845739914802,Flex
20190,2,Flex,<<,-2122,-193.85,599,534,744,32.08211613017115,-2.8445038479675175,37.51344472192433,Flex
20205,3,Flex,<<,-3242,-292.48,599,531,740,32.08211613017115,-2.8445038479675175,37.51344472192433,Flex
20286,1,Flex,<<,966,80.62,599,530,743,31.743945919285693,-2.8445038479675175,37.51344472192433,Flex
20300,2,Flex,<<,-2058,-188.31,595,526,741,31.743945919285693,-2.788688538798658,38.30091964017801,Flex
20315,3,Flex,<<,-3176,-286.68,592,522,737,31.743945919285693,-2.7469280851960773,38.87723372299165,Flex
20396,1,Flex,<<,1005,83.87,590,523,740,31.838742235720225,-2.7191358914962915,39.2546754228496,Flex
20410,2,Flex,<<,-1994,-182.59,588,519,736,31.838742235720225,-2.691382184758054,39.626726618486586,Flex
20425,3,Flex,<<,-3110,-280.97,585,517,733,31.89152330255407,-2.6498237877036006,40.17474047740437,Flex
20506,1,Flex,<<,1044,87.21,585,514,734,31.918558157697355,-2.6498237877036006,40.17474047740437,Flex
20520,2,Flex,<<,-1930,-177.05,580,511,732,31.853040740103133,-2.580752227420585,41.061430678904706,Flex
20535,3,Flex,<<,-3044,-275.08,580,508,727,31.853040740103133,-2.580752227420585,41.061430678904706,Flex
20616,1,Flex,<<,1083,90.64,580,505,730,31.622055838887476,-2.580752227420585,41.061430678904706,Flex
20630,2,Flex,<<,-1866,-171.52,574,505,726,31.51636120161585,-2.498183872513737,42.08184724610134,Flex
20645,3,Flex,<<,-2978,-269.19,576,502,726,31.51636120161585,-2.5256681705211386,41.74696451411736,Flex
20725,1,Flex,<<,1122,94.07,575,504,729,31.31335309360543,-2.511921210647244,41.91506080618752,Flex
20740,2,Flex,<<,-1802,-165.71,569,500,726,31.31335309360543,-2.429641507952007,42.896219248902284,Flex
20754,3,Flex,<<,-2912,-263.56,568,498,724,31.23478663465037,-2.415961900260822,43.055199102668716,Flex
20835,1,Flex,<<,1161,97.49,568,499,726,31.22212280476539,-2.415961900260822,43.055199102668716,Flex
20850,2,Flex,<<,-1738,-160.18,563,495,722,31.22212280476539,-2.347708187910702,43.83076278967051,Flex
20865,3,Flex,<<,-2846,-257.76,562,496,722,31.1845306523044,-2.334086310661839,43.98202582959833,Flex
20945,1,Flex,<<,1200,100.84,561,495,723,31.256320218998383,-2.320474055153363,44.13201143514799,Flex
20960,2,Flex,<<,-1674,-154.55,561,497,720,31.311243707152755,-2.320474055153363,44.13201143514799,Flex
20974,3,Flex,<<,-2780,-251.96,558,493,719,31.311243707152755,-2.2796950190702576,44.5743284507334,Flex
21055,1,Flex,<<,1239,104.26,558,492,720,31.36261788333516,-2.2796950190702576,44.5743284507334,Flex
21069,2,Flex,<<,-1610,-148.92,557,490,716,31.36261788333516,-2.2661212505233297,44.71922911520601,Flex
21084,3,Flex,<<,-2714,-246.15,553,487,715,31.30300265873957,-2.211922393739488,45.286206041302044,Flex
21165,1,Flex,<<,1278,107.78,557,491,719,31.164914217930864,-2.2661212505233297,44.71922911520601,Flex
21179,2,Flex,<<,-1546,-143.3,553,489,715,31.164914217930864,-2.211922393739488,45.286206041302044,Flex
21194,3,Flex,<<,-2648,-240.44,550,485,716,31.054025544981183,-2.1713742794256707,45.69825085284414,Flex
21275,1,Flex,<<,1317,111.21,548,483,715,30.955207532005574,-2.144390311918394,45.9667044205956,Flex
21290,2,Flex,<<,-1482,-137.67,543,480,712,30.93168643494272,-2.0770987736069753,46.61613135160769,Flex
21304,3,Flex,<<,-2582,-234.64,538,480,710,30.93168643494272,-2.010047778805232,47.23479350110648,Flex
21385,1,Flex,<<,1356,114.46,542,479,708,31.013361707581037,-2.0636693311658525,46.7423151699855,Flex
21399,2,Flex,<<,-1418,-132.13,540,478,702,31.013361707581037,-2.0368393115047683,46.99100083401839,Flex
21414,3,Flex,<<,-2516,-228.84,539,474,701,31.013361707581037,-2.023438734284807,47.113507570556095,Flex
21495,1,Flex,<<,1395,117.8,538,471,699,31.13703164878375,-2.010047778805232,47.23479350110648,Flex
21510,2,Flex,<<,-1354,-126.59,535,468,695,31.13703164878375,-1.96993264280883,47.591350858628076,Flex
21525,3,Flex,<<,-2450,-222.95,535,469,694,31.150947206990217,-1.96993264280883,47.591350858628076,Flex
21606,1,Flex,<<,1434,121.32,531,467,694,31.214761575215967,-1.9165804991790456,48.049817275054245,Flex
