Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD
52580,2,Flex,<<,758,59.34,1575,149.68287248650614,169.3710196529129
52682,2,Flex,<<,818,64.62,1578,150.60240455343308,168.98240433435268
52785,2,Flex,<<,878,69.8,1581,150.2692501072633,170.1550854067003
52887,2,Flex,<<,938,75.08,1585,150.36991043158127,171.15818543980828
52989,2,Flex,<<,998,80.35,1588,151.40302160794,171.30257636267515
53091,2,Flex,<<,1058,85.71,1591,152.0975074021115,171.52265474875827
53193,2,Flex,<<,1118,90.9,1594,152.87524507850668,171.20815306737668
53296,2,Flex,<<,1178,96.35,1597,153.3088722827334,171.43644403441965
53436,2,Flex,<<,1238,102.51,1601,154.03096237341816,172.69295341276592
54805,5,Extend,>>,195,17.14,1642,169.51578786320755,175.36236622361298
54908,5,Extend,>>,158,17.14,1645,170.70814848425198,174.2950419322633
55010,5,Extend,>>,121,15.03,1648,171.71699949012591,173.15167607742566
55112,5,Extend,>>,84,11.96,1651,172.10182734931,172.40873501464762
55215,5,Extend,>>,47,8.79,1654,172.9376154300022,171.64602170621416
55317,5,Extend,>>,10,5.63,1657,173.41528802481255,170.88564057595852
55419,5,Extend,>>,-27,2.46,1661,174.70629742638573,170.03662280739889
55522,5,Extend,>>,-64,-0.88,1664,175.72707929300435,169.9691110516335
55624,5,Extend,>>,-101,-4.13,1667,176.72384087751485,169.36979675067693
55726,5,Extend,>>,-138,-7.38,1670,178.10648050014368,169.03519360068077
55829,5,Extend,>>,-175,-10.64,1673,178.73095936258258,167.72043733788044
55931,5,Extend,>>,-212,-13.71,1676,179.2267735784676,167.41156244966695
56034,5,Extend,>>,-249,-16.97,1679,178.41815534407016,166.64674542695306
56137,5,Extend,>>,-286,-20.04,1682,178.24962699729363,165.95304704070045
56239,5,Extend,>>,-323,-23.21,1685,177.08068024245253,166.6488347702571
56341,5,Extend,>>,-360,-26.46,1688,176.82038778203645,165.97191555244393
56443,5,Extend,>>,-397,-29.54,1691,176.8660668156287,166.29044112012795
56546,5,Extend,>>,-434,-32.88,1694,177.73173387204577,165.76362617997503
56648,5,Extend,>>,-471,-36.04,1697,177.70571989902592,166.12925623666453
56751,5,Extend,>>,-508,-39.3,1700,177.50069549214447,167.095462506077
56853,5,Extend,>>,-545,-42.37,1704,178.64739099608303,167.00029883685605
56956,5,Extend,>>,-582,-45.54,1707,179.21406452365383,166.8610998036605
57058,5,Extend,>>,-619,-48.88,1710,179.19946980391998,167.07842580457893
57161,5,Extend,>>,-656,-52.13,1713,179.40399157745537,167.71997904145942
57263,5,Extend,>>,-693,-55.21,1716,179.6100437545547,168.32249739936793
57365,5,Extend,>>,-730,-58.29,1719,179.7550665915502,167.81154976198093
57468,5,Extend,>>,-767,-61.45,1722,179.4037819921285,167.9950637892463
57570,5,Extend,>>,-804,-64.62,1725,178.95176959061698,168.13355802912537
57672,5,Extend,>>,-841,-67.87,1728,178.91321854700197,168.67986564946054
57774,5,Extend,>>,-878,-71.03,1731,177.32976048059837,168.08392503932055
57877,5,Extend,>>,-915,-74.2,1734,176.78533854560268,168.95306004142302
57979,5,Extend,>>,-952,-77.45,1737,176.48094483549247,169.79907562920684
58083,5,Extend,>>,-989,-80.62,1740,176.18966259446282,170.85132765754605
58185,5,Extend,>>,-1026,-83.69,1743,174.69103422724635,170.3885409838175
58288,5,Extend,>>,-1063,-86.86,1747,173.38064898014326,171.38213367289467
58390,5,Extend,>>,-1100,-90.11,1750,172.2662190595638,172.42712451775486
58492,5,Extend,>>,-1137,-93.36,1753,171.05368539473727,172.92283496271892
58595,5,Extend,>>,-1174,-96.62,1756,170.64483394318182,173.90650181971262
58697,5,Extend,>>,-1211,-99.69,1759,169.77755555331032,174.42643770217444
58800,5,Extend,>>,-1248,-102.86,1762,168.5614842272761,174.3635248563759
58903,5,Extend,>>,-1285,-106.02,1765,167.59600835504312,175.1094622497001
59006,5,Extend,>>,-1322,-109.1,1768,166.69833664199874,175.66641103522144
59108,5,Extend,>>,-1359,-112.44,1771,165.57152400274563,176.10153213200792
59211,5,Extend,>>,-1396,-115.78,1774,163.71499497399572,176.98400078897663
59314,5,Extend,>>,-1433,-118.95,1777,162.0787750451371,178.52693139466444
59416,5,Extend,>>,-1470,-122.2,1780,159.93177792008802,178.55673732482288
59519,5,Extend,>>,-1507,-125.36,1784,159.25125361079034,179.99484750186156
59622,5,Extend,>>,-1544,-128.44,1787,157.69963197099668,179.8690355115587
59724,5,Extend,>>,-1581,-131.6,1790,157.3816573090912,179.29258571164723
59827,5,Extend,>>,-1618,-134.95,1793,156.74383106843825,179.45336018424115
59930,5,Extend,>>,-1655,-138.11,1796,156.0599816245473,179.05861083022862
60033,5,Extend,>>,-1692,-141.36,1799,155.093746443912,178.99959330213966
60136,5,Extend,>>,-1729,-144.53,1802,154.78418224166128,179.05142983705267
60239,5,Extend,>>,-1766,-147.6,1805,154.74683660542613,178.0107201272503
60341,5,Extend,>>,-1803,-150.77,1808,154.32458580290336,178.46709121830392
60444,5,Extend,>>,-1840,-153.85,1811,154.2958368682684,178.34531751562292
60546,5,Extend,>>,-1877,-157.19,1814,153.66252685246826,178.51374025475087
60649,5,Extend,>>,-1914,-160.53,1817,153.61370265452615,178.3460734529714
60752,5,Extend,>>,-1951,-163.69,1820,153.02828213804216,178.217350907432
60855,5,Extend,>>,-1988,-166.68,1824,153.34429101960268,177.97984508861927
60958,5,Extend,>>,-2025,-169.76,1827,153.34429101960268,177.51603581964451
61060,5,Extend,<<,-2025,-172.92,1830,152.70926527955154,178.61487082867058
61164,5,Extend,<<,-1988,-173.98,1833,152.70926527955154,178.38675221826446
61267,5,Extend,<<,-1951,-174.07,1836,153.2919510372381,177.58743958303123
61369,5,Extend,<<,-1914,-171.87,1839,152.95838591731714,177.6871610714852
61472,5,Extend,<<,-1877,-168.97,1842,152.65305747545594,177.99248951334621
61575,5,Extend,<<,-1840,-165.98,1845,153.2768091649204,177.2232301688888
61678,5,Extend,<<,-1803,-162.73,1848,152.90158228327795,177.29471497928319
61780,5,Extend,<<,-1766,-159.56,1851,152.59269378649304,177.83744710753467
61883,5,Extend,<<,-1729,-156.31,1854,152.3916341470447,177.85888211570557
61985,5,Extend,<<,-1692,-153.05,1857,152.3916341470447,177.85888211570557
62088,5,Extend,<<,-1655,-149.71,1861,153.2768091649204,176.52363902210945
62190,5,Extend,<<,-1618,-146.55,1864,152.69723684136758,177.0836989603356
62293,5,Extend,<<,-1581,-143.21,1867,152.9714807230592,177.0646581225393
62395,5,Extend,<<,-1544,-139.96,1870,152.9714807230592,177.0646581225393
62498,5,Extend,<<,-1507,-136.79,1873,152.9714807230592,177.0646581225393
62600,5,Extend,<<,-1470,-133.45,1876,152.59269378649304,177.37354661932406
62703,5,Extend,<<,-1433,-130.29,1879,152.34416897867106,177.37354661932406
62806,5,Extend,<<,-1396,-127.03,1882,152.59269378649304,177.6036034760682
62908,5,Extend,<<,-1359,-123.78,1885,152.9714807230592,177.05897814970305
63011,5,Extend,<<,-1322,-120.53,1888,152.9714807230592,176.8289674639707
63114,5,Extend,<<,-1285,-117.36,1891,152.59269378649304,177.13785596075547
63216,5,Extend,<<,-1248,-114.11,1894,152.9714807230592,176.8289674639707
63319,5,Extend,<<,-1211,-110.95,1898,152.64115721810367,177.38930165465854
63422,5,Extend,<<,-1174,-107.6,1901,152.64115721810367,177.38930165465854
63524,5,Extend,<<,-1137,-104.44,1904,152.9714807230592,176.8289674639707
63627,5,Extend,<<,-1100,-101.19,1907,152.90158228327795,176.8289674639707
63729,5,Extend,<<,-1063,-97.85,1910,152.90158228327795,176.8289674639707
63831,5,Extend,<<,-1026,-94.59,1913,152.59269378649304,177.37354661932406
63935,5,Extend,<<,-989,-91.34,1916,152.32273397050042,177.38930165465854
64038,5,Extend,<<,-952,-88.09,1919,152.32273397050042,177.38930165465854
64140,5,Extend,<<,-915,-84.84,1922,152.9714807230592,176.8289674639707
64243,5,Extend,<<,-878,-81.76,1925,152.64115721810367,177.15929096892617
64346,5,Extend,<<,-841,-78.33,1928,152.9714807230592,176.8289674639707
64448,5,Extend,<<,-804,-74.99,1931,152.66259222627426,177.37354661932406
64552,5,Extend,<<,-767,-71.82,1934,152.90158228327795,176.8289674639707
64654,5,Extend,<<,-730,-68.57,1938,152.66259222627426,177.37354661932406
64756,5,Extend,<<,-693,-65.23,1941,152.57125877832243,177.15929096892617
64859,5,Extend,<<,-656,-61.98,1944,153.2203930863468,176.8289674639707
64961,5,Extend,<<,-619,-58.81,1947,152.9714807230592,176.8289674639707
65063,5,Extend,<<,-582,-55.56,1950,152.66259222627426,177.37354661932406
65166,5,Extend,<<,-545,-52.31,1953,152.66259222627426,177.13785596075547
65269,5,Extend,<<,-508,-48.97,1956,152.66259222627426,177.13785596075547
65371,5,Extend,<<,-471,-45.63,1959,152.91150458956193,177.13785596075547
65474,5,Extend,<<,-434,-42.37,1962,152.33202950025503,177.4684186867748
65577,5,Extend,<<,-397,-39.3,1965,152.91150458956193,176.90973735034942
65680,5,Extend,<<,-360,-36.04,1968,152.91150458956193,176.90973735034942
65782,5,Extend,<<,-323,-32.7,1971,152.58094186354268,177.4684186867748
65885,5,Extend,<<,-286,-29.45,1974,152.91150458956193,176.67223153153657
65988,5,Extend,<<,-249,-26.2,1978,152.91150458956193,176.67223153153657
66090,5,Extend,<<,-212,-22.95,1981,152.96157644015304,176.9217082390963
66192,5,Extend,<<,-175,-19.69,1984,152.98301144832362,176.90973735034942
66295,5,Extend,<<,-138,-16.53,1987,152.89006958139132,176.9217082390963
66397,5,Extend,<<,-101,-13.19,1990,153.15979912355502,176.90973735034942
66499,5,Extend,<<,-64,-10.02,1993,152.90173305945515,177.00279425755582
66601,5,Extend,<<,-27,-6.68,1996,152.58903728583243,177.31549003117863
66703,5,Extend,<<,10,-3.43,1999,152.58903728583243,176.60887411162398
66805,5,Extend,<<,47,-0.18,2002,153.1684544430759,176.51928451795595
66907,5,Extend,<<,84,3.08,2005,152.91180708549,176.60887411162398
67009,5,Extend,<<,121,6.24,2008,153.2365531753465,175.9199686927617
67112,5,Extend,<<,158,9.49,2011,152.27292575874165,175.9549852103301
67214,5,Extend,<<,195,12.84,2014,152.025640849388,175.14038556902764
69584,2,Flex,>>,1237,108.84,2085,132.0594631874641,154.8847574655864
69686,2,Flex,>>,1177,108.75,2089,130.57036417277627,153.86753648448894
69788,2,Flex,>>,1117,105.49,2092,129.8898516632802,152.90063743576638
69890,2,Flex,>>,1057,100.48,2095,128.97987047332197,152.25359970688206
69993,2,Flex,>>,997,95.21,2098,126.77234383822196,151.10274647518955
70095,2,Flex,>>,937,89.93,2101,125.37857312865239,149.50743528565886
70198,2,Flex,>>,877,84.66,2104,124.62519946558909,149.49126931900298
70301,2,Flex,>>,817,79.38,2107,124.37849381594503,148.23811349004265
70403,2,Flex,>>,757,74.2,2110,123.86462295986567,148.01986973701176
70506,2,Flex,>>,697,69.01,2113,123.09745023777964,147.14684763276196
70608,2,Flex,>>,637,63.82,2116,122.51101212946429,147.0947570770121
70710,2,Flex,>>,577,58.64,2119,121.61710113701403,147.13217233329337
70813,2,Flex,>>,517,53.36,2122,121.41264033053396,146.56919897844665
70915,2,Flex,>>,457,48.0,2125,120.62664493055794,146.3534372337028
71017,2,Flex,>>,397,42.9,2128,120.89095731459796,145.74108080939837
71120,2,Flex,>>,337,37.63,2132,121.41264033053396,145.67136922348885
71222,2,Flex,>>,277,32.35,2135,121.54106374878766,146.04838603882774
71325,2,Flex,>>,217,27.08,2138,121.79636251569562,147.30050751510498
71427,2,Flex,>>,157,21.71,2141,122.89991357880152,146.9371411668945
71529,2,Flex,>>,97,16.53,2144,122.50917095666397,148.11538265729897
71631,2,Flex,>>,37,11.25,2147,123.28416578843762,148.24490991045897
71733,2,Flex,>>,-23,6.07,2150,124.65917986508545,147.76459147902813
71835,2,Flex,>>,-83,0.79,2153,124.53726452801213,148.79926731441793
71938,2,Flex,>>,-143,-4.4,2156,124.91765699623696,148.8009353714591
72040,2,Flex,>>,-203,-9.58,2159,125.55543677558856,149.11587690742627
72143,2,Flex,>>,-263,-14.86,2162,125.68963259846646,149.94706778627094
72245,2,Flex,>>,-323,-20.04,2165,126.72743350783747,149.83201748183333
72348,2,Flex,>>,-383,-25.41,2168,127.58643321928278,150.1058862086507
72451,2,Flex,>>,-443,-30.51,2171,128.12163224241561,150.4951522285431
72554,2,Flex,>>,-503,-35.87,2175,128.9041384554042,151.0757826903404
72656,2,Flex,>>,-563,-41.05,2178,129.79887249530353,151.03542234385606
72758,2,Flex,>>,-623,-46.24,2181,130.18985757374708,151.88391390899878
72860,2,Flex,>>,-683,-51.43,2184,130.75070762624347,152.55853859237445
72963,2,Flex,>>,-743,-56.79,2187,131.36935749167347,152.21943971302997
73066,2,Flex,>>,-803,-61.98,2190,131.49278046632162,153.06487742337347
73168,2,Flex,>>,-863,-67.08,2193,132.65226412443837,152.58467121537296
73270,2,Flex,>>,-923,-72.26,2196,133.0347394280795,153.04594368813957
73373,2,Flex,>>,-983,-77.63,2199,132.41114773285733,153.71937120565855
73475,2,Flex,>>,-1043,-82.9,2202,133.21266732410717,153.87208222308038
73578,2,Flex,>>,-1103,-88.18,2205,133.33145498362197,155.01387590480303
73680,2,Flex,>>,-1163,-93.36,2208,134.60320153889464,154.68269570061497
73783,2,Flex,>>,-1223,-98.64,2211,135.4062460218008,154.8312020284201
73886,2,Flex,>>,-1283,-103.91,2215,136.40283138887204,155.49524730891113
73988,2,Flex,>>,-1343,-109.19,2218,137.2038078522376,155.9634523466806
74090,2,Flex,>>,-1403,-114.29,2221,138.34984677074456,156.1430508618165
74192,2,Flex,>>,-1463,-119.65,2224,137.92315874194588,157.43037980334157
74295,2,Flex,>>,-1523,-124.92,2227,139.92816976813333,157.13311738903138
74397,2,Flex,>>,-1583,-130.02,2230,140.28995486769296,157.71091021967652
74500,2,Flex,>>,-1643,-135.12,2233,140.4512549908092,157.60675814199053
74603,2,Flex,>>,-1703,-140.31,2236,141.07764497596187,158.24080541136018
74705,2,Flex,>>,-1763,-145.49,2239,140.74066026039364,158.87284686566383
74807,2,Flex,>>,-1823,-150.51,2242,141.75392781391085,158.45685702518804
74910,2,Flex,>>,-1883,-155.78,2245,141.41656570695787,159.08559205605138
75013,2,Flex,>>,-1943,-160.79,2248,141.12936014858343,159.76630639625506
75116,2,Flex,>>,-2003,-165.98,2251,141.56846057606336,159.69400954031892
75218,2,Flex,>>,-2063,-171.25,2254,142.45392649145305,159.70279638505744
75321,2,Flex,>>,-2123,-176.18,2258,143.4167209870057,159.62051543522514
75423,2,Flex,>>,-2183,-181.19,2261,142.85877472408666,160.63349457900048
75526,2,Flex,>>,-2243,-186.11,2264,143.11693047824787,161.3496545244709
75628,2,Flex,>>,-2303,-191.21,2267,143.11693047824787,161.65822661829242
75731,2,Flex,>>,-2363,-195.96,2270,143.4167209870057,161.3584361095346
75833,2,Flex,<<,-2363,-200.88,2273,143.04018555696572,161.65822661829242
75936,2,Flex,<<,-2303,-202.37,2276,142.85877472408666,161.65822661829242
76039,2,Flex,<<,-2243,-202.37,2279,143.11693047824787,161.65822661829242
76141,2,Flex,<<,-2183,-198.15,2282,143.4167209870057,161.3584361095346
76243,2,Flex,<<,-2123,-193.23,2285,143.11693047824787,161.65822661829242
76347,2,Flex,<<,-2063,-188.22,2288,143.2594379798788,160.94899126867875
76449,2,Flex,<<,-2003,-182.95,2291,143.8186195781364,160.95653751840385
76552,2,Flex,<<,-1943,-177.76,2294,143.8186195781364,160.95653751840385
76654,2,Flex,<<,-1883,-172.57,2298,143.11693047824787,161.75961539548604
76757,2,Flex,<<,-1823,-167.21,2301,143.11693047824787,161.65822661829242
76859,2,Flex,<<,-1763,-161.93,2304,143.45288674596623,161.75961539548604
76962,2,Flex,<<,-1703,-156.75,2307,143.37439248868753,161.75961539548604
77065,2,Flex,<<,-1643,-151.38,2310,142.8213251339681,162.0552207397658
77167,2,Flex,<<,-1583,-146.29,2313,143.37439248868753,161.75961539548604
77270,2,Flex,<<,-1523,-140.92,2316,143.11693047824787,161.75961539548604
77372,2,Flex,<<,-1463,-135.65,2319,143.37439248868753,161.75961539548604
77474,2,Flex,<<,-1403,-130.46,2322,143.37439248868753,161.75961539548604
77577,2,Flex,<<,-1343,-125.19,2325,143.6741829974453,161.3584361095346
77679,2,Flex,<<,-1283,-119.91,2328,143.11693047824787,161.65822661829242
77781,2,Flex,<<,-1223,-114.55,2331,143.37439248868753,161.75961539548604
77883,2,Flex,<<,-1163,-109.36,2334,143.37439248868753,161.3496545244709
77986,2,Flex,<<,-1103,-104.09,2338,143.37439248868753,161.3496545244709
78088,2,Flex,<<,-1043,-98.81,2341,143.11693047824787,161.3496545244709
78191,2,Flex,<<,-983,-93.54,2344,142.8213251339681,161.74515554738508
78294,2,Flex,<<,-923,-88.44,2347,143.11693047824787,161.3496545244709
78396,2,Flex,<<,-863,-83.08,2350,142.8213251339681,161.6452598687507
78498,2,Flex,<<,-803,-77.8,2353,143.11693047824787,161.3496545244709
78601,2,Flex,<<,-743,-72.53,2356,142.89876382455256,161.74515554738508
78703,2,Flex,<<,-683,-67.16,2359,142.49524853505278,162.04877515825052
78805,2,Flex,<<,-623,-61.98,2362,142.15965409030707,162.04877515825052
78908,2,Flex,<<,-563,-56.62,2365,143.04803851333259,161.75450275710455
79010,2,Flex,<<,-503,-51.34,2368,142.41780984446828,162.04877515825052
79113,2,Flex,<<,-443,-46.24,2371,142.41780984446828,161.837516691835
79215,2,Flex,<<,-383,-40.88,2374,143.45288674596623,161.0400104002058
79318,2,Flex,<<,-323,-35.69,2377,142.41780984446828,161.7391310339854
79420,2,Flex,<<,-263,-30.24,2381,142.89876382455256,161.33561574448558
79523,2,Flex,<<,-203,-25.05,2384,142.49524853505278,161.7391310339854
79625,2,Flex,<<,-143,-19.69,2387,142.49524853505278,162.1486708368849
79728,2,Flex,<<,-83,-14.59,2390,142.49524853505278,162.04877515825052
79830,2,Flex,<<,-23,-9.14,2393,143.27251079208762,161.3496545244709
79933,2,Flex,<<,37,-4.04,2396,143.27251079208762,161.3496545244709
80035,2,Flex,<<,97,1.23,2399,142.23602805135502,162.45873602926562
80138,2,Flex,<<,157,6.68,2402,143.0122177946144,161.75961539548604
80240,2,Flex,<<,217,11.87,2405,142.71661245033462,162.46816284792726
80343,2,Flex,<<,277,17.14,2408,143.0122177946144,162.06857927659416
80445,2,Flex,<<,337,22.24,2411,142.71661245033462,162.7774840069148
80548,2,Flex,<<,397,27.69,2414,143.41288105040655,161.97576657584307
80650,2,Flex,<<,457,32.88,2417,143.41288105040655,162.38939399792318
80752,2,Flex,<<,517,38.15,2420,143.97419989197616,162.3953927636641
80856,2,Flex,<<,577,43.43,2424,143.71390689450294,163.42316673036842
80958,2,Flex,<<,637,48.62,2427,143.71390689450294,163.84317283326507
81060,2,Flex,<<,697,54.07,2430,144.18934894271956,163.56307795786518
81163,2,Flex,<<,757,59.25,2433,143.89527595316943,163.8657954033735
81265,2,Flex,<<,817,64.53,2436,144.28980836745558,163.773901610104
81368,2,Flex,<<,877,69.8,2439,144.2149119663072,164.6277470561622
81470,2,Flex,<<,937,74.99,2442,144.95601462189293,164.25200547521922
81573,2,Flex,<<,997,80.26,2445,145.78024247885892,164.59668773010682
81675,2,Flex,<<,1057,85.63,2448,146.33993094446993,164.97680627594443
81777,2,Flex,<<,1117,90.81,2451,146.71959909499418,165.28942763842
81879,2,Flex,<<,1177,96.18,2454,147.6588673034307,166.1229873253843
81981,2,Flex,<<,1237,101.45,2457,148.4855257462697,166.6193017521829
83350,5,Extend,>>,195,17.14,2498,169.29550650941474,179.15747573925904
83453,5,Extend,>>,158,17.14,2502,169.78584721015756,177.41057738728463
83555,5,Extend,>>,121,15.03,2505,171.08156475613404,176.53657621133559
83657,5,Extend,>>,84,11.87,2508,172.49681629837187,175.80864633124895
83760,5,Extend,>>,47,8.62,2511,173.63197175698366,174.66865777547022
83863,5,Extend,>>,10,5.54,2514,175.49696109734535,174.07541801801753
83965,5,Extend,>>,-27,2.29,2517,177.02459403650948,173.52417654831333
84067,5,Extend,>>,-64,-0.97,2520,178.51972936578616,172.92883007516605
84169,5,Extend,>>,-101,-4.22,2523,179.8459334410606,171.52585013155417
84272,5,Extend,>>,-138,-7.38,2526,179.29733497208545,170.68841173700886
84374,5,Extend,>>,-175,-10.73,2529,177.8321578341161,171.01779290770153
84476,5,Extend,>>,-212,-13.89,2532,177.45147572165342,170.1018247331257
84579,5,Extend,>>,-249,-17.05,2535,176.678524236654,169.69515353123398
84681,5,Extend,>>,-286,-20.22,2538,176.1726685374768,169.90542490966925
84783,5,Extend,>>,-323,-23.47,2541,176.25386050106022,169.25546474598298
84886,5,Extend,>>,-360,-26.73,2545,175.9893609410492,169.5910537094164
84988,5,Extend,>>,-397,-29.8,2548,176.60009822392024,169.4100336173457
85090,5,Extend,>>,-434,-33.05,2551,177.02762311335363,169.6594279457256
85192,5,Extend,>>,-471,-36.31,2554,178.14708718215167,169.20610488971613
85294,5,Extend,>>,-508,-39.47,2557,178.31520538315894,169.46244916807962
85397,5,Extend,>>,-545,-42.64,2560,178.2564919996845,170.44158009021464
85498,5,Extend,>>,-582,-45.8,2563,179.3004388932291,169.84158641994358
85601,5,Extend,>>,-619,-49.05,2566,179.3196893503996,170.92620769688924
85703,5,Extend,>>,-656,-52.31,2569,178.94924874052876,170.56758273993498
85806,5,Extend,>>,-693,-55.47,2572,177.9158388084913,170.9906010861785
85908,5,Extend,>>,-730,-58.55,2575,177.31290582372952,172.19316919950273
86010,5,Extend,>>,-767,-61.63,2578,175.13199679060196,171.7253940946947
86113,5,Extend,>>,-804,-64.97,2581,173.38222970566753,172.68468034188768
86215,5,Extend,>>,-841,-68.13,2584,171.76784283573062,173.8332560981581
86317,5,Extend,>>,-878,-71.3,2587,170.49754767805805,174.47774446182387
86420,5,Extend,>>,-915,-74.46,2591,169.7969677171082,175.85978487189655
86522,5,Extend,>>,-952,-77.71,2594,168.67016650957575,176.20043021002647
86624,5,Extend,>>,-989,-80.88,2597,166.98922835634818,176.95890031002332
86727,5,Extend,>>,-1026,-83.96,2600,165.86602173915185,177.8415423487128
86829,5,Extend,>>,-1063,-87.12,2603,163.25457893333356,177.6448737262925
86931,5,Extend,>>,-1100,-90.46,2606,161.4363106094703,177.57767810819243
87033,5,Extend,>>,-1137,-93.8,2609,161.13053297696476,178.7691251920066
87135,5,Extend,>>,-1174,-96.97,2612,159.8946652463029,179.5608235182893
87239,5,Extend,>>,-1211,-100.13,2615,158.93503046300464,179.71483369151673
87341,5,Extend,>>,-1248,-103.21,2618,158.24020123222311,179.2270248556861
87445,5,Extend,>>,-1285,-106.37,2621,157.26475786848007,178.71175233973298
87547,5,Extend,>>,-1322,-109.45,2624,156.5272493112629,178.59147656231298
87650,5,Extend,>>,-1359,-112.97,2627,156.20198175703126,178.20142333736476
87752,5,Extend,>>,-1396,-116.22,2630,155.4533009840802,178.4282540851819
87856,5,Extend,>>,-1433,-119.47,2634,154.63613160344116,178.1838249608277
87958,5,Extend,>>,-1470,-122.64,2637,154.0343195016406,177.9102757327413
88061,5,Extend,>>,-1507,-125.8,2640,154.2464495066339,177.32674268545276
88164,5,Extend,>>,-1544,-128.88,2643,153.6154642291488,177.49112925067593
88266,5,Extend,>>,-1581,-132.04,2646,153.63810834152324,177.29664655320758
88369,5,Extend,>>,-1618,-135.47,2649,153.54631514148676,177.17594767500015
88472,5,Extend,>>,-1655,-138.73,2652,153.3575652001783,176.71229035839306
88574,5,Extend,>>,-1692,-141.8,2655,153.60955290540323,176.25416106225475
88678,5,Extend,>>,-1729,-145.05,2658,153.60955290540323,176.01842423267465
88781,5,Extend,>>,-1766,-148.13,2661,152.9762428896031,176.6517342484747
88883,5,Extend,>>,-1803,-151.38,2664,153.22767253547528,176.88179110521816
88985,5,Extend,>>,-1840,-154.64,2667,153.29250407266778,176.18592516570973
89088,5,Extend,>>,-1877,-157.89,2671,152.59342782104918,176.5882044288376
89191,5,Extend,>>,-1914,-161.14,2674,152.84429160827534,176.5882044288376
89294,5,Extend,>>,-1951,-164.22,2677,153.18100898474654,176.02139978223377
89397,5,Extend,>>,-1988,-167.3,2680,153.18100898474654,175.78758656415567
89499,5,Extend,>>,-2025,-170.46,2683,152.54283098814514,176.88966504896777
89602,5,Extend,<<,-2025,-173.63,2686,153.18100898474654,175.78758656415567
89705,5,Extend,<<,-1988,-174.77,2689,152.84429160827534,176.35436079737084
89808,5,Extend,<<,-1951,-174.68,2692,152.54283098814514,176.65582141750113
89910,5,Extend,<<,-1914,-172.22,2695,152.54283098814514,176.65582141750113
90013,5,Extend,<<,-1877,-169.14,2698,152.91015150070913,175.88861328205826
90116,5,Extend,<<,-1840,-166.07,2701,152.86000207212498,176.19007390218854
90218,5,Extend,<<,-1803,-162.81,2704,152.86000207212498,176.19007390218854
90321,5,Extend,<<,-1766,-159.56,2708,151.58165728753866,176.2961783380012
90424,5,Extend,<<,-1729,-156.31,2711,151.64296977083472,176.39915489090222
90526,5,Extend,<<,-1692,-153.05,2714,151.83931431190751,175.9199686927617
90629,5,Extend,<<,-1655,-149.8,2717,151.89513028276758,175.68963415699088
90731,5,Extend,<<,-1618,-146.55,2720,151.90942920423592,175.45544911780806
90834,5,Extend,<<,-1581,-143.3,2723,151.90942920423592,175.45544911780806
90936,5,Extend,<<,-1544,-140.04,2726,152.08984289546058,175.20913941369042
91039,5,Extend,<<,-1507,-136.79,2729,151.5121599370488,175.53629378854924
91142,5,Extend,<<,-1470,-133.45,2732,151.90942920423592,175.20913941369042
91245,5,Extend,<<,-1433,-130.37,2735,151.5121599370488,175.53629378854924
91348,5,Extend,<<,-1396,-127.12,2738,151.19573108455788,176.31891846287223
91450,5,Extend,<<,-1359,-123.78,2741,151.58227482937724,175.53629378854924
91553,5,Extend,<<,-1322,-120.62,2745,151.58227482937724,175.53629378854924
91656,5,Extend,<<,-1285,-117.36,2748,151.19573108455788,175.8527226410402
91759,5,Extend,<<,-1248,-114.11,2751,151.26584597688628,176.09903234515764
91862,5,Extend,<<,-1211,-110.86,2754,151.26584597688628,176.31891846287223
91964,5,Extend,<<,-1174,-107.6,2757,151.58227482937724,176.00248961038125
92067,5,Extend,<<,-1137,-104.35,2760,151.90942920423592,175.20913941369042
92169,5,Extend,<<,-1100,-101.19,2763,151.58227482937724,175.53629378854924
92272,5,Extend,<<,-1063,-97.85,2766,151.58227482937724,175.53629378854924
92374,5,Extend,<<,-1026,-94.59,2769,151.58227482937724,175.75596314542742
92477,5,Extend,<<,-989,-91.43,2772,151.83381624146605,175.75596314542742
92579,5,Extend,<<,-952,-88.09,2775,152.16097061632476,175.20913941369042
92682,5,Extend,<<,-915,-84.84,2778,151.58227482937724,175.75596314542742
92785,5,Extend,<<,-878,-81.76,2781,151.84466360587888,175.7717561282539
92887,5,Extend,<<,-841,-78.33,2785,151.19573108455788,176.31891846287223
92990,5,Extend,<<,-804,-75.08,2788,151.19573108455788,176.07239199791834
93092,5,Extend,<<,-767,-71.82,2791,151.19573108455788,175.8527226410402
93195,5,Extend,<<,-730,-68.57,2794,151.4462596681109,176.07239199791834
93297,5,Extend,<<,-693,-65.23,2797,151.4462596681109,176.07239199791834
93399,5,Extend,<<,-656,-62.07,2800,151.7735358850147,175.52544642413633
93501,5,Extend,<<,-619,-58.81,2803,151.58227482937724,175.28809636280772
93604,5,Extend,<<,-582,-55.65,2806,151.58227482937724,175.28809636280772
111543,5,Extend,>>,195,17.14,3344,164.57030349277167,178.35486679559455
111645,5,Extend,>>,158,17.14,3347,167.06180443998213,179.82275144087544
111748,5,Extend,>>,121,14.95,3350,169.08588699418922,178.10636375623173
