Frame,Time(ms),∠ABC,∠BCD
0,69,168.70549638738177,175.8249941844284
1,102,168.7337337866992,176.13179596167828
2,135,168.7337337866992,176.13179596167828
3,169,168.81818420342395,176.00195790079655
4,202,168.81818420342395,176.30794046326372
5,235,168.81818420342395,176.30794046326372
6,269,168.9772761243888,176.43777852414547
7,302,169.06046360048117,176.30794046326372
8,335,168.79212292586286,176.0395997886454
9,369,168.54984352880564,176.0395997886454
10,402,168.79212292586286,176.0395997886454
11,435,168.79212292586286,176.0395997886454
12,469,168.79212292586286,176.0395997886454
13,502,168.79212292586286,176.0395997886454
14,535,169.06046360048117,176.23022673095014
15,569,169.2205688426536,176.43777852414547
16,602,168.57909738888878,176.0395997886454
17,635,168.70959764095147,175.86411747824098
18,669,169.2205688426536,176.36006479183175
19,702,169.1053179852786,176.56582038503524
20,735,169.2205688426536,176.13179596167828
21,769,168.9480222643056,176.43777852414547
22,802,168.9480222643056,176.43777852414547
23,835,169.2205688426536,176.43777852414547
24,869,169.2205688426536,176.43777852414547
25,902,168.9480222643056,176.43777852414547
26,935,168.57909738888878,175.73361722617832
27,969,168.57909738888878,175.73361722617832
28,1002,168.57909738888878,176.0395997886454
29,1035,169.2205688426536,176.43777852414547
30,1069,168.57909738888878,176.0395997886454
31,1102,168.57909738888878,176.0395997886454
32,1135,168.57909738888878,176.0395997886454
33,1169,169.2205688426536,176.43777852414547
34,1202,168.6900675259798,175.82956347515804
35,1235,169.2205688426536,176.43777852414547
36,1269,168.79212292586286,176.0395997886454
37,1302,168.54984352880564,176.0395997886454
38,1335,169.06046360048117,176.23022673095014
39,1369,169.06046360048117,176.23022673095014
40,1402,169.0067796127765,176.36006479183175
41,1435,169.3486107035434,176.56582038503524
42,1469,169.19030166136287,176.43777852414547
43,1502,168.57909738888878,175.9618860563317
44,1535,169.06046360048117,176.23022673095014
45,1569,169.09073078177192,176.5338663020245
46,1602,168.82239010715358,176.0395997886454
47,1635,168.82239010715358,176.0395997886454
