Time(ms),MotorID,SensorA0,∠ABD_smooth,cycle
45701,1,471,54.89596879537158,1
45810,1,473,54.11403505691668,1
45920,1,473,53.32303014467245,1
46030,1,480,52.83251094192775,1
46140,1,485,52.21008349779842,1
46250,1,489,51.41983791626154,1
46359,1,503,49.85347995739628,1
46469,1,509,48.66330193367863,1
46579,1,514,47.55162974840973,1
46689,1,521,45.67977710262648,1
46799,1,519,44.32861593595294,1
46909,1,522,43.27102253378276,1
47018,1,529,41.95949945914609,1
47128,1,533,41.13006103498623,1
47238,1,547,40.43230865127224,1
47348,1,553,39.885795005737,1
47458,1,562,39.25321469234193,1
47567,1,573,38.67178568098396,1
47677,1,577,38.244641669184745,1
47787,1,575,37.44973841024847,1
47897,1,582,37.02792674325726,1
48007,1,584,37.01317668978289,1
48116,1,591,36.6235601180846,1
48226,1,590,36.244044372803245,1
48336,1,594,35.78605380559476,1
48446,1,599,35.352461926668504,1
48555,1,601,35.25141552419092,1
48665,1,600,34.893269549665334,1
48775,1,601,34.44720050394983,1
48885,1,606,34.18316400076111,1
48994,1,596,34.101153341754355,1
49104,1,596,33.91270005855443,1
49214,1,598,33.77545693436987,1
49323,1,595,33.43662764937341,1
49433,1,593,33.04725124888203,1
49543,1,593,33.13254337949355,1
49652,1,598,32.93917949874397,1
49762,1,609,32.85236972230597,1
49871,1,609,32.99838058837282,1
49981,1,608,32.76025994091699,1
73624,1,395,38.212285621454704,2
73737,1,391,38.95596812120296,2
73848,1,394,39.91620550546886,2
73959,1,394,40.91822840187268,2
74070,1,395,41.60661556843984,2
74180,1,395,42.24308635012111,2
74292,1,395,43.690664196507406,2
74403,1,400,44.92376376727425,2
74515,1,402,46.12632197011131,2
74625,1,408,47.594160193887326,2
74736,1,409,48.32042590770336,2
74848,1,416,49.462371727316985,2
74959,1,425,51.46066149394399,2
75070,1,432,52.36964330640271,2
75181,1,431,52.65124919223244,2
75293,1,437,53.136010043294746,2
75404,1,442,53.49742626870067,2
75514,1,445,53.374286285465686,2
75625,1,449,53.39196416689501,2
75737,1,451,53.252354450286674,2
75849,1,455,52.678557317312425,2
75961,1,459,52.37069091795345,2
76073,1,464,52.26912083176347,2
76185,1,464,51.163643539902736,2
76297,1,466,50.19432683682852,2
76409,1,469,49.85943905611806,2
76520,1,469,49.26086367061632,2
76632,1,471,48.34979108342019,2
76743,1,470,47.51623657441487,2
76855,1,478,46.59264395570916,2
76967,1,477,45.706424218606784,2
77078,1,478,44.79415300218412,2
77189,1,486,43.68048926843736,2
77300,1,490,42.94719083026621,2
77412,1,488,42.17002534183875,2
77523,1,487,40.79156692542184,2
77636,1,495,39.76204061737394,2
77747,1,495,38.97509942979267,2
77858,1,500,38.10978434721712,2
77969,1,504,37.454761227271824,2
78080,1,507,36.93994068851594,2
78190,1,509,36.55465771768485,2
78302,1,510,36.096165181847226,2
78413,1,516,35.596091550491266,2
78524,1,531,35.10322921284892,2
78636,1,536,34.68897827581237,2
78746,1,539,34.31345685554597,2
78857,1,536,33.95887281356929,2
78969,1,548,33.603886901082184,2
79079,1,555,33.28067215112765,2
79191,1,566,32.87108366563022,2
79302,1,573,32.8062062082653,2
79414,1,573,32.575720718211414,2
79525,1,581,31.90412259524304,2
79635,1,586,31.88140591527899,2
79748,1,597,31.852513560680407,2
79859,1,589,31.70371682132155,2
79971,1,594,31.54667031190429,2
80082,1,593,31.63944545839405,2
80194,1,612,31.515787596681196,2
80305,1,606,31.3062204629191,2
80416,1,605,31.292330942977173,2
104314,1,395,47.00935253800508,3
104425,1,395,47.73133881830394,3
104537,1,395,48.80927305793273,3
104649,1,399,49.92047776568327,3
104760,1,399,51.237763838063486,3
104872,1,400,52.68904941486193,3
104983,1,402,53.83737034025592,3
105094,1,405,55.25751078462892,3
105206,1,407,57.09933437898151,3
105317,1,411,58.68585087310804,3
105428,1,418,60.13062529135709,3
105538,1,419,61.13166988842322,3
105649,1,424,61.906137420077286,3
105760,1,432,62.44828695721388,3
105872,1,435,62.93718486023076,3
105983,1,442,63.44108453928341,3
106094,1,457,63.779583964064166,3
106205,1,455,63.89368003017975,3
106317,1,461,63.83501885230537,3
106428,1,460,63.21222777895969,3
106539,1,469,62.55583027108867,3
106650,1,486,61.60156157955158,3
106762,1,495,60.02873167472467,3
106873,1,496,59.054879856587895,3
106984,1,523,58.02950441863421,3
107096,1,527,57.02900511584707,3
107207,1,527,55.77497720654694,3
107317,1,524,54.60723348506136,3
107429,1,525,53.34911690542605,3
107539,1,536,52.93604465011258,3
107651,1,545,52.16240748682564,3
107760,1,547,51.44954872657532,3
107872,1,547,51.04706718235417,3
107983,1,558,50.409658166818645,3
108095,1,555,49.3757841896055,3
108207,1,557,48.73447126997603,3
108318,1,558,47.54693365004894,3
108430,1,562,46.66094045351032,3
108542,1,563,45.79024229717653,3
108654,1,571,44.679644123548464,3
108766,1,579,44.21147084681549,3
108877,1,583,43.54260302703288,3
108989,1,585,42.66745821870068,3
109100,1,587,42.49686979511695,3
109211,1,585,42.16531454803396,3
109323,1,588,41.57624899044564,3
109434,1,593,41.26107485189838,3
109546,1,601,40.97884632940186,3
109656,1,609,40.90602430385484,3
109767,1,615,40.70885183722368,3
109878,1,620,40.29024324017404,3
109989,1,619,39.79798201722758,3
110100,1,621,39.5406236612457,3
110211,1,620,39.25300759708003,3
110322,1,621,38.67925867495982,3
110434,1,617,38.50823295034767,3
110546,1,614,38.291780521668215,3
110657,1,614,37.96180155691111,3
110767,1,621,37.87738297345995,3
110877,1,634,37.92161424725397,3
110987,1,633,37.65500776882224,3
111098,1,630,37.64319542302045,3
135200,1,388,48.69895701631928,4
135314,1,388,49.40074062953079,4
135428,1,389,51.0063413868365,4
135539,1,392,52.379291638048535,4
135652,1,396,53.61855882780895,4
135764,1,401,54.28590893207904,4
135875,1,411,54.99102725147594,4
135989,1,417,55.71521551893942,4
136102,1,422,56.32791904848075,4
136216,1,427,56.940786810177855,4
136330,1,436,57.64494314978749,4
136444,1,441,58.11069450619193,4
136558,1,441,58.75162352884043,4
136672,1,453,59.20588909997316,4
136785,1,457,59.35634553017958,4
136897,1,484,59.58063990277335,4
137009,1,488,59.86734916008694,4
137120,1,495,59.882452789786505,4
137233,1,498,59.803491018818505,4
137347,1,506,59.79567333756319,4
137460,1,516,59.01679146663119,4
137574,1,522,58.60154924493576,4
137686,1,533,58.296716239868594,4
137798,1,536,57.6098546822948,4
137911,1,549,56.6440941255365,4
138024,1,554,55.76447682432601,4
138138,1,553,55.51194730709983,4
138249,1,552,54.54034644023008,4
138361,1,554,52.87761344637083,4
138475,1,563,52.22104246492471,4
138589,1,577,51.03792674101376,4
138702,1,572,49.84615995057433,4
138815,1,573,48.60110773352223,4
138925,1,570,47.55845468732146,4
139039,1,570,46.83627172365532,4
139153,1,570,45.85283543594308,4
139267,1,569,44.96352336002766,4
139379,1,572,43.93540726748576,4
139492,1,579,42.74139450902508,4
139604,1,580,42.27897749103192,4
139717,1,586,41.713518190860846,4
139832,1,583,40.57714639361176,4
139944,1,582,39.89775610877258,4
140056,1,587,39.41041783333591,4
140170,1,591,38.89087659799024,4
140283,1,599,38.17691065919357,4
140394,1,608,37.72124955429151,4
140505,1,608,37.43163521571905,4
140618,1,609,36.84395664724795,4
140732,1,612,36.89797358250527,4
140845,1,617,36.73348305741333,4
140957,1,614,36.49167256590189,4
141070,1,615,36.43283722370786,4
141184,1,611,36.118129012129685,4
141297,1,609,35.97692801298581,4
141411,1,605,35.958602518126604,4
141524,1,603,35.69160572904297,4
141638,1,603,35.47102034892214,4
141753,1,607,35.252768187513595,4
141867,1,621,35.37839540797283,4
141980,1,626,35.349666686588165,4
142093,1,620,35.13805207879417,4
166095,1,409,44.624476143467405,5
166206,1,411,45.4448973945451,5
166317,1,410,46.146329825370856,5
166428,1,410,46.94878366845957,5
166539,1,413,47.587404423811705,5
166650,1,415,48.585734725472285,5
166761,1,418,50.76981752920574,5
166872,1,418,52.31759673256538,5
166983,1,421,53.67618515790343,5
167094,1,422,55.28556327029321,5
167205,1,425,56.02221051525552,5
167317,1,425,56.37866567805398,5
167427,1,426,57.170113112062175,5
167538,1,429,57.683422672736114,5
167649,1,434,58.07607216806831,5
167759,1,438,58.22154458937854,5
167869,1,439,58.14755699991375,5
167979,1,441,58.03111896540388,5
168090,1,452,57.66296765980829,5
168202,1,456,57.38696180739894,5
168312,1,458,57.023787740739934,5
168422,1,481,56.58297266414196,5
168533,1,480,56.11841170726056,5
168644,1,482,55.62920674194755,5
168755,1,487,54.82412681106986,5
168867,1,521,54.12469779244032,5
168978,1,529,53.12965612687327,5
169089,1,533,51.73409751387868,5
169200,1,543,51.17088771549871,5
169312,1,551,50.724049424707545,5
169424,1,557,49.354722503254415,5
169535,1,557,48.532375872950894,5
169645,1,560,48.06099624029906,5
169757,1,563,47.535945069056496,5
169867,1,566,47.09091332837482,5
169978,1,567,46.091261947078365,5
170090,1,569,44.44215183912426,5
170201,1,564,43.63040265961831,5
170312,1,558,42.61135653032152,5
170424,1,560,41.11382245199968,5
170535,1,558,39.85462740904094,5
170646,1,563,39.03848084290222,5
170758,1,563,38.02913788090795,5
170869,1,564,37.49912372572325,5
170979,1,569,37.32601632137193,5
171091,1,574,36.55817577985755,5
171201,1,573,36.2014653891054,5
171313,1,576,36.17857941914569,5
171425,1,582,35.98245140376513,5
171536,1,589,36.03351895478556,5
171647,1,602,36.01305552539503,5
171758,1,612,35.72525745321523,5
171870,1,624,35.64454242911163,5
171980,1,620,35.83259393978521,5
172091,1,623,35.65665469221859,5
172202,1,619,35.41074977456739,5
172314,1,621,35.498908878419144,5
172425,1,626,35.49374881322915,5
172537,1,628,35.507554973439525,5
172648,1,641,35.446055817689185,5
172759,1,640,35.098643865834056,5
172870,1,636,35.16406367533243,5
196599,1,400,49.83843578562903,6
196709,1,403,51.34291207880737,6
196818,1,404,52.9827272924521,6
196928,1,407,52.67926592641446,6
197038,1,413,52.52454419518767,6
197148,1,413,53.07561126637593,6
197257,1,419,53.84122141038489,6
197368,1,423,54.35606523588403,6
197477,1,429,54.66795046323973,6
197587,1,441,55.42060564845055,6
197698,1,443,56.59257486623903,6
197808,1,447,57.53858389956271,6
197918,1,453,57.6802571337736,6
198029,1,455,57.79098729634726,6
198138,1,464,57.99023431979511,6
198248,1,467,58.38515590120545,6
198358,1,467,58.46503369196574,6
198468,1,468,58.51929760298248,6
198578,1,471,58.50475855639571,6
198687,1,472,58.05595568577827,6
198797,1,473,57.46407110158774,6
198908,1,481,56.86968787650848,6
199018,1,491,55.88353708343969,6
199127,1,492,55.34641783235956,6
199237,1,490,54.60405037438136,6
199347,1,490,52.7931396732732,6
199456,1,494,50.703173379418985,6
199566,1,502,50.04861189133439,6
199676,1,499,49.41309615154907,6
199785,1,498,48.297052626830606,6
199895,1,501,47.29197801167905,6
200005,1,505,46.16947073483557,6
200116,1,499,45.34050408654694,6
200225,1,498,44.31724468393328,6
200335,1,500,43.23304070737672,6
200445,1,511,42.28777063568668,6
200555,1,530,41.08717651758684,6
200665,1,534,40.56934302741335,6
200775,1,541,40.25267571351572,6
200885,1,546,39.84571812108307,6
200995,1,558,38.9891743838509,6
201104,1,573,37.981640637137424,6
201215,1,571,37.34705044243664,6
201324,1,574,36.984176328256005,6
201434,1,584,36.6561280027247,6
201545,1,585,36.20165178312445,6
201655,1,587,35.54606484044348,6
201765,1,567,34.94497011337841,6
201875,1,564,34.23626367466415,6
201985,1,568,33.6791248063214,6
202095,1,578,33.41543103510367,6
202205,1,573,33.17582760839814,6
202314,1,570,32.99744739570475,6
202424,1,574,32.43153840018108,6
202534,1,586,32.271439278356475,6
202644,1,587,32.21892682925102,6
202753,1,586,32.04389009632021,6
202863,1,585,31.87595988985463,6
202972,1,589,31.726571953620944,6
203082,1,605,31.55705845950202,6
203192,1,605,31.29092219511451,6
203303,1,601,31.208376543315897,6
