Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,L_est_cm,theta_from_R(compose),phase_used
71362,4,Extend,<<,-509,-49.85,310,283,370,32.51930825738347,10.88922504648585,43.40853330386932,-3.0670047940104435,25.323430771077074,Extend
71377,5,Extend,<<,-1731,-157.19,310,283,370,32.489052221530855,10.980603844808796,43.46965606633965,-3.0670047940104435,25.323430771077074,Extend
71392,6,Extend,<<,-1045,-97.14,309,282,369,32.489052221530855,10.980603844808796,43.46965606633965,-3.089584686543372,25.519475990840583,Extend
71473,4,Extend,<<,-464,-45.8,311,282,371,32.27132082590971,10.989487889072086,43.2608087149818,-3.089584686543372,25.519475990840583,Extend
71488,5,Extend,<<,-1687,-153.41,311,283,370,32.207167225715835,11.044318308772962,43.25148553448879,-3.0670047940104435,25.323430771077074,Extend
71503,6,Extend,<<,-997,-92.92,309,283,370,32.207167225715835,11.044318308772962,43.25148553448879,-3.0670047940104435,25.323430771077074,Extend
71584,4,Extend,<<,-419,-42.02,312,283,371,32.04037378119893,11.207122492115252,43.247496273314184,-3.0670047940104435,25.323430771077074,Extend
71599,5,Extend,<<,-1643,-149.45,312,285,370,32.04037378119893,11.207122492115252,43.247496273314184,-3.0219144850841877,24.95519669012727,Extend
71614,6,Extend,<<,-949,-88.7,311,284,370,32.0201242509416,11.218908531862056,43.239032782803655,-3.0444480601907156,25.135345632830287,Extend
71695,4,Extend,<<,-374,-38.07,311,288,371,32.17406632014375,11.044662113220514,43.21872843336426,-2.954452712043805,24.462128543402805,Extend
71710,5,Extend,<<,-1599,-145.58,312,284,370,32.25296275332435,10.982616981051288,43.235579734375634,-3.0444480601907156,25.135345632830287,Extend
71725,6,Extend,<<,-901,-84.57,311,285,370,32.25296275332435,10.982616981051288,43.235579734375634,-3.0219144850841877,24.95519669012727,Extend
71806,4,Extend,<<,-329,-34.02,313,287,371,32.41703722935809,10.903346237810698,43.32038346716878,-2.9769168110107325,24.618611970077918,Extend
71821,5,Extend,<<,-1555,-141.71,313,286,371,32.46078855967505,10.972702943245803,43.43349150292086,-2.99940406869086,24.782960081518507,Extend
71837,6,Extend,<<,-853,-80.44,311,285,370,32.46078855967505,10.972702943245803,43.43349150292086,-3.0219144850841877,24.95519669012727,Extend
71918,4,Extend,<<,-284,-30.15,316,287,373,32.3874312944035,11.262361352793452,43.649792647196946,-2.9769168110107325,24.618611970077918,Extend
71933,5,Extend,<<,-1511,-137.85,315,288,372,32.3874312944035,11.262361352793452,43.649792647196946,-2.954452712043805,24.462128543402805,Extend
71948,6,Extend,<<,-805,-76.31,314,288,372,32.352280160427505,11.374717786263114,43.72699794669062,-2.954452712043805,24.462128543402805,Extend
72029,4,Extend,<<,-239,-26.29,318,286,374,32.363501599575585,11.372780566442897,43.73628216601848,-2.99940406869086,24.782960081518507,Extend
72045,5,Extend,<<,-1467,-134.07,318,289,374,32.356762452864466,11.344608511480605,43.701370964345074,-2.9320117717900778,24.313486013613957,Extend
72060,6,Extend,<<,-757,-71.91,319,289,373,32.356762452864466,11.344608511480605,43.701370964345074,-2.9320117717900778,24.313486013613957,Extend
72141,4,Extend,<<,-194,-22.24,321,288,373,32.40649359677423,11.28626108522828,43.692754682002516,-2.954452712043805,24.462128543402805,Extend
72156,5,Extend,<<,-1423,-130.29,323,289,376,32.36676501721095,11.287854333997007,43.654619351207955,-2.9320117717900778,24.313486013613957,Extend
72171,6,Extend,<<,-709,-67.78,322,288,375,32.36676501721095,11.287854333997007,43.654619351207955,-2.954452712043805,24.462128543402805,Extend
72251,4,Extend,<<,-149,-18.29,326,287,377,32.425096370843114,11.026053641742386,43.4511500125855,-2.9769168110107325,24.618611970077918,Extend
72267,5,Extend,<<,-1379,-126.33,327,291,376,32.425096370843114,11.026053641742386,43.4511500125855,-2.8871993674222245,24.03962861579516,Extend
72282,6,Extend,<<,-661,-63.38,328,289,376,32.4308654331,11.010474503471205,43.44133993657121,-2.9320117717900778,24.313486013613957,Extend
72363,4,Extend,<<,-104,-14.33,333,292,380,32.4935323254735,10.925260711534849,43.41879303700835,-2.8648279033080977,23.91436629462387,Extend
72378,5,Extend,<<,-1335,-122.55,332,290,378,32.536586191825975,10.90018971109668,43.436775902922655,-2.909593990249551,24.17266061735554,Extend
72393,6,Extend,<<,-613,-59.16,331,294,379,32.536586191825975,10.90018971109668,43.436775902922655,-2.820154451219446,23.68705595882981,Extend
72474,4,Extend,<<,-59,-10.46,332,294,382,32.611524855451975,10.816011375730614,43.427536231182586,-2.820154451219446,23.68705595882981,Extend
72489,5,Extend,<<,-1291,-118.68,333,292,381,32.629565688961364,10.759264089568871,43.38882977853024,-2.8648279033080977,23.91436629462387,Extend
72504,6,Extend,<<,-565,-55.3,333,294,384,32.629565688961364,10.759264089568871,43.38882977853024,-2.820154451219446,23.68705595882981,Extend
72585,4,Extend,<<,-14,-6.51,338,297,387,32.69763660948585,10.595606387953223,43.29324299743907,-2.753317963435469,23.403771610429754,Extend
72601,5,Extend,<<,-1247,-114.81,340,296,388,32.69763660948585,10.595606387953223,43.29324299743907,-2.7755736339835946,23.490540385970174,Extend
72616,6,Extend,<<,-517,-50.9,339,297,389,32.67972467511496,10.643843151487111,43.32356782660207,-2.753317963435469,23.403771610429754,Extend
72697,4,Extend,<<,31,-2.46,344,301,394,32.683970461583264,10.66332789860752,43.347298360190784,-2.6645268683749705,23.132740299707937,Extend
72713,5,Extend,<<,-1203,-111.03,343,301,395,32.65920996764969,10.6801664135193,43.33937638116899,-2.6645268683749705,23.132740299707937,Extend
72728,6,Extend,<<,-469,-46.59,344,300,393,32.65920996764969,10.6801664135193,43.33937638116899,-2.6866899040702945,23.189138594915526,Extend
72808,4,Extend,<<,76,1.41,347,305,401,32.6798143788992,10.601199190097606,43.28101356899681,-2.576106312725675,22.982251656860843,Extend
72823,5,Extend,<<,-1159,-107.08,347,306,401,32.58557560377114,10.742359530201863,43.327935133973,-2.5540590705963515,22.96328859181421,Extend
72837,6,Extend,<<,-421,-42.46,346,308,401,32.58557560377114,10.742359530201863,43.327935133973,-2.5100340624773056,22.947589865484105,Extend
72918,4,Extend,<<,121,5.27,349,307,408,32.312336202621154,11.101005295969726,43.41334149859088,-2.5320349871802286,22.951742435333333,Extend
72933,5,Extend,<<,-1115,-103.3,347,307,410,32.312336202621154,11.101005295969726,43.41334149859088,-2.5320349871802286,22.951742435333333,Extend
72948,6,Extend,<<,-373,-38.24,346,306,410,32.225532499058765,11.220902113229576,43.44643461228834,-2.5540590705963515,22.96328859181421,Extend
73029,4,Extend,<<,166,9.23,349,309,418,31.971682228736952,11.331153139268594,43.302835368005546,-2.488056296487583,22.95080758485577,Extend
73045,5,Extend,<<,-1071,-99.34,348,308,417,31.894518298912597,11.295704687721924,43.190222986634524,-2.5100340624773056,22.947589865484105,Extend
73060,6,Extend,<<,-325,-33.93,349,310,418,31.894518298912597,11.295704687721924,43.190222986634524,-2.4661016892110608,22.96137232056108,Extend
73140,4,Extend,<<,211,13.19,352,311,422,31.86213888704828,11.144718408748515,43.00685729579679,-2.4441702406477384,22.979260824236125,Extend
73155,5,Extend,<<,-1027,-95.56,351,311,423,31.84483445600867,11.124243361062886,42.96907781707156,-2.4441702406477384,22.979260824236125,Extend
73170,6,Extend,<<,-277,-29.89,351,309,422,31.84483445600867,11.124243361062886,42.96907781707156,-2.488056296487583,22.95080758485577,Extend
73251,4,Extend,<<,256,17.14,352,312,428,31.77426888746347,11.26458372548673,43.0388526129502,-2.4222619507976164,23.00444987204048,Extend
73266,5,Extend,<<,-983,-91.69,355,310,429,31.77426888746347,11.26458372548673,43.0388526129502,-2.4661016892110608,22.96137232056108,Extend
73281,6,Extend,<<,-229,-25.67,354,312,428,31.799665036413657,11.296859402526277,43.09652443893994,-2.4222619507976164,23.00444987204048,Extend
73362,4,Extend,<<,301,21.1,354,313,433,31.84569428061325,11.303283970767655,43.14897825138091,-2.4003768196606945,23.03691626465714,Extend
73377,5,Extend,<<,-939,-87.74,354,312,434,31.91880977789953,11.240731948485976,43.159541726385505,-2.4222619507976164,23.00444987204048,Extend
73393,6,Extend,<<,-181,-21.45,356,310,434,31.91880977789953,11.240731948485976,43.159541726385505,-2.4661016892110608,22.96137232056108,Extend
73474,4,Extend,<<,346,25.05,358,314,441,31.939365667165845,11.134442285196094,43.07380795236194,-2.378514847236973,23.076636827292518,Extend
73489,5,Extend,<<,-895,-83.87,359,313,440,31.828997978701214,11.188972471838436,43.01797045053965,-2.4003768196606945,23.03691626465714,Extend
73504,6,Extend,<<,-133,-17.32,359,313,442,31.828997978701214,11.188972471838436,43.01797045053965,-2.4003768196606945,23.03691626465714,Extend
73585,4,Extend,<<,391,28.92,361,317,449,31.798112851792887,11.276768015693552,43.07488086748644,-2.31306788224501,23.23909215522643,Extend
73600,5,Extend,<<,-851,-80.0,359,315,449,31.798112851792887,11.276768015693552,43.07488086748644,-2.356676033526452,23.123588409676444,Extend
73615,6,Extend,<<,-85,-13.01,362,317,451,31.845132342407183,11.26830658234504,43.113438924752224,-2.31306788224501,23.23909215522643,Extend
73696,4,Extend,<<,436,32.88,361,319,458,32.01319198711634,11.124353776825874,43.137545763942214,-2.269552365816369,23.38324278961435,Extend
73712,5,Extend,<<,-807,-76.13,362,317,457,32.07663713747076,10.99463146503474,43.0712686025055,-2.31306788224501,23.23909215522643,Extend
73727,6,Extend,<<,-37,-8.79,361,318,457,32.07663713747076,10.99463146503474,43.0712686025055,-2.291298544674089,23.307598140469302,Extend
73808,4,Extend,<<,481,36.75,361,336,467,32.042241498850146,10.931854850315968,42.97409634916612,-1.9034106083547557,25.739198659125865,Extend
73823,5,Extend,<<,-763,-72.26,360,338,468,31.94870949073945,11.042660165335052,42.991369656074504,-1.8607751230277232,26.146357258958215,Extend
73839,6,Extend,<<,11,-4.48,359,338,467,31.94870949073945,11.042660165335052,42.991369656074504,-1.8607751230277232,26.146357258958215,Extend
73920,4,Extend,<<,526,40.7,360,340,471,32.16830926070885,10.832391395247583,43.000700655956436,-1.8182322725534916,26.580246964484164,Extend
73935,5,Extend,<<,-719,-68.4,360,338,473,32.16830926070885,10.832391395247583,43.000700655956436,-1.8607751230277232,26.146357258958215,Extend
73950,6,Extend,<<,59,-0.26,360,335,474,32.17433094906097,10.864126503348547,43.03845745240952,-1.9247630890880725,25.545699943441758,Extend
74031,4,Extend,<<,571,44.75,361,336,477,32.119816505559804,10.90647979830996,43.02629630386976,-1.9034106083547557,25.739198659125865,Extend
74046,5,Extend,<<,-675,-64.44,359,335,477,32.09414106445506,10.917097985170408,43.011239049625466,-1.9247630890880725,25.545699943441758,Extend
74061,6,Extend,<<,107,3.96,360,334,476,32.09414106445506,10.917097985170408,43.011239049625466,-1.9461387285345892,25.358951756744272,Extend
74142,4,Extend,<<,616,48.79,358,334,476,32.01997724687785,11.200890566137552,43.2208678130154,-1.9461387285345892,25.358951756744272,Extend
74157,5,Extend,<<,-631,-60.66,360,334,477,32.01997724687785,11.200890566137552,43.2208678130154,-1.9461387285345892,25.358951756744272,Extend
74172,6,Extend,<<,155,8.18,359,332,476,32.01997724687785,11.200890566137552,43.2208678130154,-1.9889594835672237,25.005797535945447,Extend
74253,4,Extend,<<,661,52.75,357,334,476,32.24931323109203,11.216707363747734,43.46602059483976,-1.9461387285345892,25.358951756744272,Extend
74268,5,Extend,<<,-587,-56.79,359,335,477,32.24931323109203,11.216707363747734,43.46602059483976,-1.9247630890880725,25.545699943441758,Extend
74283,6,Extend,<<,203,12.48,357,332,472,32.300847128188195,11.20762456526515,43.508471693453345,-1.9889594835672237,25.005797535945447,Extend
74364,4,Extend,<<,706,56.62,359,333,478,32.34821948385112,11.05727067009519,43.40549015394631,-1.9675375266943065,25.178976734311618,Extend
74379,5,Extend,<<,-543,-52.92,358,334,476,32.356888536578154,10.902172777477762,43.25906131405591,-1.9461387285345892,25.358951756744272,Extend
74394,6,Extend,<<,251,16.7,358,332,477,32.356888536578154,10.902172777477762,43.25906131405591,-1.9889594835672237,25.005797535945447,Extend
74475,4,Extend,<<,751,60.66,360,334,482,32.208853141861525,10.824693463287826,43.033546605149354,-1.9461387285345892,25.358951756744272,Extend
74490,5,Extend,<<,-499,-49.05,358,332,483,32.09446328926475,10.892696249836936,42.98715953910169,-1.9889594835672237,25.005797535945447,Extend
74505,6,Extend,<<,299,20.84,356,332,483,32.09446328926475,10.892696249836936,42.98715953910169,-1.9889594835672237,25.005797535945447,Extend
74585,4,Extend,<<,796,64.62,358,333,486,32.11070279592651,11.05387982525589,43.1645826211824,-1.9675375266943065,25.178976734311618,Extend
74600,5,Extend,<<,-455,-45.01,358,332,483,32.11070279592651,11.05387982525589,43.1645826211824,-1.9889594835672237,25.005797535945447,Extend
74615,6,Extend,<<,347,24.97,359,330,484,32.19401773566811,11.04134509329413,43.23536282896224,-2.031872873452659,24.679917373236172,Extend
74696,4,Extend,<<,841,68.75,359,333,488,32.24357866528268,11.076214196597018,43.319792861879705,-1.9675375266943065,25.178976734311618,Extend
74711,5,Extend,<<,-411,-41.23,357,333,487,32.20677275259698,11.01873758603569,43.225510338632674,-1.9675375266943065,25.178976734311618,Extend
74727,6,Extend,<<,395,29.19,356,330,487,32.20677275259698,11.01873758603569,43.225510338632674,-2.031872873452659,24.679917373236172,Extend
74808,4,Extend,<<,886,72.62,359,332,490,32.17556939992918,10.890705549043613,43.06627494897279,-1.9889594835672237,25.005797535945447,Extend
74822,5,Extend,<<,-367,-37.45,358,332,488,32.12424311875463,10.854277468074573,42.9785205868292,-1.9889594835672237,25.005797535945447,Extend
74837,6,Extend,<<,443,33.41,358,332,487,32.12424311875463,10.854277468074573,42.9785205868292,-1.9889594835672237,25.005797535945447,Extend
74917,4,Extend,<<,931,76.57,358,332,489,32.19996557318149,10.91290046904986,43.112866042231346,-1.9889594835672237,25.005797535945447,Extend
74932,5,Extend,<<,-323,-33.49,358,332,486,32.19996557318149,10.91290046904986,43.112866042231346,-1.9889594835672237,25.005797535945447,Extend
74948,6,Extend,<<,491,37.54,358,331,488,32.19804634911243,10.977470313790135,43.17551666290257,-2.0104045991533415,24.83943684597078,Extend
75028,4,Extend,<<,976,80.62,358,333,488,32.08037833006824,11.153537279458575,43.23391560952682,-1.9675375266943065,25.178976734311618,Extend
75043,5,Extend,<<,-279,-29.54,358,333,486,32.11012939940704,11.1487497176146,43.25887911702164,-1.9675375266943065,25.178976734311618,Extend
75059,6,Extend,<<,539,41.76,356,330,485,32.11012939940704,11.1487497176146,43.25887911702164,-2.031872873452659,24.679917373236172,Extend
75139,4,Extend,<<,1021,84.48,359,332,485,32.200983990323216,11.04646863625004,43.247452626573256,-1.9889594835672237,25.005797535945447,Extend
75155,5,Extend,<<,-235,-25.76,358,332,485,32.26158397741382,10.960814243044393,43.22239822045822,-1.9889594835672237,25.005797535945447,Extend
75170,6,Extend,<<,587,45.98,356,332,485,32.26158397741382,10.960814243044393,43.22239822045822,-1.9889594835672237,25.005797535945447,Extend
75251,4,Extend,<<,1066,88.44,358,331,482,32.34864041730091,10.84706083816101,43.19570125546193,-2.0104045991533415,24.83943684597078,Extend
75266,5,Extend,<<,-191,-21.8,356,331,483,32.34864041730091,10.84706083816101,43.19570125546193,-2.0104045991533415,24.83943684597078,Extend
75281,6,Extend,<<,635,50.2,357,332,484,32.28584193631706,10.890542837021748,43.17638477333881,-1.9889594835672237,25.005797535945447,Extend
75362,4,Extend,<<,1111,92.4,356,330,482,31.994834898369284,11.014153640587985,43.00898853895727,-2.031872873452659,24.679917373236172,Extend
75377,5,Extend,<<,-147,-17.93,358,331,481,31.99716294159004,11.026382974336972,43.023545915927016,-2.0104045991533415,24.83943684597078,Extend
75393,6,Extend,<<,683,54.42,356,330,483,31.99716294159004,11.026382974336972,43.023545915927016,-2.031872873452659,24.679917373236172,Extend
75474,4,Extend,<<,1156,96.44,358,330,482,31.84725715395882,11.126652945482617,42.97391009944144,-2.031872873452659,24.679917373236172,Extend
75489,5,Extend,<<,-103,-14.07,358,331,481,31.93878660457462,11.040963408358827,42.97975001293345,-2.0104045991533415,24.83943684597078,Extend
75504,6,Extend,<<,731,58.46,356,331,479,31.93878660457462,11.040963408358827,42.97975001293345,-2.0104045991533415,24.83943684597078,Extend
75585,4,Extend,<<,1201,100.31,356,331,482,32.10142179195119,11.011241902187436,43.112663694138625,-2.0104045991533415,24.83943684597078,Extend
75600,5,Extend,<<,-59,-10.29,357,330,481,32.10142179195119,11.011241902187436,43.112663694138625,-2.031872873452659,24.679917373236172,Extend
75615,6,Extend,<<,779,62.86,353,328,480,32.16428270697545,11.036884925375803,43.20116763235125,-2.0748788981908954,24.381493037498064,Extend
75696,4,Extend,<<,1246,104.26,357,331,481,32.11702302096008,11.07091248542132,43.18793550638141,-2.0104045991533415,24.83943684597078,Extend
75711,5,Extend,<<,-15,-6.42,356,332,480,32.11054331291715,11.12765190926392,43.23819522218107,-1.9889594835672237,25.005797535945447,Extend
75726,6,Extend,<<,827,67.08,357,329,479,32.11054331291715,11.12765190926392,43.23819522218107,-2.053364306465177,24.52726185111348,Extend
75807,4,Extend,<<,1291,108.31,357,331,481,31.968073789822316,11.255286109051044,43.22335989887336,-2.0104045991533415,24.83943684597078,Extend
75822,5,Extend,<<,29,-2.46,356,329,479,31.99513112356928,11.16374756526504,43.15887868883432,-2.053364306465177,24.52726185111348,Extend
75838,6,Extend,<<,875,71.21,356,329,480,31.99513112356928,11.16374756526504,43.15887868883432,-2.053364306465177,24.52726185111348,Extend
75919,4,Extend,<<,1336,112.35,356,331,480,31.809379231802453,11.246285396475956,43.05566462827841,-2.0104045991533415,24.83943684597078,Extend
75934,5,Extend,<<,73,1.32,357,329,479,31.809379231802453,11.246285396475956,43.05566462827841,-2.053364306465177,24.52726185111348,Extend
75949,6,Extend,<<,923,75.34,357,328,478,31.89573315758183,11.212845111928138,43.10857826950997,-2.0748788981908954,24.381493037498064,Extend
76030,4,Extend,<<,1381,116.31,358,332,477,32.04685386470232,10.98500409308243,43.03185795778475,-1.9889594835672237,25.005797535945447,Extend
76045,5,Extend,<<,117,5.19,356,331,476,32.07605991397216,10.8751914631614,42.95125137713356,-2.0104045991533415,24.83943684597078,Extend
76060,6,Extend,<<,971,79.56,356,329,476,32.07605991397216,10.8751914631614,42.95125137713356,-2.053364306465177,24.52726185111348,Extend
76141,4,Extend,<<,1426,120.09,358,331,474,32.07695272634011,10.79804461306307,42.87499733940318,-2.0104045991533415,24.83943684597078,Extend
76156,5,Extend,<<,161,8.97,356,330,475,32.08473127921301,10.773737991496054,42.858469270709065,-2.031872873452659,24.679917373236172,Extend
76171,6,Extend,<<,1019,83.78,354,330,477,32.08473127921301,10.773737991496054,42.858469270709065,-2.031872873452659,24.679917373236172,Extend
76252,4,Extend,<<,1471,124.04,357,330,475,32.23930836305833,10.83602706483178,43.07533542789011,-2.031872873452659,24.679917373236172,Extend
76268,5,Extend,<<,205,12.92,355,332,476,32.23930836305833,10.83602706483178,43.07533542789011,-1.9889594835672237,25.005797535945447,Extend
76283,6,Extend,<<,1067,87.91,356,330,474,32.4621962614048,10.777249302891894,43.239445564296695,-2.031872873452659,24.679917373236172,Extend
78632,1,Flex,>>,2916,256.35,363,331,474,31.93896161042058,11.360455006082972,43.29941661650355,-1.604252743412417,74.75018379816851,Flex
78646,2,Flex,>>,1150,101.1,359,332,475,32.01043039153997,11.309797088857897,43.32022748039787,-1.6285880073662355,75.07552972548615,Flex
78661,3,Flex,>>,124,10.9,361,330,474,32.01043039153997,11.309797088857897,43.32022748039787,-1.579841116744381,74.4195046552735,Flex
78741,1,Flex,>>,2877,256.35,358,325,471,31.887535774034347,11.465108461925656,43.35264423596,-1.4566375426909415,72.68468766123746,Flex
78756,2,Flex,>>,1086,101.1,356,327,470,31.856214375406644,11.569063530959324,43.42527790636597,-1.5061480604549693,73.39506198252272,Flex
78771,3,Flex,>>,58,10.9,354,325,467,31.856214375406644,11.569063530959324,43.42527790636597,-1.4566375426909415,72.68468766123746,Flex
78853,1,Flex,>>,2838,254.15,358,328,471,31.924998723857133,11.483647046226778,43.40864577008391,-1.5307887752656573,73.74198446929906,Flex
78867,2,Flex,>>,1022,97.41,354,327,468,31.924998723857133,11.483647046226778,43.40864577008391,-1.5061480604549693,73.39506198252272,Flex
78881,3,Flex,>>,-8,7.03,353,326,468,31.9989815719158,11.379980632397553,43.37896220431335,-1.481430982930064,73.04264339277523,Flex
78962,1,Flex,>>,2799,250.9,358,326,472,32.231350967629936,11.406582812508704,43.63793378013864,-1.481430982930064,73.04264339277523,Flex
78977,2,Flex,>>,958,91.87,354,329,469,32.32987910566661,11.468257511096777,43.79813661676339,-1.5553531273621277,74.08345176513512,Flex
78991,3,Flex,>>,-74,1.49,354,326,466,32.32987910566661,11.468257511096777,43.79813661676339,-1.481430982930064,73.04264339277523,Flex
79072,1,Flex,>>,2760,247.47,361,331,471,32.16929117853334,11.946858142030864,44.116149320564205,-1.604252743412417,74.75018379816851,Flex
79087,2,Flex,>>,894,86.33,356,326,470,32.1432835840001,12.134495430557408,44.27777901455751,-1.481430982930064,73.04264339277523,Flex
79102,3,Flex,>>,-140,-4.31,355,327,463,32.1432835840001,12.134495430557408,44.27777901455751,-1.5061480604549693,73.39506198252272,Flex
79183,1,Flex,>>,2721,244.13,357,328,472,32.24899371794897,12.2994766562971,44.54847037424607,-1.5307887752656573,73.74198446929906,Flex
79198,2,Flex,>>,830,80.62,355,327,470,32.24899371794897,12.2994766562971,44.54847037424607,-1.5061480604549693,73.39506198252272,Flex
79213,3,Flex,>>,-206,-10.11,353,324,467,32.327419599921285,12.353465816359098,44.68088541628038,-1.4317677397376014,72.321153622302,Flex
79294,1,Flex,>>,2682,240.62,358,328,471,32.5253061103557,12.711036289859925,45.23634240021563,-1.5307887752656573,73.74198446929906,Flex
79309,2,Flex,>>,766,75.08,355,327,472,32.60491884635019,12.96239958188972,45.56731842823991,-1.5061480604549693,73.39506198252272,Flex
79324,3,Flex,>>,-272,-15.91,355,326,469,32.60491884635019,12.96239958188972,45.56731842823991,-1.481430982930064,73.04264339277523,Flex
79405,1,Flex,>>,2643,237.19,357,330,471,32.68560790340636,13.560876687579322,46.24648459098568,-1.579841116744381,74.4195046552735,Flex
79420,2,Flex,>>,702,69.45,355,328,468,32.72317951150701,13.863797136345926,46.586976647852936,-1.5307887752656573,73.74198446929906,Flex
79435,3,Flex,>>,-338,-21.71,355,328,468,32.72317951150701,13.863797136345926,46.586976647852936,-1.5307887752656573,73.74198446929906,Flex
79516,1,Flex,>>,2604,233.85,358,328,470,33.280845054715215,14.215430358712624,47.49627541342784,-1.5307887752656573,73.74198446929906,Flex
79531,2,Flex,>>,638,63.91,356,327,468,33.280845054715215,14.215430358712624,47.49627541342784,-1.5061480604549693,73.39506198252272,Flex
79547,3,Flex,>>,-404,-27.52,354,325,466,33.359104727565445,14.305285421852382,47.66439014941783,-1.4566375426909415,72.68468766123746,Flex
79627,1,Flex,>>,2565,230.51,358,328,470,33.22837831872313,14.754526507834932,47.98290482655806,-1.5307887752656573,73.74198446929906,Flex
79642,2,Flex,>>,574,58.37,356,327,468,33.2472033405261,14.976440187540884,48.22364352806699,-1.5061480604549693,73.39506198252272,Flex
79658,3,Flex,>>,-470,-33.23,354,326,468,33.2472033405261,14.976440187540884,48.22364352806699,-1.481430982930064,73.04264339277523,Flex
79739,1,Flex,>>,2526,227.16,359,327,472,33.21322465175051,15.441122332649872,48.65434698440038,-1.5061480604549693,73.39506198252272,Flex
79754,2,Flex,>>,510,52.75,356,330,469,33.354271912886645,15.631150377970528,48.98542229085717,-1.579841116744381,74.4195046552735,Flex
79769,3,Flex,>>,-536,-38.95,355,324,469,33.354271912886645,15.631150377970528,48.98542229085717,-1.4317677397376014,72.321153622302,Flex
79850,1,Flex,>>,2487,223.74,359,329,466,34.77548158750129,16.129888267183688,50.90536985468498,-1.5553531273621277,74.08345176513512,Flex
79865,2,Flex,>>,446,47.12,356,327,467,34.77548158750129,16.129888267183688,50.90536985468498,-1.5061480604549693,73.39506198252272,Flex
79880,3,Flex,>>,-602,-44.66,356,324,467,35.341722320499144,16.32370795000389,51.66543027050304,-1.4317677397376014,72.321153622302,Flex
79961,1,Flex,>>,2448,220.31,358,328,469,36.31363255631096,17.10524581412064,53.4188783704316,-1.5307887752656573,73.74198446929906,Flex
79976,2,Flex,>>,382,41.67,355,326,467,36.84400476605349,17.510270353093077,54.354275119146564,-1.481430982930064,73.04264339277523,Flex
79991,3,Flex,>>,-668,-50.37,354,324,466,36.84400476605349,17.510270353093077,54.354275119146564,-1.4317677397376014,72.321153622302,Flex
80072,1,Flex,>>,2409,216.88,357,326,470,37.94501804869294,18.252611201468618,56.197629250161555,-1.481430982930064,73.04264339277523,Flex
80087,2,Flex,>>,318,36.13,357,328,471,38.44501623628912,18.695940281363438,57.140956517652555,-1.5307887752656573,73.74198446929906,Flex
80102,3,Flex,>>,-734,-56.0,355,329,467,38.44501623628912,18.695940281363438,57.140956517652555,-1.5553531273621277,74.08345176513512,Flex
80183,1,Flex,>>,2370,213.45,358,328,471,40.54885257514343,19.859160244255307,60.408012819398735,-1.5307887752656573,73.74198446929906,Flex
80198,2,Flex,>>,254,30.59,357,329,469,40.54885257514343,19.859160244255307,60.408012819398735,-1.5553531273621277,74.08345176513512,Flex
80213,3,Flex,>>,-800,-61.89,354,322,459,41.24151668636399,20.210892753261373,61.452409439625356,-1.3817990456882696,71.57718532586705,Flex
80294,1,Flex,>>,2331,210.02,356,328,469,42.95606651941567,20.771498163494687,63.727564682910355,-1.5307887752656573,73.74198446929906,Flex
80309,2,Flex,>>,190,25.05,356,326,466,43.77554582179048,20.967517731619505,64.74306355340998,-1.481430982930064,73.04264339277523,Flex
80324,3,Flex,>>,-866,-67.6,356,324,464,43.77554582179048,20.967517731619505,64.74306355340998,-1.4317677397376014,72.321153622302,Flex
80405,1,Flex,>>,2292,206.59,357,326,468,45.44983982011027,21.37420939027939,66.82404921038966,-1.481430982930064,73.04264339277523,Flex
80420,2,Flex,>>,126,19.34,358,326,466,46.12270069534665,21.656357895152933,67.77905859049959,-1.481430982930064,73.04264339277523,Flex
80436,3,Flex,>>,-932,-73.49,355,326,465,46.12270069534665,21.656357895152933,67.77905859049959,-1.481430982930064,73.04264339277523,Flex
80517,1,Flex,>>,2253,203.16,359,328,469,48.4663093899139,22.61192950722736,71.07823889714126,-1.5307887752656573,73.74198446929906,Flex
80532,2,Flex,>>,62,14.07,354,325,466,48.4663093899139,22.61192950722736,71.07823889714126,-1.4566375426909415,72.68468766123746,Flex
80547,3,Flex,>>,-998,-79.3,353,325,464,49.1428006555066,22.8816973280551,72.0244979835617,-1.4566375426909415,72.68468766123746,Flex
80627,1,Flex,>>,2214,199.91,355,328,470,50.68736584235643,23.459161799466628,74.14652764182306,-1.5307887752656573,73.74198446929906,Flex
80643,2,Flex,>>,-2,8.53,355,329,468,51.312506715434125,23.696768757625986,75.00927547306011,-1.5553531273621277,74.08345176513512,Flex
80658,3,Flex,>>,-1064,-85.01,355,326,465,51.312506715434125,23.696768757625986,75.00927547306011,-1.481430982930064,73.04264339277523,Flex
80738,1,Flex,>>,2175,196.57,359,328,469,52.388546421282726,24.42084581298732,76.80939223427005,-1.5307887752656573,73.74198446929906,Flex
80754,2,Flex,>>,-66,2.81,357,326,467,52.98204709971333,24.70477846489798,77.68682556461131,-1.481430982930064,73.04264339277523,Flex
80769,3,Flex,>>,-1130,-90.73,354,324,464,52.98204709971333,24.70477846489798,77.68682556461131,-1.4317677397376014,72.321153622302,Flex
80850,1,Flex,>>,2136,193.05,359,326,470,54.82657039453164,25.58480483169146,80.4113752262231,-1.481430982930064,73.04264339277523,Flex
