Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
33450,5,Extend,>>,205,18.02,461,433,636
33561,5,Extend,>>,161,18.02,457,431,631
33673,5,Extend,>>,117,15.56,455,430,630
33784,5,Extend,>>,73,11.87,455,428,631
33895,5,Extend,>>,29,8.18,458,429,630
34007,5,Extend,>>,-15,4.48,455,427,629
34117,5,Extend,>>,-59,0.53,458,430,629
34229,5,Extend,>>,-103,-3.43,456,428,630
34340,5,Extend,>>,-147,-7.38,456,430,628
34452,5,Extend,>>,-191,-11.25,457,430,629
34563,5,Extend,>>,-235,-15.03,454,427,626
34674,5,Extend,>>,-279,-18.73,454,427,627
34785,5,Extend,>>,-323,-22.59,455,426,623
34896,5,Extend,>>,-367,-26.46,455,424,619
35007,5,Extend,>>,-411,-30.24,457,424,617
35118,5,Extend,>>,-455,-34.11,458,424,614
35230,5,Extend,>>,-499,-37.89,456,424,611
35340,5,Extend,>>,-543,-41.58,458,420,602
35452,5,Extend,>>,-587,-45.36,458,419,600
35564,5,Extend,>>,-631,-49.23,460,416,595
35675,5,Extend,>>,-675,-53.1,460,415,589
35786,5,Extend,>>,-719,-56.7,459,417,590
35897,5,Extend,>>,-763,-60.31,458,415,583
36009,5,Extend,>>,-807,-64.0,458,410,573
36120,5,Extend,>>,-851,-67.87,457,407,567
36230,5,Extend,>>,-895,-71.56,453,400,553
36341,5,Extend,>>,-939,-75.34,452,403,544
36453,5,Extend,>>,-983,-79.12,452,395,531
36564,5,Extend,>>,-1027,-82.81,447,391,514
36676,5,Extend,>>,-1071,-86.59,439,387,503
36788,5,Extend,>>,-1115,-90.46,438,378,492
36900,5,Extend,>>,-1159,-94.42,436,366,480
37011,5,Extend,>>,-1203,-98.2,427,359,470
37123,5,Extend,>>,-1247,-101.8,422,351,449
37235,5,Extend,>>,-1291,-105.58,417,340,421
37347,5,Extend,>>,-1335,-109.19,410,330,407
37459,5,Extend,>>,-1379,-113.32,408,325,400
37570,5,Extend,>>,-1423,-117.19,397,320,393
37682,5,Extend,>>,-1467,-120.97,390,320,389
37793,5,Extend,>>,-1511,-124.66,378,315,390
37905,5,Extend,>>,-1555,-128.26,364,316,390
38015,5,Extend,>>,-1599,-132.04,345,313,391
38127,5,Extend,>>,-1643,-136.0,325,310,392
38237,5,Extend,>>,-1687,-139.78,310,313,389
38349,5,Extend,>>,-1731,-143.65,308,308,387
38459,5,Extend,>>,-1775,-147.34,303,297,381
38570,5,Extend,>>,-1819,-151.12,303,290,379
38680,5,Extend,>>,-1863,-154.99,301,285,377
38792,5,Extend,>>,-1907,-159.03,301,280,374
38904,5,Extend,>>,-1951,-162.81,299,277,380
39016,5,Extend,>>,-1995,-166.51,300,278,377
39128,5,Extend,>>,-2039,-170.29,298,274,374
39240,5,Extend,>>,-2083,-174.07,297,273,375
39352,5,Extend,>>,-2127,-178.02,297,273,375
39463,5,Extend,>>,-2171,-181.89,298,272,373
39575,5,Extend,>>,-2215,-185.58,295,269,369
39687,5,Extend,>>,-2259,-189.45,297,268,368
39798,5,Extend,>>,-2303,-192.97,295,268,366
39909,5,Extend,>>,-2347,-196.84,297,266,365
40021,5,Extend,>>,-2391,-200.7,298,267,364
40133,5,Extend,>>,-2435,-204.48,296,267,364
