Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
18764,1,Flex,>>,2916,256.35,406,336,556
18778,2,Flex,>>,1142,100.4,407,337,555
18793,3,Flex,>>,124,10.9,406,337,554
18874,1,Flex,>>,2877,256.35,406,335,553
18888,2,Flex,>>,1078,100.4,404,334,551
18903,3,Flex,>>,58,10.9,402,334,548
18983,1,Flex,>>,2838,254.24,402,335,550
18998,2,Flex,>>,1014,96.88,403,334,552
19012,3,Flex,>>,-8,7.21,402,330,547
19093,1,Flex,>>,2799,251.16,403,335,551
19108,2,Flex,>>,950,91.52,402,332,550
19122,3,Flex,>>,-74,1.67,401,328,545
19203,1,Flex,>>,2760,247.82,405,334,550
19217,2,Flex,>>,886,86.07,404,331,550
19232,3,Flex,>>,-140,-4.04,402,331,548
19313,1,Flex,>>,2721,244.57,407,332,552
19328,2,Flex,>>,822,80.44,401,331,549
19342,3,Flex,>>,-206,-9.76,401,331,547
19423,1,Flex,>>,2682,241.23,408,336,551
19437,2,Flex,>>,758,74.99,405,333,549
19453,3,Flex,>>,-272,-15.47,403,332,548
19534,1,Flex,>>,2643,237.8,406,333,550
19548,2,Flex,>>,694,69.45,405,329,547
19563,3,Flex,>>,-338,-21.27,405,330,545
19643,1,Flex,>>,2604,234.46,407,334,551
19658,2,Flex,>>,630,63.91,407,334,549
19673,3,Flex,>>,-404,-26.99,403,331,546
19753,1,Flex,>>,2565,231.12,409,334,552
19768,2,Flex,>>,566,58.37,404,331,550
19782,3,Flex,>>,-470,-32.79,407,332,546
19863,1,Flex,>>,2526,227.78,410,333,551
19877,2,Flex,>>,502,52.84,410,331,550
19892,3,Flex,>>,-536,-38.51,407,329,540
19972,1,Flex,>>,2487,224.62,413,334,552
19987,2,Flex,>>,438,47.03,410,331,549
20001,3,Flex,>>,-602,-44.22,410,330,543
20082,1,Flex,>>,2448,221.27,415,333,552
20097,2,Flex,>>,374,41.76,415,335,549
20112,3,Flex,>>,-668,-49.93,412,330,545
20192,1,Flex,>>,2409,217.93,417,335,553
20207,2,Flex,>>,310,36.22,412,333,550
20222,3,Flex,>>,-734,-55.56,413,331,546
20302,1,Flex,>>,2370,214.51,419,338,555
20317,2,Flex,>>,246,30.68,418,340,553
20332,3,Flex,>>,-800,-61.45,415,340,552
20413,1,Flex,>>,2331,211.16,421,343,561
20427,2,Flex,>>,182,25.05,419,340,559
20442,3,Flex,>>,-866,-67.08,414,336,553
20522,1,Flex,>>,2292,207.74,421,343,563
20538,2,Flex,>>,118,19.34,420,342,563
20552,3,Flex,>>,-932,-72.88,420,340,559
20633,1,Flex,>>,2253,204.48,425,342,564
20648,2,Flex,>>,54,14.15,419,342,563
20662,3,Flex,>>,-998,-78.68,421,343,563
20743,1,Flex,>>,2214,201.14,426,343,561
20757,2,Flex,>>,-10,8.53,424,342,562
20772,3,Flex,>>,-1064,-84.31,422,340,564
20852,1,Flex,>>,2175,197.89,429,349,572
20867,2,Flex,>>,-74,2.99,426,348,571
20882,3,Flex,>>,-1130,-90.11,426,344,568
20962,1,Flex,>>,2136,194.55,433,355,577
20977,2,Flex,>>,-138,-2.37,430,352,575
20991,3,Flex,>>,-1196,-95.91,426,351,569
21072,1,Flex,>>,2097,191.03,433,360,579
21087,2,Flex,>>,-202,-7.91,432,362,576
21102,3,Flex,>>,-1262,-101.71,430,361,575
21182,1,Flex,>>,2058,187.69,440,374,589
21197,2,Flex,>>,-266,-13.63,438,372,584
21211,3,Flex,>>,-1328,-107.52,439,372,582
21292,1,Flex,>>,2019,184.26,446,380,593
21307,2,Flex,>>,-330,-19.16,446,379,589
21321,3,Flex,>>,-1394,-113.05,442,379,591
21403,1,Flex,>>,1980,180.92,450,396,604
21417,2,Flex,>>,-394,-25.05,449,393,599
21432,3,Flex,>>,-1460,-118.95,446,394,600
21512,1,Flex,>>,1941,177.67,451,404,612
21527,2,Flex,>>,-458,-30.68,449,404,606
21542,3,Flex,>>,-1526,-124.75,446,403,607
21623,1,Flex,>>,1902,174.24,459,415,620
21637,2,Flex,>>,-522,-36.31,453,411,617
21652,3,Flex,>>,-1592,-130.46,453,410,612
21732,1,Flex,>>,1863,170.9,470,415,624
21747,2,Flex,>>,-586,-41.76,474,412,617
21762,3,Flex,>>,-1658,-136.26,480,415,618
21843,1,Flex,>>,1824,167.3,498,418,630
21857,2,Flex,>>,-650,-47.21,501,418,627
21872,3,Flex,>>,-1724,-142.07,501,415,627
21953,1,Flex,>>,1785,163.6,508,431,642
21967,2,Flex,>>,-714,-52.75,505,428,641
21982,3,Flex,>>,-1790,-147.87,499,426,637
22062,1,Flex,>>,1746,160.26,501,437,650
22077,2,Flex,>>,-778,-58.55,500,437,650
22092,3,Flex,>>,-1856,-153.67,495,436,648
22172,1,Flex,>>,1707,157.1,498,444,660
22187,2,Flex,>>,-842,-64.18,500,446,658
22201,3,Flex,>>,-1922,-159.38,492,442,655
22282,1,Flex,>>,1668,153.85,503,458,672
22297,2,Flex,>>,-906,-69.89,502,456,666
22311,3,Flex,>>,-1988,-165.19,497,454,670
22392,1,Flex,>>,1629,150.42,505,467,680
22406,2,Flex,>>,-970,-75.52,500,468,684
22421,3,Flex,>>,-2054,-170.9,500,466,679
22502,1,Flex,>>,1590,146.99,506,475,691
22516,2,Flex,>>,-1034,-81.32,502,472,691
22531,3,Flex,>>,-2120,-176.53,500,470,684
22611,1,Flex,>>,1551,143.56,507,478,693
22626,2,Flex,>>,-1098,-86.77,505,474,688
22641,3,Flex,>>,-2186,-182.33,499,470,686
22721,1,Flex,>>,1512,140.48,513,485,693
22736,2,Flex,>>,-1162,-92.22,513,482,685
22751,3,Flex,>>,-2252,-187.87,506,479,682
22831,1,Flex,>>,1473,137.05,515,497,693
22846,2,Flex,>>,-1226,-97.85,518,497,686
22860,3,Flex,>>,-2318,-193.49,511,495,687
22941,1,Flex,>>,1434,133.98,518,508,690
22956,2,Flex,>>,-1290,-103.65,515,503,685
22971,3,Flex,>>,-2384,-199.03,509,502,682
23051,1,Flex,>>,1395,130.73,517,508,689
23066,2,Flex,>>,-1354,-109.1,514,503,685
23080,3,Flex,>>,-2450,-204.57,512,503,682
23161,1,Flex,>>,1356,127.3,532,519,699
23176,2,Flex,>>,-1418,-114.64,530,521,699
23190,3,Flex,>>,-2516,-210.55,526,513,695
23271,1,Flex,>>,1317,123.87,539,521,698
23285,2,Flex,>>,-1482,-120.18,540,524,703
23300,3,Flex,>>,-2582,-216.44,535,518,701
23380,1,Flex,>>,1278,120.62,547,530,713
23395,2,Flex,>>,-1546,-125.8,546,529,709
23409,3,Flex,>>,-2648,-222.07,545,524,704
23491,1,Flex,>>,1239,117.36,556,536,718
23505,2,Flex,>>,-1610,-131.34,551,532,714
23520,3,Flex,>>,-2714,-227.96,549,531,714
23601,1,Flex,>>,1200,114.37,561,540,720
23615,2,Flex,>>,-1674,-136.88,555,537,717
23630,3,Flex,>>,-2780,-233.58,554,534,714
23711,1,Flex,>>,1161,111.21,569,544,725
23725,2,Flex,>>,-1738,-142.33,565,544,720
23740,3,Flex,>>,-2846,-239.21,564,538,711
23820,1,Flex,>>,1122,107.87,567,544,723
23835,2,Flex,>>,-1802,-147.78,565,543,721
23849,3,Flex,>>,-2912,-244.84,559,539,714
23930,1,Flex,>>,1083,104.62,576,554,730
23944,2,Flex,>>,-1866,-153.41,570,548,727
23959,3,Flex,>>,-2978,-250.46,568,546,722
24039,1,Flex,>>,1044,101.27,582,556,733
24055,2,Flex,>>,-1930,-158.86,576,552,730
24070,3,Flex,>>,-3044,-256.18,572,556,722
24150,1,Flex,>>,1005,97.93,583,562,736
24165,2,Flex,>>,-1994,-164.4,580,561,734
24179,3,Flex,>>,-3110,-261.8,575,558,731
24260,1,Flex,>>,966,94.86,585,567,743
24274,2,Flex,>>,-2058,-170.02,585,560,737
24289,3,Flex,>>,-3176,-267.34,579,558,735
24369,1,Flex,>>,927,91.96,587,568,747
24384,2,Flex,>>,-2122,-175.21,584,565,740
24398,3,Flex,>>,-3242,-273.05,573,558,736
24479,1,Flex,>>,888,88.7,584,570,749
24493,2,Flex,>>,-2186,-180.57,582,563,742
24508,3,Flex,>>,-3308,-278.51,582,560,738
24589,1,Flex,>>,849,85.54,591,572,748
24603,2,Flex,>>,-2250,-185.93,586,566,743
24618,3,Flex,>>,-3374,-284.13,576,559,737
24698,1,Flex,>>,810,82.11,587,573,752
24713,2,Flex,>>,-2314,-191.3,582,567,747
24728,3,Flex,>>,-3440,-289.85,580,565,741
24809,1,Flex,>>,771,78.68,587,568,753
24823,2,Flex,>>,-2378,-196.48,584,567,746
24838,3,Flex,>>,-3506,-295.47,580,565,743
24918,1,Flex,>>,732,75.78,584,571,751
24933,2,Flex,>>,-2442,-201.76,582,568,752
24947,3,Flex,>>,-3572,-301.1,580,561,738
25028,1,Flex,>>,693,72.7,589,573,755
25043,2,Flex,>>,-2506,-207.03,581,567,747
25057,3,Flex,>>,-3638,-306.55,579,568,743
25138,1,Flex,>>,654,69.63,593,579,754
25152,2,Flex,>>,-2570,-212.13,587,574,745
25167,3,Flex,>>,-3704,-312.0,581,565,746
25247,1,Flex,>>,615,66.37,593,577,756
25262,2,Flex,>>,-2634,-217.23,582,566,743
25277,3,Flex,>>,-3770,-317.8,580,565,743
25358,1,Flex,>>,576,63.3,589,575,749
25373,2,Flex,>>,-2698,-222.24,584,573,748
25387,3,Flex,>>,-3836,-323.43,579,564,738
25468,1,Flex,<<,576,60.31,593,582,757
25483,2,Flex,<<,-2698,-227.25,596,584,755
25497,3,Flex,<<,-3836,-328.7,593,582,757
25578,1,Flex,<<,615,59.34,599,586,767
25593,2,Flex,<<,-2634,-228.31,606,592,777
25608,3,Flex,<<,-3770,-330.29,610,598,780
25689,1,Flex,<<,654,59.34,613,599,783
25703,2,Flex,<<,-2570,-228.31,614,599,784
25718,3,Flex,<<,-3704,-330.29,611,597,780
25799,1,Flex,<<,693,59.43,611,596,779
25814,2,Flex,<<,-2506,-225.49,605,595,778
25828,3,Flex,<<,-3638,-326.24,604,592,773
25909,1,Flex,<<,732,61.27,605,594,777
25924,2,Flex,<<,-2442,-220.92,602,591,774
25938,3,Flex,<<,-3572,-321.05,599,589,769
26019,1,Flex,<<,771,64.26,602,593,769
26033,2,Flex,<<,-2378,-215.74,597,586,769
26048,3,Flex,<<,-3506,-315.52,599,587,766
26128,1,Flex,<<,810,67.43,596,586,769
26143,2,Flex,<<,-2314,-210.55,594,583,763
26158,3,Flex,<<,-3440,-309.89,593,581,761
26238,1,Flex,<<,849,70.59,593,580,762
26252,2,Flex,<<,-2250,-205.01,590,578,759
26267,3,Flex,<<,-3374,-304.0,589,578,756
26348,1,Flex,<<,888,73.76,589,577,758
26363,2,Flex,<<,-2186,-199.47,585,574,756
26377,3,Flex,<<,-3308,-298.29,583,571,753
26458,1,Flex,<<,927,77.1,586,570,754
26472,2,Flex,<<,-2122,-193.85,582,566,753
26487,3,Flex,<<,-3242,-292.48,582,566,749
26567,1,Flex,<<,966,80.62,582,567,753
26582,2,Flex,<<,-2058,-188.31,582,565,748
26596,3,Flex,<<,-3176,-286.68,573,558,745
26677,1,Flex,<<,1005,83.96,578,557,747
26691,2,Flex,<<,-1994,-182.59,575,552,741
26706,3,Flex,<<,-3110,-280.97,570,552,741
26787,1,Flex,<<,1044,87.3,571,548,739
26802,2,Flex,<<,-1930,-177.05,568,548,739
26816,3,Flex,<<,-3044,-274.99,566,540,731
26897,1,Flex,<<,1083,90.73,568,543,738
26911,2,Flex,<<,-1866,-171.52,566,539,737
26926,3,Flex,<<,-2978,-269.19,560,538,733
27006,1,Flex,<<,1122,94.15,564,535,734
27021,2,Flex,<<,-1802,-165.8,557,533,731
27036,3,Flex,<<,-2912,-263.56,557,531,728
27116,1,Flex,<<,1161,97.58,557,533,733
27131,2,Flex,<<,-1738,-160.18,556,529,729
27146,3,Flex,<<,-2846,-257.76,554,527,726
27226,1,Flex,<<,1200,100.84,554,529,729
27241,2,Flex,<<,-1674,-154.55,548,527,726
27255,3,Flex,<<,-2780,-251.87,546,523,723
27336,1,Flex,<<,1239,104.35,542,524,728
27350,2,Flex,<<,-1610,-148.92,542,520,726
27365,3,Flex,<<,-2714,-246.15,538,517,718
27445,1,Flex,<<,1278,107.78,540,519,722
27460,2,Flex,<<,-1546,-143.3,534,515,720
27474,3,Flex,<<,-2648,-240.44,532,512,716
27555,1,Flex,<<,1317,111.3,531,511,714
27569,2,Flex,<<,-1482,-137.67,527,507,711
27584,3,Flex,<<,-2582,-234.64,524,507,711
27665,1,Flex,<<,1356,114.55,524,507,711
27679,2,Flex,<<,-1418,-132.13,521,502,708
27694,3,Flex,<<,-2516,-228.84,518,501,702
27774,1,Flex,<<,1395,117.98,516,499,706
27789,2,Flex,<<,-1354,-126.51,517,494,701
27803,3,Flex,<<,-2450,-223.03,514,492,698
27884,1,Flex,<<,1434,121.32,514,487,696
27898,2,Flex,<<,-1290,-120.97,508,485,691
27913,3,Flex,<<,-2384,-217.23,506,478,687
27994,1,Flex,<<,1473,124.75,506,481,685
28008,2,Flex,<<,-1226,-115.16,505,477,681
28023,3,Flex,<<,-2318,-211.34,499,475,679
28103,1,Flex,<<,1512,128.18,498,472,676
28118,2,Flex,<<,-1162,-109.63,498,467,672
28132,3,Flex,<<,-2252,-205.63,494,465,669
28213,1,Flex,<<,1551,131.69,494,466,670
28228,2,Flex,<<,-1098,-104.0,492,465,667
28242,3,Flex,<<,-2186,-199.74,492,461,664
28323,1,Flex,<<,1590,134.95,490,462,664
28337,2,Flex,<<,-1034,-98.29,489,457,662
28352,3,Flex,<<,-2120,-193.85,488,457,658
28432,1,Flex,<<,1629,138.37,488,457,661
28447,2,Flex,<<,-970,-92.75,485,455,659
28462,3,Flex,<<,-2054,-188.22,481,450,657
28542,1,Flex,<<,1668,141.8,485,456,658
28557,2,Flex,<<,-906,-87.21,483,452,654
28572,3,Flex,<<,-1988,-182.33,480,449,651
28653,1,Flex,<<,1707,145.14,485,450,655
28667,2,Flex,<<,-842,-81.49,481,448,652
28682,3,Flex,<<,-1922,-176.53,482,446,649
28762,1,Flex,<<,1746,148.57,480,448,652
28777,2,Flex,<<,-778,-75.78,478,445,648
28791,3,Flex,<<,-1856,-170.73,478,443,646
28872,1,Flex,<<,1785,152.09,480,446,648
28886,2,Flex,<<,-714,-70.33,477,443,648
28901,3,Flex,<<,-1790,-164.92,477,442,644
28982,1,Flex,<<,1824,155.43,478,444,646
28996,2,Flex,<<,-650,-64.62,478,443,643
29011,3,Flex,<<,-1724,-159.3,474,440,641
29091,1,Flex,<<,1863,158.86,475,442,643
29107,2,Flex,<<,-586,-58.99,475,440,642
29121,3,Flex,<<,-1658,-153.41,471,437,640
29202,1,Flex,<<,1902,162.29,473,440,641
29217,2,Flex,<<,-522,-53.36,473,434,640
29232,3,Flex,<<,-1592,-147.69,471,437,632
29312,1,Flex,<<,1941,165.8,474,437,639
29327,2,Flex,<<,-458,-47.74,471,436,637
29341,3,Flex,<<,-1526,-141.8,471,436,634
29422,1,Flex,<<,1980,169.05,474,434,635
29436,2,Flex,<<,-394,-42.29,471,434,631
29451,3,Flex,<<,-1460,-136.0,469,432,632
29531,1,Flex,<<,2019,172.57,472,433,635
29546,2,Flex,<<,-330,-36.66,467,434,634
29560,3,Flex,<<,-1394,-130.2,468,429,629
29641,1,Flex,<<,2058,176.09,470,431,632
29656,2,Flex,<<,-266,-30.86,466,432,630
29670,3,Flex,<<,-1328,-124.48,463,427,629
29750,1,Flex,<<,2097,179.52,469,435,633
29765,2,Flex,<<,-202,-25.32,465,433,631
29780,3,Flex,<<,-1262,-118.68,465,427,628
29860,1,Flex,<<,2136,182.86,464,433,631
29875,2,Flex,<<,-138,-19.6,464,428,633
29889,3,Flex,<<,-1196,-112.79,464,429,626
29970,1,Flex,<<,2175,186.29,467,434,634
29984,2,Flex,<<,-74,-14.15,465,432,628
29999,3,Flex,<<,-1130,-106.9,463,429,629
30079,1,Flex,<<,2214,189.71,466,432,631
30094,2,Flex,<<,-10,-8.44,464,429,629
30109,3,Flex,<<,-1064,-101.19,463,427,627
30189,1,Flex,<<,2253,193.23,466,432,632
30204,2,Flex,<<,54,-2.73,464,430,631
30219,3,Flex,<<,-998,-95.38,463,424,627
30299,1,Flex,<<,2292,196.66,466,434,632
30315,2,Flex,<<,118,2.9,461,429,628
30329,3,Flex,<<,-932,-89.67,462,425,629
30410,1,Flex,<<,2331,200.09,465,432,630
30424,2,Flex,<<,182,8.53,461,431,627
30439,3,Flex,<<,-866,-83.96,460,427,626
30519,1,Flex,<<,2370,203.52,462,431,630
30534,2,Flex,<<,246,14.15,464,431,628
30548,3,Flex,<<,-800,-78.07,459,428,629
30629,1,Flex,<<,2409,207.03,463,433,630
30644,2,Flex,<<,310,19.52,458,430,628
30658,3,Flex,<<,-734,-72.26,461,428,628
30739,1,Flex,<<,2448,210.55,465,432,632
30754,2,Flex,<<,374,25.32,462,431,629
30768,3,Flex,<<,-668,-66.55,462,431,630
30849,1,Flex,<<,2487,213.98,462,432,630
30863,2,Flex,<<,438,30.86,458,431,628
30878,3,Flex,<<,-602,-60.75,461,429,626
