Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD
17838,2,Flex,>>,1150,101.1,358,323,449,533.0,133.0672640745265,152.77941930933173
17948,2,Flex,>>,1086,101.1,356,320,446,536.0,133.0672640745265,153.14343719648025
18057,2,Flex,>>,1022,97.41,354,319,442,540.0,133.604309239207,152.8487016269584
18167,2,Flex,>>,958,91.87,354,321,443,543.0,133.65351127049016,152.8487016269584
18277,2,Flex,>>,894,86.33,356,319,444,546.0,133.604309239207,153.16466779624673
18387,2,Flex,>>,830,80.62,354,319,443,550.0,134.33695377162215,153.1495820538427
18497,2,Flex,>>,766,74.99,355,324,443,553.0,134.5097672505448,153.42548487719316
18606,2,Flex,>>,702,69.54,354,320,444,556.0,134.78916792712715,153.19581217927063
18716,2,Flex,>>,638,63.82,354,319,443,559.0,134.55254472014693,153.19581217927063
18825,2,Flex,>>,574,58.37,355,321,442,563.0,134.32287202222437,153.45926881055087
18935,2,Flex,>>,510,52.75,353,318,443,566.0,134.69011906758098,153.51214543010076
19046,2,Flex,>>,446,47.03,354,320,445,569.0,134.22567825707625,153.7418181280233
19155,2,Flex,>>,382,41.67,354,320,442,573.0,134.46044636965843,153.77733717344725
19265,2,Flex,>>,318,36.13,353,318,445,576.0,134.60174675143006,153.51214543010076
19374,2,Flex,>>,254,30.59,353,320,444,579.0,134.64120037799628,153.51214543010076
19484,2,Flex,>>,190,24.97,356,322,446,582.0,134.22567825707625,153.7418181280233
19594,2,Flex,>>,126,19.34,354,315,442,586.0,134.28201378885103,153.871332019246
19704,2,Flex,>>,62,14.07,355,320,449,589.0,134.55254472014693,153.51214543010076
19813,2,Flex,>>,-2,8.35,352,317,451,592.0,134.31551645665957,153.51214543010076
19923,2,Flex,>>,-66,2.73,352,318,460,596.0,134.41152768007373,153.77733717344725
20032,2,Flex,>>,-130,-2.81,355,319,461,599.0,134.59267905059104,153.22959611262831
20142,2,Flex,>>,-194,-8.35,356,320,466,602.0,134.64120037799628,153.22959611262831
20252,2,Flex,>>,-258,-13.89,355,323,471,605.0,134.64120037799628,153.54766447552473
20361,2,Flex,>>,-322,-19.34,359,326,476,609.0,134.60174675143006,153.54766447552473
20471,2,Flex,>>,-386,-25.05,361,328,481,612.0,134.64120037799628,153.51214543010076
20581,2,Flex,>>,-450,-30.51,361,332,484,615.0,134.72007614473702,153.15584475172392
20690,2,Flex,>>,-514,-36.04,370,340,493,619.0,134.81165163337565,153.15584475172392
20800,2,Flex,>>,-578,-41.67,376,351,511,622.0,134.99750105637312,153.1913637971479
20909,2,Flex,>>,-642,-47.21,378,355,519,625.0,135.4647878404381,152.92201152073582
21019,2,Flex,>>,-706,-52.75,380,361,526,629.0,134.6290938275463,153.42231840659792
21129,2,Flex,>>,-770,-58.29,385,367,532,632.0,134.92448500175223,153.86533654906094
21240,2,Flex,>>,-834,-63.74,394,373,541,635.0,134.69011906758098,153.86533654906094
21350,2,Flex,>>,-898,-69.19,404,375,547,638.0,134.64120037799628,153.51214543010076
21459,2,Flex,>>,-962,-74.64,414,380,551,642.0,134.87465393107317,153.86533654906094
21569,2,Flex,>>,-1026,-80.35,425,390,562,645.0,134.87465393107317,153.86533654906094
21679,2,Flex,>>,-1090,-86.07,425,407,582,648.0,135.19188066079502,153.275202639696
21788,2,Flex,>>,-1154,-91.78,432,415,591,652.0,134.78510345994746,153.63277780926043
21898,2,Flex,>>,-1218,-97.41,437,418,599,655.0,134.31551645665957,154.22199673585115
22008,2,Flex,>>,-1282,-102.95,439,434,611,658.0,134.72007614473702,153.8656960574743
22117,2,Flex,>>,-1346,-108.57,446,447,619,661.0,134.95390937572515,153.95041939871533
22227,2,Flex,>>,-1410,-114.11,454,453,631,665.0,135.12216022961422,154.19226761237047
22336,2,Flex,>>,-1474,-119.65,462,457,630,668.0,135.784508563324,154.35743373395917
22446,2,Flex,>>,-1538,-125.27,467,464,637,671.0,136.49262012021111,153.72967759942307
22556,2,Flex,>>,-1602,-130.73,470,479,649,675.0,135.8954081539337,155.0103762717623
22666,2,Flex,>>,-1666,-136.35,476,490,658,678.0,136.88428085223148,154.0691144865525
22776,2,Flex,>>,-1730,-141.89,486,505,670,681.0,137.3061505822975,155.09662334354232
22885,2,Flex,>>,-1794,-147.43,490,513,717,684.0,138.59621994936415,154.90325725242448
22996,2,Flex,>>,-1858,-153.14,500,518,739,688.0,138.70558658866273,156.33080598446975
23106,2,Flex,>>,-1922,-158.42,509,522,740,691.0,140.0264740096899,156.69686097225036
23216,2,Flex,>>,-1986,-163.87,518,531,700,694.0,142.49418625863868,156.72872220595187
23327,2,Flex,>>,-2050,-169.32,522,535,734,698.0,143.40647418481495,158.17331668224242
23436,2,Flex,>>,-2114,-174.51,535,538,706,701.0,144.00035544435553,158.63841574510042
23546,2,Flex,>>,-2178,-179.87,550,547,723,704.0,144.85457800142677,159.3766346777143
23656,2,Flex,>>,-2242,-185.05,555,549,723,708.0,146.05521469866352,160.87637974262327
23766,2,Flex,>>,-2306,-190.24,549,544,712,711.0,146.90157464585306,161.2111504639989
23875,2,Flex,>>,-2370,-195.34,552,545,710,714.0,147.29574706003183,161.55918191060462
23985,2,Flex,>>,-2434,-200.53,552,546,711,717.0,147.8645903580152,162.45435232035052
24095,2,Flex,>>,-2498,-205.71,552,547,756,721.0,149.05703545183772,162.85238011860304
24204,2,Flex,>>,-2562,-210.64,551,548,716,724.0,150.20965789838473,163.77597019413687
24314,2,Flex,>>,-2626,-215.65,551,550,714,727.0,151.330061888356,165.45286223011408
24425,2,Flex,>>,-2690,-220.13,550,549,711,731.0,152.94782245559307,166.59308682736037
24535,2,Flex,<<,-2690,-224.62,562,558,722,734.0,154.81547791157686,167.77813808016532
24645,2,Flex,<<,-2626,-225.85,570,568,736,737.0,155.39475280531474,168.10959382672615
24755,2,Flex,<<,-2562,-225.93,579,578,750,741.0,157.1156381538135,168.955799885992
24866,2,Flex,<<,-2498,-224.44,576,576,745,744.0,158.35565868881073,170.1063115256273
24976,2,Flex,<<,-2434,-219.78,572,572,741,747.0,159.67609654414872,171.42129627626696
25085,2,Flex,<<,-2370,-214.77,567,569,737,750.0,161.13314420202713,172.11298258451433
25195,2,Flex,<<,-2306,-209.58,560,564,731,754.0,163.27589781681837,173.74147798015167
25305,2,Flex,<<,-2242,-204.22,552,556,724,757.0,164.31850830724008,174.18356367909118
25415,2,Flex,<<,-2178,-198.68,542,544,711,760.0,165.2690459228808,174.46088511464643
25526,2,Flex,<<,-2114,-192.97,535,539,706,764.0,166.58527617663415,175.89766879780996
25637,2,Flex,<<,-2050,-187.43,534,530,698,767.0,168.47530209869666,176.87954549246652
25747,2,Flex,<<,-1986,-181.71,520,522,694,770.0,169.32646061652227,178.5589556130321
25858,2,Flex,<<,-1922,-176.26,517,513,684,774.0,172.6457731043313,179.00764277753075
25969,2,Flex,<<,-1858,-170.64,508,511,674,777.0,173.8970292562684,179.73697608096353
26079,2,Flex,<<,-1794,-165.01,506,502,671,780.0,174.64474087119643,178.65737597346248
26189,2,Flex,<<,-1730,-159.38,504,495,663,784.0,177.12569459295435,178.51069727805805
26298,2,Flex,<<,-1666,-153.76,496,487,656,787.0,178.0494906320212,177.84386908341892
26408,2,Flex,<<,-1602,-148.13,490,476,643,790.0,178.53475067534075,176.88777186256434
26517,2,Flex,<<,-1538,-142.51,486,470,634,793.0,179.93569171879767,176.92567605563877
26627,2,Flex,<<,-1474,-136.97,484,467,630,797.0,179.75555811474592,176.23390058996347
26737,2,Flex,<<,-1410,-131.34,482,460,621,800.0,178.99223574581043,176.45668051714296
26847,2,Flex,<<,-1346,-125.8,480,452,613,803.0,178.87022010882222,175.62717869181387
26957,2,Flex,<<,-1282,-120.18,476,449,608,807.0,179.19708277775268,175.26441696497062
27067,2,Flex,<<,-1218,-114.37,476,443,597,810.0,179.2329818356648,175.57822755168556
27177,2,Flex,<<,-1154,-108.84,473,440,594,813.0,179.29518695212582,175.16499101843834
27287,2,Flex,<<,-1090,-103.21,469,441,592,817.0,179.38192632176103,175.6466709310913
27397,2,Flex,<<,-1026,-97.58,468,440,590,820.0,179.92496212489195,175.53143181272415
27506,2,Flex,<<,-962,-92.04,465,441,589,823.0,179.86381629583985,175.45190993715755
27617,2,Flex,<<,-898,-86.42,464,432,585,826.0,179.12878096668973,175.71384272681254
27726,2,Flex,<<,-834,-80.7,466,433,585,830.0,177.83984718163546,176.49065738958285
27836,2,Flex,<<,-770,-75.08,465,429,580,833.0,177.39244027735614,176.69435829374981
27946,2,Flex,<<,-706,-69.54,462,427,577,836.0,175.90488622581407,177.13843316231547
28056,2,Flex,<<,-642,-63.82,460,424,573,840.0,175.06991477430242,178.24024389441732
28166,2,Flex,<<,-578,-58.2,458,424,572,843.0,173.50329447435107,177.599107123971
28276,2,Flex,<<,-514,-52.57,456,421,571,846.0,172.68298152746513,177.70239838375613
28386,2,Flex,<<,-450,-47.03,453,420,565,850.0,171.45651535622295,178.6716523328889
28495,2,Flex,<<,-386,-41.41,453,419,565,853.0,169.67948610490507,178.70633719247223
28605,2,Flex,<<,-322,-35.87,454,417,565,856.0,168.9635125261769,179.16696848755748
28715,2,Flex,<<,-258,-30.15,454,417,563,859.0,168.60844514228268,179.93133498623928
28826,2,Flex,<<,-194,-24.44,452,418,562,863.0,167.65429636778975,179.0791249259237
28936,2,Flex,<<,-130,-18.9,448,415,558,866.0,166.64260923979734,178.54970540044854
29047,2,Flex,<<,-66,-13.27,447,415,559,869.0,165.36607373169988,177.61715504898484
29157,2,Flex,<<,-2,-7.65,449,415,557,873.0,162.8517402611756,177.37632193661744
29267,2,Flex,<<,62,-2.02,449,415,556,876.0,161.3474521257805,175.64389754025652
29377,2,Flex,<<,126,3.6,448,415,557,879.0,159.47813379215964,175.666738111134
29487,2,Flex,<<,190,9.32,447,414,557,883.0,158.18017062325055,175.180247880877
29598,2,Flex,<<,254,14.95,448,415,558,886.0,157.39756131593055,174.53150944857117
29707,2,Flex,<<,318,20.31,446,412,556,889.0,157.0133534500169,173.55839990066494
29818,2,Flex,<<,382,26.11,448,413,556,892.0,156.61240353717503,173.28474060660065
29927,2,Flex,<<,446,31.74,447,410,556,896.0,155.4195566250369,174.03901106890692
30037,2,Flex,<<,510,37.27,445,410,556,899.0,155.27513577819687,173.12854255141076
30147,2,Flex,<<,574,42.9,448,412,556,902.0,154.9794678475354,172.51765322646966
30257,2,Flex,<<,638,48.44,447,409,556,906.0,154.3508869791501,172.03819106990588
30367,2,Flex,<<,702,54.24,447,410,557,909.0,153.82602607128808,172.5263204497464
30477,2,Flex,<<,766,59.87,448,407,556,912.0,154.05579264147548,171.67485703424836
30587,2,Flex,<<,830,65.41,448,409,557,916.0,153.98812369094432,171.75721644912775
30697,2,Flex,<<,894,71.03,445,406,556,919.0,153.5502878463719,171.7277173756553
30807,2,Flex,<<,958,76.66,446,407,555,922.0,153.0172470164366,171.81660037580153
30916,2,Flex,<<,1022,82.29,446,404,553,925.0,153.24707166694927,171.37204026956928
31027,2,Flex,<<,1086,88.0,443,403,551,929.0,153.25492701025615,170.92787550746806
31138,2,Flex,<<,1150,93.54,445,403,548,932.0,152.92678482828126,171.69232710823724
32514,5,Extend,>>,205,18.02,449,402,552,973.0,152.10385950610842,170.97889980994023
32623,5,Extend,>>,161,18.02,443,403,547,977.0,152.6360665168377,170.4466927992109
32733,5,Extend,>>,117,15.47,443,400,548,980.0,152.6360665168377,170.4466927992109
32842,5,Extend,>>,73,11.69,444,398,548,983.0,152.65084021132648,171.10626144886206
32952,5,Extend,>>,29,7.91,446,401,548,986.0,152.6360665168377,170.4466927992109
33062,5,Extend,>>,-15,4.22,444,401,548,990.0,152.86658446148854,170.4466927992109
33171,5,Extend,>>,-59,0.26,443,400,548,993.0,152.65084021132648,170.8783748944813
33280,5,Extend,>>,-103,-3.52,442,399,547,996.0,152.65084021132648,170.8783748944813
33390,5,Extend,>>,-147,-7.47,444,399,545,1000.0,152.55104862765685,170.76222863304253
33499,5,Extend,>>,-191,-11.34,443,401,544,1003.0,152.55104862765685,170.76222863304253
33609,5,Extend,>>,-235,-15.21,445,400,543,1006.0,152.86658446148854,170.4466927992109
33718,5,Extend,>>,-279,-18.9,442,399,543,1009.0,152.86658446148854,170.4466927992109
33828,5,Extend,>>,-323,-22.77,441,399,541,1013.0,152.07667000698137,171.19483765504853
33937,5,Extend,>>,-367,-26.64,441,397,537,1016.0,152.86658446148854,170.6626306443192
34047,5,Extend,>>,-411,-30.42,442,399,535,1019.0,152.6360665168377,170.4466927992109
34156,5,Extend,>>,-455,-34.29,439,398,534,1023.0,152.60887701771065,170.89051719869997
34266,5,Extend,>>,-499,-38.15,438,396,531,1026.0,152.35298598245026,171.3170711071071
34375,5,Extend,>>,-543,-42.02,439,396,528,1029.0,152.379052367198,170.87686396900176
34485,5,Extend,>>,-587,-45.89,437,396,525,1032.0,152.379052367198,170.89051719869997
34595,5,Extend,>>,-631,-49.76,436,394,518,1036.0,152.54049934897736,170.66349177401824
34704,5,Extend,>>,-675,-53.63,436,394,514,1039.0,152.5924245621816,170.87603476123968
34814,5,Extend,>>,-719,-57.23,437,394,508,1042.0,152.5924245621816,170.87603476123968
34923,5,Extend,>>,-763,-61.01,432,390,500,1046.0,152.5924245621816,170.66349177401824
35032,5,Extend,>>,-807,-64.79,433,388,491,1049.0,152.06351653336637,171.40494279005492
35142,5,Extend,>>,-851,-68.75,432,386,488,1052.0,152.35298598245026,170.65077307422501
35252,5,Extend,>>,-895,-72.44,428,384,481,1055.0,152.379052367198,171.08940695622323
35361,5,Extend,>>,-939,-76.22,423,379,471,1059.0,152.3623898639769,170.66349177401824
35471,5,Extend,>>,-983,-80.09,424,377,463,1062.0,152.0477884818972,171.19063614331938
35581,5,Extend,>>,-1027,-83.78,419,370,448,1065.0,152.5924245621816,170.87603476123968
35690,5,Extend,>>,-1071,-87.56,416,365,442,1069.0,152.35298598245026,170.8634189898955
35800,5,Extend,>>,-1115,-91.43,415,356,423,1072.0,152.2517567953541,170.97809315609794
35909,5,Extend,>>,-1159,-95.3,409,352,416,1075.0,152.2517567953541,170.97809315609794
36019,5,Extend,>>,-1203,-99.08,398,345,407,1079.0,152.5924245621816,170.43740087924144
36129,5,Extend,>>,-1247,-102.68,392,341,402,1082.0,152.379052367198,170.65077307422501
36238,5,Extend,>>,-1291,-106.37,376,341,393,1085.0,152.379052367198,170.87686396900176
36348,5,Extend,>>,-1335,-110.15,364,334,391,1088.0,152.379052367198,170.87686396900176
36458,5,Extend,>>,-1379,-114.02,356,332,387,1092.0,152.5924245621816,170.65004679491196
36569,5,Extend,>>,-1423,-117.8,346,330,387,1095.0,152.82224921269426,170.87603476123968
36678,5,Extend,>>,-1467,-121.49,337,326,382,1098.0,152.2778231801019,170.97809315609794
36788,5,Extend,>>,-1511,-125.27,328,321,380,1102.0,152.50764783061453,170.72882368850574
36899,5,Extend,>>,-1555,-128.97,321,312,375,1105.0,152.4806754837623,170.74032490584932
37009,5,Extend,>>,-1599,-132.66,313,311,373,1108.0,151.75034515423567,171.47888474723194
37119,5,Extend,>>,-1643,-136.62,312,306,373,1112.0,152.50764783061453,170.95140672136583
37229,5,Extend,>>,-1687,-140.4,306,299,368,1115.0,152.4806754837623,170.74032490584932
37339,5,Extend,>>,-1731,-144.18,305,298,370,1118.0,152.50764783061453,170.95140672136583
37449,5,Extend,>>,-1775,-147.78,305,293,368,1121.0,152.50764783061453,170.51765480501626
37558,5,Extend,>>,-1819,-151.56,298,290,367,1125.0,151.98016980474833,171.47888474723194
37668,5,Extend,>>,-1863,-155.34,302,287,370,1128.0,152.45308575069143,171.05259442955023
37779,5,Extend,>>,-1907,-159.3,300,282,371,1131.0,152.2097773098703,171.26780293171544
37888,5,Extend,>>,-1951,-162.99,302,280,370,1135.0,152.42498581203554,170.8299243287172
37998,5,Extend,>>,-1995,-166.59,299,278,371,1138.0,152.22159555866085,170.82879666259322
38108,5,Extend,>>,-2039,-170.2,297,275,371,1141.0,151.9099193229101,170.92595712927618
38218,5,Extend,>>,-2083,-173.8,297,273,372,1144.0,152.19913772799399,170.2724214485984
38328,5,Extend,>>,-2127,-177.76,295,270,369,1148.0,151.85392776946944,169.78908186203847
38438,5,Extend,>>,-2171,-181.54,296,270,368,1151.0,151.0559315111628,169.76281133734386
38548,5,Extend,>>,-2215,-185.23,296,270,369,1154.0,150.46979634639774,169.2224056530414
38657,5,Extend,>>,-2259,-189.01,295,267,368,1158.0,149.09133554663356,168.2229725672601
38767,5,Extend,>>,-2303,-192.44,297,266,365,1161.0,148.22811118108672,167.81747517504476
38877,5,Extend,>>,-2347,-196.4,293,264,364,1164.0,147.08367824183696,167.64634459844956
38987,5,Extend,>>,-2391,-200.26,294,265,366,1168.0,145.10067620879005,166.74847350953314
39097,5,Extend,>>,-2435,-204.13,296,262,363,1171.0,144.5408816200629,165.64182897126238
39207,5,Extend,<<,-2435,-207.91,301,268,369,1174.0,142.87998960993315,165.65469138707567
39317,5,Extend,<<,-2391,-209.14,304,269,374,1177.0,142.27431033609446,164.07282427660132
39427,5,Extend,<<,-2347,-209.14,306,271,372,1181.0,140.73878838830998,162.62771497745342
39536,5,Extend,<<,-2303,-206.51,309,272,374,1184.0,138.98406161568747,161.63014355195403
39646,5,Extend,<<,-2259,-203.16,309,272,375,1187.0,136.83604603637232,160.30836530418645
39756,5,Extend,<<,-2215,-199.3,310,274,377,1191.0,133.48764981401604,159.14687802707303
39866,5,Extend,<<,-2171,-195.69,307,272,377,1194.0,133.15855283761766,158.54573873626398
39975,5,Extend,<<,-2127,-191.91,308,275,376,1197.0,132.1299737551941,158.1032848953758
40085,5,Extend,<<,-2083,-188.04,309,273,375,1200.0,130.35164141227955,156.80449937361155
40195,5,Extend,<<,-2039,-184.18,307,272,376,1204.0,128.54351644633581,155.73321156746684
40305,5,Extend,<<,-1995,-180.22,310,276,376,1207.0,128.11660036163988,154.77991253161943
40414,5,Extend,<<,-1951,-176.44,309,277,371,1210.0,126.60426627009892,154.17083702086683
40524,5,Extend,<<,-1907,-172.66,310,275,371,1214.0,123.83574518341035,153.42423732940068
40634,5,Extend,<<,-1863,-168.79,310,277,371,1217.0,123.0667232146907,151.9172005218085
40743,5,Extend,<<,-1819,-165.01,309,278,370,1220.0,122.34305224913211,149.43616778932125
40853,5,Extend,<<,-1775,-161.05,311,280,370,1224.0,120.36132729896883,149.5636514875487
40963,5,Extend,<<,-1731,-157.27,310,280,368,1227.0,119.1082528782844,148.23195627407796
41073,5,Extend,<<,-1687,-153.41,312,282,369,1230.0,117.25596375219989,148.9932716413489
41183,5,Extend,<<,-1643,-149.54,314,282,370,1233.0,116.08459094188612,148.65202119059919
41292,5,Extend,<<,-1599,-145.58,315,284,371,1237.0,115.55485540821361,147.74059097371133
41402,5,Extend,<<,-1555,-141.71,317,287,370,1240.0,114.77514056883193,147.37839723276994
41512,5,Extend,<<,-1511,-137.93,317,289,370,1243.0,113.5053520450457,146.75260781565092
41622,5,Extend,<<,-1467,-134.07,318,290,372,1247.0,111.92888687579756,144.87650959942783
41732,5,Extend,<<,-1423,-130.29,319,297,381,1250.0,110.86972125386835,144.4716855151973
41842,5,Extend,<<,-1379,-126.24,319,300,391,1253.0,110.4171571540394,143.53857598275698
41951,5,Extend,<<,-1335,-122.55,319,302,393,1256.0,109.32263826963792,145.10728374072445
42062,5,Extend,<<,-1291,-118.68,317,303,398,1260.0,108.53685480768644,144.06668514748026
42171,5,Extend,<<,-1247,-114.81,319,308,412,1263.0,108.5276303653666,143.33593696087166
42281,5,Extend,<<,-1203,-110.95,322,307,414,1266.0,107.28500548936832,145.17713048882908
42391,5,Extend,<<,-1159,-107.08,323,307,414,1270.0,106.17992033357467,145.34802101077213
42501,5,Extend,<<,-1115,-103.3,324,310,426,1273.0,106.16993294507512,144.9425215230465
42611,5,Extend,<<,-1071,-99.43,326,312,437,1276.0,106.28772413693547,144.93963480393396
42720,5,Extend,<<,-1027,-95.56,330,312,439,1280.0,106.29497278712287,145.39281590824507
42831,5,Extend,<<,-983,-91.69,329,312,442,1283.0,106.67897257517507,145.65715178695018
42940,5,Extend,<<,-939,-87.74,328,312,445,1286.0,106.5953860822584,145.64513712618037
43050,5,Extend,<<,-895,-83.96,330,313,451,1289.0,107.31319361535444,144.74452765056748
43159,5,Extend,<<,-851,-80.09,329,312,452,1293.0,108.59544078275664,145.95406264339834
43269,5,Extend,<<,-807,-76.22,330,314,453,1296.0,111.26790867231526,145.2794613605716
43379,5,Extend,<<,-763,-72.35,331,315,457,1299.0,111.7248420501576,146.64333629916922
43488,5,Extend,<<,-719,-68.4,330,316,457,1303.0,113.50723503274978,146.41317549192613
43598,5,Extend,<<,-675,-64.44,330,314,459,1306.0,114.72889701187309,146.78306435172374
43708,5,Extend,<<,-631,-60.66,329,316,464,1309.0,116.00394189766318,146.62065155645945
43817,5,Extend,<<,-587,-56.88,331,319,465,1312.0,117.52522574374433,146.45750659588256
43927,5,Extend,<<,-543,-53.01,331,314,464,1316.0,119.47616886755047,144.74915866393079
44037,5,Extend,<<,-499,-49.05,332,316,463,1319.0,119.79535606357133,146.650808376903
44147,5,Extend,<<,-455,-45.1,331,316,463,1322.0,120.70590621588157,147.08116998928497
44256,5,Extend,<<,-411,-41.23,332,316,463,1326.0,121.38767773930536,147.98680231030744
44366,5,Extend,<<,-367,-37.45,333,316,463,1329.0,123.00556270409139,147.5449442993435
44475,5,Extend,<<,-323,-33.49,330,317,460,1332.0,123.33732568741256,148.60773935556387
44585,5,Extend,<<,-279,-29.63,332,316,461,1335.0,123.71747849363526,148.993432183605
44695,5,Extend,<<,-235,-25.85,332,317,460,1339.0,125.04172778929812,149.115640967301
44804,5,Extend,<<,-191,-21.89,331,315,461,1342.0,125.84535715191362,148.67094508614048
44914,5,Extend,<<,-147,-18.02,331,316,460,1345.0,125.99459704534304,149.3843078254373
45023,5,Extend,<<,-103,-14.15,331,317,460,1349.0,126.21798583450293,149.84845201817788
45133,5,Extend,<<,-59,-10.37,332,315,459,1352.0,126.95840437925172,149.83810219712728
45242,5,Extend,<<,-15,-6.42,329,316,460,1355.0,126.82516736060073,150.07710309451176
45352,5,Extend,<<,29,-2.55,330,314,457,1358.0,127.11907188762129,150.1185307643729
45463,5,Extend,<<,73,1.32,331,315,458,1362.0,128.56591930983984,149.78656854502316
45573,5,Extend,<<,117,5.1,331,316,459,1365.0,128.49901871613642,150.8406590440273
45683,5,Extend,<<,161,8.97,331,313,459,1368.0,129.24857943784409,150.4111438510101
45792,5,Extend,<<,205,12.84,331,317,457,1372.0,130.43218126504934,150.79354660960712
48169,2,Flex,>>,1150,101.1,330,319,462,1443.0,132.43850920449538,152.572265554294
48278,2,Flex,>>,1086,101.1,328,314,457,1446.0,132.56244297435015,152.60567826990564
48388,2,Flex,>>,1022,97.41,329,313,455,1450.0,132.4008942088883,152.572265554294
48497,2,Flex,>>,958,91.87,329,313,456,1453.0,132.6376522807954,152.3355074823869
48607,2,Flex,>>,894,86.33,328,315,457,1456.0,132.76156510315695,152.30245992189919
48717,2,Flex,>>,830,80.62,329,314,452,1459.0,131.9323254169167,153.55869076149835
48826,2,Flex,>>,766,75.08,327,312,456,1463.0,132.4008942088883,152.572265554294
48936,2,Flex,>>,702,69.45,329,314,457,1466.0,132.2788107544467,152.9742199776376
49046,2,Flex,>>,638,63.91,330,314,455,1469.0,133.0347394280795,152.65012421993012
49155,2,Flex,>>,574,58.46,329,314,457,1473.0,132.56244297435015,152.88688229183722
49265,2,Flex,>>,510,52.75,328,312,453,1476.0,132.20467597350728,152.83951150089376
49375,2,Flex,>>,446,47.21,329,314,455,1479.0,132.51656800579565,152.9742199776376
49484,2,Flex,>>,382,41.76,329,313,457,1482.0,133.03188219214726,152.21761509832476
49594,2,Flex,>>,318,36.22,329,313,455,1486.0,132.63865146023727,152.28897382373142
49704,2,Flex,>>,254,30.68,328,313,453,1489.0,132.56244297435015,152.572265554294
49813,2,Flex,>>,190,25.14,328,314,455,1492.0,132.91398980808512,152.30245992189919
49922,2,Flex,>>,126,19.52,329,313,453,1496.0,132.20486780478572,152.89679316337072
50032,2,Flex,>>,62,14.15,329,317,456,1499.0,132.67723173617802,152.572265554294
50141,2,Flex,>>,-2,8.53,326,313,456,1502.0,132.31965656661362,152.92984072385843
50251,2,Flex,>>,-66,2.73,328,313,456,1505.0,132.31965656661362,152.92984072385843
50361,2,Flex,>>,-130,-2.81,331,316,457,1509.0,132.31965656661362,152.92984072385843
50471,2,Flex,>>,-194,-8.44,330,311,461,1512.0,132.40183116868218,152.92984072385843
50581,2,Flex,>>,-258,-13.98,333,313,462,1515.0,132.31965656661362,152.92984072385843
50690,2,Flex,>>,-322,-19.52,335,314,467,1519.0,132.44040618660796,152.92984072385843
50800,2,Flex,>>,-386,-25.14,341,313,467,1522.0,131.92056827827219,153.2903487362591
50910,2,Flex,>>,-450,-30.59,348,318,474,1525.0,132.79798135617236,152.25728368342698
51019,2,Flex,>>,-514,-36.22,358,325,480,1529.0,132.31965656661362,152.92984072385843
51129,2,Flex,>>,-578,-41.67,369,324,491,1532.0,132.40183116868218,152.92984072385843
51239,2,Flex,>>,-642,-47.12,382,330,498,1535.0,132.6361160893509,152.92984072385843
51349,2,Flex,>>,-706,-52.57,389,335,508,1538.0,132.31965656661362,152.92984072385843
51458,2,Flex,>>,-770,-58.2,397,340,514,1542.0,132.28107629067284,152.96325343947007
51568,2,Flex,>>,-834,-63.74,404,347,527,1545.0,132.28107629067284,153.24445746140165
51677,2,Flex,>>,-898,-69.19,405,353,534,1548.0,132.31965656661362,152.92984072385843
51787,2,Flex,>>,-962,-74.73,412,357,544,1552.0,132.31965656661362,153.24445746140165
51897,2,Flex,>>,-1026,-80.35,411,364,555,1555.0,132.31965656661362,153.24445746140165
52006,2,Flex,>>,-1090,-85.8,419,370,570,1558.0,132.31965656661362,153.27958669030025
52116,2,Flex,>>,-1154,-91.43,425,387,584,1561.0,132.55805649253386,153.27958669030025
52226,2,Flex,>>,-1218,-97.23,425,404,603,1565.0,132.91398980808512,152.65012421993012
52335,2,Flex,>>,-1282,-102.86,424,407,604,1568.0,133.3133625944472,152.41039432384926
52445,2,Flex,>>,-1346,-108.4,429,413,608,1571.0,133.07363269836634,152.65012421993012
52556,2,Flex,>>,-1410,-113.76,430,424,618,1575.0,133.8272587820516,152.7199226628716
52666,2,Flex,>>,-1474,-119.56,431,437,631,1578.0,134.45573418396856,153.03801629545242
52776,2,Flex,>>,-1538,-125.1,431,437,634,1581.0,133.78907098082556,153.434948822922
52885,2,Flex,>>,-1602,-130.46,434,450,645,1584.0,134.1488730289076,153.42422931331595
52995,2,Flex,>>,-1666,-136.09,432,459,659,1588.0,134.61050027602454,153.08580348474592
53104,2,Flex,>>,-1730,-141.63,440,470,670,1591.0,133.66407722480696,154.08075028606544
53214,2,Flex,>>,-1794,-147.08,441,476,681,1594.0,134.1488730289076,153.7871261936715
53323,2,Flex,>>,-1858,-152.7,449,491,693,1598.0,133.90917756709894,154.15343494914688
53433,2,Flex,>>,-1922,-158.15,453,497,700,1601.0,134.3853056098329,154.1184827625709
53543,2,Flex,>>,-1986,-163.69,462,502,708,1604.0,134.3853056098329,154.43513020744575
53652,2,Flex,>>,-2050,-169.14,469,503,710,1607.0,135.02299496044287,155.2187600259699
53762,2,Flex,>>,-2114,-174.33,475,508,727,1611.0,136.3752171278039,155.9425721603913
53872,2,Flex,>>,-2178,-179.69,484,517,734,1614.0,137.5700891052221,156.70865506770605
53981,2,Flex,>>,-2242,-184.97,494,522,754,1617.0,139.14663916040584,156.6504328146702
54091,2,Flex,>>,-2306,-190.33,506,531,732,1621.0,140.4500462900089,157.86243222615082
