Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD
157584,5,Extend,>>,-1115,-91.34,384,365,476,4725.0,151.73239085339904,170.30940896182094
157694,5,Extend,>>,-1159,-95.21,380,363,466,4729.0,151.4156642807857,170.76667649072286
157804,5,Extend,>>,-1203,-98.9,371,355,451,4732.0,151.52905192442668,170.5376777919744
157913,5,Extend,>>,-1247,-102.59,363,353,448,4735.0,151.82435831777516,170.44571032759828
158023,5,Extend,>>,-1291,-106.29,353,340,439,4739.0,151.59223043558646,170.44571032759828
158134,5,Extend,>>,-1335,-110.07,346,338,435,4742.0,152.08219389970526,170.21759296819272
158243,5,Extend,>>,-1379,-114.02,336,333,431,4745.0,152.3077666693393,169.76375136840522
158353,5,Extend,>>,-1423,-117.89,333,331,410,4749.0,152.0524756771807,169.76287410649957
158463,5,Extend,>>,-1467,-121.58,325,315,390,4752.0,151.50026297121028,170.08295893028125
158572,5,Extend,>>,-1511,-125.45,319,312,380,4755.0,151.73239085339904,170.30940896182094
158682,5,Extend,>>,-1555,-129.32,316,304,372,4758.0,151.59223043558646,170.21924597525708
158793,5,Extend,>>,-1599,-133.1,312,299,372,4762.0,151.50026297121028,170.30940896182094
158903,5,Extend,>>,-1643,-136.97,312,298,367,4765.0,151.56367392902303,169.99099146590513
159013,5,Extend,>>,-1687,-140.75,310,294,367,4768.0,151.59223043558646,170.21924597525708
159123,5,Extend,>>,-1731,-144.62,307,286,366,4772.0,151.50026297121028,170.30940896182094
159233,5,Extend,>>,-1775,-148.48,307,283,366,4775.0,151.85407654029976,170.2174414974448
159343,5,Extend,>>,-1819,-152.35,304,278,364,4778.0,151.27182376793473,170.7699760472853
159453,5,Extend,>>,-1863,-156.13,303,276,365,4782.0,151.50371195106024,170.7699760472853
159563,5,Extend,>>,-1907,-159.91,301,273,363,4785.0,151.73528033777615,170.08189898371367
159674,5,Extend,>>,-1951,-163.69,300,271,363,4788.0,151.5553337181746,170.62671658485172
159784,5,Extend,>>,-1995,-167.38,298,271,363,4791.0,151.4168837856468,170.40029553584301
159894,5,Extend,>>,-2039,-171.08,298,270,361,4795.0,151.44768989969356,170.63269861172265
160004,5,Extend,>>,-2083,-174.77,297,268,364,4798.0,151.55159943305875,170.17627686314466
160114,5,Extend,>>,-2127,-178.55,298,269,361,4801.0,151.39611214789358,170.259279095398
160223,5,Extend,>>,-2171,-182.24,297,266,361,4805.0,151.5230275415485,169.3404034410063
160334,5,Extend,>>,-2215,-185.85,296,267,359,4808.0,151.18638290080614,169.4346112982151
160444,5,Extend,>>,-2259,-189.54,297,267,359,4811.0,150.57585404577952,169.0394277054826
160555,5,Extend,>>,-2303,-192.97,294,264,358,4815.0,150.77017120355075,168.38384397841693
160665,5,Extend,>>,-2347,-196.84,294,264,358,4818.0,150.4754711990673,168.0537357933809
160775,5,Extend,>>,-2391,-200.62,296,264,359,4821.0,149.58430999901125,167.11135683351247
160885,5,Extend,>>,-2435,-204.4,297,262,360,4824.0,148.16032056369224,166.0404833419348
160995,5,Extend,<<,-2435,-208.0,303,265,365,4828.0,146.46735708987376,164.54079445329896
161105,5,Extend,<<,-2391,-209.23,304,270,372,4831.0,145.53880418978952,163.46766997521874
161216,5,Extend,<<,-2347,-209.23,307,273,374,4834.0,143.27672482088977,163.2690134575697
161326,5,Extend,<<,-2303,-206.51,309,273,376,4838.0,141.764339484749,161.30849336282915
161436,5,Extend,<<,-2259,-203.08,309,272,375,4841.0,139.56502064843272,160.4561115858292
161547,5,Extend,<<,-2215,-199.3,309,273,376,4844.0,136.8797474953562,159.76510276593652
161656,5,Extend,<<,-2171,-195.69,310,273,375,4848.0,133.92220365368522,158.39159575450756
161766,5,Extend,<<,-2127,-191.91,308,274,374,4851.0,131.81622545183276,157.35653172031465
161876,5,Extend,<<,-2083,-188.13,310,274,376,4854.0,130.24361720934024,156.16763103955202
161986,5,Extend,<<,-2039,-184.18,309,274,375,4858.0,126.9590400586306,156.01887380760544
162096,5,Extend,<<,-1995,-180.22,309,275,373,4861.0,125.81253776840195,154.38298265894338
162205,5,Extend,<<,-1951,-176.53,310,275,372,4864.0,123.81658698767548,153.4792696646045
162316,5,Extend,<<,-1907,-172.66,310,278,372,4867.0,122.63950060070214,152.46936846638613
162425,5,Extend,<<,-1863,-168.88,311,277,370,4871.0,120.6782350488302,151.7645621904051
162535,5,Extend,<<,-1819,-165.1,309,279,371,4874.0,120.22744745091671,150.9640221385699
162645,5,Extend,<<,-1775,-161.14,311,280,370,4877.0,119.38146947787182,149.85996638776103
162755,5,Extend,<<,-1731,-157.27,311,281,371,4881.0,117.81965666157137,149.39211329854837
162864,5,Extend,<<,-1687,-153.41,310,284,371,4884.0,117.47401146553723,148.1379007183252
162975,5,Extend,<<,-1643,-149.54,310,284,371,4887.0,116.51330960344126,147.87948140629908
163085,5,Extend,<<,-1599,-145.58,310,288,373,4890.0,114.64076515238044,147.28054320809417
163195,5,Extend,<<,-1555,-141.71,312,294,378,4894.0,113.66264418694864,146.6514533111929
163306,5,Extend,<<,-1511,-137.93,314,295,379,4897.0,113.52172939322448,146.24127883562633
163415,5,Extend,<<,-1467,-134.07,314,294,383,4900.0,112.15473147655803,146.65055733031082
163525,5,Extend,<<,-1423,-130.29,318,298,388,4904.0,111.63700527367358,145.70575628413602
163636,5,Extend,<<,-1379,-126.33,319,298,390,4907.0,110.0260890941166,145.95406264339834
163746,5,Extend,<<,-1335,-122.55,319,300,393,4910.0,109.38923362070443,144.76043501536654
163857,5,Extend,<<,-1291,-118.68,321,301,397,4914.0,108.72484787252527,144.08827992596366
163966,5,Extend,<<,-1247,-114.81,325,304,400,4917.0,107.68321978236303,143.86308890944528
164076,5,Extend,<<,-1203,-111.03,326,305,405,4920.0,106.40366070987143,143.6029647074939
164185,5,Extend,<<,-1159,-107.16,330,305,409,4923.0,106.00430930108172,143.66372709338776
164295,5,Extend,<<,-1115,-103.3,334,306,416,4927.0,105.36524500019567,143.8495564857616
164405,5,Extend,<<,-1071,-99.43,342,309,422,4930.0,105.31959420272561,143.8000355132067
164514,5,Extend,<<,-1027,-95.56,344,308,426,4933.0,106.38125969970098,143.16919268950645
164624,5,Extend,<<,-983,-91.78,344,308,426,4937.0,106.82501357446242,143.4144918471653
164734,5,Extend,<<,-939,-87.74,345,311,427,4940.0,107.36450010902173,143.68550427953528
164844,5,Extend,<<,-895,-83.96,345,312,430,4943.0,108.18806764163766,143.7163068914953
164954,5,Extend,<<,-851,-80.09,345,313,430,4947.0,109.52100058425937,144.49988808186254
165064,5,Extend,<<,-807,-76.22,344,312,435,4950.0,111.10253559821244,145.03147382127696
165174,5,Extend,<<,-763,-72.35,344,314,441,4953.0,111.91006034870834,145.29182248092124
165285,5,Extend,<<,-719,-68.4,343,318,445,4956.0,113.32663762806548,145.37886191649463
165395,5,Extend,<<,-675,-64.44,343,317,445,4960.0,115.15244318238571,145.67473612043122
165504,5,Extend,<<,-631,-60.66,343,318,447,4963.0,116.59177079872865,145.5490031422091
165614,5,Extend,<<,-587,-56.88,343,318,447,4966.0,117.82186323631792,145.51310433040786
165724,5,Extend,<<,-543,-53.01,343,318,448,4970.0,119.4667121346587,145.36966631176475
165833,5,Extend,<<,-499,-49.05,342,318,454,4973.0,119.83777838294071,146.4438257022033
165944,5,Extend,<<,-455,-45.1,343,319,452,4976.0,121.67709771058287,146.6472954043436
166053,5,Extend,<<,-411,-41.23,344,316,453,4980.0,122.93130759545916,146.85165877156442
166163,5,Extend,<<,-367,-37.54,344,318,451,4983.0,123.72462121332542,148.5149088311291
166273,5,Extend,<<,-323,-33.58,342,317,451,4986.0,125.88619782769801,148.19490562715384
166382,5,Extend,<<,-279,-29.63,341,319,450,4989.0,126.5910882673993,148.62521238790626
166492,5,Extend,<<,-235,-25.85,342,318,451,4993.0,127.69290710745847,149.50374172003347
166602,5,Extend,<<,-191,-21.89,342,318,449,4996.0,128.59779893113057,149.9443144093694
166712,5,Extend,<<,-147,-18.02,342,318,449,4999.0,129.62889474628864,149.9689129234676
166822,5,Extend,<<,-103,-14.15,342,319,451,5003.0,131.74131994336284,149.76418434533582
166932,5,Extend,<<,-59,-10.37,342,318,449,5006.0,131.23300243563753,150.7860173422449
167042,5,Extend,<<,-15,-6.42,343,319,449,5009.0,131.7204168734956,151.17889139902198
167152,5,Extend,<<,29,-2.55,342,316,450,5012.0,132.50488513697022,151.52008185412626
167261,5,Extend,<<,73,1.32,343,316,448,5016.0,133.04974174186825,151.57915000776165
167371,5,Extend,<<,117,5.1,342,320,452,5019.0,132.9532254828325,152.51366133835182
167481,5,Extend,<<,161,8.88,342,316,451,5022.0,133.27349536488444,152.4958484203106
167592,5,Extend,<<,205,12.92,342,317,450,5026.0,133.58669276726314,152.2021431772913
169968,2,Flex,>>,1150,101.1,345,318,450,5097.0,135.4564895465377,154.00788752060552
170078,2,Flex,>>,1086,101.1,342,317,446,5100.0,135.4564895465377,153.95535702365535
170187,2,Flex,>>,1022,97.41,340,313,442,5104.0,135.80563488471378,153.60621168547925
170297,2,Flex,>>,958,91.87,339,315,444,5107.0,135.55837124313763,153.90600582400558
170407,2,Flex,>>,894,86.24,339,317,448,5110.0,135.27559084969397,154.57830523595257
170517,2,Flex,>>,830,80.62,339,314,444,5113.0,135.55837124313763,154.23021851295357
170626,2,Flex,>>,766,75.08,341,314,444,5117.0,135.32002806730222,154.23021851295357
170736,2,Flex,>>,702,69.45,338,316,443,5120.0,135.41373606800096,154.2777949800104
170846,2,Flex,>>,638,63.91,340,316,443,5123.0,135.62367757269297,154.23021851295357
170955,2,Flex,>>,574,58.37,339,316,445,5127.0,136.06160539135968,153.98295487137736
171065,2,Flex,>>,510,52.75,340,316,443,5130.0,135.52179587609305,154.65569544477768
171174,2,Flex,>>,446,47.12,337,314,443,5133.0,135.2332988906927,154.9019004711768
171284,2,Flex,>>,382,41.67,342,315,444,5136.0,135.47950391709182,154.2777949800104
171393,2,Flex,>>,318,36.04,339,317,441,5140.0,135.19134969727116,154.57830523595257
171503,2,Flex,>>,254,30.51,337,313,443,5143.0,135.2332988906927,154.57830523595257
171613,2,Flex,>>,190,24.97,339,314,443,5146.0,135.27559084969397,154.57830523595257
171723,2,Flex,>>,126,19.25,339,312,443,5150.0,135.71246005318358,154.2777949800104
171834,2,Flex,>>,62,13.98,340,316,445,5153.0,135.2332988906927,154.57830523595257
171943,2,Flex,>>,-2,8.35,340,316,444,5156.0,135.75567101305143,154.3321002095535
172053,2,Flex,>>,-66,2.64,351,316,445,5160.0,135.2332988906927,154.57830523595257
172163,2,Flex,>>,-130,-2.9,353,316,446,5163.0,135.8286492552679,153.98295487137736
172273,2,Flex,>>,-194,-8.53,355,312,448,5166.0,135.87094121426912,153.98295487137736
172382,2,Flex,>>,-258,-14.15,365,313,450,5169.0,135.27559084969397,154.9019004711768
172492,2,Flex,>>,-322,-19.69,371,314,455,5173.0,135.71246005318358,154.3321002095535
172602,2,Flex,>>,-386,-25.41,378,315,456,5176.0,135.27559084969397,154.9019004711768
172711,2,Flex,>>,-450,-30.86,384,312,461,5179.0,135.27559084969397,154.9019004711768
172821,2,Flex,>>,-514,-36.48,395,316,471,5183.0,135.75567101305143,154.65569544477768
172930,2,Flex,>>,-578,-41.85,399,317,472,5186.0,135.5813856136917,154.23021851295357
173041,2,Flex,>>,-642,-47.38,405,319,479,5189.0,135.5813856136917,154.55381374817776
173150,2,Flex,>>,-706,-52.75,419,320,483,5192.0,135.6695987891434,154.65569544477768
173260,2,Flex,>>,-770,-58.37,422,329,493,5196.0,135.19134969727116,154.9019004711768
173370,2,Flex,>>,-834,-63.82,423,333,502,5199.0,135.2332988906927,154.9019004711768
173480,2,Flex,>>,-898,-69.27,428,342,517,5202.0,135.5813856136917,154.23021851295357
173590,2,Flex,>>,-962,-74.81,424,346,524,5206.0,135.5813856136917,154.23021851295357
173699,2,Flex,>>,-1026,-80.44,428,354,541,5209.0,136.06160539135968,154.30655010660155
173809,2,Flex,>>,-1090,-85.89,430,361,549,5212.0,135.71246005318358,154.65569544477768
173919,2,Flex,>>,-1154,-91.52,434,375,566,5216.0,135.62367757269297,154.61051976639396
174028,2,Flex,>>,-1218,-97.23,439,384,578,5219.0,135.3602826824341,155.38931031066986
174139,2,Flex,>>,-1282,-102.95,441,400,599,5222.0,135.75567101305143,154.71240146299385
174248,2,Flex,>>,-1346,-108.66,445,412,614,5225.0,135.3602826824341,155.06457883374333
174358,2,Flex,>>,-1410,-114.2,449,425,626,5229.0,135.3602826824341,155.06457883374333
174468,2,Flex,>>,-1474,-119.91,450,434,634,5232.0,135.75567101305143,154.71240146299385
174577,2,Flex,>>,-1538,-125.54,452,444,646,5235.0,136.00490818581468,154.40645827201442
174687,2,Flex,>>,-1602,-130.99,456,455,658,5239.0,135.87094121426912,154.74713210355995
174798,2,Flex,>>,-1666,-136.7,459,468,668,5242.0,136.35509874237198,154.82269534025704
174908,2,Flex,>>,-1730,-142.15,460,472,670,5245.0,136.35509874237198,155.14784482468926
175017,2,Flex,>>,-1794,-147.6,468,482,678,5248.0,136.35509874237198,155.5374624034672
175127,2,Flex,>>,-1858,-153.23,468,488,687,5252.0,136.46834962791212,155.84050063285846
175237,2,Flex,>>,-1922,-158.68,474,492,685,5255.0,136.94084854032664,155.94325602800777
175347,2,Flex,>>,-1986,-164.13,476,495,691,5258.0,137.3294504574849,155.65319769721472
175456,2,Flex,>>,-2050,-169.67,482,502,698,5262.0,138.62229962958116,156.22041233694833
175566,2,Flex,>>,-2114,-175.03,486,509,705,5265.0,139.40343741473976,156.38603208020757
175676,2,Flex,>>,-2178,-180.48,493,514,731,5268.0,139.84761529007744,157.25584857661653
175786,2,Flex,>>,-2242,-185.93,494,517,720,5272.0,141.4134544552648,157.98259839967847
175896,2,Flex,>>,-2306,-191.3,501,522,736,5275.0,141.73909050211208,159.48581862971704
176005,2,Flex,>>,-2370,-196.66,508,527,740,5278.0,142.71567356354848,159.4865264336036
176116,2,Flex,>>,-2434,-202.02,514,534,734,5281.0,143.358638170574,160.54386463355272
176226,2,Flex,>>,-2498,-207.38,524,540,741,5285.0,145.16783950432685,160.63702889246284
176336,2,Flex,>>,-2562,-212.57,527,543,738,5288.0,145.5649216931422,161.9844145152736
176446,2,Flex,>>,-2626,-217.58,533,548,737,5291.0,147.2330233058361,162.01665429853432
176556,2,Flex,>>,-2690,-222.42,528,547,738,5295.0,149.36089081428733,163.46006618983068
176665,2,Flex,<<,-2690,-227.25,533,560,753,5298.0,151.4809951664688,165.16102637253223
176775,2,Flex,<<,-2626,-227.87,545,567,767,5301.0,154.01943209174877,166.88897528970162
176885,2,Flex,<<,-2562,-227.87,549,570,777,5304.0,157.25743068742116,168.90084416532682
176995,2,Flex,<<,-2498,-224.88,542,567,769,5308.0,160.77937163417386,171.02855291736313
177106,2,Flex,<<,-2434,-220.31,534,563,759,5311.0,162.87857084366433,173.11186134406157
177215,2,Flex,<<,-2370,-215.12,527,552,750,5314.0,164.8079409763586,174.43296038263836
177326,2,Flex,<<,-2306,-209.85,525,549,742,5318.0,167.11826160368793,175.92106928768715
177436,2,Flex,<<,-2242,-204.31,515,534,736,5321.0,168.96054080026036,176.27126508426113
177546,2,Flex,<<,-2178,-198.77,509,534,728,5324.0,170.46059586140538,176.48265653824913
177657,2,Flex,<<,-2114,-193.05,503,520,728,5328.0,171.64029876716324,177.9112183041127
177766,2,Flex,<<,-2050,-187.52,497,513,730,5331.0,173.12786842192352,178.2772044691542
177877,2,Flex,<<,-1986,-181.8,492,504,700,5334.0,173.9626747604527,179.17328165094182
177986,2,Flex,<<,-1922,-176.35,484,497,690,5338.0,175.2631848818567,179.5394045709866
178096,2,Flex,<<,-1858,-170.73,482,490,685,5341.0,176.1839427294,179.58117214839768
178206,2,Flex,<<,-1794,-165.01,478,483,674,5344.0,176.39788895151852,178.7030927109837
178316,2,Flex,<<,-1730,-159.38,472,475,672,5347.0,176.6725957582735,177.57245547317794
178426,2,Flex,<<,-1666,-153.85,469,471,664,5351.0,177.30683562549933,176.74815563085141
178536,2,Flex,<<,-1602,-148.13,465,463,657,5354.0,178.02661130776588,176.91318242750856
178646,2,Flex,<<,-1538,-142.42,459,453,650,5357.0,178.48520591301124,176.17938299009808
178757,2,Flex,<<,-1474,-136.88,453,443,643,5361.0,179.8603460374144,175.7862921379112
178866,2,Flex,<<,-1410,-131.34,455,439,633,5364.0,179.85078092045384,174.68121349667317
178976,2,Flex,<<,-1346,-125.8,448,433,628,5367.0,179.2656320379806,174.83757922525623
179086,2,Flex,<<,-1282,-120.18,448,426,620,5371.0,179.37917219783554,174.38241940987322
179196,2,Flex,<<,-1218,-114.37,448,422,612,5374.0,178.81721438420962,174.6776915859562
179305,2,Flex,<<,-1154,-108.92,447,416,603,5377.0,179.15819613361916,174.1762829577736
179415,2,Flex,<<,-1090,-103.21,446,414,601,5380.0,178.93235216389309,174.4044798034504
179525,2,Flex,<<,-1026,-97.58,448,409,597,5384.0,179.11559308950493,174.27815799440847
179636,2,Flex,<<,-962,-91.96,444,406,592,5387.0,179.22200984178957,174.65237525820126
179747,2,Flex,<<,-898,-86.42,443,404,588,5390.0,179.6334948200267,175.34567246859902
179856,2,Flex,<<,-834,-80.7,440,400,582,5394.0,179.88582673370348,175.9899079845083
179967,2,Flex,<<,-770,-74.99,443,401,583,5397.0,179.24607356504134,176.00538916046423
180077,2,Flex,<<,-706,-69.45,446,401,582,5400.0,178.98535484118167,176.9207047226665
180186,2,Flex,<<,-642,-63.82,444,397,577,5404.0,178.06131801522395,176.7007616732083
180296,2,Flex,<<,-578,-58.2,442,397,577,5407.0,177.39108890147256,176.97080901092383
180405,2,Flex,<<,-514,-52.57,436,397,571,5410.0,176.3705603276612,177.70964847849146
180515,2,Flex,<<,-450,-47.03,431,393,570,5413.0,175.1495824463033,178.13150841955968
180625,2,Flex,<<,-386,-41.41,433,392,568,5417.0,174.2479254451709,179.1436246214544
180735,2,Flex,<<,-322,-35.87,431,394,568,5420.0,172.63477574711797,179.12194794828292
180845,2,Flex,<<,-258,-30.07,424,395,566,5423.0,171.19673299785558,179.52140676780957
180955,2,Flex,<<,-194,-24.44,423,394,568,5427.0,169.76078667138708,179.77976302033187
181065,2,Flex,<<,-130,-18.9,422,393,567,5430.0,168.0052807322491,178.90501269563453
181175,2,Flex,<<,-66,-13.27,422,395,566,5433.0,166.51988271376678,178.12596877531345
181285,2,Flex,<<,-2,-7.65,417,391,556,5436.0,165.02085696033632,177.24443843518816
181395,2,Flex,<<,62,-2.02,416,393,557,5440.0,163.4278042641974,176.6481017405044
181504,2,Flex,<<,126,3.6,413,391,555,5443.0,162.81108251956275,176.47953367695288
181614,2,Flex,<<,190,9.23,411,393,556,5446.0,161.45882071185582,175.91621832432867
181724,2,Flex,<<,254,14.95,409,388,552,5450.0,160.43517894390462,175.0183122710232
181834,2,Flex,<<,318,20.4,407,390,553,5453.0,159.22591927405279,175.09419869567037
181945,2,Flex,<<,382,26.11,409,391,546,5456.0,158.67664325530967,174.66761188868875
182055,2,Flex,<<,446,31.74,408,391,551,5460.0,157.9225002238309,173.74702216200924
182165,2,Flex,<<,510,37.36,405,387,549,5463.0,157.00349291779247,173.9751420822527
182275,2,Flex,<<,574,42.9,406,391,549,5466.0,156.84139257791674,173.23140691975564
182384,2,Flex,<<,638,48.44,408,389,551,5469.0,156.1872738349287,172.939418640113
182494,2,Flex,<<,702,54.24,406,392,553,5473.0,155.3659900637857,172.69682570689534
182604,2,Flex,<<,766,59.87,403,389,550,5476.0,154.40502515786156,172.81024674868348
182714,2,Flex,<<,830,65.41,404,387,548,5479.0,153.7791065429313,172.57477563828067
182823,2,Flex,<<,894,71.03,402,392,549,5483.0,153.406069904242,171.58760773091723
182933,2,Flex,<<,958,76.57,401,388,550,5486.0,153.00637822974923,171.10826500114123
183043,2,Flex,<<,1022,82.29,402,390,550,5489.0,153.01859077335823,170.62965059232548
183153,2,Flex,<<,1086,88.0,401,390,551,5493.0,152.72063231633956,170.7209321806309
183262,2,Flex,<<,1150,93.54,402,389,550,5496.0,152.14297712822267,171.04532669629174
184652,5,Extend,>>,205,18.02,407,392,556,5537.0,152.08219389970526,170.44769526328992
184762,5,Extend,>>,161,18.02,403,388,551,5541.0,151.82435831777516,170.6758126226955
184872,5,Extend,>>,117,15.47,403,389,552,5544.0,152.08219389970526,170.44769526328992
184982,5,Extend,>>,73,11.69,402,389,551,5547.0,152.3751050104114,170.1250659300593
185092,5,Extend,>>,29,7.91,404,389,553,5551.0,151.85407654029976,170.6758126226955
185203,5,Extend,>>,-15,4.22,403,387,550,5554.0,151.85407654029976,170.9040667855987
185313,5,Extend,>>,-59,0.35,404,390,554,5557.0,151.82435831777516,170.44571032759825
185424,5,Extend,>>,-103,-3.6,404,391,544,5561.0,151.59366042351144,170.67640822186198
185534,5,Extend,>>,-147,-7.47,404,389,549,5564.0,151.59366042351144,170.67640822186198
185644,5,Extend,>>,-191,-11.34,402,388,550,5567.0,152.22551115566375,170.6758126226955
185753,5,Extend,>>,-235,-15.21,401,387,548,5571.0,151.99569516214547,170.44571032759825
185863,5,Extend,>>,-279,-18.9,401,388,547,5574.0,151.96399853916478,170.67640822186198
185973,5,Extend,>>,-323,-22.68,401,387,546,5577.0,152.08689107334914,170.6758126226955
186083,5,Extend,>>,-367,-26.55,402,388,544,5580.0,151.44467195685093,170.99677878582
186193,5,Extend,>>,-411,-30.42,402,386,543,5584.0,151.59366042351144,170.67640822186198
186303,5,Extend,>>,-455,-34.29,400,388,539,5587.0,151.96578253158063,170.44571032759825
186413,5,Extend,>>,-499,-38.15,399,387,539,5590.0,151.7054102000579,170.67640822186198
186524,5,Extend,>>,-543,-41.93,399,388,537,5594.0,151.4156642807857,170.76667649072277
186635,5,Extend,>>,-587,-45.8,398,384,532,5597.0,151.70291233767065,170.76778008707163
186744,5,Extend,>>,-631,-49.76,400,386,532,5600.0,151.76563811997548,170.67397915775166
186855,5,Extend,>>,-675,-53.63,396,386,526,5604.0,152.19389989098616,170.44769526328992
186965,5,Extend,>>,-719,-57.32,395,385,527,5607.0,151.99569516214547,170.67397915775166
187074,5,Extend,>>,-763,-61.1,394,383,521,5610.0,151.59366042351144,170.90467705201542
187184,5,Extend,>>,-807,-64.79,390,384,515,5613.0,151.85407654029976,170.67397915775166
187294,5,Extend,>>,-851,-68.75,389,384,507,5617.0,151.30005322567828,171.22503294872325
187404,5,Extend,>>,-895,-72.53,389,382,503,5620.0,151.36153254132267,170.90467705201542
187514,5,Extend,>>,-939,-76.31,384,380,499,5623.0,151.73508463731687,170.90467705201542
187625,5,Extend,>>,-983,-80.09,384,379,493,5627.0,151.73508463731687,171.13476467986243
187734,5,Extend,>>,-1027,-83.78,384,377,485,5630.0,151.27182376793473,171.22834717253596
187844,5,Extend,>>,-1071,-87.56,379,376,480,5633.0,151.82554860663694,170.67640822186198
187954,5,Extend,>>,-1115,-91.43,375,371,472,5637.0,151.30005322567828,170.76667649072277
188065,5,Extend,>>,-1159,-95.21,372,368,468,5640.0,151.5580761593118,170.76778008707163
188175,5,Extend,>>,-1203,-98.99,369,367,469,5643.0,152.223812521551,170.2175929681927
188285,5,Extend,>>,-1247,-102.59,364,360,464,5646.0,151.85407654029976,170.67397915775166
188395,5,Extend,>>,-1291,-106.2,358,353,457,5650.0,151.03969588574597,171.22651370759215
188505,5,Extend,>>,-1335,-109.98,352,351,451,5653.0,151.62101938880284,170.44571032759825
188616,5,Extend,>>,-1379,-113.93,343,349,445,5656.0,151.85407654029976,170.44571032759825
188728,5,Extend,>>,-1423,-117.71,335,344,437,5660.0,152.17762315775352,170.12216371014443
188839,5,Extend,>>,-1467,-121.49,327,340,430,5663.0,151.30005322567828,171.22503294872325
188951,5,Extend,>>,-1511,-125.19,323,337,414,5666.0,151.85407654029976,170.67397915775166
189062,5,Extend,>>,-1555,-128.97,317,331,401,5670.0,152.112154748566,170.2175929681927
189174,5,Extend,>>,-1599,-132.84,311,317,388,5673.0,152.112154748566,170.2175929681927
189286,5,Extend,>>,-1643,-136.79,310,308,380,5677.0,152.08219389970526,170.2175929681927
189396,5,Extend,>>,-1687,-140.75,308,299,376,5680.0,151.82554860663694,171.13476467986243
189509,5,Extend,>>,-1731,-144.7,305,288,369,5683.0,152.25396620839967,170.2175929681927
189621,5,Extend,>>,-1775,-148.48,305,283,367,5687.0,152.112154748566,169.9874906730955
189733,5,Extend,>>,-1819,-152.35,302,280,369,5690.0,151.30005322567828,170.76667649072277
189845,5,Extend,>>,-1863,-156.04,303,276,363,5693.0,151.44316061230504,171.22834717253596
189956,5,Extend,>>,-1907,-159.91,302,275,366,5697.0,152.11778556946896,170.21560803250105
190070,5,Extend,>>,-1951,-163.69,301,274,366,5700.0,151.96399853916478,170.44630592676478
190182,5,Extend,>>,-1995,-167.38,299,271,367,5703.0,151.37741840210495,171.00231646034987
190296,5,Extend,>>,-2039,-170.99,300,273,367,5707.0,151.67297660582332,170.7681425823415
190407,5,Extend,>>,-2083,-174.68,299,270,365,5710.0,151.9025445464011,170.7681425823415
190519,5,Extend,>>,-2127,-178.46,299,270,363,5714.0,152.1660818234493,170.30462376929202
190632,5,Extend,>>,-2171,-182.24,302,270,361,5717.0,151.9025445464011,170.07419952466608
190745,5,Extend,>>,-2215,-185.93,302,270,363,5720.0,151.06286066832806,170.9458522930713
190856,5,Extend,>>,-2259,-189.54,302,268,363,5724.0,150.9219284520967,170.24567662245767
190968,5,Extend,>>,-2303,-192.97,301,267,364,5727.0,151.4614771105317,169.07719528013075
191081,5,Extend,>>,-2347,-196.84,298,264,359,5730.0,150.3521539015769,169.69535856689248
191193,5,Extend,>>,-2391,-200.62,301,265,362,5734.0,150.3006654517853,168.12897631015161
191304,5,Extend,>>,-2435,-204.4,299,261,358,5737.0,150.07818598432436,167.0158314606005
191416,5,Extend,<<,-2435,-208.09,306,267,363,5740.0,148.42697693088175,167.50457966719577
191528,5,Extend,<<,-2391,-209.32,308,269,365,5744.0,147.78865073276347,165.45621998649725
191640,5,Extend,<<,-2347,-209.32,311,272,371,5747.0,146.87607696673425,164.53506127751416
191752,5,Extend,<<,-2303,-206.51,312,273,372,5750.0,145.4210259810269,163.99626348198603
191864,5,Extend,<<,-2259,-203.08,314,274,373,5754.0,144.06355032298478,162.26509830911613
191976,5,Extend,<<,-2215,-199.3,314,272,371,5757.0,142.2154563896901,161.61509114646262
192088,5,Extend,<<,-2171,-195.6,314,274,370,5761.0,140.9217733035841,160.43387776863673
192201,5,Extend,<<,-2127,-191.91,313,274,371,5764.0,139.06545850152705,159.35994343371297
192313,5,Extend,<<,-2083,-188.04,312,273,370,5767.0,136.2591838116891,159.172391067078
192425,5,Extend,<<,-2039,-184.18,313,274,368,5771.0,134.13784703552443,158.6076299683199
192536,5,Extend,<<,-1995,-180.22,314,274,368,5774.0,132.87607145487627,157.53350662305883
192647,5,Extend,<<,-1951,-176.44,313,277,367,5777.0,131.16711667986988,156.55427913942594
192759,5,Extend,<<,-1907,-172.66,313,275,368,5781.0,128.2434401764359,155.88344611042788
192871,5,Extend,<<,-1863,-168.79,313,277,368,5784.0,127.4536987469296,155.03639682967923
192982,5,Extend,<<,-1819,-165.1,312,279,368,5787.0,126.44107293950955,154.11769527553878
193095,5,Extend,<<,-1775,-161.05,312,278,368,5791.0,123.81863939127832,153.0214606772347
193206,5,Extend,<<,-1731,-157.27,313,281,369,5794.0,122.4542817648032,151.74128149464136
193318,5,Extend,<<,-1687,-153.41,309,281,368,5797.0,121.00649984640229,150.63545640965773
193430,5,Extend,<<,-1643,-149.45,314,285,368,5801.0,118.66549822838485,151.25892479425264
193542,5,Extend,<<,-1599,-145.58,313,287,370,5804.0,118.13952390581147,149.91683620078868
