Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12472,1,Flex,>>,2945,258.9
12575,1,Flex,>>,2910,258.9
12677,1,Flex,>>,2875,256.97
12779,1,Flex,>>,2840,254.07
12881,1,Flex,>>,2805,250.99
12983,1,Flex,>>,2770,247.91
13085,1,Flex,>>,2735,244.92
13187,1,Flex,>>,2700,241.76
13290,1,Flex,>>,2665,238.59
13392,1,Flex,>>,2630,235.69
13494,1,Flex,>>,2595,232.62
13596,1,Flex,>>,2560,229.63
13699,1,Flex,>>,2525,226.55
13801,1,Flex,>>,2490,223.47
13903,1,Flex,>>,2455,220.31
14005,1,Flex,>>,2420,217.32
14107,1,Flex,>>,2385,214.24
14209,1,Flex,>>,2350,211.25
14312,1,Flex,>>,2315,208.09
14414,1,Flex,>>,2280,205.19
14516,1,Flex,>>,2245,202.02
14618,1,Flex,>>,2210,199.03
14720,1,Flex,>>,2175,196.04
14822,1,Flex,>>,2140,192.97
14924,1,Flex,>>,2105,189.89
15027,1,Flex,>>,2070,186.73
15129,1,Flex,>>,2035,183.74
15231,1,Flex,>>,2000,180.75
15334,1,Flex,>>,1965,177.76
15436,1,Flex,>>,1930,174.59
15539,1,Flex,>>,1895,171.6
15641,1,Flex,>>,1860,168.7
15743,1,Flex,>>,1825,165.54
15846,1,Flex,>>,1790,162.46
15949,1,Flex,>>,1755,159.38
16051,1,Flex,>>,1720,156.48
16153,1,Flex,>>,1685,153.49
16255,1,Flex,>>,1650,150.42
16358,1,Flex,>>,1615,147.34
16460,1,Flex,>>,1580,144.35
16563,1,Flex,>>,1545,141.45
16665,1,Flex,>>,1510,138.55
16767,1,Flex,>>,1475,135.65
16869,1,Flex,>>,1440,133.01
16971,1,Flex,>>,1405,130.02
17075,1,Flex,>>,1370,127.03
17177,1,Flex,>>,1335,124.22
17279,1,Flex,>>,1300,121.32
17382,1,Flex,>>,1265,118.51
17484,1,Flex,>>,1230,115.69
17588,1,Flex,>>,1195,113.14
17690,1,Flex,>>,1160,110.24
17792,1,Flex,>>,1125,107.16
17894,1,Flex,>>,1090,104.09
17997,1,Flex,>>,1055,100.92
18099,1,Flex,>>,1020,97.67
18202,1,Flex,>>,985,94.59
18304,1,Flex,>>,950,91.87
18406,1,Flex,>>,915,88.88
18508,1,Flex,>>,880,85.98
18611,1,Flex,>>,845,82.99
18713,1,Flex,<<,845,79.74
18815,1,Flex,<<,880,78.86
18918,1,Flex,<<,915,78.86
19020,1,Flex,<<,950,80.35
19123,1,Flex,<<,985,82.9
19225,1,Flex,<<,1020,85.71
19328,1,Flex,<<,1055,88.62
19430,1,Flex,<<,1090,91.69
19532,1,Flex,<<,1125,94.77
19635,1,Flex,<<,1160,97.85
19737,1,Flex,<<,1195,100.75
19840,1,Flex,<<,1230,103.82
19943,1,Flex,<<,1265,106.99
20045,1,Flex,<<,1300,110.07
20147,1,Flex,<<,1335,113.05
20250,1,Flex,<<,1370,116.04
20352,1,Flex,<<,1405,119.12
20455,1,Flex,<<,1440,122.2
20557,1,Flex,<<,1475,125.27
20659,1,Flex,<<,1510,128.35
20762,1,Flex,<<,1545,131.43
20864,1,Flex,<<,1580,134.59
20967,1,Flex,<<,1615,137.49
21069,1,Flex,<<,1650,140.66
21171,1,Flex,<<,1685,143.65
21273,1,Flex,<<,1720,146.73
21375,1,Flex,<<,1755,149.8
21478,1,Flex,<<,1790,152.88
21580,1,Flex,<<,1825,155.87
21683,1,Flex,<<,1860,158.95
21785,1,Flex,<<,1895,162.11
21887,1,Flex,<<,1930,165.19
21990,1,Flex,<<,1965,168.26
22092,1,Flex,<<,2000,171.25
22194,1,Flex,<<,2035,174.42
22297,1,Flex,<<,2070,177.58
22399,1,Flex,<<,2105,180.57
22501,1,Flex,<<,2140,183.65
22603,1,Flex,<<,2175,186.73
22705,1,Flex,<<,2210,189.8
22809,1,Flex,<<,2245,193.05
22911,1,Flex,<<,2280,196.04
23013,1,Flex,<<,2315,199.12
23115,1,Flex,<<,2350,202.2
23218,1,Flex,<<,2385,205.27
23320,1,Flex,<<,2420,208.44
23422,1,Flex,<<,2455,211.6
23524,1,Flex,<<,2490,214.68
23626,1,Flex,<<,2525,217.76
23728,1,Flex,<<,2560,220.84
23831,1,Flex,<<,2595,223.91
23933,1,Flex,<<,2630,226.99
24035,1,Flex,<<,2665,230.15
24137,1,Flex,<<,2700,233.23
24239,1,Flex,<<,2735,236.22
24341,1,Flex,<<,2770,239.21
24443,1,Flex,<<,2805,242.37
24545,1,Flex,<<,2840,245.45
24648,1,Flex,<<,2875,248.35
24750,1,Flex,<<,2910,251.6
24852,1,Flex,<<,2945,254.59
40981,1,Flex,>>,2945,258.9
41083,1,Flex,>>,2910,258.9
41185,1,Flex,>>,2875,256.88
41288,1,Flex,>>,2840,254.15
41390,1,Flex,>>,2805,250.99
41492,1,Flex,>>,2770,247.91
41594,1,Flex,>>,2735,245.01
41697,1,Flex,>>,2700,241.85
41799,1,Flex,>>,2665,238.68
41902,1,Flex,>>,2630,235.78
42004,1,Flex,>>,2595,232.7
42106,1,Flex,>>,2560,229.63
42208,1,Flex,>>,2525,226.55
42310,1,Flex,>>,2490,223.56
42412,1,Flex,>>,2455,220.48
42514,1,Flex,>>,2420,217.41
42617,1,Flex,>>,2385,214.33
42719,1,Flex,>>,2350,211.34
42821,1,Flex,>>,2315,208.26
42923,1,Flex,>>,2280,205.19
43026,1,Flex,>>,2245,202.2
43128,1,Flex,>>,2210,199.21
43231,1,Flex,>>,2175,196.04
43333,1,Flex,>>,2140,192.97
43435,1,Flex,>>,2105,189.89
43538,1,Flex,>>,2070,186.81
43640,1,Flex,>>,2035,183.82
43742,1,Flex,>>,2000,180.75
43845,1,Flex,>>,1965,177.85
43947,1,Flex,>>,1930,174.68
44050,1,Flex,>>,1895,171.6
44153,1,Flex,>>,1860,168.7
44256,1,Flex,>>,1825,165.45
44359,1,Flex,>>,1790,162.37
44462,1,Flex,>>,1755,159.38
44564,1,Flex,>>,1720,156.48
44666,1,Flex,>>,1685,153.49
44769,1,Flex,>>,1650,150.51
44871,1,Flex,>>,1615,147.43
44974,1,Flex,>>,1580,144.44
45077,1,Flex,>>,1545,141.45
45179,1,Flex,>>,1510,138.46
45282,1,Flex,>>,1475,135.65
45385,1,Flex,>>,1440,132.84
45487,1,Flex,>>,1405,130.02
45590,1,Flex,>>,1370,127.03
45692,1,Flex,>>,1335,124.22
45795,1,Flex,>>,1300,121.32
45897,1,Flex,>>,1265,118.59
46000,1,Flex,>>,1230,115.87
46102,1,Flex,>>,1195,113.32
46204,1,Flex,>>,1160,110.42
46306,1,Flex,>>,1125,107.43
46409,1,Flex,>>,1090,104.35
46512,1,Flex,>>,1055,101.36
46615,1,Flex,>>,1020,98.46
46718,1,Flex,>>,985,95.56
46820,1,Flex,>>,950,92.84
46923,1,Flex,>>,915,89.85
47025,1,Flex,>>,880,86.77
47128,1,Flex,>>,845,83.52
47231,1,Flex,<<,845,80.44
47334,1,Flex,<<,880,79.47
47436,1,Flex,<<,915,79.47
47538,1,Flex,<<,950,80.62
47641,1,Flex,<<,985,82.99
47743,1,Flex,<<,1020,85.71
47846,1,Flex,<<,1055,88.7
47948,1,Flex,<<,1090,91.69
48051,1,Flex,<<,1125,94.86
48153,1,Flex,<<,1160,97.85
48255,1,Flex,<<,1195,100.84
