Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12472,1,Flex,>>,2945,258.9
12485,2,Flex,>>,1223,107.52
12497,3,Flex,>>,159,13.98
12575,1,Flex,>>,2910,258.9
12587,2,Flex,>>,1163,107.52
12599,3,Flex,>>,96,13.98
12677,1,Flex,>>,2875,256.97
12689,2,Flex,>>,1103,104.26
12701,3,Flex,>>,33,10.46
12779,1,Flex,>>,2840,254.07
12791,2,Flex,>>,1043,99.16
12803,3,Flex,>>,-30,5.45
12881,1,Flex,>>,2805,250.99
12893,2,Flex,>>,983,93.8
12905,3,Flex,>>,-93,-0.09
12983,1,Flex,>>,2770,247.91
12995,2,Flex,>>,923,88.7
13007,3,Flex,>>,-156,-5.45
13085,1,Flex,>>,2735,244.92
13097,2,Flex,>>,863,83.34
13109,3,Flex,>>,-219,-10.9
13187,1,Flex,>>,2700,241.76
13200,2,Flex,>>,803,77.98
13212,3,Flex,>>,-282,-16.53
13290,1,Flex,>>,2665,238.59
13302,2,Flex,>>,743,72.79
13314,3,Flex,>>,-345,-21.98
13392,1,Flex,>>,2630,235.69
13404,2,Flex,>>,683,67.52
13416,3,Flex,>>,-408,-27.43
13494,1,Flex,>>,2595,232.62
13506,2,Flex,>>,623,62.15
13518,3,Flex,>>,-471,-32.97
13596,1,Flex,>>,2560,229.63
13608,2,Flex,>>,563,56.97
13620,3,Flex,>>,-534,-38.51
13699,1,Flex,>>,2525,226.55
13711,2,Flex,>>,503,51.69
13722,3,Flex,>>,-597,-43.96
13801,1,Flex,>>,2490,223.47
13813,2,Flex,>>,443,46.33
13825,3,Flex,>>,-660,-49.49
13903,1,Flex,>>,2455,220.31
13915,2,Flex,>>,383,41.23
13927,3,Flex,>>,-723,-55.03
14005,1,Flex,>>,2420,217.32
14017,2,Flex,>>,323,35.96
14029,3,Flex,>>,-786,-60.48
14107,1,Flex,>>,2385,214.24
14119,2,Flex,>>,263,30.59
14131,3,Flex,>>,-849,-65.93
14209,1,Flex,>>,2350,211.25
14221,2,Flex,>>,203,25.32
14233,3,Flex,>>,-912,-71.65
14312,1,Flex,>>,2315,208.09
14324,2,Flex,>>,143,19.87
14336,3,Flex,>>,-975,-77.1
14414,1,Flex,>>,2280,205.19
14426,2,Flex,>>,83,14.68
14438,3,Flex,>>,-1038,-82.55
14516,1,Flex,>>,2245,202.02
14528,2,Flex,>>,23,9.49
14540,3,Flex,>>,-1101,-88.0
14618,1,Flex,>>,2210,199.03
14630,2,Flex,>>,-37,4.22
14642,3,Flex,>>,-1164,-93.54
14720,1,Flex,>>,2175,196.04
14732,2,Flex,>>,-97,-1.14
14744,3,Flex,>>,-1227,-99.16
14822,1,Flex,>>,2140,192.97
14834,2,Flex,>>,-157,-6.24
14846,3,Flex,>>,-1290,-104.7
14924,1,Flex,>>,2105,189.89
14936,2,Flex,>>,-217,-11.6
14948,3,Flex,>>,-1353,-110.15
15027,1,Flex,>>,2070,186.73
15039,2,Flex,>>,-277,-16.88
15051,3,Flex,>>,-1416,-115.6
15129,1,Flex,>>,2035,183.74
15141,2,Flex,>>,-337,-22.07
15153,3,Flex,>>,-1479,-121.14
15231,1,Flex,>>,2000,180.75
15243,2,Flex,>>,-397,-27.43
15255,3,Flex,>>,-1542,-126.68
15334,1,Flex,>>,1965,177.76
15346,2,Flex,>>,-457,-32.79
15358,3,Flex,>>,-1605,-132.13
15436,1,Flex,>>,1930,174.59
15448,2,Flex,>>,-517,-37.98
15460,3,Flex,>>,-1668,-137.67
15539,1,Flex,>>,1895,171.6
15551,2,Flex,>>,-577,-43.16
15563,3,Flex,>>,-1731,-143.3
15641,1,Flex,>>,1860,168.7
15653,2,Flex,>>,-637,-48.35
15665,3,Flex,>>,-1794,-148.66
15743,1,Flex,>>,1825,165.54
15755,2,Flex,>>,-697,-53.63
15768,3,Flex,>>,-1857,-154.2
15846,1,Flex,>>,1790,162.46
15858,2,Flex,>>,-757,-58.9
15871,3,Flex,>>,-1920,-159.74
15949,1,Flex,>>,1755,159.38
15961,2,Flex,>>,-817,-64.0
15973,3,Flex,>>,-1983,-165.1
16051,1,Flex,>>,1720,156.48
16063,2,Flex,>>,-877,-69.19
16075,3,Flex,>>,-2046,-170.55
