Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
98292,6,-59.69,-51.568000000000005,-4.062000000000005,2,-0.9000313886684359,-2.464788876251432,30.565980951957087,23.435567079829816,7.13041387212727
98403,6,-63.56,-55.59400000000001,-4.026000000000003,2,-0.9702983443537277,-2.535055831936724,30.562528258654297,23.429721083672145,7.13280717498215
98515,6,-67.87,-59.674,-4.079999999999991,2,-1.0415077778350963,-2.6062652654180924,30.69083075855528,23.47573293789422,7.215097820661056
98626,6,-71.82,-63.7,-4.026000000000003,2,-1.111774733520388,-2.6765322211033844,30.71711752740204,23.215303174740296,7.501814352661743
98737,6,-75.96,-67.78,-4.079999999999998,2,-1.1829841670017567,-2.747741654584753,30.88032646471898,23.346187960965523,7.534138503753457
98849,6,-80.09,-71.86,-4.079999999999998,2,-1.2541936004831251,-2.8189510880661213,31.345004255807545,23.308977500105584,8.03602675570196
98960,6,-84.04,-75.95599999999999,-4.095999999999989,2,-1.3256822866448128,-2.8904397742278087,31.6575205760024,23.1321523342559,8.525368241746502
99072,6,-88.09,-80.0,-4.044000000000011,2,-1.3962634015954636,-2.9610208891784597,32.215252833049874,23.303700498638783,8.911552334411091
99183,6,-91.96,-84.02799999999999,-4.027999999999992,2,-1.466565263865795,-3.0313227514487915,32.852547812718015,23.360692908009284,9.491854904708728
99295,6,-95.91,-88.018,-3.990000000000009,2,-1.536203901020369,-3.1009613886033653,33.66433249397511,23.619139341721752,10.04519315225336
99406,6,-99.78,-91.95599999999999,-3.937999999999988,2,-1.6049349669639055,-3.169692454546902,35.07350534773329,24.361221506882732,10.71228384085056
99518,6,-104.0,-95.94800000000001,-3.9920000000000186,2,-1.6746085107035193,-3.2393659982865155,36.41183796259264,25.02838538240761,11.383452580185036
99631,6,-108.04,-99.938,-3.989999999999995,2,-1.7442471478580932,-3.3090046354410894,38.75280701915359,26.29667314486952,12.456133874284074
99741,6,-112.0,-103.946,-4.007999999999996,2,-1.8141999442780257,-3.378957431861022,40.5564431053036,27.391402951104048,13.165040154199549
99854,6,-116.13,-107.99000000000001,-4.044000000000011,2,-1.8847810592286767,-3.449538546811673,42.486148678551245,28.328263658643408,14.157885019907836
99966,6,-120.09,-112.05199999999999,-4.061999999999983,2,-1.955676333444686,-3.520433821027682,45.37676638375838,30.13830895077283,15.238457432985552
100077,6,-124.22,-116.096,-4.044000000000011,2,-2.026257448395337,-3.5910149359783334,47.59311758171154,31.52283543090921,16.070282150802328
100189,6,-127.82,-120.05199999999999,-3.955999999999989,2,-2.095302673604232,-3.6600601611872285,49.61522221090731,32.716001728662256,16.899220482245056
100300,6,-131.96,-124.04400000000001,-3.9920000000000186,2,-2.1649762173438463,-3.7297337049268426,52.737994313459744,34.60219042511404,18.135803888345706
100411,6,-135.91,-128.0,-3.955999999999989,2,-2.234021442552742,-3.7987789301357378,54.910361360563655,36.02323276512233,18.88712859544133
100522,6,-139.87,-131.956,-3.955999999999989,2,-2.3030666677616374,-3.8678241553446338,56.25331770936016,36.98256674997257,19.270750959387595
