Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12472,1,Flex,>>,2945,258.9
12484,2,Flex,>>,1241,109.1
12496,3,Flex,>>,159,13.98
12574,1,Flex,>>,2910,258.9
12586,2,Flex,>>,1181,109.1
12598,3,Flex,>>,96,13.98
12676,1,Flex,>>,2875,256.97
12687,2,Flex,>>,1121,105.85
12700,3,Flex,>>,33,10.37
12778,1,Flex,>>,2840,254.24
12790,2,Flex,>>,1061,101.01
12802,3,Flex,>>,-30,5.45
12880,1,Flex,>>,2805,251.08
12892,2,Flex,>>,1001,95.82
12904,3,Flex,>>,-93,-0.09
12982,1,Flex,>>,2770,248.0
12994,2,Flex,>>,941,90.64
13006,3,Flex,>>,-156,-5.36
13084,1,Flex,>>,2735,245.1
13096,2,Flex,>>,881,85.45
13108,3,Flex,>>,-219,-10.99
13186,1,Flex,>>,2700,241.93
13198,2,Flex,>>,821,80.18
13210,3,Flex,>>,-282,-16.53
13288,1,Flex,>>,2665,238.86
13300,2,Flex,>>,761,74.9
13312,3,Flex,>>,-345,-21.98
13390,1,Flex,>>,2630,235.87
13402,2,Flex,>>,701,69.71
13414,3,Flex,>>,-408,-27.52
13493,1,Flex,>>,2595,232.79
13505,2,Flex,>>,641,64.53
13517,3,Flex,>>,-471,-32.97
13595,1,Flex,>>,2560,229.8
13607,2,Flex,>>,581,59.34
13619,3,Flex,>>,-534,-38.42
13697,1,Flex,>>,2525,226.73
13709,2,Flex,>>,521,54.15
13721,3,Flex,>>,-597,-43.96
13799,1,Flex,>>,2490,223.74
13811,2,Flex,>>,461,48.79
13823,3,Flex,>>,-660,-49.41
13901,1,Flex,>>,2455,220.57
13913,2,Flex,>>,401,43.69
13925,3,Flex,>>,-723,-54.95
14003,1,Flex,>>,2420,217.49
14015,2,Flex,>>,341,38.42
14028,3,Flex,>>,-786,-60.4
14106,1,Flex,>>,2385,214.42
14118,2,Flex,>>,281,33.23
14130,3,Flex,>>,-849,-65.85
14208,1,Flex,>>,2350,211.43
14220,2,Flex,>>,221,27.96
14232,3,Flex,>>,-912,-71.47
14310,1,Flex,>>,2315,208.35
14322,2,Flex,>>,161,22.68
14334,3,Flex,>>,-975,-76.92
14412,1,Flex,>>,2280,205.27
14424,2,Flex,>>,101,17.32
14436,3,Flex,>>,-1038,-82.46
14514,1,Flex,>>,2245,202.29
14526,2,Flex,>>,41,12.22
14538,3,Flex,>>,-1101,-87.91
14616,1,Flex,>>,2210,199.21
14628,2,Flex,>>,-19,6.95
14640,3,Flex,>>,-1164,-93.36
14718,1,Flex,>>,2175,196.22
14730,2,Flex,>>,-79,1.58
14743,3,Flex,>>,-1227,-99.08
14821,1,Flex,>>,2140,193.14
14833,2,Flex,>>,-139,-3.52
14845,3,Flex,>>,-1290,-104.53
14923,1,Flex,>>,2105,190.07
14935,2,Flex,>>,-199,-8.7
14947,3,Flex,>>,-1353,-110.07
15025,1,Flex,>>,2070,187.08
15037,2,Flex,>>,-259,-13.98
15050,3,Flex,>>,-1416,-115.52
15128,1,Flex,>>,2035,184.0
15140,2,Flex,>>,-319,-19.25
15152,3,Flex,>>,-1479,-121.05
15230,1,Flex,>>,2000,181.01
15242,2,Flex,>>,-379,-24.62
15255,3,Flex,>>,-1542,-126.68
15333,1,Flex,>>,1965,178.11
15345,2,Flex,>>,-439,-29.89
15357,3,Flex,>>,-1605,-132.04
15435,1,Flex,>>,1930,174.95
15447,2,Flex,>>,-499,-35.16
15459,3,Flex,>>,-1668,-137.58
15538,1,Flex,>>,1895,171.87
15550,2,Flex,>>,-559,-40.35
15562,3,Flex,>>,-1731,-143.12
15640,1,Flex,>>,1860,168.88
15652,2,Flex,>>,-619,-45.63
15664,3,Flex,>>,-1794,-148.57
15742,1,Flex,>>,1825,165.89
15754,2,Flex,>>,-679,-50.81
15766,3,Flex,>>,-1857,-154.11
15845,1,Flex,>>,1790,162.64
15857,2,Flex,>>,-739,-56.18
15869,3,Flex,>>,-1920,-159.74
15947,1,Flex,>>,1755,159.65
15959,2,Flex,>>,-799,-61.27
15972,3,Flex,>>,-1983,-165.19
16050,1,Flex,>>,1720,156.66
16062,2,Flex,>>,-859,-66.55
16074,3,Flex,>>,-2046,-170.73
16152,1,Flex,>>,1685,153.67
16164,2,Flex,>>,-919,-71.74
16177,3,Flex,>>,-2109,-176.09
16255,1,Flex,>>,1650,150.51
16268,2,Flex,>>,-979,-77.1
16280,3,Flex,>>,-2172,-181.71
16358,1,Flex,>>,1615,147.43
16370,2,Flex,>>,-1039,-82.29
16382,3,Flex,>>,-2235,-186.99
16461,1,Flex,>>,1580,144.35
16473,2,Flex,>>,-1099,-87.56
16485,3,Flex,>>,-2298,-192.44
16563,1,Flex,>>,1545,141.45
16575,2,Flex,>>,-1159,-92.75
16587,3,Flex,>>,-2361,-197.98
16665,1,Flex,>>,1510,138.37
16678,2,Flex,>>,-1219,-98.11
16690,3,Flex,>>,-2424,-203.52
16768,1,Flex,>>,1475,135.47
16780,2,Flex,>>,-1279,-103.38
16792,3,Flex,>>,-2487,-209.14
16871,1,Flex,>>,1440,132.4
16882,2,Flex,>>,-1339,-108.66
16894,3,Flex,>>,-2550,-214.68
16973,1,Flex,>>,1405,129.32
16985,2,Flex,>>,-1399,-113.85
16997,3,Flex,>>,-2613,-220.31
17075,1,Flex,>>,1370,126.33
17087,2,Flex,>>,-1459,-119.12
