Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
26221,4,Extend,>>,1483,130.37
26323,4,Extend,>>,1445,130.37
26426,4,Extend,>>,1407,128.18
26527,4,Extend,>>,1369,125.1
26630,4,Extend,>>,1331,121.76
26732,4,Extend,>>,1293,118.51
26834,4,Extend,>>,1255,115.16
26936,4,Extend,>>,1217,111.91
27038,4,Extend,>>,1179,108.57
27141,4,Extend,>>,1141,105.23
27243,4,Extend,>>,1103,101.98
27345,4,Extend,>>,1065,98.9
27447,4,Extend,>>,1027,95.38
27550,4,Extend,>>,989,92.04
27652,4,Extend,>>,951,88.79
27754,4,Extend,>>,913,85.63
27856,4,Extend,>>,875,82.37
27959,4,Extend,>>,837,79.12
28061,4,Extend,>>,799,75.87
28163,4,Extend,>>,761,72.62
28265,4,Extend,>>,723,69.36
28368,4,Extend,>>,685,66.02
28471,4,Extend,>>,647,62.86
28573,4,Extend,>>,609,59.6
28675,4,Extend,>>,571,56.44
28778,4,Extend,>>,533,53.36
28880,4,Extend,>>,495,50.02
28982,4,Extend,>>,457,46.77
29085,4,Extend,>>,419,43.34
29187,4,Extend,>>,381,40.0
29289,4,Extend,>>,343,36.84
29391,4,Extend,>>,305,33.67
29493,4,Extend,>>,267,30.51
29596,4,Extend,>>,229,27.16
29699,4,Extend,>>,191,23.82
29801,4,Extend,>>,153,20.66
29903,4,Extend,>>,115,17.41
30005,4,Extend,>>,77,14.24
30107,4,Extend,>>,39,11.08
30209,4,Extend,>>,1,7.82
30311,4,Extend,>>,-37,4.66
30414,4,Extend,>>,-75,1.41
30517,4,Extend,>>,-113,-2.02
30619,4,Extend,>>,-151,-5.27
30723,4,Extend,>>,-189,-8.53
30825,4,Extend,>>,-227,-11.69
30928,4,Extend,>>,-265,-14.86
31031,4,Extend,>>,-303,-18.11
31133,4,Extend,>>,-341,-21.54
31236,4,Extend,>>,-379,-24.62
31338,4,Extend,>>,-417,-27.87
31441,4,Extend,>>,-455,-31.12
31543,4,Extend,>>,-493,-34.2
31646,4,Extend,>>,-531,-37.63
31748,4,Extend,>>,-569,-41.05
31851,4,Extend,>>,-607,-44.4
31954,4,Extend,>>,-645,-47.74
32058,4,Extend,>>,-683,-50.9
32160,4,Extend,>>,-721,-54.15
32263,4,Extend,>>,-759,-57.58
