Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12484,2,Flex,>>,1209,106.29
12587,2,Flex,>>,1149,106.29
12689,2,Flex,>>,1089,103.03
12791,2,Flex,>>,1029,98.2
12894,2,Flex,>>,969,93.01
12996,2,Flex,>>,909,87.91
13098,2,Flex,>>,849,82.64
13200,2,Flex,>>,789,77.45
13303,2,Flex,>>,729,72.18
13405,2,Flex,>>,669,66.99
13507,2,Flex,>>,609,61.71
13609,2,Flex,>>,549,56.53
13711,2,Flex,>>,489,51.16
13813,2,Flex,>>,429,45.89
13916,2,Flex,>>,369,40.79
14019,2,Flex,>>,309,35.52
14121,2,Flex,>>,249,30.24
14223,2,Flex,>>,189,25.05
14325,2,Flex,>>,129,19.69
14427,2,Flex,>>,69,14.51
14529,2,Flex,>>,9,9.32
14632,2,Flex,>>,-51,3.96
14734,2,Flex,>>,-111,-1.32
14836,2,Flex,>>,-171,-6.42
14938,2,Flex,>>,-231,-11.78
15040,2,Flex,>>,-291,-16.97
15143,2,Flex,>>,-351,-22.07
15245,2,Flex,>>,-411,-27.43
15347,2,Flex,>>,-471,-32.7
15449,2,Flex,>>,-531,-37.89
15552,2,Flex,>>,-591,-43.25
15654,2,Flex,>>,-651,-48.44
15756,2,Flex,>>,-711,-53.71
15859,2,Flex,>>,-771,-58.99
15961,2,Flex,>>,-831,-64.18
16063,2,Flex,>>,-891,-69.36
16165,2,Flex,>>,-951,-74.37
16267,2,Flex,>>,-1011,-79.74
16370,2,Flex,>>,-1071,-85.01
16473,2,Flex,>>,-1131,-90.29
16576,2,Flex,>>,-1191,-95.56
16678,2,Flex,>>,-1251,-100.84
16780,2,Flex,>>,-1311,-106.02
16882,2,Flex,>>,-1371,-111.3
16985,2,Flex,>>,-1431,-116.48
17087,2,Flex,>>,-1491,-121.76
17190,2,Flex,>>,-1551,-126.86
17292,2,Flex,>>,-1611,-132.04
17395,2,Flex,>>,-1671,-137.14
17497,2,Flex,>>,-1731,-142.24
17599,2,Flex,>>,-1791,-147.25
17702,2,Flex,>>,-1851,-152.53
17804,2,Flex,>>,-1911,-157.54
17906,2,Flex,>>,-1971,-162.64
18008,2,Flex,>>,-2031,-167.74
18111,2,Flex,>>,-2091,-173.01
18214,2,Flex,>>,-2151,-178.02
18316,2,Flex,>>,-2211,-183.12
18419,2,Flex,>>,-2271,-188.22
18521,2,Flex,>>,-2331,-193.32
18623,2,Flex,>>,-2391,-198.51
