Frame,Time(ms),∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
82,9141,14.31245148781133,3.194135196542021,13.257287346284032,3.2535137501493274
83,9174,13.035361476886749,2.683393606850956,13.244151691025653,3.2000668689614855
84,9208,13.131597969519987,3.4184343243494197,13.224566091936085,3.1304813848446003
85,9241,13.149502073539423,2.994836706744053,13.11791429614495,3.0878292945517267
86,9274,12.444687736606113,3.466068927133392,13.00946709855074,2.9774985459218444
87,9308,12.94305139759092,2.7225037123972697,12.836260663546987,3.0068105463628565
88,9341,13.332994241004485,2.7391211992777755,12.983851795931802,2.9826876919025453
89,9374,12.854695582017712,3.002569097838375,12.898559006525588,2.9438653878947356
90,9408,12.854695582017712,3.018259202155946,12.872496377885714,2.963480879367137
91,9441,12.854695582017712,3.002569097838375,12.81541262448129,2.924941656285981
92,9474,12.94305139759092,2.967705266148556,12.680141785203375,3.0925429059170755
93,9508,12.18932750687307,3.2581240488823937,12.706154636534398,3.0442000624665617
94,9541,12.854695582017712,2.75720698766483,12.830969850434627,2.8757833904102625
95,9574,12.626111515146931,2.967705266148556,12.898557973232048,2.8732850048739054
96,9608,13.213230284097364,3.2085933688285877,12.894766632304432,2.8708951971875134
97,9641,13.44217669462546,2.223378415362731,12.88777677881631,2.9621131309990676
98,9674,12.854695582017712,2.75720698766483,12.912530893266279,3.070434669169827
99,9708,12.626111515146931,3.7400837349790947,12.957247799664133,3.084583507451071
100,9741,12.505033528145361,3.187780137783676,12.929669735199571,3.137845671766577
101,9774,12.94305139759092,3.4923440938920294,12.945095408679709,3.1095698611868716
102,9808,13.213230284097364,2.9609742782027126,12.969893610586848,3.1495557016868574
103,9841,13.603535471168271,2.4685799691140176,13.048268439767957,3.1320058069891665
104,9874,12.553462481488197,3.457583095102592,13.019270462769239,3.0729648925453183
105,9908,13.332994241004485,2.75720698766483,12.96612299105978,3.169106018840286
106,9941,12.553462481488197,3.457583095102592,12.880952560757127,3.172054348036532
107,9974,12.716621467197484,3.705202185728467,12.861652673280732,3.1756859965968878
108,10008,12.731839387726296,2.9609742782027126,12.880289727900532,3.170458260799718
109,10041,13.17163546446173,3.018259202155946,13.029877609796639,2.9975878095927033
110,10074,13.213230284097364,2.697526379642113,12.96469655040737,3.011086514689619
111,10108,13.17163546446173,2.75720698766483,13.058709239032785,2.920262859476333
112,10141,12.94305139759092,3.231153164709184,13.022565369106392,3.0438882185392244
113,10174,12.94305139759092,2.967705266148556,13.042242233599486,3.1510869286635237
114,10208,12.626111515146931,3.4787722553350306,12.983059865488212,3.1514139495549367
115,10241,13.17163546446173,3.263760027021249,12.88107092585643,3.200226638591549
116,10274,12.94305139759092,3.4787722553350306,12.812360083591832,3.15265643417832
117,10308,13.17163546446173,2.4939196455264607,12.875249178273927,3.0995533299707945
118,10341,12.553462481488197,2.9489336427907062,12.949081006046654,3.0350479405641244
119,10374,12.516425302108303,3.2581240488823937,12.976721951840549,2.9954572441655367
120,10408,13.149502073539423,2.994836706744053,12.955862882573857,3.0216799133435472
121,10441,13.514598378567285,3.194135196542021,13.01158186736367,3.083199580682221
122,10474,13.035361476886749,2.9489336427907062,13.011749582256904,3.238952059689085
123,10508,12.763427746295378,3.484154715520418,13.05844050164664,3.262282351693137
124,10541,13.035361476886749,3.194135196542021,13.007129853312982,3.3319911596956757
125,10574,12.92347140690137,3.466068927133392,12.916210511292551,3.3679574936821455
126,10608,12.763427746295378,3.466068927133392,12.861842359657967,3.39165364157557
127,10641,12.92347140690137,3.466068927133392,12.906639331542689,3.4500758975436265
128,10674,12.92347140690137,3.466068927133392,12.878542225957302,3.4617599286800713
129,10708,12.92347140690137,3.2003459632591955,12.707875739345647,3.6271971932680502
130,10741,12.649393958224522,3.740146375810241,12.62627725167716,3.622566833305021
131,10774,12.649393958224522,3.740146375810241,12.673302906571948,3.5680191101350673
132,10808,12.33196906447202,3.740146375810241,12.682940620784395,3.494874317468009
133,10841,12.33196906447202,3.740146375810241,12.647351347049833,3.4282940721749675
134,10874,13.149502073539423,2.7292966708043025,12.716033662974917,3.3070381793264962
135,10908,13.307777304953532,2.974315296621171,12.837415058582737,3.1907314543555723
136,10941,12.606046513148897,3.2003459632591955,12.953065348249464,3.05924002389602
137,10974,12.606046513148897,3.2003459632591955,12.968959221051318,3.0334198211762686
138,11008,13.307777304953532,2.974315296621171,12.969192377253814,3.019916364200164
139,11041,13.033276791026594,3.2693372206710194,12.914047900761009,3.0363831495433176
140,11074,12.92347140690137,2.6875171267782605,12.948614189240146,3.0063729015771363
141,11108,12.649393958224522,3.229404786119204,13.06985702656133,3.001565315582803
142,11141,13.351132811254331,2.7610487497331633,13.136654407214893,3.008085745383581
143,11174,13.125525209866368,2.9615945754551376,13.064641631823719,3.089380784747785
144,11208,13.125525209866368,3.4744234119360726,13.073583588064476,3.1285043142302396
145,11241,13.242664647975914,3.2003459632591955,13.154273671245065,3.255812500641465
146,11274,13.131597969519987,3.152711360475223,13.075078323744513,3.320842623039396
147,11308,12.649393958224522,3.4744234119360726,13.002433877292118,3.3155909803593504
148,11341,13.125525209866368,3.229404786119204,13.035133989820856,3.2772859748669747
149,11374,13.339734159120894,3.4242328805632383,13.126873109557256,3.2017750295821497
150,11408,12.586434825262074,3.21010744391819,13.127936530217992,3.235709543442839
151,11441,13.563621076424937,2.712578902444278,13.116747665456728,3.2423716077812967
152,11474,13.28954362774806,3.494944822058926,13.249636384820374,3.1945992735149407
153,11508,13.28954362774806,3.229404786119204,13.083673367091658,3.2452043924605514
154,11541,12.586434825262074,3.452855878916239,13.0157487288458,3.219778775447796
155,11574,12.968587199299066,3.229404786119204,12.982862927995033,3.3000809557413713
156,11608,13.339734159120894,3.1562168330412135,12.77110625665347,3.394700226782889
157,11641,11.990125178156433,3.4608196949172054,12.678839360659563,3.358155469167304
158,11674,13.066092534951025,3.185045668252144,12.663795136284426,3.382711197103209
159,11708,12.6263000904043,3.7056324838761725,12.690066769161707,3.38675786689949
160,11741,12.46936207983697,3.4608196949172054,12.675915673129122,3.3464001378418518
161,11774,12.74513610650203,3.185045668252144,12.75581195863153,3.2952657672853256
162,11808,13.066092534951025,3.185045668252144,12.933207684744819,3.2413385174970184
163,11841,12.849291285835221,3.237828499486284,12.85210979041275,3.292881784326485
164,11874,13.125525209866368,2.9615945754551376,12.973298086314031,3.2620706155203467
165,11908,13.066092534951025,3.452855878916239,12.994196175154368,3.2901388196090124
166,11941,12.849291285835221,3.5056387101503503,13.131828357388898,3.224618017480692
167,11974,12.849291285835221,3.5056387101503503,13.17458168907281,3.2149439045569332
168,12008,13.445117510963797,2.9615945754551376,13.136111661331743,3.204250674455959
169,12041,13.125525209866368,2.9615945754551376,13.049547904228312,3.242523912060034
170,12074,13.719194959640646,2.9323299157371707,12.968498135221454,3.3004564882312577
171,12108,12.373160034193376,3.750657335967219,12.928939652177927,3.4048259903395026
172,12141,12.373160034193376,3.5056387101503503,12.868865485183994,3.418910321831434
173,12174,12.849291285835221,3.750657335967219,12.78990384705773,3.5043750420274007
174,12208,12.849291285835221,3.750657335967219,12.74792358532741,3.5883837212646386
175,12241,13.125525209866368,3.206407364414048,12.755868531286879,3.547817143008618
176,12274,12.968587199299066,2.9615945754551376,13.020115824246531,3.4028140599728722
177,12308,12.849291285835221,3.750657335967219,13.089112801516382,3.3835669043370302
178,12341,12.74513610650203,3.697874504733136,13.015611478040652,3.3563079836806784
179,12374,13.351132811254331,3.0037971847312406,13.001305974556622,3.2816290203681944
180,12408,13.351132811254331,3.2488158105481375,12.941450565081169,3.3511394331274804
181,12441,12.649393958224522,3.4744234119360726,12.900267958762129,3.386999060048729
182,12474,12.557576665859983,3.2488158105481375,12.89612475477919,3.2323973344188732
183,12508,12.991662859837533,2.974315296621171,12.80344900681374,3.2803318429390957
184,12541,12.717162345910594,3.762015406409006,12.791725152131287,3.2739361022960454
185,12574,12.83207717978695,3.2216270209256095,12.808431995600367,3.21054143806058
186,12608,13.060275396610393,2.7461170797977275,12.928280928158276,3.1236866297927564
187,12641,12.763427746295378,3.466068927133392,13.052024905867277,3.092764484993811
188,12674,13.421835067886207,2.7019823022744163,13.041023554932787,3.0854179546751626
189,12708,12.763427746295378,3.2003459632591955,13.110024142599606,3.03113857886423
190,12741,13.355897097327386,2.9284122326678244,13.16096707627384,3.055513646542944
191,12774,13.355897097327386,3.1757239569722913,13.177148405438787,3.053943522634571
192,12808,12.763427746295378,3.2003459632591955,13.193662049394955,2.97667458121326
193,12841,13.355897097327386,2.9284122326678244,13.126189564203282,2.994106081130466
194,12874,13.261791407280214,2.7019823022744163,13.129271396036554,2.9332344989067303
195,12908,12.98945841293343,2.974315296621171,13.083471014965056,2.9300299529482796
196,12941,12.98945841293343,2.974315296621171,13.028365426315286,2.9597264881567202
197,12974,12.98945841293343,2.974315296621171,13.06681033321691,3.034156026411164
198,13008,13.035361476886749,3.1757239569722913,12.953392910135497,3.2000333877047673
199,13041,13.195405137492742,3.1757239569722913,13.091229317798426,3.154278534435579
200,13074,12.763427746295378,3.447657687563634,13.10630291731199,3.158482002963077
201,13108,13.355897097327386,3.1757239569722913,13.146614054154309,3.1731955053484704
202,13141,13.035361476886749,3.1757239569722913,13.188773054661382,3.148051468861495
203,13174,13.74102830896075,2.4339662547523915,13.180365786391633,3.1073869149435387
204,13208,12.539540828991335,3.6715446048676768,13.186144962602205,3.1324066384716778
205,13241,13.355897097327386,3.1757239569722913,13.048470680517145,3.2579394090937717
206,13274,13.035361476886749,3.1757239569722913,12.870994848642944,3.387819377583627
207,13308,12.763427746295378,3.447657687563634,12.80664323330728,3.430279209267244
208,13341,12.763427746295378,3.7135455591200923,12.774914640853789,3.4663356493173705
209,13374,12.170610287929264,3.721735136240511,12.876838296413705,3.3088992056866178
210,13408,13.149502073539423,2.974315296621171,12.821124314193957,3.3115627914845427
211,13441,13.149502073539423,2.974315296621171,12.826826782509904,3.2933380242209305
212,13474,13.149502073539423,3.2400382604953393,12.932840900571026,3.215329704686302
213,13508,12.763427746295378,3.2003459632591955,12.975615077310273,3.186564876381149
214,13541,12.763427746295378,3.447657687563634,13.008186960304274,3.2406243831524404
215,13574,12.763427746295378,3.447657687563634,12.914507007512091,3.361585992443017
216,13608,13.355897097327386,3.1757239569722913,12.930946019963363,3.4223822949514684
217,13641,12.763427746295378,3.447657687563634,12.897429540447899,3.4033461479561264
218,13674,12.92347140690137,3.447657687563634,12.890568487739978,3.3799572002653746
219,13708,12.92347140690137,3.447657687563634,12.814648095387248,3.4119923172749043
220,13741,12.763427746295378,3.466068927133392,12.753410339983386,3.441732953249574
221,13774,12.444687736606113,3.2003459632591955,12.723336053685443,3.431944844622169
222,13808,12.763427746295378,3.447657687563634,12.792417640829315,3.3603157224508897
223,13841,12.763427746295378,3.7135455591200923,12.799072551133545,3.3512119365615174
224,13874,13.035361476886749,3.1757239569722913,12.840173964424636,3.397928289656103
225,13908,13.035361476886749,3.1757239569722913,12.889847523814293,3.464817755541923
226,13941,12.763427746295378,3.447657687563634,12.864329999870343,3.509090528000302
227,13974,12.763427746295378,3.7135455591200923,12.803799043246936,3.4359644388510233
228,14008,12.763427746295378,3.7135455591200923,12.708254653944074,3.4170958071521462
229,14041,12.606046513148897,3.447657687563634,12.60513069851442,3.48193380661256
230,14074,12.444687736606113,3.2003459632591955,12.559508509572456,3.539214680835617
231,14108,12.763427746295378,3.2003459632591955,12.625340378208513,3.4748550596687537
232,14141,12.444687736606113,3.7135455591200923,12.67090103107354,3.487819469937786
233,14174,12.763427746295378,3.7135455591200923,12.757956579339822,3.538385857576631
234,14208,12.92347140690137,3.7135455591200923,12.882816069298215,3.503074642367212
235,14241,13.195405137492742,3.1757239569722913,12.985843745901573,3.5443250947657683
236,14274,12.92347140690137,3.7135455591200923,13.079167267043712,3.444950584907289
237,14308,13.149502073539423,3.2400382604953393,13.154614355244824,3.346120342424178
238,14341,13.149502073539423,2.974315296621171,13.117826079897602,3.2780309799302323
239,14374,13.086243069894522,3.7135455591200923,13.028833440530668,3.2389836905021543
240,14408,13.149502073539423,2.974315296621171,12.968826247344655,3.281473517288639
241,14441,12.763427746295378,3.466068927133392,12.97465048060095,3.313729359078922
242,14474,12.763427746295378,3.2003459632591955,12.893241415655938,3.4719482693209014
243,14508,12.763427746295378,3.466068927133392,12.851201657419308,3.48611689719549
244,14541,13.083963366736015,3.7135455591200923,12.824000998025646,3.417879969967612
245,14574,12.92347140690137,3.7135455591200923,12.744184964698645,3.504425519744404
246,14608,12.606046513148897,3.447657687563634,12.829439895183977,3.4527500737600074
247,14641,12.83207717978695,2.974315296621171,12.830620270924307,3.5545361819720993
248,14674,12.763427746295378,3.466068927133392,12.889491064433997,3.4756346366779227
249,14708,12.763427746295378,3.7135455591200923,13.029737259109513,3.331854343127204
250,14741,13.514598378567285,3.441611828528721,13.092937346317287,3.3227666663816553
251,14774,12.92347140690137,3.7135455591200923,13.12454911615208,3.3801131723475963
252,14808,13.421835067886207,2.7019823022744163,12.998073684254987,3.4703130171780603
253,14841,13.195405137492742,3.1757239569722913,12.952948118731866,3.434910910909209
254,14874,12.220800819302099,3.937432476424135,12.81263102394345,3.4362712368747856
255,14908,12.606046513148897,3.7135455591200923,12.618096863075369,3.54859073033034
256,14941,12.444687736606113,3.7135455591200923,12.60158001385142,3.666717263197034
257,14974,13.035361476886749,3.441611828528721,12.615562857734727,3.7730831752935874
258,15008,12.444687736606113,3.7135455591200923,12.737200026325386,3.750129006904818
259,15041,12.763427746295378,3.9771359163198383,12.869168077789745,3.748871052733846
260,15074,13.149502073539423,3.751105249681814,12.907967023619594,3.7319140499093972
261,15108,13.149502073539423,3.4875148924820394,12.914371220599055,3.7261170259198773
262,15141,12.763427746295378,3.9771359163198383,12.891051331971546,3.6854711046955226
263,15174,12.763427746295378,3.7135455591200923,12.960413145503374,3.6294504330310633
264,15208,13.035361476886749,3.1757239569722913,12.977332429955881,3.5626068212794637
265,15241,12.763427746295378,3.7135455591200923,12.946843724616798,3.6111115434390255
266,15274,13.149502073539423,3.4875148924820394,13.02500532845675,3.5643649085947207
267,15308,13.149502073539423,3.751105249681814,13.07055420469954,3.500380306478151
268,15341,13.149502073539423,3.4875148924820394,12.968458010548014,3.5626870463278717
269,15374,12.763427746295378,3.7135455591200923,12.892889853558579,3.5862654958116433
270,15408,13.035361476886749,3.1757239569722913,12.843849733731236,3.5147151973265878
271,15441,12.444687736606113,3.7135455591200923,12.773921319759747,3.56660304887658
272,15474,12.444687736606113,3.7135455591200923,12.727637099512798,3.5929381627074006
273,15508,13.035361476886749,3.441611828528721,12.639461438814267,3.6861520869287423
274,15541,12.763427746295378,3.7135455591200923,12.686916414545667,3.694924017489452
275,15574,12.763427746295378,3.9771359163198383,12.679242281309765,3.741733456349178
276,15608,12.444687736606113,3.7135455591200923,12.681441429332626,3.7555627337073174
277,15641,12.444687736606113,3.7135455591200923,12.69729947655508,3.6417344323861585
278,15674,13.035361476886749,3.441611828528721,12.557907235608958,3.6464651714730527
279,15708,12.444687736606113,3.7135455591200923,12.507582866790754,3.6183567556851246
280,15741,12.444687736606113,3.7135455591200923,12.530303304336968,3.6116599196967276
281,15774,12.83207717978695,2.974315296621171,12.608600725124592,3.619053434271285
282,15808,12.057641833592811,4.187206634346666,12.687347134779337,3.5414155607809885
283,15841,12.81106234907935,3.6496509042066805,12.767915865801541,3.5198355938780614
284,15874,13.195405137492742,3.425351776399282,12.897885521059436,3.437669158600266
285,15908,13.035361476886749,3.1757239569722913,12.889415848894172,3.425480457257226
286,15941,13.035361476886749,3.1757239569722913,12.829435942857366,3.505581758790739
287,15974,12.81106234907935,3.6496509042066805,12.866853228850541,3.37448802511527
288,16008,12.444687736606113,3.447657687563634,12.748802644852546,3.4706767101456775
289,16041,12.444687736606113,3.7135455591200923,12.660816745511273,3.561997808885748
290,16074,12.763427746295378,3.7135455591200923,12.660222947171782,3.5993466258648485
291,16108,13.035361476886749,3.1757239569722913,12.714768708149034,3.554412940168013
292,16141,12.763427746295378,3.7135455591200923,12.870403495246896,3.4253249270821478
293,16174,12.763427746295378,3.447657687563634,12.980825682112608,3.3639566760623323
294,16208,13.035361476886749,3.1757239569722913,13.018470143811268,3.2923995142681823
295,16241,13.195405137492742,3.1757239569722913,12.993531768050588,3.3068239927767964
296,16274,13.195405137492742,3.1757239569722913,13.019614141175907,3.316951950423479
297,16308,12.763427746295378,3.447657687563634,12.994649849649377,3.290003391353649
298,16341,12.92347140690137,3.447657687563634,12.964184436654499,3.3396539159736607
299,16374,12.92347140690137,3.447657687563634,12.944368613825937,3.356441041762113
300,16408,13.035361476886749,3.1757239569722913,12.900801388876987,3.3525108576714193
301,16441,12.606046513148897,3.447657687563634,12.935027064621375,3.3001482534353554
302,16474,13.149502073539423,3.2400382604953393,12.882007318218356,3.336372302155403
303,16508,12.98945841293343,3.2400382604953393,12.785929142731641,3.3756767676092654
304,16541,12.601588391502673,3.466068927133392,12.716991044450854,3.445444641160079
305,16574,12.763427746295378,3.466068927133392,12.679074332459406,3.539478070324009
306,16608,12.170610287929264,3.987623007796941,12.66908680451142,3.5717768195332993
307,16641,12.763427746295378,3.447657687563634,12.5412818826727,3.680925856824909
308,16674,12.763427746295378,3.7135455591200923,12.612161161392887,3.740809833056797
309,16708,12.763427746295378,3.7135455591200923,12.708565933786435,3.757461334818851
310,16741,12.601588391502673,3.7135455591200923,12.743863612272696,3.768945054331202
311,16774,12.601588391502673,3.9771359163198383,12.812576529909634,3.7871531292383818
312,16808,13.261791407280214,3.7286702332350217,12.894463787426862,3.7411786171075345
313,16841,12.779892411881633,3.7286702332350217,12.893621796018419,3.7219715738478385
314,16874,12.779892411881633,3.7286702332350217,12.88315213550689,3.723459087164003
315,16908,13.050071298388104,3.710690176963624,12.908423925516278,3.7187634285764846
316,16941,13.2790177089162,3.229544936200483,12.972496728184986,3.6413720112023644
317,16974,12.295377820999278,4.242365009643834,12.930723445921494,3.7182651069988135
318,17008,13.008476478752414,3.7614994994971767,12.98578498983354,3.8032531693346794
319,17041,13.2790177089162,3.7432397126092667,12.966045674833708,3.8533623062676785
320,17074,13.2790177089162,3.7432397126092667,12.915512749590537,3.9964059353084904
321,17108,12.690244568090662,4.527599663661505,12.968945884133724,4.179404208231819
322,17141,13.062880791932173,4.245610784102894,13.162850962826212,4.207608743559394
323,17174,13.130251234593857,4.308664916524862,13.288803239534934,4.528012927963289
324,17208,13.504076339102596,5.067513345741361,13.593150190628922,4.893362888115238
325,17241,14.205340211147927,5.090702785229041,14.07108922560397,5.356026861540746
326,17274,14.659087838726009,5.356871764156637,14.682086064344976,5.750071266739001
327,17308,15.232630276457883,6.694918485850621,15.31470273159362,6.206149981823352
328,17341,15.908106711730625,6.829257614910347,15.863178849817322,6.644008373544528
329,17374,16.46257929952884,7.168356567196156,16.395281617459304,6.972564413423099
330,17408,16.932690101583546,6.889828173892198,16.774463363123072,7.292030434047102
331,17441,17.318609016688754,7.307352906901173,17.16001683909649,7.4409739558370145
332,17474,17.011699121342673,7.798460145679627,17.397058381981754,7.515714017539958
333,17508,17.826520937780572,7.590500292759685,17.604987812795642,7.574433543067586
334,17541,17.55307821358997,7.662457910256933,17.777281618064638,7.63576118188824
335,17574,18.138082155597317,7.573690712095043,17.869176311376926,7.722759300516959
336,17608,17.83019377837624,7.876652950565358,18.050887954905207,7.6676923533118355
337,17641,18.336422898215858,7.37042383072577,18.143898498969854,7.67486313789346
338,17674,18.167767990857556,7.9542383724914885,18.187680524859744,7.782549023016022
339,17708,18.1377802524689,7.8597220551527585,18.332107642040743,7.856504329392749
340,17741,18.702162749406057,7.782566818948794,18.44261013003034,7.988231501834238
341,17774,18.112144745980004,8.372613318819418,18.554056499204343,8.18802570116547
342,17808,18.925830605908544,8.351564783332748,18.54956308077727,8.42636944344395
343,17841,18.904096677244468,8.376046495870725,18.790085808068678,8.480881596485933
344,17874,18.904096677244468,8.860467649796561,18.949672545126347,8.596031310298773
345,17908,18.70236832722364,9.031656552866139,19.1187462503005,8.75485994497733
346,17941,19.209882906503566,8.665025733329713,19.397179617535862,8.88668108605491
347,17974,20.2246309308091,8.641454307101839,19.496033996143076,9.148484833801103
348,18008,19.410698563552074,9.436871025557139,19.669396009879186,9.429382280941681
349,18041,20.00656021260548,9.942219794803492,19.91132002515595,9.680584950059144
350,18074,20.017302745540604,10.046771792476136,20.019350595734227,9.998577657974748
351,18108,19.788839569634092,10.445373657776685,20.145482652042958,10.209901993802601
352,18141,20.296849451146613,10.41114500027632,20.140403426519768,10.440250668190615
353,18174,20.59309256089773,10.436537384968346,20.327759219911698,10.534439608247764
354,18208,20.08102872147984,10.585893521668396,20.3513452690814,10.60207908572642
355,18241,20.894047555899647,10.399836163926523,20.473743860403832,10.868919205027831
356,18274,20.075217004225863,11.517274558710938,20.618726812383933,11.040510627120502
357,18308,20.887971382757627,11.05567277845148,20.70968708043308,11.197853928905875
358,18341,20.677055994454747,11.381101793229192,20.79842338738324,11.449776849926149
359,18374,21.19082038663575,12.170719893933807,20.972519700602916,11.590035055057747
360,18408,21.186056939077076,11.199100444746165,21.08991391082843,11.767029171702696
361,18441,21.186056939077076,11.661718949311478,21.258682907728385,11.783462886524402
362,18474,21.186056939077076,12.32028735715889,21.35088279653349,11.872110400402688
363,18508,21.693272154658388,11.682204381418217,21.565567360965304,11.931995332623218
