Frame,Time(ms),∠ABC,∠BCD
151,11464,166.43637892357506,177.2874210975558
152,11497,166.7104563722519,176.50505517794102
153,11531,166.7104563722519,176.77059521388068
154,11564,167.41356517473793,176.5471441210839
155,11597,167.03141280070096,176.77059521388068
156,11631,166.66026584087908,176.84378316695876
157,11664,168.00987482184362,176.53918030508297
158,11697,166.93390746504897,176.8149543317479
159,11731,167.37369990959573,176.29436751612388
160,11764,167.5306379201631,176.53918030508297
161,11797,167.25486389349797,176.8149543317479
162,11831,166.93390746504897,176.8149543317479
163,11864,167.15070871416475,176.76217150051377
164,11897,166.8744747901336,177.0384054245448
165,11931,166.93390746504897,176.5471441210839
166,11964,167.15070871416475,176.49436128984973
167,11997,167.15070871416475,176.49436128984973
168,12031,166.5548824890362,177.0384054245448
169,12064,166.8744747901336,177.0384054245448
170,12097,166.28080504035935,177.06767008426294
171,12131,167.62683996580665,176.24934266403267
172,12164,167.62683996580665,176.49436128984973
173,12197,167.15070871416475,176.24934266403267
174,12231,167.15070871416475,176.24934266403267
175,12264,166.8744747901336,176.7935926355859
176,12297,167.03141280070096,177.0384054245448
177,12331,167.15070871416475,176.24934266403267
178,12364,167.25486389349797,176.30212549526692
179,12397,166.6488671887457,176.99620281526882
180,12431,166.6488671887457,176.75118418945192
181,12464,167.35060604177545,176.52557658806393
182,12497,167.44242333414005,176.75118418945192
183,12531,167.00833714016244,177.02568470337863
184,12564,167.28283765408943,176.23798459359102
185,12597,167.16792282021305,176.7783729790743
186,12631,166.9397246033896,177.2538829202022
187,12664,167.23657225370465,176.53393107286658
188,12697,166.5781649321138,177.29801769772553
189,12731,167.23657225370465,176.7996540367408
190,12764,166.6441029026726,177.07158776733215
191,12797,166.6441029026726,176.82427604302757
192,12831,167.23657225370465,176.7996540367408
193,12864,166.6441029026726,177.07158776733215
194,12897,166.73820859271984,177.29801769772553
195,12931,167.0105415870666,177.02568470337863
196,12964,167.0105415870666,177.02568470337863
197,12997,167.0105415870666,177.02568470337863
198,13031,166.96463852311325,176.82427604302757
199,13064,166.80459486250723,176.82427604302757
200,13097,167.23657225370465,176.5523423124364
201,13131,166.6441029026726,176.82427604302757
202,13164,166.96463852311325,176.82427604302757
203,13197,166.25897169103928,177.5660337452476
204,13231,167.46045917100867,176.3284553951322
205,13264,166.6441029026726,176.82427604302757
206,13297,166.96463852311325,176.82427604302757
207,13331,167.23657225370465,176.5523423124364
208,13364,167.23657225370465,176.2864544408799
209,13397,167.82938971207076,176.27826486375943
210,13431,166.85049792646052,177.02568470337863
211,13464,166.85049792646052,177.02568470337863
212,13497,166.85049792646052,176.75996173950452
213,13531,167.23657225370465,176.7996540367408
214,13564,167.23657225370465,176.5523423124364
215,13597,167.23657225370465,176.5523423124364
216,13631,166.6441029026726,176.82427604302757
217,13664,167.23657225370465,176.5523423124364
218,13697,167.0765285930986,176.5523423124364
219,13731,167.0765285930986,176.5523423124364
220,13764,167.23657225370465,176.53393107286658
221,13797,167.55531226339392,176.7996540367408
222,13831,167.23657225370465,176.5523423124364
223,13864,167.23657225370465,176.2864544408799
224,13897,166.96463852311325,176.82427604302757
225,13931,166.96463852311325,176.82427604302757
226,13964,167.23657225370465,176.5523423124364
227,13997,167.23657225370465,176.2864544408799
228,14031,167.23657225370465,176.2864544408799
229,14064,167.3939534868511,176.5523423124364
230,14097,167.55531226339392,176.7996540367408
231,14131,167.23657225370465,176.7996540367408
232,14164,167.55531226339392,176.2864544408799
233,14197,167.23657225370465,176.2864544408799
234,14231,167.0765285930986,176.2864544408799
235,14264,166.80459486250723,176.82427604302757
236,14297,167.0765285930986,176.2864544408799
237,14331,166.85049792646052,176.75996173950452
238,14364,166.85049792646052,177.02568470337863
239,14397,166.91375693010554,176.2864544408799
240,14431,166.85049792646052,177.02568470337863
241,14464,167.23657225370465,176.53393107286658
242,14497,167.23657225370465,176.7996540367408
243,14531,167.23657225370465,176.53393107286658
244,14564,166.91603663326404,176.2864544408799
245,14597,167.0765285930986,176.2864544408799
246,14631,167.3939534868511,176.5523423124364
247,14664,167.16792282021305,177.02568470337863
248,14697,167.23657225370465,176.53393107286658
249,14731,167.23657225370465,176.2864544408799
250,14764,166.48540162143271,176.55838817147128
251,14797,167.0765285930986,176.2864544408799
252,14831,166.5781649321138,177.29801769772553
253,14864,166.80459486250723,176.82427604302757
254,14897,167.77919918069793,176.06256752357584
255,14931,167.3939534868511,176.2864544408799
256,14964,167.55531226339392,176.2864544408799
257,14997,166.96463852311325,176.55838817147128
258,15031,167.55531226339392,176.2864544408799
259,15064,167.23657225370465,176.02286408368025
260,15097,166.85049792646052,176.24889475031807
261,15131,166.85049792646052,176.51248510751785
262,15164,167.23657225370465,176.02286408368025
263,15197,167.23657225370465,176.2864544408799
264,15231,166.96463852311325,176.82427604302757
265,15264,167.23657225370465,176.2864544408799
266,15297,166.85049792646052,176.51248510751785
267,15331,166.85049792646052,176.24889475031807
268,15364,166.85049792646052,176.51248510751785
269,15397,167.23657225370465,176.2864544408799
270,15431,166.96463852311325,176.82427604302757
271,15464,167.55531226339392,176.2864544408799
272,15497,167.55531226339392,176.2864544408799
273,15531,166.96463852311325,176.55838817147128
274,15564,167.23657225370465,176.2864544408799
275,15597,167.23657225370465,176.02286408368025
276,15631,167.55531226339392,176.2864544408799
277,15664,167.55531226339392,176.2864544408799
278,15697,166.96463852311325,176.55838817147128
279,15731,167.55531226339392,176.2864544408799
280,15764,167.55531226339392,176.2864544408799
281,15797,167.16792282021305,177.02568470337863
282,15831,167.9423581664072,175.81279336565325
283,15864,167.18893765092068,176.3503490957933
284,15897,166.80459486250723,176.57464822360063
285,15931,166.96463852311325,176.82427604302757
286,15964,166.96463852311325,176.82427604302757
287,15997,167.18893765092068,176.3503490957933
288,16031,167.55531226339392,176.5523423124364
289,16064,167.55531226339392,176.2864544408799
290,16097,167.23657225370465,176.2864544408799
291,16131,166.96463852311325,176.82427604302757
292,16164,167.23657225370465,176.2864544408799
293,16197,167.23657225370465,176.5523423124364
294,16231,166.96463852311325,176.82427604302757
295,16264,166.80459486250723,176.82427604302757
296,16297,166.80459486250723,176.82427604302757
297,16331,167.23657225370465,176.5523423124364
298,16364,167.0765285930986,176.5523423124364
299,16397,167.0765285930986,176.5523423124364
300,16431,166.96463852311325,176.82427604302757
301,16464,167.3939534868511,176.5523423124364
302,16497,166.85049792646052,176.75996173950452
303,16531,167.0105415870666,176.75996173950452
304,16564,167.39841160849736,176.53393107286658
305,16597,167.23657225370465,176.53393107286658
306,16631,167.82938971207076,176.01237699220297
307,16664,167.23657225370465,176.5523423124364
308,16697,167.23657225370465,176.2864544408799
309,16731,167.23657225370465,176.2864544408799
310,16764,167.39841160849736,176.2864544408799
311,16797,167.39841160849736,176.02286408368025
312,16831,166.73820859271984,176.2713297667649
313,16864,167.2201075881184,176.2713297667649
314,16897,167.2201075881184,176.2713297667649
315,16931,166.94992870161192,176.28930982303623
316,16964,166.72098229108383,176.7704550637995
317,16997,167.70462217900072,175.7576349903561
318,17031,166.9915235212476,176.2385005005027
319,17064,166.72098229108383,176.25676028739065
320,17097,166.72098229108383,176.25676028739065
321,17131,167.30975543190934,175.47240033633844
322,17164,166.93711920806783,175.75438921589713
323,17197,166.86974876540614,175.69133508347505
324,17231,166.49592366089743,174.9324866542587
325,17264,165.79465978885207,174.90929721477104
326,17297,165.34091216127402,174.6431282358434
327,17331,164.7673697235421,173.30508151414938
328,17364,164.09189328826938,173.1707423850897
329,17397,163.53742070047116,172.83164343280387
330,17431,163.06730989841645,173.11017182610786
331,17464,162.68139098331127,172.69264709309883
332,17497,162.98830087865733,172.20153985432037
333,17531,162.17347906221943,172.4094997072403
334,17564,162.44692178641003,172.3375420897431
335,17597,161.86191784440268,172.42630928790493
336,17631,162.16980622162376,172.12334704943467
337,17664,161.66357710178414,172.6295761692743
338,17697,161.83223200914242,172.0457616275086
339,17731,161.86221974753107,172.1402779448472
340,17764,161.29783725059394,172.2174331810512
341,17797,161.88785525402,171.62738668118064
342,17831,161.07416939409143,171.64843521666722
343,17864,161.09590332275556,171.62395350412928
344,17897,161.09590332275556,171.13953235020344
345,17931,161.29763167277636,170.96834344713386
346,17964,160.79011709349643,171.3349742666703
347,17997,159.7753690691909,171.35854569289816
348,18031,160.5893014364479,170.5631289744429
349,18064,159.99343978739452,170.0577802051965
350,18097,159.9826972544594,169.9532282075239
351,18131,160.2111604303659,169.55462634222337
352,18164,159.70315054885336,169.5888549997237
353,18197,159.40690743910227,169.56346261503163
354,18231,159.91897127852013,169.41410647833158
355,18264,159.10595244410035,169.6001638360735
356,18297,159.9247829957741,168.4827254412891
357,18331,159.11202861724234,168.94432722154852
358,18364,159.32294400554528,168.61889820677084
359,18397,158.80917961336425,167.8292801060662
360,18431,158.81394306092292,168.80089955525386
361,18464,158.81394306092292,168.33828105068852
362,18497,158.81394306092292,167.67971264284114
363,18531,158.3067278453416,168.3177956185818
364,18564,158.21537776660278,167.72763967854902
365,18597,158.21316543392805,168.16210149484115
366,18631,157.4021295919591,167.8766569718359
367,18664,157.18347109994863,167.39706781689824
368,18697,156.89099113037125,167.5673078178423
369,18731,156.57779961429944,167.42896190364428
370,18764,156.56474455188703,167.0701898268008
371,18797,156.2886980159513,167.2594246420262
372,18831,155.97243683288664,166.10938294509882
373,18864,155.33369841667692,165.52755909273685
374,18897,154.74459917852488,165.13865774450534
375,18931,153.8351137575469,164.84338651756931
376,18964,153.48108952582774,165.07956704362527
377,18997,153.14847231264497,164.36847622874643
378,19031,153.14847231264497,163.95281860724384
379,19064,152.12058288837264,164.51902706003142
380,19097,152.5678045000486,163.75548164185693
381,19131,151.9763436917099,163.72696234067323
382,19164,151.13921807219657,164.21277429027123
383,19197,151.1011296341738,163.49588779497134
384,19231,151.06075475522587,163.28286299698206
385,19264,150.32812741027703,162.85864528858397
386,19297,150.25418565341346,162.98936139963908
387,19331,149.85049421845397,162.95330052561744
388,19364,149.89631087132835,162.75544152168652
389,19397,148.89163836791587,162.7320673156979
390,19431,149.428881953691,162.37696463292366
391,19464,148.70385626492157,162.16147236134205
392,19497,149.12673889933106,161.80197293110277
393,19531,148.16575382515856,162.1610943603385
394,19564,148.2405199151872,161.565051177078
395,19597,147.3225650833389,161.8158168032519
396,19631,147.56893079748994,161.45780675034965
397,19664,147.09173083819843,160.86159127971536
398,19697,146.2865331296955,161.22679146681503
399,19731,146.16713599090798,160.5429927310152
400,19764,145.32822203127523,160.2828687400493
401,19797,144.6792684620802,160.25316339457387
402,19831,144.3041787010592,159.52449340368474
403,19864,144.47079165061183,159.50087147589107
404,19897,143.55043366541955,159.16566464604458
405,19931,144.0933338369755,158.81024191170286
406,19964,143.46248893434554,159.18884287381718
407,19997,143.1718327033052,158.83406087577777
408,20031,143.3400046835693,158.86358926738328
409,20064,143.08277283263536,158.80333639265794
410,20097,143.08277283263536,158.09294495121085
411,20131,142.3323941695929,157.779702971886
412,20164,142.66319041885808,156.99242686828168
413,20197,141.8984423385869,157.75717494855283
414,20231,141.26268027030886,157.43616753539857
415,20264,142.18946601745915,156.27210346282814
416,20297,140.94787146291975,156.6195724321441
417,20331,141.12970425026066,156.3393879868621
418,20364,140.70439077001276,155.93979361958552
419,20397,140.38265964034807,156.2615247492502
420,20431,140.12857802645684,155.47139815807614
421,20464,140.38265964034807,155.47139815807614
422,20497,140.08604219201956,155.12258012612324
423,20531,139.83236910220134,155.12258012612324
424,20564,139.44223673488767,155.06691999678736
425,20597,139.80169511407482,155.0036705418557
426,20631,139.14340702831535,154.617215940387
427,20664,139.69590982470592,153.81381801375147
428,20697,139.11187841518432,153.9040213208178
429,20731,138.75241827673182,153.85632485183973
430,20764,138.71743101117582,154.1901418239681
431,20797,138.36060684955632,153.78942590730605
432,20831,138.61384026148855,153.32691880201082
433,20864,137.96800690518472,153.3713348347717
434,20897,138.17983011986425,152.8981284624236
435,20931,137.43381366259112,152.528105991289
436,20964,136.98750655939708,152.1112915206845
437,20997,136.44576663251684,151.74945229432433
438,21031,135.1727071770371,150.85192815428695
439,21064,133.8962475961278,150.28160773469483
440,21097,133.75532489591563,149.02909891038348
441,21131,133.10500653316913,149.59356390711184
442,21164,133.10500653316913,149.59356390711184
443,21197,133.051969151767,148.60547638808782
444,21231,131.99287705717285,149.0819703373187
445,21264,132.25422051227517,148.57788700992603
446,21297,131.8479968713976,148.47767348756398
447,21331,131.8479968713976,147.96894564139987
448,21364,131.7058031781307,148.18178295657498
449,21397,131.3358156792593,147.9553192812658
450,21431,131.49198973682252,147.84968044120228
451,21464,131.46118856812294,147.6486774321835
452,21497,130.670757137997,147.84610318492918
453,21531,130.4053155516819,146.58004816558903
454,21564,129.84908201155463,146.8283452860785
455,21597,129.16574186535144,146.47519411475224
456,21631,128.61713636585694,145.45510084414718
457,21664,128.0712663581981,144.69780603128626
458,21697,127.25402860839218,144.74231518879577
459,21731,126.80198279706634,144.3832780215561
460,21764,126.68518491235913,144.26415016573657
461,21797,126.91372408771441,143.7823980364316
462,21831,126.20810432338317,143.39348336888318
463,21864,125.44237866653913,142.83926333180545
464,21897,125.25503416656159,142.2447645152918
465,21931,125.25503416656159,141.97345635168637
466,21964,123.68273892980275,142.2018745384822
467,21997,123.72028164782971,141.6730400118836
468,22031,123.23504230237036,141.62542654040115
469,22064,122.12523222866712,141.9094807401729
470,22097,122.01257170761103,141.1991562658069
471,22131,122.08983868421869,140.92509316153763
472,22164,121.18376846707021,141.00449502773404
473,22197,121.76252355597784,140.7025702999638
474,22231,121.4716845336273,140.1702470226727
475,22264,120.55596427550779,140.5550932460677
476,22297,120.54727618587981,140.01598428506912
477,22331,120.72838726662354,140.12275974758265
478,22364,120.03279736349931,140.2158639159054
479,22397,119.45070671163246,139.9193812865685
480,22431,119.1117227049487,140.3918954940458
481,22464,118.87369446368987,139.54833319307943
482,22497,118.88397920001347,139.7149371166937
483,22531,119.4580888341359,139.43447050610123
484,22564,118.11147727104526,140.24198353998892
485,22597,118.65286034128589,138.86155795085358
486,22631,119.10391501781663,139.3141555981624
487,22664,118.84864225864506,138.99890100659434
488,22697,118.44546805683275,139.07348077799682
489,22731,118.7445917667864,138.88034395771945
490,22764,117.64483675296923,139.87411208186037
491,22797,118.04419097938404,138.95204717733588
492,22831,117.9099461534117,139.96503728473493
493,22864,117.9099461534117,139.96503728473493
494,22897,117.63049584798138,140.51482839500673
495,22931,118.35160578239847,139.4924388125626
496,22964,117.6531440803936,139.89226549992074
497,22997,118.05297076775173,139.30276025307793
498,23031,117.34859596675412,139.49004028289818
499,23064,117.34859596675412,139.49004028289818
500,23097,117.88558358033532,139.74757105909316
501,23131,117.5923688844196,139.74757105909316
502,23164,118.13170863393496,139.48181071513363
503,23197,117.84181008934492,139.20771606922446
504,23231,118.11144276052231,139.78292995106912
505,23264,117.96846510175149,139.52304175323545
506,23297,118.24498429115722,139.84832255627617
507,23331,118.90693340452607,139.1110521010595
508,23364,119.0569161841214,139.5617226091204
509,23397,118.7458565198171,139.35094816837193
510,23431,119.39788277481989,138.73625746184976
511,23464,119.63391478717664,139.26718596318108
512,23497,119.58239529115784,139.59351845728784
513,23531,119.42154264453077,140.02575330757307
514,23564,120.33726290265028,139.86418003326463
515,23597,120.27280474780305,140.20009548046195
516,23631,120.40574369568724,140.3272633288481
517,23664,120.54274905762894,140.2195830298082
518,23697,121.0146107608908,140.02320557131023
519,23731,121.8863787311544,139.4240545988382
520,23764,121.42211299007394,140.67924971638496
521,23797,121.34287775748639,140.4837744224695
522,23831,121.82424368921461,140.53369133144844
523,23864,122.45347560015988,141.26499150575424
524,23897,123.04299277831501,141.19403800568537
525,23931,124.32662565188808,140.44223480174583
526,23964,123.79427600476477,141.50704347793578
527,23997,125.28487548781679,141.34697040625636
528,24031,125.58441358889331,141.28190340703978
529,24064,125.36349915881637,142.0428129913693
530,24097,126.28142034212624,141.61367787657676
531,24131,126.4297772104805,142.2654468998391
532,24164,126.58125070411543,142.66915182042317
533,24197,127.41735154245316,142.36309578323707
534,24231,127.28527784672656,142.46973764148916
535,24264,127.6881631887598,143.12271772190738
536,24297,128.49449289446167,143.1375122949304
537,24331,128.9999974076873,143.38077700096065
538,24364,128.6936479273018,143.62412821565636
539,24397,130.1059715198563,143.6526214358418
540,24431,130.26206960036106,144.29324233714172
541,24464,130.75733125871162,144.21591488380858
542,24497,131.22050686468876,144.95508064100989
543,24531,132.26108637131352,144.98685107266056
544,24564,132.17903339572874,145.0999325744999
545,24597,132.6386253418244,145.03312055433116
546,24631,132.99814918822636,144.8082516410094
547,24664,133.3373994158217,146.11217943493878
548,24697,133.19189336145888,146.5497579360156
549,24731,133.93574104740645,146.3078146176796
550,24764,134.32583165460443,146.41685370832428
551,24797,134.66731856737167,146.40655258397243
552,24831,134.43375287035818,147.23686807023043
553,24864,134.5149386767095,147.68060090093007
554,24897,134.8199869223833,147.83600321830775
555,24931,135.02756813556934,147.885395845544
556,24964,135.64606846111644,148.17225764516388
557,24997,135.80160797765635,147.93271076249988
558,25031,135.8223709799982,148.28555938141034
559,25064,136.58658346362913,148.0033114636726
560,25097,135.97693001943824,149.06969108789406
561,25131,136.9674020299193,148.307185166957
562,25164,137.11128043316094,149.0620504384115
563,25197,137.11935515230488,149.22500663176646
564,25231,137.12016243445456,149.1374726550226
565,25264,137.65082252702814,149.1614678420285
566,25297,138.32337651035246,148.878844850634
567,25331,138.02786494377455,149.9535647531895
568,25364,138.40389046334656,149.92904267349087
569,25397,139.37833176109783,149.64543974462714
570,25431,139.44507276504623,149.73403571112297
571,25464,140.1228213712328,150.06713350141342
572,25497,139.5035552753266,150.50985928245072
573,25531,139.96247653538046,150.8611465620783
574,25564,140.33182782176345,150.4917952756953
575,25597,140.33182782176345,150.94232093825136
576,25631,140.50803421596956,150.84826432803445
577,25664,140.42588443198034,151.29470984085424
578,25697,140.33182782176345,151.6537405415806
579,25731,140.69997625445012,150.9293119460006
580,25764,140.57383999233753,151.278559494952
581,25797,140.57383999233753,151.6338776035591
582,25831,140.57383999233753,151.9902717009877
583,25864,140.84448288529003,151.63456420283194
584,25897,141.21015303008082,152.069883131769
585,25931,141.61536862430336,152.76469398112417
586,25964,141.98191504783657,152.03983404914067
587,25997,141.98191504783657,152.7574008416359
588,26031,141.98191504783657,152.7574008416359
589,26064,141.93764774774922,152.4971037913746
590,26097,141.93764774774922,152.7861150299182
591,26131,142.0425758043169,152.82261118715599
592,26164,142.0425758043169,153.5412206821331
593,26197,142.40645720817557,153.17733927827442
594,26231,143.0189444820596,152.4989569448718
595,26264,142.5489196402301,153.1753755712902
596,26297,142.5489196402301,153.1753755712902
597,26331,142.5489196402301,153.1753755712902
598,26364,143.13010235415598,152.87713448070986
599,26397,142.9632103412711,153.42623198448126
600,26431,142.20220461178766,153.23628559113482
601,26464,142.91004887364622,153.17559587752746
602,26497,143.54723194182603,153.42515132310078
603,26531,143.3843821810832,152.76195228369787
604,26564,143.26977084249185,152.81587390868182
605,26597,142.91004887364622,153.23628559113482
606,26631,143.32641168554625,153.483628318017
607,26664,142.38700489864604,153.59619355533832
608,26697,142.38700489864604,153.53771656042213
609,26731,143.0520474390497,153.1779945915765
610,26764,143.0520474390497,153.1779945915765
611,26797,143.0520474390497,153.2364715864927
612,26831,143.26977084249185,153.54085986858607
613,26864,143.3843821810832,153.48249897041524
614,26897,142.96364325485465,153.9584533567078
615,26931,143.26977084249185,153.9584533567078
616,26964,143.62806556518038,153.60015863401924
617,26997,143.62806556518038,153.60015863401924
618,27031,143.1050215901802,153.96217924636184
619,27064,144.0484943458582,153.48352742792008
620,27097,143.26977084249185,154.3204739690504
621,27131,143.4696799608137,154.20586263045905
622,27164,143.4696799608137,154.20586263045905
623,27197,143.0520474390497,154.3204739690504
624,27231,143.0520474390497,154.3204739690504
625,27264,143.62806556518038,154.3248503459774
626,27297,143.4696799608137,154.6174030318089
627,27331,144.0484943458582,154.20821913987828
628,27364,144.0484943458582,154.20821913987828
629,27397,143.62806556518038,153.96217924636184
630,27431,143.62806556518038,153.96217924636184
631,27464,144.0484943458582,154.25708844161258
632,27497,143.4696799608137,154.56853373007462
633,27531,143.0520474390497,154.68314506866597
634,27564,143.0520474390497,154.68314506866597
635,27597,143.62806556518038,154.3248503459774
636,27631,143.93186313975906,154.3248503459774
637,27664,143.4696799608137,154.6174030318089
638,27697,143.0520474390497,154.68314506866597
639,27731,143.0520474390497,154.68314506866597
640,27764,143.93186313975906,154.3248503459774
641,27797,143.62806556518038,154.3248503459774
642,27831,143.93186313975906,154.3248503459774
643,27864,143.93186313975906,154.3248503459774
644,27897,143.93186313975906,154.3248503459774
645,27931,143.93186313975906,154.3248503459774
646,27964,144.0484943458582,154.25708844161258
647,27997,144.26931460213797,154.25708844161258
648,28031,143.84811904569017,154.73476437621505
649,28064,143.93186313975906,154.3248503459774
650,28097,143.93186313975906,154.3248503459774
651,28131,143.4696799608137,154.97844776031226
652,28164,143.93186313975906,154.3248503459774
653,28197,143.93186313975906,154.3248503459774
654,28231,143.35506862222235,154.68314506866597
655,28264,144.15268339603884,154.3248503459774
656,28297,144.15268339603884,154.3248503459774
657,28331,143.2067534953444,154.44003482817624
658,28364,143.73293456349137,154.44003482817624
659,28397,143.73293456349137,154.44003482817624
660,28431,143.84811904569017,154.3248503459774
661,28464,143.84811904569017,154.3248503459774
662,28497,143.84811904569017,154.3248503459774
663,28531,143.84811904569017,154.3737196477117
