Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,Frame,∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
120994,5,Extend,>>,-807,-65.23,365,298,527,3438,38.61872900644218,27.95515445043796,38.875919044215735,27.90898288429691
121103,5,Extend,>>,-851,-69.19,365,297,517,3441,38.83493846890457,27.95515445043796,38.82343466452156,27.906150565840406
121213,5,Extend,>>,-895,-72.97,365,298,504,3444,38.61872900644218,27.876507158876848,38.58974450934685,27.96967795918303
121323,5,Extend,>>,-939,-76.75,366,298,485,3447,38.61872900644218,27.95515445043796,38.633568733659324,27.932016378321787
121432,5,Extend,>>,-983,-80.7,366,298,476,3451,39.20720350496782,27.582889414374677,39.06697234080075,27.633823126242106
121543,5,Extend,>>,-1027,-84.48,366,297,467,3454,38.72200174880899,27.851881708071147,38.78442658534408,27.754399754158953
121653,5,Extend,>>,-1071,-88.26,366,297,442,3457,38.90722834266393,27.582889414374677,38.64443317377585,27.69339698002267
121764,5,Extend,>>,-1115,-92.22,366,298,424,3461,38.90722834266393,27.582889414374677,39.01701297080122,27.45500655523528
121873,5,Extend,>>,-1159,-96.09,364,297,414,3464,39.495530991163804,27.20930041445743,39.08595148708694,27.502879473027328
121983,5,Extend,>>,-1203,-99.96,364,298,407,3467,39.30825415771301,27.48183876162949,39.036863349547964,27.556106309687486
122093,5,Extend,>>,-1247,-103.74,363,298,387,3471,39.30825415771301,27.48183876162949,39.1851173449678,27.358080261950228
122203,5,Extend,>>,-1291,-107.43,365,297,376,3474,38.93821121127135,27.851881708071147,39.09376215910751,27.570254539862056
122313,5,Extend,>>,-1335,-111.3,367,297,373,3477,38.93821121127135,27.851881708071147,38.74310538335143,27.878370749029457
122423,5,Extend,>>,-1379,-115.25,364,295,370,3480,38.72200174880899,27.851881708071147,38.82095245088605,27.700892706744746
122534,5,Extend,>>,-1423,-119.03,364,295,370,3484,38.83493846890457,27.51604177874904,38.79673926743457,27.56204186712891
122644,5,Extend,>>,-1467,-122.9,364,295,370,3487,38.83493846890457,27.51604177874904,38.745410118044994,27.548281303511345
122754,5,Extend,>>,-1511,-126.68,365,294,369,3490,38.83493846890457,27.592512576869893,38.94268945756389,27.555946674488034
122863,5,Extend,>>,-1555,-130.46,364,293,369,3494,39.04888736065121,27.592512576869893,38.78865379993188,27.72430489971298
122973,5,Extend,>>,-1599,-134.24,363,291,372,3497,38.83493846890457,27.15461901261679,38.70741495130605,27.438724315742924
123083,5,Extend,>>,-1643,-138.11,363,291,367,3500,38.83493846890457,27.15461901261679,38.812458660602196,27.184759354179313
123193,5,Extend,>>,-1687,-141.89,361,287,368,3504,38.46402163191371,27.52553584960762,38.66519927196425,27.116877191472465
123302,5,Extend,>>,-1731,-145.76,361,284,364,3507,38.46402163191371,27.16318075366047,38.56845579582294,27.052540801566863
123413,5,Extend,>>,-1775,-149.54,360,281,367,3510,38.55083335262404,26.79991881180257,38.583706797616074,26.857565170554917
123523,5,Extend,>>,-1819,-153.41,361,281,366,3513,38.55083335262404,26.435775927230054,38.60990227482954,26.370813527628734
123633,5,Extend,>>,-1863,-157.19,360,277,362,3517,38.76625730377651,26.070778413550812,38.694417960784605,26.001377150105917
123743,5,Extend,>>,-1907,-161.05,358,276,363,3520,39.07076212277752,25.338326748917183,38.80640564547288,25.389158155949218
123853,5,Extend,>>,-1951,-164.75,361,277,366,3523,38.65941579573956,24.654218904567557,38.65095608286015,24.68963912295615
123962,5,Extend,>>,-1995,-168.44,359,274,363,3527,38.24894051803966,23.660798540181105,38.38407027854175,23.711997498077128
124072,5,Extend,>>,-2039,-172.4,357,273,363,3530,37.80471085782338,23.62650691296639,38.060066834840896,23.12314340058084
124182,5,Extend,>>,-2083,-176.18,357,274,364,3533,37.43367370259227,22.525313085030945,37.58433100369875,22.470200298521526
124292,5,Extend,>>,-2127,-180.04,357,273,363,3537,36.77066279462545,20.792619997002873,36.69039976631136,21.18235977500248
124402,5,Extend,>>,-2171,-183.82,356,272,361,3540,35.68766640096183,20.40605661059601,35.56577224946629,20.23132057432619
124512,5,Extend,>>,-2215,-187.6,358,273,363,3543,34.1654118168091,19.39484889155588,34.33516019544639,19.12740023678404
124622,5,Extend,>>,-2259,-191.3,356,272,360,3546,32.144323500414856,18.517448088460696,33.20887671574744,17.82879215599945
124732,5,Extend,>>,-2303,-195.16,355,271,362,3550,31.156190943073966,15.528202695118551,31.200555339141196,15.566010726436916
124842,5,Extend,>>,-2347,-199.03,356,269,358,3553,29.078903354908988,13.924752847903079,28.93719733840657,13.712330619670551
124952,5,Extend,>>,-2391,-202.9,352,270,362,3556,27.86934328045473,12.03319514867465,27.983564266087765,11.903970032969632
125061,5,Extend,>>,-2435,-206.68,352,268,361,3560,26.548078422034763,9.351269451024734,26.77090088778202,9.263829154468507
125171,5,Extend,<<,-2435,-210.55,353,269,361,3563,23.553911476509626,6.682440229133448,23.48077315868497,6.871812631782905
125282,5,Extend,<<,-2391,-211.6,355,269,364,3566,20.27229905167127,4.00537666305911,20.19213827593646,4.290847355758796
125391,5,Extend,<<,-2347,-210.55,359,274,368,3569,18.583241417965837,1.8437625435878715,18.262604105704156,2.2975740606102835
125501,5,Extend,<<,-2303,-207.47,362,276,370,3573,15.973033144702072,0.390103606172687,15.894755159511142,0.21129543368466275
125611,5,Extend,<<,-2259,-203.78,364,276,370,3576,10.791876033908181,-2.182805994325122,11.281474358745914,-2.2820673870489188
125721,5,Extend,<<,-2215,-199.74,366,275,370,3579,6.784649385384341,-5.279075793756107,6.664682552245454,-4.786500038463934
125831,5,Extend,<<,-2171,-196.13,367,277,370,3583,5.636278429260187,-6.166997169894557,5.232326920910437,-6.188950098940181
125941,5,Extend,<<,-2127,-192.35,368,277,367,3586,4.152119460404407,-6.87843045431066,4.444568438177581,-6.991034978242048
126051,5,Extend,<<,-2083,-188.48,370,276,367,3589,2.9960206807736256,-8.167978558382686,3.181936305363846,-8.359847835390818
126160,5,Extend,<<,-2039,-184.53,371,278,366,3593,2.2390493703717027,-9.76721889076822,1.7240895226894177,-9.39561138644442
126270,5,Extend,<<,-1995,-180.57,369,279,365,3596,1.4042360598979542,-9.919468851623861,1.5918468432977462,-10.031692750611754
126380,5,Extend,<<,-1951,-176.79,371,279,363,3599,2.3385943312723896,-10.918507106652498,2.1922919139435697,-10.606580057998077
126490,5,Extend,<<,-1907,-172.92,371,280,360,3602,2.299998827036063,-11.210541728805993,2.4171847785296303,-11.196382477982635
126600,5,Extend,<<,-1863,-169.05,370,281,364,3606,1.952201175304964,-12.524590028967253,1.9132795864220455,-12.250705407096842
126709,5,Extend,<<,-1819,-165.27,369,281,364,3609,1.1225928435525816,-13.701762154424728,1.1026891431567911,-12.986266847908439
126819,5,Extend,<<,-1775,-161.41,371,282,361,3612,0.25061240364041737,-13.998161379742385,0.3175561845637875,-14.095876217872053
126929,5,Extend,<<,-1731,-157.45,370,282,359,3616,-1.2777609076285614,-15.224732278405213,-1.456928631313289,-15.186670206470076
127040,5,Extend,<<,-1687,-153.58,372,282,361,3619,-2.7893332915459723,-15.7841223836827,-2.8780612159828083,-15.253397333047916
127150,5,Extend,<<,-1643,-149.63,371,282,361,3622,-4.239349615544796,-14.892919173363453,-3.8687838043933125,-15.1649429119083
127259,5,Extend,<<,-1599,-145.76,372,283,361,3626,-4.7402057053215,-16.17284833155759,-4.680316142088644,-16.065821389226183
127369,5,Extend,<<,-1555,-141.98,372,284,360,3629,-5.310167920260625,-16.356031573971535,-5.151416403417513,-16.8220239397284
127479,5,Extend,<<,-1511,-138.02,372,285,361,3632,-5.3329308650990015,-17.809393556931013,-6.024292068818371,-17.277682312902318
127589,5,Extend,<<,-1467,-134.07,373,284,361,3635,-6.512240234071271,-17.836910498700803,-6.6466521435872,-17.77206895434941
127699,5,Extend,<<,-1423,-130.37,374,287,361,3639,-7.969344469218214,-18.114339340182454,-7.67279260760482,-18.35172543725523
127809,5,Extend,<<,-1379,-126.42,374,284,362,3642,-8.060303000608002,-18.90767289752398,-8.518077514236257,-18.66012194542821
127919,5,Extend,<<,-1335,-122.64,374,285,363,3645,-8.816170481627552,-19.315787756377944,-9.1829704418224,-19.041938998994272
128029,5,Extend,<<,-1291,-118.77,375,286,364,3649,-9.216411173216642,-19.72578993132808,-9.81732696881323,-19.74665092374467
128140,5,Extend,<<,-1247,-114.9,374,284,365,3652,-10.342349967909882,-20.469886217590016,-10.279200748934588,-20.33865175586959
128250,5,Extend,<<,-1203,-111.12,375,285,367,3655,-10.781580981676882,-20.489600020665677,-10.650450821127968,-20.742368841735214
128360,5,Extend,<<,-1159,-107.16,374,286,370,3659,-10.894326352078508,-20.881565995333688,-10.858364673519631,-21.228732528551284
128471,5,Extend,<<,-1115,-103.38,375,286,372,3662,-11.326541972971313,-21.66215255883617,-11.32065934392357,-21.542303076746688
128581,5,Extend,<<,-1071,-99.52,374,285,374,3665,-11.922076396592615,-22.093385870627287,-11.717148452723059,-22.17662020483158
128690,5,Extend,<<,-1027,-95.65,376,286,380,3668,-12.092408857248927,-22.551814311373903,-11.956187957896054,-22.557717427368008
128800,5,Extend,<<,-983,-91.78,375,287,385,3672,-12.320151877900543,-22.881977747543402,-12.177911268017894,-22.799633771588088
128910,5,Extend,<<,-939,-87.82,376,286,390,3675,-12.172755491101242,-22.951170425074338,-12.395324041518887,-22.975938897454874
129019,5,Extend,<<,-895,-84.04,375,288,394,3678,-12.320151877900543,-23.351303903051928,-12.395294440608238,-23.12214266272741
129129,5,Extend,<<,-851,-80.09,375,287,397,3682,-12.260930230828734,-22.941199394615182,-12.366930673434705,-23.192424775780815
129239,5,Extend,<<,-807,-76.31,376,286,403,3685,-12.776579366004256,-22.59526450550905,-12.647420424850443,-22.894861513441477
129348,5,Extend,<<,-763,-72.35,376,287,419,3688,-12.645546619140646,-22.59526450550905,-12.566374943222854,-22.779243220818245
129458,5,Extend,<<,-719,-68.48,376,287,428,3692,-12.221965019670478,-22.929272125010243,-12.131563403594978,-22.935349888141516
129568,5,Extend,<<,-675,-64.53,375,288,432,3695,-11.495629131493928,-23.278150199550453,-11.883505429445913,-22.823134134103817
129677,5,Extend,<<,-631,-60.66,374,286,440,3698,-11.819547367837913,-22.519833135725975,-11.541798210298069,-22.5923452849744
129787,5,Extend,<<,-587,-56.97,377,287,455,3701,-11.133706103122762,-22.119093353064983,-11.201638504378046,-22.195264182805168
129896,5,Extend,<<,-543,-53.1,374,287,463,3705,-10.66305362262679,-21.692930153038418,-10.616633692301605,-21.700397807024164
130006,5,Extend,<<,-499,-49.05,374,288,477,3708,-9.581682102756304,-21.62181114900895,-10.046973490455692,-21.18653054020303
130115,5,Extend,<<,-455,-45.1,376,287,490,3711,-9.54563610708837,-20.432274839242694,-9.571315921007296,-20.48077832807871
130225,5,Extend,<<,-411,-41.23,374,288,498,3715,-8.965876953691236,-19.546896501045893,-8.872688308641694,-19.54598613553308
130334,5,Extend,<<,-367,-37.54,375,287,501,3718,-8.57886536607478,-18.882881114563617,-8.188935229702757,-19.068123708603707
130444,5,Extend,<<,-323,-33.58,377,288,508,3721,-7.157492854783669,-18.789282542777585,-7.341833854625978,-18.589422563797065
130553,5,Extend,<<,-279,-29.63,376,287,507,3724,-6.5615602534145125,-17.507163048460313,-6.555478666132233,-17.84880844004087
130663,5,Extend,<<,-235,-25.85,375,287,510,3728,-5.283702789279431,-17.22633630638461,-5.4786337545911135,-16.935491715379328
130773,5,Extend,<<,-191,-21.98,375,287,507,3731,-5.1098773813398,-15.997284837572892,-5.1167038782069465,-16.233106335653417
130882,5,Extend,<<,-147,-18.11,378,287,507,3734,-5.0217774903182715,-15.517810558944944,-4.78892111321238,-15.510019343743053
130992,5,Extend,<<,-103,-14.15,376,287,509,3738,-4.047170308830886,-14.82008594547898,-4.01596612642233,-14.814139493533686
131101,5,Extend,<<,-59,-10.46,375,288,508,3741,-3.8270093918657437,-13.115054905115159,-3.413709700153653,-14.030285131863895
131211,5,Extend,<<,-15,-6.42,375,287,505,3744,-2.5266116838565438,-13.319400162553706,-2.6333547661581758,-13.478600963117394
131321,5,Extend,<<,29,-2.55,375,287,505,3747,-2.176712326729529,-12.921499906257168,-2.0972364507217893,-12.75502337462103
131430,5,Extend,<<,73,1.23,375,287,502,3751,-1.8156846863604699,-11.374926025846378,-1.2980537119579512,-11.60899988614224
131540,5,Extend,<<,117,5.01,376,286,501,3754,-0.47398619786295626,-11.042440690469306,-0.8003289383509529,-11.099475706241243
131649,5,Extend,<<,161,8.97,376,288,496,3757,-0.28487411998384005,-10.308898408565966,-0.3648644813744917,-10.50352809607826
131759,5,Extend,<<,205,12.84,375,287,500,3761,0.7387139217728418,-9.300689130009545,0.5152187330023561,-9.212475040007211
134135,2,Flex,>>,1140,100.22,377,290,496,3832,20.556045219583467,8.235427276574455,20.372933754963896,8.561809418968792
134245,2,Flex,>>,1076,100.22,374,288,492,3835,20.05346355286241,8.724187667613734,20.378055511015674,8.596288237896943
134355,2,Flex,>>,1012,96.44,372,287,491,3838,20.125475475815193,9.082105192808058,19.990125983576625,8.939274126195652
134465,2,Flex,>>,948,90.99,372,287,487,3842,20.64619464597294,8.906290148243556,20.457847701234556,8.961425335371972
134574,2,Flex,>>,884,85.36,371,287,491,3845,20.64619464597294,8.906290148243556,20.819394342159523,8.782470451435003
134684,2,Flex,>>,820,79.74,372,287,488,3848,20.64619464597294,8.906290148243556,20.764018524275524,8.82921463323125
134793,2,Flex,>>,756,74.2,374,288,489,3852,20.924113170750843,8.561386022650282,20.723705115309844,8.743723659182319
134903,2,Flex,>>,692,68.57,372,286,488,3855,20.598941976863927,8.88655721653717,20.549679162697565,8.963772883113938
135013,2,Flex,>>,628,62.95,372,288,487,3858,20.750551222485626,8.874627920626978,20.577544051963,9.055305770855433
135123,2,Flex,>>,564,57.32,373,289,489,3861,21.098846138342253,8.88655721653717,20.57507117941539,9.104782529456742
135232,2,Flex,>>,500,51.78,372,287,488,3865,20.235271166382034,9.530302930712566,20.628665483201274,9.168549377179138
135342,2,Flex,>>,436,46.07,373,289,488,3868,20.77587447736829,9.069133923529165,20.77622682542582,9.142240150271592
135452,2,Flex,>>,372,40.53,372,287,487,3871,21.057571096455177,9.209528877511161,20.685797637938457,9.317192179580797
135562,2,Flex,>>,308,34.99,373,287,488,3875,21.057571096455177,9.209528877511161,20.863003269535263,9.32158382435398
135671,2,Flex,>>,244,29.27,372,287,489,3878,21.057571096455177,9.209528877511161,20.979866481647175,9.320141809986591
135781,2,Flex,>>,180,23.65,373,287,487,3881,20.860867398293976,9.406232575672334,20.948460678113925,9.25433247149606
135891,2,Flex,>>,116,17.93,372,287,488,3884,20.77587447736829,9.069133923529165,20.932095439690606,9.151914150324004
136001,2,Flex,>>,52,12.4,373,288,487,3888,20.77587447736829,9.069133923529165,20.90421556714584,9.111474294815615
136110,2,Flex,>>,-12,6.77,373,287,490,3891,20.713145538785795,9.194276540597684,20.812662545922905,9.12592374732199
136220,2,Flex,>>,-76,1.05,371,287,488,3894,20.77587447736829,9.209528877511161,20.799393207654884,9.222402284248458
136330,2,Flex,>>,-140,-4.48,372,288,490,3898,20.235271166382034,9.38990797673057,20.68220254512532,9.31844110805017
136440,2,Flex,>>,-204,-10.11,372,286,491,3901,21.057571096455177,9.209528877511161,21.034536080237995,9.279094081014229
136550,2,Flex,>>,-268,-15.74,373,289,490,3904,21.57389111071609,9.038112988843523,21.42018699550853,9.305422107633559
136660,2,Flex,>>,-332,-21.27,370,285,492,3908,20.970380480270478,9.706494258216935,20.936131998775927,9.573500720121146
136770,2,Flex,>>,-396,-27.08,372,287,496,3911,21.316532551920176,9.713251024940263,20.98867211887922,9.305659625210769
136879,2,Flex,>>,-460,-32.7,371,286,497,3914,20.792290330150877,9.038112988843523,21.192551573547938,9.192536320781256
136989,2,Flex,>>,-524,-38.33,372,288,503,3917,20.819292323127627,9.57802860014516,20.90560537434128,9.5607065956607
137099,2,Flex,>>,-588,-43.87,371,287,506,3921,21.012640676414577,9.38468024685821,21.03656377459518,9.204389569823398
137209,2,Flex,>>,-652,-49.58,370,287,515,3924,21.07236523384435,9.175097729818873,21.02510230538396,9.23682298683094
137319,2,Flex,>>,-716,-55.21,370,286,518,3927,20.819292323127627,9.713251024940263,20.906221033921604,9.530725160104351
137428,2,Flex,>>,-780,-60.84,370,287,529,3931,21.33662164591368,8.714132019344419,21.076456131214407,9.161489788416986
137538,2,Flex,>>,-844,-66.37,371,288,542,3934,20.541870113610173,9.713251024940263,20.936246228940597,9.21252023916193
137648,2,Flex,>>,-908,-72.0,370,287,554,3937,20.514371805372974,9.38468024685821,20.93988420411472,9.074281784856352
137758,2,Flex,>>,-972,-77.63,368,286,574,3941,20.321023452086024,9.713251024940263,20.816046910699605,9.053852859563097
137867,2,Flex,>>,-1036,-83.25,369,287,589,3944,20.792290330150877,9.38468024685821,20.69085968938151,9.422173795015464
137977,2,Flex,>>,-1100,-88.79,369,288,620,3947,20.72089441732797,9.514153733058635,20.748174635539073,9.539337805580463
138086,2,Flex,>>,-1164,-94.42,370,288,642,3950,20.792290330150877,9.38468024685821,20.73951671256416,9.418890705392178
138196,2,Flex,>>,-1228,-100.13,370,287,656,3954,20.598941976863927,9.713251024940263,20.580345444153977,9.547509144467194
138306,2,Flex,>>,-1292,-105.67,368,286,664,3957,20.569783567123324,9.38468024685821,20.809599884990078,9.275812177152613
138415,2,Flex,>>,-1356,-111.38,369,287,677,3960,20.321023452086024,9.713251024940263,20.821483835354535,9.438986159353636
138525,2,Flex,>>,-1420,-117.01,367,286,687,3964,20.86704130749706,9.388079831053375,20.81156883079054,9.63681185887221
138636,2,Flex,>>,-1484,-122.64,368,287,693,3967,21.144463517014543,9.388079831053375,20.906483363183185,9.453407972929453
138746,2,Flex,>>,-1548,-128.18,368,286,700,3970,20.86704130749706,9.252857406258244,20.92705072098192,9.27024335139056
138855,2,Flex,>>,-1612,-133.71,366,286,703,3973,20.86704130749706,9.252857406258244,20.99666532580934,9.057003332135075
138965,2,Flex,>>,-1676,-139.43,368,287,713,3977,20.598941976863927,9.57802860014516,21.013647384861066,9.237612605727819
139074,2,Flex,>>,-1740,-144.97,367,287,721,3980,21.001276598724672,8.909039597991324,21.267707498863015,8.948863545011834
139184,2,Flex,>>,-1804,-150.51,366,286,719,3983,21.47183562851953,8.715902777713922,21.478261039676838,8.633839683316737
139294,2,Flex,>>,-1868,-156.04,364,284,729,3987,21.47183562851953,8.715902777713922,21.04590866842129,9.15844729298505
139404,2,Flex,>>,-1932,-161.58,366,286,736,3990,20.86704130749706,9.734506254853954,20.958587348448866,9.52729403913333
139514,2,Flex,>>,-1996,-167.21,363,286,740,3993,21.66277060720435,8.734550316068464,21.176945800285964,9.493925654229518
139623,2,Flex,>>,-2060,-172.75,364,287,749,3996,20.598941976863927,10.059677448740842,21.049099834173024,9.689209992047218
139733,2,Flex,>>,-2124,-178.11,363,284,747,4000,21.144463517014543,10.082540118603134,21.047034578977925,9.733972492154052
139843,2,Flex,>>,-2188,-183.65,362,284,755,4003,21.47183562851953,9.623554656246768,21.128397175580403,9.774608967209318
139952,2,Flex,>>,-2252,-189.1,364,285,757,4006,21.278698808242126,10.29793148400293,20.994303911097987,10.188895698683798
140062,2,Flex,>>,-2316,-194.46,363,285,757,4010,21.058348461978426,10.29793148400293,20.928128448789895,10.604252550971516
140171,2,Flex,>>,-2380,-199.91,364,285,761,4013,20.86297595812306,11.444644761530554,21.019082902650347,11.084184624605994
140281,2,Flex,>>,-2444,-205.27,364,286,768,4016,21.058348461978426,11.83264315212989,21.424441855701666,11.511475404875771
140391,2,Flex,>>,-2508,-210.55,364,288,778,4019,21.389178479293122,11.974354976598903,21.59998588784842,12.098574907417815
140501,2,Flex,>>,-2572,-215.74,364,292,781,4023,21.722244690939362,12.710152291154515,21.78881157694015,12.899880501781944
140611,2,Flex,>>,-2636,-220.75,364,294,776,4026,22.39508512935967,12.862517758921229,22.24206312365049,13.177528670864266
140720,2,Flex,>>,-2700,-225.85,362,291,777,4029,22.798943894392607,13.818011186066911,22.88871761424922,13.653950520476108
140830,2,Flex,<<,-2700,-230.68,366,296,790,4033,23.338939757416853,14.557478901851937,23.550502640191723,14.543150014292403
140940,2,Flex,<<,-2636,-231.82,375,300,797,4036,24.72566829411275,15.58821703648195,24.844950553528598,15.326100395900895
141049,2,Flex,<<,-2572,-231.65,377,300,798,4039,26.67154878586885,16.26143178259514,26.57316066667164,16.10294780791074
141159,2,Flex,<<,-2508,-226.99,378,301,794,4043,29.07957555254245,17.152934640140614,28.676046914501615,17.296417694822367
141269,2,Flex,<<,-2444,-221.63,377,300,783,4046,30.198862640579165,18.84731606835075,30.659976392014297,18.29523558636545
141380,2,Flex,<<,-2380,-216.35,377,300,782,4049,32.368070016678416,19.381503486241996,32.94477385882359,19.441950580378098
141491,2,Flex,<<,-2316,-210.99,378,300,780,4052,35.749053305474405,21.164288615234994,35.56828049036755,21.289045626187324
141601,2,Flex,<<,-2252,-205.45,374,300,774,4056,38.717507911838624,23.410418392399208,38.968492881188446,23.432441149868993
141711,2,Flex,<<,-2188,-200.0,375,299,763,4059,41.286037402981464,24.779672172124776,41.08414077763298,24.69242928725804
141821,2,Flex,<<,-2124,-194.2,373,300,758,4062,43.294808021621236,25.872817491190403,43.20441147746352,25.57967382609901
141930,2,Flex,<<,-2060,-188.75,373,300,744,4066,45.27827240685153,27.358362292873835,45.42452351283247,27.144863697889605
142041,2,Flex,<<,-1996,-182.95,371,300,734,4069,47.01212146396759,27.79263000921253,47.172123756048165,27.86635587658006
142150,2,Flex,<<,-1932,-177.32,370,300,725,4072,48.93780793857675,28.110925864909717,48.675007609339225,28.306148879399107
142260,2,Flex,<<,-1868,-171.87,371,299,713,4076,49.77097946394278,28.9578734881743,49.20911547168848,29.856922606860103
142369,2,Flex,<<,-1804,-166.07,371,301,713,4079,48.9774767627803,31.43084137755821,49.826225635128466,31.081261807206527
142479,2,Flex,<<,-1740,-160.44,370,299,702,4082,50.79296824600044,32.24782205846776,50.94443115091448,32.07052362472042
142589,2,Flex,<<,-1676,-154.9,370,298,688,4085,52.462404909439144,32.73683699812619,52.174955792636005,33.06074175467755
142699,2,Flex,<<,-1612,-149.19,370,299,683,4089,53.21600300870507,34.6360883857011,53.43281002200192,34.87027521779665
142809,2,Flex,<<,-1548,-143.65,370,299,667,4092,54.4904385624957,36.28573928991847,54.45737195181934,36.00715887311621
142918,2,Flex,<<,-1484,-137.93,369,299,660,4095,55.08490213834182,37.05563846194542,55.62494221905975,36.74385646336061
143028,2,Flex,<<,-1420,-132.4,372,300,651,4099,57.38469503342364,37.48823901475862,57.08317232909672,38.211111541665716
143138,2,Flex,<<,-1356,-126.77,370,300,641,4102,58.52804356200254,39.658066378921404,58.41846001157117,39.50268671058632
143248,2,Flex,<<,-1292,-121.05,369,299,632,4105,59.83464427367298,40.21888596351772,59.91439971567404,40.44637798208453
143358,2,Flex,<<,-1228,-115.34,371,300,622,4109,61.825291166953164,41.60095185630658,61.565834625504536,41.66290683458287
143469,2,Flex,<<,-1164,-109.8,370,299,617,4112,61.973883926288735,42.86715709872743,62.560530297635566,42.68386381313516
143578,2,Flex,<<,-1100,-104.09,370,299,613,4115,63.56327661060749,43.80311508407797,63.223905514828274,43.49907611660169
143688,2,Flex,<<,-1036,-98.46,371,299,604,4118,63.81375837453078,44.15747573925958,64.03095268129528,44.208658794667784
143798,2,Flex,<<,-972,-92.92,371,300,604,4122,65.74809401335226,45.06054500689001,65.7992991143889,45.13942994589834
143908,2,Flex,<<,-908,-87.3,371,300,598,4125,67.17135288136474,45.21768502122703,67.33101735307034,44.95237306033866
144018,2,Flex,<<,-844,-81.67,371,299,593,4128,68.27643027251892,44.52813914353459,68.5769599744474,44.41079353665681
144127,2,Flex,<<,-780,-75.96,372,300,592,4132,71.01878803757894,43.022391096409194,70.21305723844132,43.45424418994583
144238,2,Flex,<<,-716,-70.42,369,299,583,4135,71.3869943352324,42.4175968559062,70.89827018036632,42.86503981170978
144348,2,Flex,<<,-652,-64.79,370,299,580,4138,70.3304830545493,43.147435494544055,71.03875407414014,42.87725169520995
144458,2,Flex,<<,-588,-59.16,369,298,575,4142,71.64732396889092,43.19878749383665,71.88451841114534,42.86297299091822
144570,2,Flex,<<,-524,-53.45,371,299,569,4145,72.45792264999722,42.36670155346653,72.1501664097312,42.615728491397206
144680,2,Flex,<<,-460,-47.91,371,299,560,4148,71.75427163109065,42.621643581148874,71.97903867362436,42.54998970778315
144789,2,Flex,<<,-396,-42.37,370,299,557,4151,71.94145388256366,42.54243553736342,71.6665210670943,42.77815011566308
144901,2,Flex,<<,-332,-36.75,371,298,551,4155,70.92306310011888,43.88976357973493,70.69257480365505,43.77515027368076
145010,2,Flex,<<,-268,-31.03,372,299,548,4158,69.86541271646664,44.373908624738505,69.80219420124916,44.587533775282644
145120,2,Flex,<<,-204,-25.49,370,299,546,4161,68.74431246666344,45.49325470420095,69.04847809994989,45.06742670443674
145230,2,Flex,<<,-140,-19.69,372,299,539,4165,67.95996535082776,45.5552756532918,67.87780219822848,45.58780731349384
145340,2,Flex,<<,-76,-14.24,370,299,533,4168,66.78037322018906,45.58123578240961,66.48183061482898,45.55549830744435
145449,2,Flex,<<,-12,-8.53,372,299,528,4171,64.66471127216975,44.982198294644775,64.93841078488832,44.85956966672485
145559,2,Flex,<<,52,-2.9,371,300,531,4175,63.56961592870492,43.67947495221648,63.09195687457455,43.978958504454525
145669,2,Flex,<<,116,2.73,371,299,529,4178,62.11773965236446,43.197249226931206,61.80262077847243,43.61986742137414
145778,2,Flex,<<,180,8.35,369,298,521,4181,60.937103461765616,43.2882218209474,60.96317535440457,43.15906994491843
145888,2,Flex,<<,244,13.98,372,299,516,4184,60.30044763308882,42.528335238366566,60.079636307069364,42.69141187586677
145997,2,Flex,<<,308,19.43,371,298,518,4188,58.652712656589514,40.84481896291052,57.91575700255334,41.75972685587205
146107,2,Flex,<<,372,25.14,372,299,518,4191,55.786488240660134,41.347937827242816,56.334068400641634,40.90991221943323
146216,2,Flex,<<,436,30.77,370,301,516,4194,54.99069199568373,40.37154053758459,54.930231368156775,40.052849762146025
146326,2,Flex,<<,500,36.4,372,300,518,4198,53.17033814776171,38.94524532872879,52.880355049516815,38.741600567468666
146436,2,Flex,<<,564,42.02,370,299,517,4201,51.81192777388114,37.99472387283191,51.662843123087995,38.1203046219526
146545,2,Flex,<<,628,47.56,371,298,516,4204,50.22945077349118,37.71597634558313,50.226850141641414,37.688086967866724
146655,2,Flex,<<,692,53.27,370,298,517,4207,49.04492820745992,37.107938712809926,48.84275791191482,36.89343653532587
146765,2,Flex,<<,756,58.9,373,300,518,4211,47.42854435719633,36.0508938187221,47.27600994861833,35.81719844579259
146874,2,Flex,<<,820,64.53,370,299,512,4214,45.863580197975324,35.289488119478676,46.03265074497678,35.21666882172382
146984,2,Flex,<<,884,70.15,372,299,518,4217,45.85617107476733,34.018820647704786,45.46780428852604,34.288508095308515
147093,2,Flex,<<,948,75.69,372,299,516,4221,44.43926882155969,33.55665847654302,44.34002029775429,33.59619562171194
147203,2,Flex,<<,1012,81.41,371,299,516,4224,43.50467734557827,33.12566769566871,43.62535060472352,33.10423635367309
147312,2,Flex,<<,1076,86.95,370,298,515,4227,43.20942368812993,32.684981520725614,43.174972361057485,32.59555331325028
147422,2,Flex,<<,1140,92.57,371,299,517,4230,42.77448598823193,31.741790933646,42.69696745928353,32.07656471369928
148799,5,Extend,>>,205,18.02,375,303,522,4272,34.30595672879258,26.02298923899437,34.32090059465147,26.244666543116942
148909,5,Extend,>>,161,18.02,372,300,519,4275,33.999532461529384,26.565051177078004,34.15582150870828,25.92883510433422
