Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
27193,6,Extend,>>,1024,90.02,461,422,630
27303,6,Extend,>>,976,90.02,457,419,626
27413,6,Extend,>>,928,87.38,458,417,624
27522,6,Extend,>>,880,83.25,456,416,626
27632,6,Extend,>>,832,78.95,456,417,625
27743,6,Extend,>>,784,74.64,454,417,623
27853,6,Extend,>>,736,70.59,455,418,622
27962,6,Extend,>>,688,66.46,455,414,621
28072,6,Extend,>>,640,62.24,455,414,621
28182,6,Extend,>>,592,57.93,453,415,617
28292,6,Extend,>>,544,53.98,457,414,615
28402,6,Extend,>>,496,49.85,455,414,615
28511,6,Extend,>>,448,45.71,454,414,616
28622,6,Extend,>>,400,41.85,455,414,612
28732,6,Extend,>>,352,37.8,454,409,602
28842,6,Extend,>>,304,33.93,455,412,605
28951,6,Extend,>>,256,29.98,454,412,600
29062,6,Extend,>>,208,26.11,452,410,598
29172,6,Extend,>>,160,22.24,450,406,593
29282,6,Extend,>>,112,18.37,452,399,589
29392,6,Extend,>>,64,14.42,449,400,588
29502,6,Extend,>>,16,10.46,452,402,584
29611,6,Extend,>>,-32,6.42,447,396,579
29721,6,Extend,>>,-80,2.55,445,396,574
29831,6,Extend,>>,-128,-1.32,451,396,571
29941,6,Extend,>>,-176,-5.27,446,397,561
30051,6,Extend,>>,-224,-9.05,442,389,554
30162,6,Extend,>>,-272,-13.27,437,382,541
30271,6,Extend,>>,-320,-17.32,431,380,531
30382,6,Extend,>>,-368,-21.45,426,368,516
30491,6,Extend,>>,-416,-25.58,419,356,496
30602,6,Extend,>>,-464,-29.8,420,351,484
30713,6,Extend,>>,-512,-34.02,414,340,465
30824,6,Extend,>>,-560,-38.24,411,334,448
30934,6,Extend,>>,-608,-42.2,405,323,440
31044,6,Extend,>>,-656,-46.24,403,321,433
31154,6,Extend,>>,-704,-50.46,396,316,423
31264,6,Extend,>>,-752,-54.68,389,310,419
31374,6,Extend,>>,-800,-58.81,384,307,404
31483,6,Extend,>>,-848,-62.95,379,297,393
31593,6,Extend,>>,-896,-67.08,374,295,387
31703,6,Extend,>>,-944,-71.21,367,291,382
31812,6,Extend,>>,-992,-75.34,360,291,373
31922,6,Extend,>>,-1040,-79.82,351,291,372
32032,6,Extend,>>,-1088,-84.13,344,290,367
32141,6,Extend,>>,-1136,-88.26,335,287,364
32251,6,Extend,>>,-1184,-92.22,325,284,367
32361,6,Extend,>>,-1232,-96.26,322,284,370
32473,6,Extend,>>,-1280,-100.22,317,281,365
32583,6,Extend,>>,-1328,-104.35,313,278,363
32693,6,Extend,>>,-1376,-108.4,310,275,362
32803,6,Extend,>>,-1424,-112.44,308,275,363
32913,6,Extend,>>,-1472,-116.57,305,275,362
33023,6,Extend,>>,-1520,-120.62,303,271,364
33133,6,Extend,>>,-1568,-124.75,302,271,364
33242,6,Extend,>>,-1616,-128.44,302,269,361
33352,6,Extend,>>,-1664,-132.48,300,268,360
33462,6,Extend,>>,-1712,-136.53,297,267,362
33572,6,Extend,>>,-1760,-140.48,297,266,361
33682,6,Extend,>>,-1808,-144.44,296,264,362
33792,6,Extend,>>,-1856,-148.04,296,264,365
33902,6,Extend,<<,-1856,-152.0,301,268,370
34012,6,Extend,<<,-1808,-152.88,308,275,375
34121,6,Extend,<<,-1760,-152.88,309,275,379
