Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
12471,1,Flex,>>,2916,256.35,413,341,549
12582,1,Flex,>>,2877,256.35,409,339,545
12692,1,Flex,>>,2838,254.33,410,338,546
12802,1,Flex,>>,2799,251.16,410,339,546
12912,1,Flex,>>,2760,247.82,409,339,546
13021,1,Flex,>>,2721,244.66,410,338,544
13131,1,Flex,>>,2682,241.32,408,337,544
13241,1,Flex,>>,2643,237.89,411,333,546
13351,1,Flex,>>,2604,234.55,410,332,544
13460,1,Flex,>>,2565,231.21,413,336,545
13570,1,Flex,>>,2526,227.96,416,338,545
13680,1,Flex,>>,2487,224.7,414,337,544
13791,1,Flex,>>,2448,221.45,413,337,544
13901,1,Flex,>>,2409,218.02,415,337,544
14011,1,Flex,>>,2370,214.68,419,339,546
14121,1,Flex,>>,2331,211.34,419,337,544
14230,1,Flex,>>,2292,207.82,425,338,544
14340,1,Flex,>>,2253,204.57,425,340,543
14450,1,Flex,>>,2214,201.14,453,335,543
14560,1,Flex,>>,2175,197.63,459,340,547
14669,1,Flex,>>,2136,194.29,456,339,548
14780,1,Flex,>>,2097,190.86,454,340,551
14890,1,Flex,>>,2058,187.52,452,341,554
15000,1,Flex,>>,2019,184.09,454,344,554
15111,1,Flex,>>,1980,180.75,468,345,556
15221,1,Flex,>>,1941,177.23,497,347,555
15330,1,Flex,>>,1902,173.63,501,351,562
15440,1,Flex,>>,1863,170.2,501,358,572
15551,1,Flex,>>,1824,166.95,495,363,579
15661,1,Flex,>>,1785,163.52,508,372,589
15770,1,Flex,>>,1746,159.91,551,376,598
15880,1,Flex,>>,1707,156.4,567,383,607
15990,1,Flex,>>,1668,152.79,576,391,618
16100,1,Flex,>>,1629,149.45,580,397,623
16210,1,Flex,>>,1590,146.11,577,401,624
16320,1,Flex,>>,1551,142.86,579,408,640
16429,1,Flex,>>,1512,139.52,581,413,643
16540,1,Flex,>>,1473,136.26,583,429,660
16650,1,Flex,>>,1434,133.19,585,446,677
16760,1,Flex,>>,1395,129.85,583,455,686
16869,1,Flex,>>,1356,126.42,582,457,691
16979,1,Flex,>>,1317,123.08,585,466,697
17089,1,Flex,>>,1278,119.74,587,473,700
17199,1,Flex,>>,1239,116.66,584,479,710
17309,1,Flex,>>,1200,113.58,583,481,712
17419,1,Flex,>>,1161,110.42,585,487,714
17529,1,Flex,>>,1122,106.99,590,490,719
17640,1,Flex,>>,1083,103.56,584,491,720
17750,1,Flex,>>,1044,100.31,589,515,724
17861,1,Flex,>>,1005,97.05,578,511,723
17971,1,Flex,>>,966,93.98,581,512,726
18081,1,Flex,>>,927,90.9,583,519,729
18191,1,Flex,>>,888,87.65,580,517,727
18301,1,Flex,>>,849,84.31,585,520,732
18410,1,Flex,>>,810,80.88,592,521,731
18522,1,Flex,>>,771,77.54,598,525,736
18633,1,Flex,>>,732,74.46,600,529,741
18743,1,Flex,>>,693,71.38,604,531,742
18854,1,Flex,>>,654,68.31,606,537,740
18964,1,Flex,>>,615,65.23,604,532,740
19074,1,Flex,>>,576,62.24,606,542,746
19184,1,Flex,<<,576,59.43,611,546,747
19294,1,Flex,<<,615,58.9,613,547,754
19405,1,Flex,<<,654,58.9,627,559,772
19515,1,Flex,<<,693,58.99,626,558,771
19625,1,Flex,<<,732,61.1,624,558,769
19735,1,Flex,<<,771,64.18,619,552,765
19846,1,Flex,<<,810,67.34,616,552,762
19955,1,Flex,<<,849,70.51,613,548,759
20065,1,Flex,<<,888,73.67,607,540,754
20175,1,Flex,<<,927,77.01,602,535,750
20286,1,Flex,<<,966,80.62,599,530,743
20396,1,Flex,<<,1005,83.87,590,523,740
20506,1,Flex,<<,1044,87.21,585,514,734
20616,1,Flex,<<,1083,90.64,580,505,730
20725,1,Flex,<<,1122,94.07,575,504,729
20835,1,Flex,<<,1161,97.49,568,499,726
20945,1,Flex,<<,1200,100.84,561,495,723
21055,1,Flex,<<,1239,104.26,558,492,720
21165,1,Flex,<<,1278,107.78,557,491,719
21275,1,Flex,<<,1317,111.21,548,483,715
21385,1,Flex,<<,1356,114.46,542,479,708
21495,1,Flex,<<,1395,117.8,538,471,699
21606,1,Flex,<<,1434,121.32,531,467,694
21715,1,Flex,<<,1473,124.75,519,456,678
21826,1,Flex,<<,1512,128.18,512,451,673
21936,1,Flex,<<,1551,131.52,501,447,666
22047,1,Flex,<<,1590,134.95,494,442,659
22157,1,Flex,<<,1629,138.37,489,435,657
22266,1,Flex,<<,1668,141.71,486,438,654
22376,1,Flex,<<,1707,145.14,482,436,653
22486,1,Flex,<<,1746,148.48,481,435,649
22596,1,Flex,<<,1785,152.0,481,432,645
22706,1,Flex,<<,1824,155.34,476,431,643
22815,1,Flex,<<,1863,158.77,475,431,643
22925,1,Flex,<<,1902,162.29,473,432,641
23035,1,Flex,<<,1941,165.71,473,431,641
23146,1,Flex,<<,1980,169.05,472,429,641
23256,1,Flex,<<,2019,172.48,470,427,639
23367,1,Flex,<<,2058,176.0,468,429,637
23476,1,Flex,<<,2097,179.43,466,428,638
23586,1,Flex,<<,2136,182.77,466,422,639
23696,1,Flex,<<,2175,186.2,465,426,638
23806,1,Flex,<<,2214,189.71,463,427,639
23916,1,Flex,<<,2253,193.23,464,423,638
24025,1,Flex,<<,2292,196.57,465,425,637
24136,1,Flex,<<,2331,200.0,462,425,637
24246,1,Flex,<<,2370,203.52,463,424,634
24356,1,Flex,<<,2409,206.95,464,424,632
24467,1,Flex,<<,2448,210.46,463,422,634
24577,1,Flex,<<,2487,213.89,463,423,634
24688,1,Flex,<<,2526,217.32,463,422,633
24798,1,Flex,<<,2565,220.75,464,422,636
24908,1,Flex,<<,2604,224.18,463,420,633
25018,1,Flex,<<,2643,227.6,462,422,631
25129,1,Flex,<<,2682,231.03,461,420,633
25239,1,Flex,<<,2721,234.46,462,422,630
25348,1,Flex,<<,2760,237.89,461,422,632
25458,1,Flex,<<,2799,241.32,458,422,631
25568,1,Flex,<<,2838,244.75,460,421,631
25678,1,Flex,<<,2877,248.0,457,425,631
25787,1,Flex,<<,2916,251.6,458,419,631
42844,1,Flex,>>,2916,256.35,393,360,528
42954,1,Flex,>>,2877,256.35,392,358,526
43064,1,Flex,>>,2838,254.24,389,356,524
43173,1,Flex,>>,2799,251.08,391,357,523
43282,1,Flex,>>,2760,247.74,393,355,523
43393,1,Flex,>>,2721,244.4,392,356,527
43503,1,Flex,>>,2682,241.05,395,356,524
43613,1,Flex,>>,2643,237.71,395,357,524
43723,1,Flex,>>,2604,234.46,398,355,524
43832,1,Flex,>>,2565,231.03,399,357,523
43942,1,Flex,>>,2526,227.78,402,355,523
44051,1,Flex,>>,2487,224.53,403,357,523
44162,1,Flex,>>,2448,221.19,405,355,524
44272,1,Flex,>>,2409,217.85,408,358,522
44381,1,Flex,>>,2370,214.42,409,354,521
44491,1,Flex,>>,2331,211.16,413,356,523
44601,1,Flex,>>,2292,207.65,421,353,522
44710,1,Flex,>>,2253,204.31,430,354,523
44820,1,Flex,>>,2214,200.97,437,352,521
44930,1,Flex,>>,2175,197.63,440,352,521
45040,1,Flex,>>,2136,194.2,456,351,527
45151,1,Flex,>>,2097,190.51,466,349,528
45261,1,Flex,>>,2058,187.16,467,348,529
45371,1,Flex,>>,2019,183.82,467,349,531
45481,1,Flex,>>,1980,180.57,470,350,539
45591,1,Flex,>>,1941,177.23,471,357,551
45701,1,Flex,>>,1902,173.89,471,358,559
45810,1,Flex,>>,1863,170.55,473,365,573
45920,1,Flex,>>,1824,167.3,473,386,616
46030,1,Flex,>>,1785,163.78,480,396,633
46140,1,Flex,>>,1746,160.44,485,412,655
46250,1,Flex,>>,1707,157.1,489,413,653
