Frame,Time(ms),ABC_signed(deg),BCD_signed(deg),∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
57,2404,-162.37998504795374,-173.71051015333745,17.62001495204626,6.289489846662548,17.58984817412261,6.4939808023029055
58,2437,-162.3459876749111,-173.53297694278078,17.6540123250889,6.467023057219222,17.521953188840868,6.485693095811239
59,2470,-162.37998504795374,-174.01509970985796,17.62001495204626,5.984900290142036,17.484834493335637,6.4419162411299205
60,2504,-162.66824735269168,-173.38825047555684,17.33175264730832,6.611749524443155,17.5295273824305,6.4221540031413
61,2537,-162.56383463913357,-173.24811056053545,17.436165360866426,6.751889439464549,17.55013279626017,6.400880902605582
62,2570,-162.35867146862338,-173.69284003207738,17.641328531376615,6.307159967922615,17.62701285584829,6.396096767570949
63,2604,-162.53114630196765,-173.55270011705596,17.468853698032348,6.447299882944037,17.697031379772746,6.321099272888663
64,2637,-161.72648818857942,-174.01509970985796,18.273511811420576,5.984900290142036,17.76091076942681,6.281116059388347
65,2670,-162.35867146862338,-173.69284003207738,17.641328531376615,6.307159967922615,17.834338843067272,6.121178410849394
66,2704,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.77842326835121,6.129021471156182
67,2737,-162.37998504795374,-173.8386446903576,17.62001495204626,6.161355309642403,17.728183522982853,6.204639741488779
68,2770,-162.4143535757212,-173.71051015333745,17.585646424278792,6.289489846662548,17.60008471749795,6.302945662911537
69,2804,-162.4143535757212,-173.71051015333745,17.585646424278792,6.289489846662548,17.509212319253187,6.407890206095443
70,2837,-162.70224472573435,-173.21071726500017,17.297755274265654,6.78928273499983,17.509928955864723,6.500119147761554
71,2870,-162.37998504795374,-173.53297694278078,17.62001495204626,6.467023057219222,17.467074243615215,6.530028311032618
72,2904,-162.70224472573435,-173.38825047555684,17.297755274265654,6.611749524443155,17.56535227577846,6.447518272961712
73,2937,-162.06874670916565,-173.71051015333745,17.93125329083435,6.289489846662548,17.606412581423598,6.37147941423771
74,2970,-162.56051553015297,-173.52997967113825,17.43948446984703,6.47002032886175,17.621259211490695,6.306523466729105
75,3004,-162.2367892900586,-174.15829546775316,17.763210709941404,5.841704532246837,17.723901060525826,6.210716808434975
76,3037,-162.06874670916565,-173.8386446903576,17.93125329083435,6.161355309642403,17.71085640561691,6.273575293095011
77,3070,-162.56051553015297,-173.52997967113825,17.43948446984703,6.47002032886175,17.692671789369733,6.350421790491343
78,3104,-162.37998504795374,-173.53297694278078,17.62001495204626,6.467023057219222,17.641343889875678,6.402854030021315
79,3137,-162.06874670916565,-173.53297694278078,17.93125329083435,6.467023057219222,17.58956349428268,6.498509919572134
80,3170,-162.70224472573435,-173.21071726500017,17.297755274265654,6.78928273499983,17.514233698631372,6.576858544281405
81,3204,-162.5265181571103,-173.52997967113825,17.473481842889697,6.47002032886175,17.566988549054,6.448176811144998
82,3237,-162.3459876749111,-173.8386446903576,17.6540123250889,6.161355309642403,17.632779013072394,6.348013484313432
83,3270,-162.70224472573435,-173.38825047555684,17.297755274265654,6.611749524443155,17.581837967953035,6.304520420697458
84,3304,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.528753293493658,6.340458897844069
85,3337,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.58549897281942,6.334350708593593
86,3370,-162.70224472573435,-173.38825047555684,17.297755274265654,6.611749524443155,17.565431177875958,6.39150929642386
87,3404,-162.70224472573435,-173.38825047555684,17.297755274265654,6.611749524443155,17.614933408857397,6.340457023670693
88,3437,-162.39100638694626,-173.38825047555684,17.60899361305374,6.611749524443155,17.727149798108723,6.283160505938749
89,3470,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.766126047084008,6.2572737868449835
90,3504,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.89018798006176,6.088071982869157
91,3537,-161.75715497218786,-174.32156106827966,18.242845027812137,5.678438931720336,18.08086184253147,5.854362018744004
92,3570,-161.89875288086853,-173.87350180117733,18.10124711913147,6.126498198822674,18.110291126718874,5.75085816790455
93,3604,-162.06874670916565,-174.32156106827966,17.93125329083435,5.678438931720336,18.025278709961107,5.809954290583923
94,3637,-162.03641179084275,-174.32156106827966,17.96358820915725,5.678438931720336,17.883367788244087,6.001065639889018
95,3670,-162.06874670916565,-174.01509970985796,17.93125329083435,5.984900290142036,17.72879312326709,6.1105980576960075
96,3704,-162.56383463913357,-173.55270011705596,17.436165360866426,6.447299882944037,17.594620965681724,6.271668916167654
97,3737,-162.56383463913357,-173.24811056053545,17.436165360866426,6.751889439464549,17.614077515514754,6.335459322492836
98,3770,-162.5265181571103,-173.52997967113825,17.473481842889697,6.47002032886175,17.615334752793583,6.476521675507121
99,3804,-162.37998504795374,-173.8386446903576,17.62001495204626,6.161355309642403,17.645977811950665,6.448026151259473
100,3837,-162.03641179084275,-173.53297694278078,17.96358820915725,6.467023057219222,17.73895050581859,6.316106199782048
101,3870,-161.8932160329476,-173.85370591123262,18.106783967052394,6.146294088767377,17.846086707980557,6.217402607374596
102,3904,-162.37998504795374,-173.71051015333745,17.62001495204626,6.289489846662548,17.94828974410524,6.129412110495434
103,3937,-162.05932313853145,-174.15930659977985,17.940676861468546,5.840693400220147,17.90311006642159,6.1724099889962485
104,3970,-162.05932313853145,-173.85363885220306,17.940676861468546,6.146361147796938,17.840663838873944,6.207141548377399
105,4004,-162.20279191701593,-173.55098811829723,17.79720808298407,6.4490118817027735,17.778012062382167,6.1586937232481365
106,4037,-162.05932313853145,-173.85363885220306,17.940676861468546,6.146361147796938,17.794349549947672,6.209588775976496
107,4070,-162.6908522536306,-173.53297694278078,17.309147746369405,6.467023057219222,17.804119009485667,6.287908882568458
108,4104,-162.05932313853145,-173.85363885220306,17.940676861468546,6.146361147796938,17.756145187927014,6.383803695286174
109,4137,-162.05932313853145,-173.85363885220306,17.940676861468546,6.146361147796938,17.79047435022911,6.398732366007348
110,4170,-162.05932313853145,-173.36938696064695,17.940676861468546,6.630613039353051,17.87563345341607,6.326769048254324
111,4204,-162.3701903442083,-173.36938696064695,17.62980965579169,6.630613039353051,17.88080663296416,6.438121253665564
112,4237,-162.02532576548882,-173.67420719314106,17.974674234511184,6.325792806858942,17.965605275455488,6.452199508945081
113,4270,-161.88068882366213,-173.69450642440813,18.119311176337874,6.305493575591868,17.895535158633848,6.465791761869808
114,4304,-162.02532576548882,-173.85363885220306,17.974674234511184,6.146361147796938,17.972243417974312,6.330279061541186
115,4337,-162.3459876749111,-173.04872505122466,17.6540123250889,6.951274948775335,17.905833327838156,6.300324037631247
116,4370,-161.88068882366213,-173.99827579402975,18.119311176337874,6.001724205970248,17.931230290530188,6.245822610237568
117,4404,-162.18989953049766,-173.99827579402975,17.810100469502345,6.001724205970248,17.8535434047599,6.246898082060927
118,4437,-161.88068882366213,-173.99827579402975,18.119311176337874,6.001724205970248,17.864192451077017,6.180643277071378
119,4470,-162.6908522536306,-173.22920757315916,17.309147746369405,6.770792426840842,17.89758482401667,6.160707412607738
120,4504,-161.74026708198332,-174.1726949087512,18.25973291801668,5.827305091248803,17.89188710348385,6.173975696636898
121,4537,-162.22555340238162,-173.69450642440813,17.77444659761838,6.305493575591868,17.86869453189093,6.3613656729616945
122,4570,-161.869427612957,-173.83449582001433,18.130572387043003,6.165504179985675,17.886329590408494,6.375666520960358
123,4604,-162.20679900914755,-173.36503496019785,17.793200990852455,6.634965039802154,17.893992064546897,6.312555036061952
124,4637,-162.20679900914755,-173.36503496019785,17.793200990852455,6.634965039802154,17.928806206688055,6.28041836915399
125,4670,-161.88961157960242,-173.68222238974298,18.110388420397584,6.317777610257025,17.895508591464548,6.434692455188518
126,4704,-162.04879904118113,-174.01710915960328,17.951200958818873,5.9828908403967205,18.109766379197026,6.440242085653956
127,4737,-161.73191752896668,-173.6622043639713,18.268082471033324,6.337795636028687,18.34297428281623,6.557882225612445
128,4770,-161.61378242581065,-173.0490348194202,18.386217574189345,6.9509651805798,18.724872591537334,6.564065471760515
129,4804,-160.82676634701616,-173.05437006727263,19.17323365298384,6.945629932727371,19.073994481625114,6.671423342951927
130,4837,-160.35202217164812,-173.2382970899767,19.647977828351884,6.761702910023303,19.298801599594317,6.905201377277259
131,4870,-160.350318242207,-172.86099883821677,19.64968175779299,7.139001161783227,19.517709337232553,7.114587004327481
132,4904,-160.1851761311365,-173.22743616183675,19.8148238688635,6.772563838163251,19.614428084401798,7.311453745966101
133,4937,-160.49508363964662,-172.4515607033494,19.504916360353377,7.548439296650599,19.702486367907888,7.427246342305338
134,4970,-160.70666922569487,-172.08164541300056,19.293330774305133,7.918354586999442,19.722529615807296,7.544656692976002
135,5004,-160.23000984394176,-172.27338238090277,19.769990156058242,7.726617619097226,19.719908069776764,7.670364215084767
136,5037,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,19.777283467005855,7.676205719908674
137,5070,-159.8738624690052,-172.66118134314894,20.12613753099481,7.3388186568510605,19.7449809674493,7.80357938057522
138,5104,-160.0878369855848,-172.4936503015471,19.9121630144152,7.506349698452908,19.807670543524004,7.737824065971213
139,5137,-160.39635962812116,-172.1851276590107,19.60364037187884,7.814872340989297,19.87231964335354,7.665891141368045
140,5170,-160.18356636896402,-172.3514774431901,19.816433631035977,7.648522556809894,19.925536822664274,7.610846468839915
141,5204,-160.39635962812116,-171.8995340760341,19.60364037187884,8.100465923965913,20.015827770645846,7.48789218389149
142,5237,-159.60874958293385,-172.86800869471256,20.391250417066146,7.131991305287443,20.05997980434628,7.423192724910909
143,5270,-159.60874958293385,-172.86800869471256,20.391250417066146,7.131991305287443,20.137609792717733,7.343104719955934
144,5304,-159.60874958293385,-172.86800869471256,20.391250417066146,7.131991305287443,20.24329848670926,7.287916991246219
145,5337,-159.92030594398292,-172.86800869471256,20.079694056017075,7.131991305287443,20.23662605355554,7.2728981218231965
146,5370,-160.0878369855848,-172.4936503015471,19.9121630144152,7.506349698452908,20.15859826219608,7.299367089280622
147,5404,-159.9184534828927,-172.27338238090277,20.081546517107313,7.726617619097226,20.032272886709105,7.475329693196076
148,5437,-159.7762806245357,-172.4936503015471,20.2237193754643,7.506349698452908,19.920476443057694,7.616039730372549
149,5470,-160.23000984394176,-172.55830479475372,19.769990156058242,7.441695205246276,19.94103198840096,7.626736232088783
150,5504,-160.23000984394176,-172.27338238090277,19.769990156058242,7.726617619097226,19.97274127975327,7.602278836278998
151,5537,-159.9184534828927,-172.27338238090277,20.081546517107313,7.726617619097226,19.958655643283954,7.623418468309969
152,5570,-160.23000984394176,-172.27338238090277,19.769990156058242,7.726617619097226,19.875175817343035,7.652229699600323
153,5604,-159.60874958293385,-172.86800869471256,20.391250417066146,7.131991305287443,19.9020256641111,7.619182274417535
154,5637,-160.23000984394176,-172.27338238090277,19.769990156058242,7.726617619097226,20.04884744255318,7.553381361407685
155,5670,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,20.091188742421075,7.477263134232093
156,5704,-160.0154031383761,-172.72646802534163,19.984596861623913,7.273531974658368,20.161021303008642,7.344355932637521
157,5737,-159.39460832206305,-173.03735533314452,20.60539167793695,6.962644666855482,20.16973809496213,7.30404896899835
158,5770,-159.56395496049507,-172.66118134314894,20.436045039504933,7.3388186568510605,20.200271532729914,7.249732045973161
159,5804,-160.0154031383761,-172.72646802534163,19.984596861623913,7.273531974658368,20.226038001216764,7.2266657709494115
160,5837,-159.7045158305732,-173.03735533314452,20.2954841694268,6.962644666855482,20.19350985193384,7.279785335980902
161,5870,-160.18356636896402,-172.3514774431901,19.816433631035977,7.648522556809894,20.201142067374544,7.362291436457744
162,5904,-159.56395496049507,-172.66118134314894,20.436045039504933,7.3388186568510605,20.14927555829326,7.442922918943226
163,5937,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,20.159402362660153,7.495769394820259
164,5970,-159.56395496049507,-172.66118134314894,20.436045039504933,7.3388186568510605,20.16189642682587,7.604068769546168
165,6004,-159.56395496049507,-172.66118134314894,20.436045039504933,7.3388186568510605,20.0896500791845,7.708528906643722
166,6037,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,20.024423625845948,7.759273522420876
167,6070,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,19.912051435820228,7.870725622537155
168,6104,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,19.90817802444525,7.842307106822269
169,6137,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,19.889773003764383,7.854216462847857
170,6170,-160.18356636896402,-172.0658838602135,19.816433631035977,7.934116139786511,19.876722724307427,7.8535307085401085
171,6204,-159.8738624690052,-172.37558776017232,20.12613753099481,7.624412239827677,19.970458283099436,7.689087826752046
172,6237,-159.92030594398292,-172.66118134314894,20.079694056017075,7.3388186568510605,19.894404434410397,7.659118306705426
173,6270,-159.92030594398292,-172.37558776017232,20.079694056017075,7.624412239827677,19.8541719671384,7.623217013212989
174,6304,-160.5410587941853,-172.0658838602135,19.45894120581471,7.934116139786511,19.84844584827427,7.616516520566263
175,6337,-160.06200825579447,-172.75243291929362,19.937991744205533,7.247567080706375,19.88416765986659,7.558083442266635
176,6370,-160.5410587941853,-172.0658838602135,19.45894120581471,7.934116139786511,19.891318873587053,7.565850361370803
177,6404,-159.7509593055509,-172.54493439860434,20.249040694449093,7.45506560139566,19.988309498562412,7.535156269502985
178,6437,-159.7045158305732,-172.54493439860434,20.2954841694268,7.45506560139566,20.076499426926123,7.457750687926843
179,6470,-159.7045158305732,-172.83052798158093,20.2954841694268,7.1694720184190714,20.20052960106836,7.415440660912066
180,6504,-159.92030594398292,-172.37558776017232,20.079694056017075,7.624412239827677,20.22369510140285,7.486983076295678
181,6537,-159.7045158305732,-172.54493439860434,20.2954841694268,7.45506560139566,20.280204021087467,7.476744641233802
182,6570,-159.92030594398292,-172.37558776017232,20.079694056017075,7.624412239827677,20.223803731850303,7.624882178294605
183,6604,-159.7045158305732,-172.26141209842655,20.2954841694268,7.738587901573453,20.24575876384694,7.7796146326898725
184,6637,-159.7045158305732,-172.05120499237168,20.2954841694268,7.94879500762832,20.237109556709722,7.9072397485834
185,6670,-159.7045158305732,-172.05120499237168,20.2954841694268,7.94879500762832,20.30157758109021,7.953669954729665
186,6704,-159.7045158305732,-171.7691330707941,20.2954841694268,8.230866929205888,20.238076608970456,8.110659023325598
187,6737,-159.7509593055509,-171.7691330707941,20.249040694449093,8.230866929205888,20.2178557251516,8.16983876911831
188,6770,-159.89081935272486,-171.9403219738637,20.10918064727514,8.05967802613631,20.186120564728974,8.31267562129235
189,6804,-159.57977040248133,-171.66032828750073,20.42022959751867,8.339671712499268,20.21926478060708,8.417263588750302
190,6837,-160.11061695296667,-171.27566394412707,19.889383047033334,8.724336055872925,20.266840452294776,8.510280503825818
191,6870,-159.48886510215604,-171.58470906259038,20.51113489784396,8.415290937409623,20.411532031249646,8.546717796841287
192,6904,-159.31651796246598,-170.9855516556602,20.68348203753402,9.014448344339797,20.664599253338956,8.607709237883098
193,6937,-159.09693326324947,-171.46923439005187,20.90306673675053,8.530765609948133,20.942855483896945,8.690655523103015
194,6970,-158.91968470412812,-171.37166455990584,21.080315295871884,8.628335440094162,21.21842582097172,8.741450496469472
195,7004,-158.30426744236303,-171.2729114511533,21.695732557636973,8.727088548846694,21.51618215518821,8.93053762693123
196,7037,-158.1229102961625,-170.913333171764,21.8770897038375,9.086666828235991,21.66899570811939,9.174372222283253
197,7070,-158.23799312191025,-170.5743036519071,21.76200687808975,9.425696348092913,21.83450180838574,9.376378896232458
198,7104,-158.06235573804997,-170.30030631045682,21.937644261950027,9.699693689543182,21.966286399161532,9.56928057152292
199,7137,-158.06235573804997,-169.8036718319343,21.937644261950027,10.19632816806569,22.0175156106013,9.706770274397176
200,7170,-157.94052965622816,-170.2939714453573,22.059470343771835,9.7060285546427,22.020515919469638,9.851507984354686
201,7204,-157.74921816663064,-170.22495693838593,22.25078183336936,9.77504306161407,22.063745300055608,9.941973409974114
202,7237,-157.69755994571207,-170.35737169796639,22.302440054287928,9.642628302033614,22.301061658439103,10.03463840990096
203,7270,-157.69755994571207,-169.5993800960204,22.302440054287928,10.400619903979589,22.549080460558976,10.217257669599489
204,7304,-157.2064527069336,-169.33836852814514,22.79354729306641,10.66163147185486,22.961560962197478,10.47904008038435
205,7337,-156.64693980854682,-169.28687697720898,23.35306019145318,10.713123022791024,23.428901624314655,10.848306689662177
206,7370,-155.53966823855717,-168.85065255112008,24.46033176144283,11.149347448879922,24.060416168541465,11.208684692179663
207,7404,-155.49913607179516,-168.28359927544864,24.500863928204836,11.716400724551363,24.777278632995476,11.586235131590914
208,7437,-154.4124345263053,-168.12902657245576,25.587565473694696,11.870973427544243,25.498443558274467,11.843813396899982
209,7470,-154.00139237044004,-167.9353758457619,25.998607629559956,12.06462415423809,26.162262011173937,12.14657499131734
210,7504,-152.9599668999732,-167.4589031958151,27.04003310002679,12.541096804184889,26.75194384673872,12.4103435628737
211,7537,-152.73951089170043,-167.25503785722256,27.260489108299566,12.744962142777439,27.23574627678522,12.68747668854763
212,7570,-152.32586496495327,-167.2296676233174,27.67413503504673,12.770332376682603,27.73035519406165,12.989510776564124
213,7604,-151.88168624609634,-166.76698509889638,28.118313753903664,13.233014901103616,28.056881278733414,13.298319322288828
214,7637,-151.69143005688835,-166.5144100995548,28.30856994311165,13.485589900445206,28.362132791824266,13.641560454071422
215,7670,-151.43738157788022,-165.82800357242007,28.562618422119783,14.171996427579927,28.591551493301097,13.868934015957606
216,7704,-151.0962379782373,-165.82280194520106,28.903762021762702,14.177198054798936,28.874359078191542,13.986078033124446
217,7737,-150.92684770594394,-165.8581851238479,29.073152294056058,14.141814876152097,29.07898693655595,14.181312821529446
218,7770,-150.65305664157398,-165.56569913202966,29.346943358426017,14.434300867970336,29.357760807440656,14.304173773225806
219,7804,-150.35016410789598,-166.0872523318231,29.649835892104022,13.912747668176905,29.626364052721115,14.348206292567093
220,7837,-150.11045349953727,-165.8467722724269,29.88954650046273,14.153227727573096,29.980006166233487,14.385342002057918
221,7870,-149.90377656381244,-164.87547999867905,30.096223436187557,15.124520001320946,30.318804254520387,14.539566359369005
222,7904,-149.14658736188252,-165.34318333735237,30.853412638117476,14.656816662647628,30.634644429415452,14.701996868372284
223,7937,-149.22068172125103,-165.40320259048454,30.779318278748974,14.59679740951546,30.86111703713646,14.890169766682895
224,7970,-148.55661425822427,-164.84116368852094,31.443385741775728,15.158836311479064,31.02451814792807,15.144759533249928
225,8004,-148.89946354322217,-164.63681885570466,31.10053645677783,15.36318114429534,31.122647300972886,15.30689714581198
226,8037,-148.89946354322217,-164.63681885570466,31.10053645677783,15.36318114429534,31.194598792067215,15.332574276390357
227,8070,-148.89946354322217,-164.34344505648616,31.10053645677783,15.65655494351384,31.260291526399314,15.417525539777476
228,8104,-148.6312595900561,-164.3164096934835,31.36874040994391,15.683590306516493,31.407386814631476,15.501777768050426
229,8137,-148.38163177062904,-164.38632269495068,31.618368229370958,15.613677305049322,31.619033954509398,15.666891186412848
230,8170,-147.86350335961623,-164.60831919052896,32.13649664038377,15.39168080947104,32.11427106472184,15.950861639672603
231,8204,-147.40736004931122,-163.92642583525364,32.59263995068878,16.07357416474636,32.668356974216735,16.375430340003
232,8237,-146.9598346143172,-162.85395372455457,33.0401653856828,17.14604627544543,33.25769429508659,16.923559565936834
233,8270,-145.98365293362536,-162.14337976074617,34.016347066374635,17.85662023925383,33.87640446489132,17.48196624355985
234,8304,-145.13835454597344,-161.89197902504185,34.86164545402656,18.10802097495815,34.452908784372646,18.042731471504766
235,8337,-144.9931027493408,-161.20388882883245,35.00689725065919,18.796111171167553,35.068171327421965,18.721138974000052
236,8370,-144.46835143872136,-160.7794872024043,35.531648561278644,19.22051279759569,35.7530128681949,19.248050743237968
237,8404,-143.74870971945475,-160.7794872024043,36.25129028054525,19.22051279759569,36.372993747368945,19.818257234812506
238,8437,-143.2903274554997,-159.75942781615154,36.70967254450031,20.240572183848457,36.89704300439267,20.38864776587738
239,8470,-142.1587928204272,-158.58494999132955,37.84120717957279,21.41505000867045,37.44175050765123,20.76395496541442
240,8504,-141.69845433015576,-158.78576079295067,38.301545669844245,21.21423920704933,37.92660793134233,21.09681135218925
241,8537,-141.69845433015576,-158.13309439469526,38.301545669844245,21.866905605304737,38.49083817944576,21.383893639929713
242,8570,-141.17399483026568,-158.65755389458536,38.826005169734316,21.342446105414638,39.11352290145206,21.71191262413473
243,8604,-140.53440428055492,-158.90403305213889,39.465595719445076,21.095966947861115,39.7609974116855,21.916935096265256
244,8637,-140.07182093522178,-157.57364064028695,39.92817906477822,22.426359359713047,40.25442139175662,22.215001907380614
245,8670,-138.4247529079472,-157.3740358631905,41.57524709205279,22.6259641368095,40.79449239490177,22.641931114455414
246,8704,-138.2634273570447,-156.59692268880949,41.73657264295531,23.403077311190515,41.30594959846543,23.01047278166002
247,8737,-138.29450657467444,-156.56086693489755,41.70549342532556,23.439133065102453,41.76146376436576,23.418556109355325
248,8770,-138.3925109640894,-156.11242918926547,41.60748903591059,23.88757081073453,42.232499062173545,23.700436889455837
249,8804,-137.55785002728422,-156.27128658466316,42.44214997271578,23.72871341533684,42.62490039037169,23.893667653934322
