finger,sensor_col,affine_a,affine_b,has_gt,gt_col,RMSE_before,R2_before,suggest_a,suggest_b,RMSE_after,R2_after,ycol_used,thetaL_source
index,SensorA1,0.5643,23.9132,True,θ_total,17.981664675360964,0.6549711183810585,1.0000794811138938,-0.0019424949125794494,17.98166442086128,0.654971128147645,θ_total,JSON
