Time(ms),MotorID,SensorA2,θ_total,cycle
104378,3,489,28.157803815460397,3
104487,3,491,28.27388721037881,3
104597,3,491,28.298014648601733,3
104707,3,491,28.329683927049466,3
104817,3,488,28.618692123821823,3
104926,3,490,28.781926826020555,3
105036,3,490,28.72535819648765,3
105145,3,491,28.69129448467711,3
105255,3,487,28.984997944934765,3
105364,3,489,29.23999879235855,3
105473,3,487,29.223566197549065,3
105583,3,490,28.878318439970542,3
105692,3,486,28.782101616209246,3
105802,3,488,28.686469044448984,3
105912,3,488,28.653793517006477,3
106021,3,489,28.777440161043067,3
106131,3,493,28.830916514931744,3
106241,3,496,28.863685204049233,3
106352,3,497,29.085770649605152,3
106461,3,502,28.972371687073554,3
106571,3,501,28.915409803542943,3
106681,3,508,28.85325284470968,3
106790,3,513,28.90533106575625,3
106900,3,520,28.82559975279396,3
107010,3,527,28.625262249062636,3
107119,3,532,28.82190326561791,3
107229,3,546,29.213654346325377,3
107339,3,561,29.53545012902014,3
107448,3,577,29.192850304326765,3
107559,3,588,29.187264373511063,3
107669,3,604,29.27652409325712,3
107779,3,624,28.936431203219573,3
107888,3,637,28.926501630740358,3
107998,3,649,28.712234984185883,3
108107,3,656,28.774769134535035,3
108217,3,670,29.22638417597246,3
108327,3,680,29.186865639980216,3
108436,3,693,29.041558769468587,3
108546,3,697,28.946572517463043,3
108656,3,711,28.98230762597613,3
108765,3,726,28.609411947185478,3
108876,3,734,28.618421666234134,3
108986,3,751,29.007580663674158,3
109096,3,751,29.46067297640053,3
109205,3,758,29.223354253320196,3
109315,3,762,28.881119505784618,3
109424,3,767,29.255980261403067,3
109534,3,767,29.30655124646743,3
109644,3,766,29.42189736411484,3
109753,3,768,29.6210625871351,3
109863,3,772,29.53147040748062,3
109972,3,767,29.551039665419786,3
110082,3,774,30.320948133512175,3
110192,3,767,30.67586748545243,3
110301,3,767,31.001972213244137,3
110411,3,770,32.13039391665448,3
110520,3,791,33.03479911384129,3
110630,3,805,33.89566098086024,3
110739,3,793,34.90052740424415,3
110849,3,794,36.0543668505926,3
134589,3,487,28.71126141510542,4
134698,3,486,29.08860255745017,4
134808,3,488,28.97485691497529,4
134918,3,485,29.05186375677323,4
135028,3,488,29.41747912725289,4
135137,3,486,29.7115241150263,4
135247,3,486,29.719272154446934,4
135357,3,487,29.598882521181743,4
135467,3,487,29.405677817969284,4
135576,3,486,29.67317335129288,4
135686,3,484,29.922067393580118,4
135796,3,486,29.88674772779026,4
135905,3,486,29.92506794738987,4
136015,3,486,29.982114179012584,4
136125,3,489,30.101642405582645,4
136234,3,485,30.175566666715554,4
136345,3,488,30.02110684187474,4
136454,3,487,29.949767839972885,4
136565,3,487,29.955483451671128,4
136674,3,491,29.976456097908788,4
136784,3,493,30.202381253520766,4
136894,3,497,30.25168129271613,4
137004,3,499,30.49119749693201,4
137114,3,503,30.667963123292306,4
137224,3,510,30.428533471939453,4
137333,3,515,30.247217521202614,4
137443,3,525,30.327480413399783,4
137552,3,540,30.34079142185946,4
137663,3,557,30.370940328004302,4
137772,3,569,30.605578421864106,4
137882,3,585,30.297107463155864,4
137991,3,616,30.145111581815748,4
138101,3,638,30.121206238286664,4
138211,3,647,29.94582263858517,4
138320,3,663,30.203106222255293,4
138430,3,674,30.238182438185266,4
138540,3,683,30.198087615938352,4
138650,3,693,30.23697301616056,4
138760,3,698,30.09143461770494,4
138870,3,703,29.99783517915611,4
138979,3,708,30.319385121749413,4
139089,3,716,30.441456762069066,4
139199,3,717,30.26967090511231,4
139309,3,723,30.031976843924305,4
139419,3,732,29.987501883111808,4
139528,3,735,30.106503789222444,4
139638,3,740,30.18544790099602,4
139748,3,741,30.101465506845326,4
139857,3,752,30.272592571526104,4
139967,3,747,30.615128917676017,4
140076,3,755,30.87317231438807,4
140186,3,751,30.825640374458644,4
140295,3,763,30.833514347763725,4
140405,3,765,31.22601357440333,4
140516,3,766,31.412144113180823,4
140625,3,775,31.74007771700019,4
140735,3,769,32.701860416768625,4
140845,3,791,33.655893194929064,4
140954,3,805,34.23943338042872,4
141064,3,800,35.138384807534536,4
141174,3,793,36.093463492072715,4
164907,3,523,36.47099139558882,5
165016,3,522,36.39311782278103,5
165126,3,521,36.772588845252066,5
165236,3,522,36.853772865488295,5
165346,3,523,37.66213852019845,5
165455,3,519,38.47465211669423,5
165565,3,521,38.5593826283571,5
165675,3,521,38.47013928418778,5
165785,3,523,38.247124055967475,5
165895,3,519,38.47357949348605,5
166004,3,523,38.57488356124029,5
166114,3,522,38.66885102042769,5
166223,3,522,38.797560642527515,5
166333,3,516,38.750425847312165,5
166444,3,520,38.796548228584,5
166553,3,521,38.851713866247295,5
166663,3,519,38.69510471922222,5
166772,3,519,38.44985880610423,5
166882,3,523,38.50787818277089,5
166992,3,524,38.40370013844235,5
167102,3,525,38.20007530772754,5
167212,3,533,38.40542287764582,5
167322,3,537,38.39690030888623,5
167432,3,548,38.44412130947256,5
167541,3,562,38.46120926907769,5
167651,3,576,38.57894135298514,5
167761,3,582,38.82679445699955,5
167870,3,602,38.75527723395127,5
167980,3,620,38.75416329559502,5
168089,3,628,38.8675877675744,5
168200,3,639,38.73816030139998,5
168309,3,647,38.598529876862045,5
168419,3,660,38.55149098040803,5
168528,3,659,38.54737030228586,5
168639,3,661,38.64264843803536,5
168749,3,668,38.761324529218285,5
168860,3,682,38.58475072940596,5
168970,3,685,38.32623479572007,5
169080,3,692,38.385414417622734,5
169190,3,689,38.759457543923496,5
169299,3,699,38.802620169539395,5
169409,3,706,38.69019394262585,5
169518,3,717,38.45223180806871,5
169628,3,721,38.580563959859774,5
169738,3,737,38.91911984890459,5
169847,3,750,38.71053350923181,5
169957,3,758,38.49596325283331,5
170066,3,762,38.35007495000613,5
170176,3,768,38.34870989743051,5
170286,3,770,38.39940943526978,5
170395,3,782,38.45450803952737,5
170505,3,789,38.53297184037711,5
170615,3,794,38.771282405888144,5
170724,3,791,39.31748750210677,5
170835,3,802,38.961412426806326,5
170945,3,795,38.94190962592983,5
171055,3,789,39.67992363285286,5
171165,3,806,40.69822320327204,5
171275,3,820,41.903665573853104,5
171385,3,811,43.27466778522879,5
171496,3,802,45.213198362185935,5
195454,3,470,28.046555188876482,6
195565,3,469,28.00975295439352,6
195677,3,471,28.07972079236265,6
195789,3,468,28.324658745793933,6
195899,3,468,28.546551982837798,6
196011,3,470,28.540492831844148,6
196123,3,466,28.317118344995862,6
196234,3,469,27.98705531333576,6
196345,3,467,27.98554177241333,6
196457,3,467,28.121470637609043,6
196569,3,466,28.154956856176693,6
196680,3,468,28.233074111968826,6
196792,3,469,28.081420995783688,6
196903,3,468,28.272157168453603,6
197014,3,470,28.346542542041192,6
197126,3,469,28.20244153737091,6
197238,3,472,28.070773531384397,6
197349,3,472,28.27711389373761,6
197463,3,476,28.439430785551576,6
197574,3,481,28.02008014049029,6
197684,3,497,27.850274527942638,6
197795,3,520,28.087333391760037,6
197906,3,541,28.370976858788982,6
198017,3,556,28.465198501824904,6
198127,3,566,28.371016281254885,6
198237,3,575,28.441651863765472,6
198349,3,591,28.368552122245,6
198460,3,600,28.382404442043203,6
198571,3,608,28.484265795083804,6
198683,3,595,28.53103068528482,6
198795,3,595,28.579484396059282,6
198906,3,588,28.59696728035172,6
199018,3,590,28.408819515937083,6
199129,3,590,28.356696000320483,6
199241,3,592,28.4007577787526,6
199353,3,607,28.391653183254068,6
199464,3,636,28.346489500805074,6
199574,3,646,28.48434098213213,6
199684,3,659,28.600781395253435,6
199796,3,668,28.473525978716776,6
199908,3,687,28.60155504926506,6
200020,3,702,28.943978917910254,6
200131,3,712,28.818324565350995,6
200243,3,715,28.713528495207218,6
200355,3,728,28.833623884224444,6
200466,3,738,28.70869273672703,6
200578,3,743,28.684494744717416,6
200690,3,750,28.84431810867084,6
200802,3,752,28.81849606350321,6
200912,3,765,28.962657765168064,6
201025,3,758,29.313419298124845,6
201136,3,767,29.235502163753658,6
201248,3,774,29.509407321838403,6
201361,3,777,30.340845760918736,6
201473,3,777,30.973421190092857,6
201585,3,777,32.2620982449014,6
201696,3,778,34.7568274076593,6
201807,3,792,38.75973511944173,6
201919,3,805,43.85517482144825,6
202032,3,801,46.9277498141957,6
202143,3,796,49.51780990775404,6
