Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
59163,5,Extend,>>,205,18.02,400,392,548
59272,5,Extend,>>,161,18.02,396,391,540
59382,5,Extend,>>,117,15.38,395,387,542
59491,5,Extend,>>,73,11.69,394,391,542
59601,5,Extend,>>,29,7.82,396,386,542
59710,5,Extend,>>,-15,4.13,396,389,541
59820,5,Extend,>>,-59,0.18,398,388,541
59930,5,Extend,>>,-103,-3.69,394,386,540
60039,5,Extend,>>,-147,-7.56,397,388,538
60149,5,Extend,>>,-191,-11.52,395,387,539
60258,5,Extend,>>,-235,-15.38,395,388,537
60368,5,Extend,>>,-279,-19.08,394,386,535
60477,5,Extend,>>,-323,-22.86,393,388,536
60587,5,Extend,>>,-367,-26.73,395,388,533
60696,5,Extend,>>,-411,-30.59,393,386,534
60806,5,Extend,>>,-455,-34.46,394,387,531
60915,5,Extend,>>,-499,-38.33,393,387,527
61025,5,Extend,>>,-543,-42.11,393,385,525
61135,5,Extend,>>,-587,-45.98,393,385,524
61244,5,Extend,>>,-631,-49.93,392,377,520
61354,5,Extend,>>,-675,-53.8,392,373,516
61464,5,Extend,>>,-719,-57.49,389,371,514
61573,5,Extend,>>,-763,-61.36,387,372,510
61683,5,Extend,>>,-807,-65.23,388,372,505
61793,5,Extend,>>,-851,-69.1,384,370,503
61902,5,Extend,>>,-895,-72.97,384,367,499
62012,5,Extend,>>,-939,-76.75,381,365,493
62121,5,Extend,>>,-983,-80.62,380,362,489
62231,5,Extend,>>,-1027,-84.31,380,360,480
62341,5,Extend,>>,-1071,-88.09,375,358,475
62450,5,Extend,>>,-1115,-92.04,371,354,467
62560,5,Extend,>>,-1159,-95.82,368,350,458
62670,5,Extend,>>,-1203,-99.69,368,341,444
62779,5,Extend,>>,-1247,-103.47,363,338,431
62890,5,Extend,>>,-1291,-107.08,358,333,422
62999,5,Extend,>>,-1335,-110.95,355,330,415
63109,5,Extend,>>,-1379,-114.81,348,323,407
63219,5,Extend,>>,-1423,-118.59,345,320,406
63329,5,Extend,>>,-1467,-122.29,339,319,397
63439,5,Extend,>>,-1511,-125.98,328,314,388
63549,5,Extend,>>,-1555,-129.76,321,309,381
63659,5,Extend,>>,-1599,-133.45,320,304,376
63769,5,Extend,>>,-1643,-137.32,318,300,370
63879,5,Extend,>>,-1687,-141.1,308,296,371
63989,5,Extend,>>,-1731,-144.88,309,297,369
64098,5,Extend,>>,-1775,-148.57,304,293,370
64209,5,Extend,>>,-1819,-152.35,303,290,369
64319,5,Extend,>>,-1863,-156.13,302,287,369
64429,5,Extend,>>,-1907,-160.09,301,281,368
64538,5,Extend,>>,-1951,-163.78,298,279,368
64649,5,Extend,>>,-1995,-167.47,297,275,367
64758,5,Extend,>>,-2039,-171.16,298,274,372
64868,5,Extend,>>,-2083,-174.95,297,265,367
64978,5,Extend,>>,-2127,-178.81,295,270,367
65087,5,Extend,>>,-2171,-182.51,296,269,366
65197,5,Extend,>>,-2215,-186.29,295,269,363
65306,5,Extend,>>,-2259,-189.89,294,269,364
65416,5,Extend,>>,-2303,-193.49,296,269,363
65527,5,Extend,>>,-2347,-197.45,296,262,361
65637,5,Extend,>>,-2391,-201.14,296,265,361
65746,5,Extend,>>,-2435,-204.92,290,263,360
65856,5,Extend,<<,-2435,-208.62,299,267,365
65966,5,Extend,<<,-2391,-209.67,302,269,368
66076,5,Extend,<<,-2347,-209.67,305,271,370
66186,5,Extend,<<,-2303,-206.86,307,273,373
66295,5,Extend,<<,-2259,-203.34,309,276,374
66405,5,Extend,<<,-2215,-199.47,309,273,375
66515,5,Extend,<<,-2171,-195.69,307,275,376
66625,5,Extend,<<,-2127,-191.91,308,277,376
66735,5,Extend,<<,-2083,-188.13,308,276,374
66845,5,Extend,<<,-2039,-184.26,309,277,373
66954,5,Extend,<<,-1995,-180.22,309,276,370
67064,5,Extend,<<,-1951,-176.53,310,278,370
67174,5,Extend,<<,-1907,-172.75,309,279,367
67284,5,Extend,<<,-1863,-168.79,309,280,368
67393,5,Extend,<<,-1819,-165.1,309,279,367
67504,5,Extend,<<,-1775,-161.14,310,281,367
67613,5,Extend,<<,-1731,-157.27,309,284,367
67723,5,Extend,<<,-1687,-153.41,309,290,368
67833,5,Extend,<<,-1643,-149.45,309,294,372
67942,5,Extend,<<,-1599,-145.58,310,297,376
68052,5,Extend,<<,-1555,-141.71,311,298,380
68161,5,Extend,<<,-1511,-137.93,312,300,386
68271,5,Extend,<<,-1467,-134.07,315,302,391
68381,5,Extend,<<,-1423,-130.29,320,304,397
68490,5,Extend,<<,-1379,-126.33,324,309,400
68600,5,Extend,<<,-1335,-122.55,330,307,406
68709,5,Extend,<<,-1291,-118.68,333,308,413
68819,5,Extend,<<,-1247,-114.81,335,310,416
68929,5,Extend,<<,-1203,-110.95,337,309,419
69039,5,Extend,<<,-1159,-107.08,336,309,420
69148,5,Extend,<<,-1115,-103.3,338,312,425
69258,5,Extend,<<,-1071,-99.34,337,310,425
69367,5,Extend,<<,-1027,-95.56,342,312,427
69477,5,Extend,<<,-983,-91.69,343,312,434
69587,5,Extend,<<,-939,-87.74,342,312,437
69696,5,Extend,<<,-895,-83.96,343,313,441
69806,5,Extend,<<,-851,-80.0,344,315,441
69916,5,Extend,<<,-807,-76.13,343,314,444
70025,5,Extend,<<,-763,-72.26,344,317,445
70135,5,Extend,<<,-719,-68.4,344,317,446
70245,5,Extend,<<,-675,-64.44,343,321,464
70354,5,Extend,<<,-631,-60.66,342,322,468
70464,5,Extend,<<,-587,-56.79,343,325,465
70574,5,Extend,<<,-543,-53.01,342,321,468
70683,5,Extend,<<,-499,-49.05,342,321,470
70793,5,Extend,<<,-455,-45.1,343,322,469
70902,5,Extend,<<,-411,-41.23,342,322,467
71012,5,Extend,<<,-367,-37.45,339,321,464
71122,5,Extend,<<,-323,-33.49,344,321,465
71232,5,Extend,<<,-279,-29.54,343,319,465
71341,5,Extend,<<,-235,-25.76,344,321,463
71451,5,Extend,<<,-191,-21.89,347,320,464
71560,5,Extend,<<,-147,-18.02,349,319,463
71670,5,Extend,<<,-103,-14.15,351,320,464
71779,5,Extend,<<,-59,-10.37,349,320,461
71889,5,Extend,<<,-15,-6.42,349,319,462
71998,5,Extend,<<,29,-2.55,350,320,462
72109,5,Extend,<<,73,1.32,349,321,460
72219,5,Extend,<<,117,5.1,353,319,460
72329,5,Extend,<<,161,8.97,350,320,462
72439,5,Extend,<<,205,12.84,351,320,460
89473,5,Extend,>>,205,18.02,410,415,580
89584,5,Extend,>>,161,18.02,405,410,571
89695,5,Extend,>>,117,15.38,404,410,576
89806,5,Extend,>>,73,11.6,405,413,576
89918,5,Extend,>>,29,7.82,405,412,577
90028,5,Extend,>>,-15,4.13,406,409,575
90139,5,Extend,>>,-59,0.26,405,412,575
90249,5,Extend,>>,-103,-3.6,406,409,576
90361,5,Extend,>>,-147,-7.56,407,410,573
90472,5,Extend,>>,-191,-11.43,407,409,572
90583,5,Extend,>>,-235,-15.21,405,411,574
90694,5,Extend,>>,-279,-18.9,406,408,569
90805,5,Extend,>>,-323,-22.77,404,406,566
90917,5,Extend,>>,-367,-26.73,405,406,565
91028,5,Extend,>>,-411,-30.51,405,404,565
91140,5,Extend,>>,-455,-34.46,403,399,559
91252,5,Extend,>>,-499,-38.33,402,397,558
91363,5,Extend,>>,-543,-42.11,403,395,556
91475,5,Extend,>>,-587,-45.89,401,391,552
91586,5,Extend,>>,-631,-49.85,398,389,550
91697,5,Extend,>>,-675,-53.71,398,388,542
91809,5,Extend,>>,-719,-57.41,396,383,537
91921,5,Extend,>>,-763,-61.19,394,376,527
92032,5,Extend,>>,-807,-64.97,392,371,518
92142,5,Extend,>>,-851,-68.84,389,369,510
92253,5,Extend,>>,-895,-72.62,386,363,500
92364,5,Extend,>>,-939,-76.4,387,358,485
92475,5,Extend,>>,-983,-80.18,382,356,472
92587,5,Extend,>>,-1027,-83.87,380,348,457
92698,5,Extend,>>,-1071,-87.65,375,344,446
92809,5,Extend,>>,-1115,-91.6,377,341,437
92921,5,Extend,>>,-1159,-95.47,369,337,433
93033,5,Extend,>>,-1203,-99.25,365,334,425
93144,5,Extend,>>,-1247,-102.95,358,329,415
93255,5,Extend,>>,-1291,-106.55,355,326,411
93366,5,Extend,>>,-1335,-110.42,350,320,401
93477,5,Extend,>>,-1379,-114.2,341,313,391
93588,5,Extend,>>,-1423,-118.07,333,309,388
93699,5,Extend,>>,-1467,-121.76,331,306,382
93811,5,Extend,>>,-1511,-125.54,324,302,379
93923,5,Extend,>>,-1555,-129.23,320,297,375
94035,5,Extend,>>,-1599,-133.01,316,297,375
94146,5,Extend,>>,-1643,-136.97,311,293,372
94257,5,Extend,>>,-1687,-140.75,309,289,371
94369,5,Extend,>>,-1731,-144.62,309,286,372
94480,5,Extend,>>,-1775,-148.22,303,285,370
94591,5,Extend,>>,-1819,-152.0,306,284,371
94701,5,Extend,>>,-1863,-155.78,305,279,368
