Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
44374,1,Flex,>>,2916,256.35,356,323,471
44389,2,Flex,>>,1150,101.1,357,324,471
44404,3,Flex,>>,124,10.9,357,325,471
44486,1,Flex,>>,2877,256.35,356,321,472
44501,2,Flex,>>,1086,101.1,354,321,469
44516,3,Flex,>>,58,10.9,350,319,467
44597,1,Flex,>>,2838,254.15,355,322,470
44612,2,Flex,>>,1022,97.41,353,321,467
44627,3,Flex,>>,-8,7.03,351,322,465
44708,1,Flex,>>,2799,250.81,353,323,471
44723,2,Flex,>>,958,91.78,355,320,468
44738,3,Flex,>>,-74,1.41,351,321,466
44819,1,Flex,>>,2760,247.47,353,319,468
44834,2,Flex,>>,894,86.24,352,321,467
44850,3,Flex,>>,-140,-4.4,350,320,467
44931,1,Flex,>>,2721,244.13,353,320,469
44945,2,Flex,>>,830,80.53,352,319,466
44960,3,Flex,>>,-206,-10.11,350,319,467
45041,1,Flex,>>,2682,240.62,354,323,468
45056,2,Flex,>>,766,74.99,353,324,466
45070,3,Flex,>>,-272,-16.0,351,319,467
45151,1,Flex,>>,2643,237.27,354,321,468
45165,2,Flex,>>,702,69.36,354,320,466
45181,3,Flex,>>,-338,-21.71,350,317,463
45262,1,Flex,>>,2604,233.85,355,325,470
45277,2,Flex,>>,638,63.74,352,320,468
45292,3,Flex,>>,-404,-27.43,350,320,467
45373,1,Flex,>>,2565,230.51,353,322,468
45388,2,Flex,>>,574,58.2,353,321,467
45403,3,Flex,>>,-470,-33.14,353,322,465
45484,1,Flex,>>,2526,227.08,354,322,470
45499,2,Flex,>>,510,52.57,351,321,467
45515,3,Flex,>>,-536,-38.86,350,319,464
45596,1,Flex,>>,2487,223.74,353,321,469
45610,2,Flex,>>,446,46.95,354,321,467
45625,3,Flex,>>,-602,-44.57,351,318,465
45706,1,Flex,>>,2448,220.31,354,321,468
45722,2,Flex,>>,382,41.58,352,318,467
45736,3,Flex,>>,-668,-50.29,352,321,465
45817,1,Flex,>>,2409,216.88,354,322,470
45831,2,Flex,>>,318,36.04,351,321,467
45846,3,Flex,>>,-734,-56.0,348,319,466
45927,1,Flex,>>,2370,213.54,353,324,470
45942,2,Flex,>>,254,30.51,356,319,466
