Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
59149,4,Extend,>>,1471,129.32,397,391,548
59258,4,Extend,>>,1426,129.32,395,389,547
59367,4,Extend,>>,1381,126.59,395,388,545
59477,4,Extend,>>,1336,122.73,398,389,543
59586,4,Extend,>>,1291,118.86,395,388,543
59696,4,Extend,>>,1246,114.99,397,389,540
59805,4,Extend,>>,1201,110.95,397,389,543
59915,4,Extend,>>,1156,106.9,396,388,543
60025,4,Extend,>>,1111,103.03,396,390,541
60135,4,Extend,>>,1066,99.25,395,389,539
60244,4,Extend,>>,1021,95.21,395,389,541
60353,4,Extend,>>,976,91.25,395,386,538
60463,4,Extend,>>,931,87.38,396,387,536
60572,4,Extend,>>,886,83.6,396,386,534
60682,4,Extend,>>,841,79.74,396,387,530
60791,4,Extend,>>,796,75.69,395,387,529
60901,4,Extend,>>,751,71.82,394,386,528
61011,4,Extend,>>,706,67.96,394,387,525
61120,4,Extend,>>,661,64.0,392,384,524
61230,4,Extend,>>,616,60.22,393,378,521
61340,4,Extend,>>,571,56.35,392,374,516
61449,4,Extend,>>,526,52.66,388,371,514
61559,4,Extend,>>,481,48.7,390,368,512
61668,4,Extend,>>,436,44.75,387,371,508
61778,4,Extend,>>,391,40.88,384,370,505
61888,4,Extend,>>,346,36.92,384,370,500
61997,4,Extend,>>,301,33.05,383,364,493
62107,4,Extend,>>,256,29.1,381,365,489
62216,4,Extend,>>,211,25.14,378,361,484
62326,4,Extend,>>,166,21.27,378,358,477
62436,4,Extend,>>,121,17.49,375,354,468
62545,4,Extend,>>,76,13.71,371,350,459
62655,4,Extend,>>,31,9.76,368,342,447
62765,4,Extend,>>,-14,6.07,364,341,432
62875,4,Extend,>>,-59,2.2,360,336,425
62985,4,Extend,>>,-104,-1.49,356,331,416
63094,4,Extend,>>,-149,-5.36,348,324,410
63204,4,Extend,>>,-194,-9.14,345,322,406
63314,4,Extend,>>,-239,-13.01,339,319,398
63424,4,Extend,>>,-284,-16.79,332,315,394
63534,4,Extend,>>,-329,-20.66,325,311,384
63645,4,Extend,>>,-374,-24.44,322,306,376
63755,4,Extend,>>,-419,-28.13,314,299,373
63864,4,Extend,>>,-464,-31.91,311,298,372
63974,4,Extend,>>,-509,-35.78,307,295,372
64084,4,Extend,>>,-554,-39.65,306,295,370
64194,4,Extend,>>,-599,-43.52,304,291,369
64304,4,Extend,>>,-644,-47.47,302,287,369
64414,4,Extend,>>,-689,-51.34,301,285,370
64524,4,Extend,>>,-734,-55.12,302,278,368
64634,4,Extend,>>,-779,-58.99,299,277,369
64744,4,Extend,>>,-824,-62.68,297,275,370
64853,4,Extend,>>,-869,-66.55,298,273,370
64963,4,Extend,>>,-914,-70.24,297,271,367
65073,4,Extend,>>,-959,-73.85,298,269,363
65182,4,Extend,>>,-1004,-77.71,296,271,365
65292,4,Extend,>>,-1049,-81.41,292,267,363
65401,4,Extend,>>,-1094,-85.19,296,268,361
65512,4,Extend,>>,-1139,-88.79,294,266,362
65622,4,Extend,>>,-1184,-92.48,296,266,362
65732,4,Extend,>>,-1229,-96.44,298,266,361
65841,4,Extend,<<,-1229,-99.96,296,265,363
65951,4,Extend,<<,-1184,-101.27,301,270,363
66061,4,Extend,<<,-1139,-101.36,305,273,372
66171,4,Extend,<<,-1094,-99.96,308,273,373
66281,4,Extend,<<,-1049,-96.7,307,274,373
66391,4,Extend,<<,-1004,-92.84,308,276,375
66501,4,Extend,<<,-959,-89.05,307,274,377
66611,4,Extend,<<,-914,-85.19,310,276,377
66720,4,Extend,<<,-869,-81.32,306,276,373
66830,4,Extend,<<,-824,-77.36,309,274,372
66940,4,Extend,<<,-779,-73.49,308,278,370
67050,4,Extend,<<,-734,-69.63,311,277,370
67159,4,Extend,<<,-689,-65.67,310,278,369
67269,4,Extend,<<,-644,-61.8,311,279,368
67379,4,Extend,<<,-599,-57.76,310,281,368
67489,4,Extend,<<,-554,-53.71,310,281,367
67599,4,Extend,<<,-509,-49.85,310,284,369
67708,4,Extend,<<,-464,-45.89,311,288,370
67818,4,Extend,<<,-419,-42.02,310,295,373
67928,4,Extend,<<,-374,-38.07,314,297,376
68037,4,Extend,<<,-329,-34.02,313,299,381
68147,4,Extend,<<,-284,-30.15,312,301,388
68256,4,Extend,<<,-239,-26.29,314,302,390
68366,4,Extend,<<,-194,-22.24,319,303,395
68476,4,Extend,<<,-149,-18.29,324,305,399
68585,4,Extend,<<,-104,-14.33,328,307,405
68695,4,Extend,<<,-59,-10.46,333,307,414
68804,4,Extend,<<,-14,-6.51,336,310,415
68914,4,Extend,<<,31,-2.46,337,312,417
69024,4,Extend,<<,76,1.49,337,310,421
69134,4,Extend,<<,121,5.36,338,312,423
69243,4,Extend,<<,166,9.23,338,311,426
69353,4,Extend,<<,211,13.19,342,313,426
69462,4,Extend,<<,256,17.14,345,312,432
69572,4,Extend,<<,301,21.1,342,313,436
69682,4,Extend,<<,346,25.05,345,312,442
69791,4,Extend,<<,391,28.92,346,313,443
69901,4,Extend,<<,436,32.88,344,314,441
70011,4,Extend,<<,481,36.75,344,315,451
70120,4,Extend,<<,526,40.7,345,317,448
70230,4,Extend,<<,571,44.75,343,323,466
70340,4,Extend,<<,616,48.79,343,323,466
70449,4,Extend,<<,661,52.75,343,322,466
70559,4,Extend,<<,706,56.62,344,323,469
70669,4,Extend,<<,751,60.66,344,323,470
70778,4,Extend,<<,796,64.62,343,321,469
70888,4,Extend,<<,841,68.75,344,325,467
70998,4,Extend,<<,886,72.53,344,323,470
71107,4,Extend,<<,931,76.57,345,322,466
