Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12472,1,Flex,>>,2945,258.9
12485,2,Flex,>>,1233,108.4
12497,3,Flex,>>,158,13.89
12575,1,Flex,>>,2910,258.9
12587,2,Flex,>>,1173,108.4
12599,3,Flex,>>,95,13.89
12677,1,Flex,>>,2875,256.97
12689,2,Flex,>>,1113,105.14
12701,3,Flex,>>,32,10.46
12779,1,Flex,>>,2840,254.15
12791,2,Flex,>>,1053,100.31
12803,3,Flex,>>,-31,5.54
12881,1,Flex,>>,2805,251.08
12893,2,Flex,>>,993,95.12
12905,3,Flex,>>,-94,0.09
12983,1,Flex,>>,2770,248.0
12995,2,Flex,>>,933,89.93
13007,3,Flex,>>,-157,-5.27
13085,1,Flex,>>,2735,245.01
13097,2,Flex,>>,873,84.66
13109,3,Flex,>>,-220,-10.9
13187,1,Flex,>>,2700,241.85
13199,2,Flex,>>,813,79.47
13211,3,Flex,>>,-283,-16.44
13290,1,Flex,>>,2665,238.77
13302,2,Flex,>>,753,74.2
13313,3,Flex,>>,-346,-21.89
13392,1,Flex,>>,2630,235.78
13404,2,Flex,>>,693,68.92
13416,3,Flex,>>,-409,-27.34
13494,1,Flex,>>,2595,232.7
13506,2,Flex,>>,633,63.82
13518,3,Flex,>>,-472,-32.79
13596,1,Flex,>>,2560,229.63
13608,2,Flex,>>,573,58.64
13620,3,Flex,>>,-535,-38.24
13699,1,Flex,>>,2525,226.55
13711,2,Flex,>>,513,53.54
13723,3,Flex,>>,-598,-43.78
13801,1,Flex,>>,2490,223.56
13813,2,Flex,>>,453,48.09
13825,3,Flex,>>,-661,-49.32
13903,1,Flex,>>,2455,220.48
13915,2,Flex,>>,393,42.9
13927,3,Flex,>>,-724,-54.77
14006,1,Flex,>>,2420,217.32
14018,2,Flex,>>,333,37.71
14030,3,Flex,>>,-787,-60.4
14108,1,Flex,>>,2385,214.33
14120,2,Flex,>>,273,32.53
14132,3,Flex,>>,-850,-65.85
14210,1,Flex,>>,2350,211.25
14222,2,Flex,>>,213,27.25
14234,3,Flex,>>,-913,-71.47
14312,1,Flex,>>,2315,208.26
14324,2,Flex,>>,153,21.8
14337,3,Flex,>>,-976,-76.92
14415,1,Flex,>>,2280,205.19
14427,2,Flex,>>,93,16.62
14439,3,Flex,>>,-1039,-82.55
14517,1,Flex,>>,2245,202.11
14529,2,Flex,>>,33,11.34
14541,3,Flex,>>,-1102,-88.0
14619,1,Flex,>>,2210,199.21
14631,2,Flex,>>,-27,6.15
14643,3,Flex,>>,-1165,-93.63
14721,1,Flex,>>,2175,196.13
14733,2,Flex,>>,-87,0.79
14745,3,Flex,>>,-1228,-99.16
14823,1,Flex,>>,2140,193.05
14835,2,Flex,>>,-147,-4.4
14848,3,Flex,>>,-1291,-104.7
14926,1,Flex,>>,2105,189.89
14938,2,Flex,>>,-207,-9.58
14950,3,Flex,>>,-1354,-110.15
15028,1,Flex,>>,2070,186.9
15040,2,Flex,>>,-267,-14.86
15052,3,Flex,>>,-1417,-115.6
15131,1,Flex,>>,2035,183.91
15143,2,Flex,>>,-327,-20.04
15155,3,Flex,>>,-1480,-121.23
15233,1,Flex,>>,2000,180.92
15245,2,Flex,>>,-387,-25.49
15257,3,Flex,>>,-1543,-126.86
15335,1,Flex,>>,1965,178.02
15347,2,Flex,>>,-447,-30.68
15360,3,Flex,>>,-1606,-132.31
15438,1,Flex,>>,1930,174.77
15450,2,Flex,>>,-507,-36.04
15462,3,Flex,>>,-1669,-137.93
15540,1,Flex,>>,1895,171.78
15552,2,Flex,>>,-567,-41.23
15564,3,Flex,>>,-1732,-143.47
15642,1,Flex,>>,1860,168.79
15654,2,Flex,>>,-627,-46.42
15667,3,Flex,>>,-1795,-149.01
15745,1,Flex,>>,1825,165.8
15757,2,Flex,>>,-687,-51.6
15769,3,Flex,>>,-1858,-154.46
15847,1,Flex,>>,1790,162.64
15859,2,Flex,>>,-747,-56.97
15871,3,Flex,>>,-1921,-160.0
15949,1,Flex,>>,1755,159.65
15961,2,Flex,>>,-807,-62.15
15974,3,Flex,>>,-1984,-165.63
16052,1,Flex,>>,1720,156.66
16064,2,Flex,>>,-867,-67.34
16076,3,Flex,>>,-2047,-171.16
16154,1,Flex,>>,1685,153.67
16166,2,Flex,>>,-927,-72.62
16178,3,Flex,>>,-2110,-176.53
16257,1,Flex,>>,1650,150.51
16269,2,Flex,>>,-987,-77.8
16281,3,Flex,>>,-2173,-182.07
16359,1,Flex,>>,1615,147.43
16371,2,Flex,>>,-1047,-82.99
16383,3,Flex,>>,-2236,-187.34
16461,1,Flex,>>,1580,144.26
16473,2,Flex,>>,-1107,-88.09
16485,3,Flex,>>,-2299,-192.79
