Frame,Time(ms),ABC_signed(deg),BCD_signed(deg),∠ABC,∠BCD,∠ABC_smooth,∠BCD_smooth
57,8192,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.866808324413302,9.95258137078413
58,8225,-149.08067631615373,-170.2623424283889,30.919323683846272,9.737657571611095,30.91909245925297,9.894111315158813
59,8258,-149.54312102580877,-169.83791680599924,30.456878974191227,10.162083194000758,30.929368485103804,9.822199242319847
60,8292,-148.77220948666738,-170.36246188706906,31.22779051333262,9.63753811293094,30.918414608160706,9.843795054515294
61,8325,-148.77220948666738,-170.36246188706906,31.22779051333262,9.63753811293094,30.927028819981388,9.843795054515294
62,8358,-149.2967545677372,-169.83791680599924,30.703245432262804,10.162083194000758,30.93707867987354,9.857815378464437
63,8392,-149.08067631615373,-170.2623424283889,30.919323683846272,9.737657571611095,30.966696628529473,9.885207281122668
64,8425,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.94926967911537,9.909050537718525
65,8458,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.875639023008684,9.947922997452348
66,8492,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.877140520119465,9.924926304265783
67,8525,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.881793933230195,9.912606901302075
68,8558,-149.2967545677372,-170.04626417680544,30.703245432262804,9.953735823194563,30.871922762030614,9.86378130865531
69,8592,-148.98912587403038,-170.35389287051228,31.01087412596962,9.646107129487717,30.849082230991748,9.836149549032728
70,8625,-149.2967545677372,-170.04626417680544,30.703245432262804,9.953735823194563,30.762168946708158,9.8557625301697
71,8658,-149.2967545677372,-170.04475987677657,30.703245432262804,9.955240123223433,30.731781881843464,9.9164349633878
72,8692,-149.0641946464061,-170.4691745987276,30.935805353593906,9.53082540127241,30.711084225850925,9.93882435393369
73,8725,-149.51051629378748,-169.62415507994896,30.489483706212525,10.375844920051037,30.72431612595934,10.001427124331448
74,8758,-149.52713018647276,-169.83250245075516,30.47286981352724,10.167497549244843,30.687600896385337,10.07805174028976
75,8792,-149.05220759806258,-169.83791680599924,30.94779240193742,10.162083194000758,30.644222661721084,10.194679064323598
76,8825,-149.2967545677372,-170.04626417680544,30.703245432262804,9.953735823194563,30.634978288266506,10.282729216366402
77,8858,-149.2967545677372,-169.62956943519305,30.703245432262804,10.370430564806952,30.620842944494918,10.33650424049092
78,8892,-149.52559458566267,-169.62956943519305,30.474405414337326,10.370430564806952,30.714257214067125,10.221178982335779
79,8925,-149.52713018647276,-169.41580770914277,30.47286981352724,10.584192290857231,30.74245913353397,10.130597619809844
80,8958,-148.98912587403038,-170.1455454997061,31.01087412596962,9.854454500293912,30.733414199808212,10.079507236735456
81,8992,-149.20057885489638,-170.1455454997061,30.799421145103622,9.854454500293912,30.78388767977713,9.988495914250812
82,9025,-148.98912587403038,-170.35389287051228,31.01087412596962,9.646107129487717,30.80004680991993,9.87076935907314
83,9058,-149.29212929701973,-170.2623424283889,30.707870702980273,9.737657571611095,30.845720287146,9.771090998051534
84,9092,-149.2967545677372,-169.83791680599924,30.703245432262804,10.162083194000758,30.792952939555214,9.781575191923514
85,9125,-149.2967545677372,-170.2530963471441,30.703245432262804,9.746903652855906,30.677928450455347,9.93289351803525
86,9158,-149.2967545677372,-170.04475987677657,30.703245432262804,9.955240123223433,30.712169677101365,9.960772007568025
87,9192,-149.20373407262585,-170.13928467191678,30.79626592737415,9.860715328083216,30.660611900661593,10.049684447606408
88,9225,-149.51051629378748,-169.62415507994896,30.489483706212525,10.375844920051037,30.69203293430082,10.121011257067286
89,9258,-149.28027289798956,-169.83791680599924,30.719727102010438,10.162083194000758,30.74135536406687,10.104036422286299
90,9292,-148.97264420428272,-170.1455454997061,31.027355795717284,9.854454500293912,30.783058620048717,10.105584597499645
91,9325,-149.5082075486032,-169.62956943519305,30.491792451396805,10.370430564806952,30.817516148366735,10.048642467250689
92,9358,-148.98912587403038,-169.93719812889987,31.01087412596962,10.062801871100135,30.839684903879018,9.987304778066392
93,9392,-149.00104950459288,-170.36246188706906,30.998950495407115,9.63753811293094,30.866617219021474,9.903739851468996
94,9425,-149.22975012385072,-170.1525881755015,30.77024987614928,9.847411824498494,30.83072982323176,9.982145771236112
95,9458,-149.22975012385072,-169.94425194557198,30.77024987614928,10.055748054428022,30.816704964231164,10.01365453113551
96,9492,-149.24818743159156,-169.94425194557198,30.75181256840844,10.055748054428022,30.76478280192726,10.097235277670853
97,9525,-149.24818743159156,-169.7328632786588,30.75181256840844,10.267136721341188,30.70783320536448,10.195551895348808
98,9558,-149.22975012385072,-169.51993762632864,30.77024987614928,10.480062373671359,30.7670713970326,10.248982807220935
99,9592,-149.23904849501182,-169.95211897467058,30.760951504988185,10.047881025329417,30.87289153164359,10.19351164153721
100,9625,-149.45830419102361,-169.51993762632864,30.541695808976385,10.480062373671359,30.83477236847834,10.166865387702398
101,9658,-148.70356905570378,-170.25904434680575,31.29643094429622,9.740955653194248,30.873127480517173,10.102351660134175
102,9692,-148.92362253621354,-170.03899086629596,31.076377463786457,9.961009133704039,30.88984637601878,10.042496378479123
103,9725,-149.23904849501182,-169.95211897467058,30.760951504988185,10.047881025329417,30.85405291149599,10.027212088238338
104,9758,-149.68670458051383,-169.7328632786588,30.313295419486167,10.267136721341188,30.729500654567868,10.074398956169842
105,9792,-148.92362253621354,-170.03899086629596,31.076377463786457,9.961009133704039,30.67339824522022,10.075224223571563
106,9825,-149.477650601778,-169.7328632786588,30.52234939822199,10.267136721341188,30.517900867461208,10.225536873161602
107,9858,-149.68670458051383,-169.7328632786588,30.313295419486167,10.267136721341188,30.509117966129494,10.269412455257745
108,9892,-149.70695824554346,-169.7328632786588,30.29304175445654,10.267136721341188,30.468273438234778,10.38169804282972
109,9925,-149.15217660338644,-169.61933353382614,30.847823396613563,10.380666466173864,30.460360802611017,10.431255236025624
110,9958,-149.68670458051383,-169.313205946189,30.313295419486167,10.686794053811013,30.438137283547476,10.528613808019678
111,9992,-149.45830419102361,-169.52608656164665,30.541695808976385,10.47391343835335,30.571138934527518,10.465515222967674
112,10025,-149.68670458051383,-169.313205946189,30.313295419486167,10.686794053811013,30.630661099156825,10.429426735663348
113,10058,-149.17152301414083,-169.82606521396582,30.82847698585917,10.173934786034181,30.598034884493163,10.432880268349866
114,10092,-149.15217660338644,-169.61933353382614,30.847823396613563,10.380666466173864,30.403633616228817,10.365131500291856
115,10125,-149.38057699287663,-170.03899086629596,30.619423007123373,9.961009133704039,30.59725311489441,10.286915746966255
116,10158,-149.68670458051383,-169.52608656164665,30.313295419486167,10.47391343835335,30.756665644930603,10.17956140230532
117,10192,-149.68670458051383,-169.52608656164665,30.313295419486167,10.47391343835335,30.842624079717233,10.126177320780261
118,10225,-149.38057699287663,-170.03899086629596,30.619423007123373,9.961009133704039,30.855128419254306,10.184821852061349
119,10258,-147.704214837504,-169.93076037327492,32.295785162496,10.069239626725079,30.829322006062554,10.254531587362502
120,10292,-149.15217660338644,-170.03899086629596,30.847823396613563,9.961009133704039,30.91145079300779,10.318730518283552
121,10325,-149.68670458051383,-169.313205946189,30.313295419486167,10.686794053811013,30.81601133623677,10.415826619239503
122,10358,-149.45830419102361,-169.313205946189,30.541695808976385,10.686794053811013,30.702335744172338,10.48991450405487
123,10392,-149.68670458051383,-169.313205946189,30.313295419486167,10.686794053811013,30.475708187335783,10.593398405439824
124,10425,-149.15217660338644,-169.61933353382614,30.847823396613563,10.380666466173864,30.30079846525705,10.56450009693382
125,10458,-150.0154250750298,-169.21761973216027,29.98457492497019,10.782380267839727,30.478391876581796,10.487684508911313
126,10492,-149.15217660338644,-170.03899086629596,30.847823396613563,9.961009133704039,30.695602142238563,10.229862733349156
127,10525,-149.477650601778,-169.7328632786588,30.52234939822199,10.267136721341188,30.738981619536585,10.160775438264627
128,10558,-148.92362253621354,-170.03899086629596,31.076377463786457,9.961009133704039,30.906450991311207,10.022761955549855
129,10592,-148.92362253621354,-170.03899086629596,31.076377463786457,9.961009133704039,30.95190081272377,10.013688385216781
130,10625,-148.70356905570378,-170.25904434680575,31.29643094429622,9.740955653194248,31.0431758997661,9.955569852138158
131,10658,-149.477650601778,-169.51993762632864,30.52234939822199,10.480062373671359,30.975267430299258,10.066533200636961
132,10692,-148.70356905570378,-170.25904434680575,31.29643094429622,9.740955653194248,30.94226148112024,10.123221141774952
133,10725,-149.45830419102361,-169.51993762632864,30.541695808976385,10.480062373671359,30.79063416091286,10.212447692819095
134,10758,-149.23904849501182,-169.95211897467058,30.760951504988185,10.047881025329417,30.733807006048742,10.205275120452306
135,10792,-149.22975012385072,-169.51993762632864,30.77024987614928,10.480062373671359,30.629105014599848,10.283325012197569
136,10825,-149.45830419102361,-169.7328632786588,30.541695808976385,10.267136721341188,30.65715840612554,10.230582641604355
137,10858,-149.45830419102361,-169.94425194557198,30.541695808976385,10.055748054428022,30.627095068958745,10.234989577342361
138,10892,-149.22975012385072,-169.94425194557198,30.77024987614928,10.055748054428022,30.658916661477548,10.188851446539417
139,10925,-149.53821695333707,-169.4289749835652,30.46178304666293,10.571025016434788,30.673837684713348,10.17306127993087
140,10958,-149.00104950459288,-170.15411451626287,30.998950495407115,9.845885483737135,30.711297965560057,10.106587977954335
141,10992,-149.21796589195588,-169.93719812889987,30.782034108044115,10.062801871100135,30.759327859952517,10.114711283156929
142,11025,-149.52559458566267,-169.62956943519305,30.474405414337326,10.370430564806952,30.771226683456625,10.140767744355282
143,11058,-148.98912587403038,-170.1455454997061,31.01087412596962,9.854454500293912,30.75852382649778,10.139438417943968
144,11092,-149.2967545677372,-169.83791680599924,30.703245432262804,10.162083194000758,30.767196166823805,10.05410689887472
145,11125,-149.28027289798956,-169.83791680599924,30.719727102010438,10.162083194000758,30.69369722362857,10.117241499945617
146,11158,-149.28027289798956,-169.83791680599924,30.719727102010438,10.162083194000758,30.70983887957763,10.068863411411876
147,11192,-149.2967545677372,-170.04475987677657,30.703245432262804,9.955240123223433,30.765992313107326,9.94029073132693
148,11225,-149.29212929701973,-170.2623424283889,30.707870702980273,9.737657571611095,30.72587272579061,9.968347481093357
149,11258,-149.2967545677372,-169.83791680599924,30.703245432262804,10.162083194000758,30.78952353408301,9.91266458848241
150,11292,-149.0641946464061,-170.2623424283889,30.935805353593906,9.737657571611095,30.848912678860046,9.86346492728374
151,11325,-148.98912587403038,-170.35389287051228,31.01087412596962,9.646107129487717,30.88298542488212,9.880106597627766
152,11358,-149.2967545677372,-169.62956943519305,30.703245432262804,10.370430564806952,30.874751524254116,10.01083284904127
153,11392,-148.98912587403038,-170.1455454997061,31.01087412596962,9.854454500293912,30.929737227760405,10.025811156119396
154,11425,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.854034428813733,10.083467456306652
155,11458,-149.31336846042245,-169.62956943519305,30.686631539577547,10.370430564806952,30.778607499750752,10.1416907335474
156,11492,-149.2967545677372,-169.62956943519305,30.703245432262804,10.370430564806952,30.694876815021523,10.212168964832255
157,11525,-149.0641946464061,-170.2623424283889,30.935805353593906,9.737657571611095,30.650014909363016,10.159988404502393
158,11558,-149.83553973552355,-169.52797165613836,30.164460264476446,10.472028343861638,30.59884192414944,10.183588894510306
159,11592,-149.2967545677372,-170.04626417680544,30.703245432262804,9.953735823194563,30.589219870217164,10.122132650639951
160,11625,-149.51051629378748,-169.62415507994896,30.489483706212525,10.375844920051037,30.588419059709906,10.036023904422077
161,11658,-149.2967545677372,-170.2530963471441,30.703245432262804,9.746903652855906,30.5459308046038,9.972462180833837
162,11692,-149.2967545677372,-170.04475987677657,30.703245432262804,9.955240123223433,30.514827988524452,10.019837273550582
163,11725,-149.52559458566267,-170.04626417680544,30.474405414337326,9.953735823194563,30.583845322620412,9.981271997384992
164,11758,-149.52559458566267,-170.04626417680544,30.474405414337326,9.953735823194563,30.570232821856408,10.00396321000015
165,11792,-149.52559458566267,-170.04626417680544,30.474405414337326,9.953735823194563,30.635410624421446,9.955317373463796
166,11825,-149.2967545677372,-169.62956943519305,30.703245432262804,10.370430564806952,30.722592352508702,10.00723563624457
167,11858,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.733033256796237,10.041524915657526
168,11892,-149.08067631615373,-170.2623424283889,30.919323683846272,9.737657571611095,30.84518350889289,10.002941151018343
169,11925,-149.08067631615373,-170.0539950575827,30.919323683846272,9.94600494241729,30.89682458413134,9.996568382674024
170,11958,-149.08067631615373,-169.84564768677652,30.919323683846272,10.154352313223484,30.902123051577995,9.96058260652138
171,11992,-149.54312102580877,-169.83791680599924,30.456878974191227,10.162083194000758,30.85604212215164,9.952402314544507
172,12025,-148.77220948666738,-170.36246188706906,31.22779051333262,9.63753811293094,30.795875024393546,10.006149615931895
173,12058,-149.30951633407923,-169.84412134601516,30.690483665920766,10.155878653984843,30.768739022041565,10.021379016037692
174,12092,-149.30951633407923,-170.0539950575827,30.690483665920766,9.94600494241729,30.7850051672432,9.98590694312113
175,12125,-149.30951633407923,-169.84412134601516,30.690483665920766,10.155878653984843,30.699261462956237,10.054090786883501
176,12158,-149.30951633407923,-170.0539950575827,30.690483665920766,9.94600494241729,30.694447531518776,10.07816098484857
177,12192,-149.23549233210196,-169.9356717881385,30.764507667898044,10.064328211861493,30.596885320542384,10.095078969752945
178,12225,-149.30951633407923,-169.84412134601516,30.690483665920766,10.155878653984843,30.729207136634788,9.97555129280626
179,12258,-149.77273251266138,-169.6280430944317,30.227267487338622,10.371956905568311,30.68902835264955,10.04393544484046
180,12292,-149.01857594473896,-170.36246188706906,30.981424055261044,9.63753811293094,30.596714868572576,10.158869936875579
181,12325,-149.30951633407923,-170.0539950575827,30.690483665920766,9.94600494241729,30.55781420404896,10.21627799948856
182,12358,-149.08067631615373,-169.84564768677652,30.919323683846272,10.154352313223484,30.560356051871352,10.205608246612849
183,12392,-150.06424035478142,-169.10976171464125,29.93575964521858,10.890238285358748,30.5973664756599,10.189903740392198
184,12425,-149.52559458566267,-169.6280430944317,30.474405414337326,10.371956905568311,30.71055962643388,10.082518411447552
185,12458,-149.00104950459288,-170.36246188706906,30.998950495407115,9.63753811293094,30.75632606550568,10.0890831326155
186,12492,-149.01857594473896,-170.1525881755015,30.981424055261044,9.847411824498494,30.89230272469314,9.960420828230982
187,12525,-149.00104950459288,-170.15103930602976,30.998950495407115,9.848960693970241,30.940269587666794,9.891897117092782
188,12558,-148.77220948666738,-170.36246188706906,31.22779051333262,9.63753811293094,31.022498316905853,9.922707882683406
189,12592,-149.08067631615373,-169.6327101534141,30.919323683846272,10.36728984658589,30.912318930936067,10.083171053987693
190,12625,-149.30951633407923,-169.8425724765434,30.690483665920766,10.15742752345659,30.77447239214445,10.241281974462492
191,12658,-149.52559458566267,-169.41663190183064,30.474405414337326,10.583368098169359,30.754793130069825,10.316191424237903
192,12692,-149.2967545677372,-169.41663190183064,30.703245432262804,10.583368098169359,30.677967441080586,10.471984074603746
193,12725,-149.30951633407923,-169.8425724765434,30.690483665920766,10.15742752345659,30.626637984762553,10.516172808068493
194,12758,-149.29212929701973,-169.62958963822123,30.707870702980273,10.370410361778767,30.66951048317962,10.440624175998975
195,12792,-149.08067631615373,-169.41975034315658,30.919323683846272,10.58024965684342,30.70016674041149,10.38140300375018
196,12825,-149.62033123335834,-169.321895254135,30.379668766641657,10.678104745865,30.69464664840045,10.312664129145555
197,12858,-149.29212929701973,-170.0539950575827,30.707870702980273,9.94600494241729,30.581204235099456,10.304004493336809
198,12892,-149.30951633407923,-169.84412134601516,30.690483665920766,10.155878653984843,30.53119580401559,10.343457413114855
199,12925,-149.52559458566267,-169.83791680599924,30.474405414337326,10.162083194000758,30.537599279757963,10.218027635750484
200,12958,-149.60294419629884,-169.53330644673605,30.397055803701164,10.466693553263951,30.536728753620146,10.17425225268586
201,12992,-149.6378576735044,-169.74318015830363,30.362142326495587,10.25681984169637,30.64151265407295,10.114615248134683
202,13025,-149.09729020883898,-169.84412134601516,30.902709791161016,10.155878653984843,30.658017492621234,10.18092267346048
203,13058,-149.09729020883898,-170.26386876915026,30.902709791161016,9.736131230849736,30.692431332541823,10.175215611563427
204,13092,-149.33011617074825,-169.6280430944317,30.669883829251745,10.371956905568311,30.75481767017896,10.157612896435767
205,13125,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.795333479005226,10.135040511101403
206,13158,-149.39149121543284,-169.53330644673605,30.608508784567164,10.466693553263951,30.826690838672143,10.134799823711365
207,13192,-149.31336846042245,-169.83791680599924,30.686631539577547,10.162083194000758,30.791492867363267,10.087619890263726
208,13225,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.78081015509551,10.02405128531474
209,13258,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.798015789799393,9.908338375839191
210,13292,-149.09108994306354,-170.2724214485984,30.908910056936463,9.727578551401592,30.79372244622145,9.883145583919898
211,13325,-149.3270427742253,-170.265417638622,30.672957225774695,9.734582361377988,30.8314281139733,9.866999326085146
212,13358,-149.3270427742253,-170.0539950575827,30.672957225774695,9.94600494241729,30.829188675971537,9.956648406636388
213,13392,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.865297544244342,10.007300162655069
214,13425,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.850629338099466,10.140792924599477
215,13458,-149.09729020883898,-169.6327101534141,30.902709791161016,10.36728984658589,30.83461985795175,10.259884184328463
216,13492,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.831765011143595,10.305487643932274
217,13525,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.77836461887341,10.269137240220152
218,13558,-149.62033123335834,-169.321895254135,30.379668766641657,10.678104745865,30.672611344016154,10.307458533205
219,13592,-149.3270427742253,-169.8425724765434,30.672957225774695,10.15742752345659,30.622421301942495,10.332182033160953
220,13625,-149.3270427742253,-169.8425724765434,30.672957225774695,10.15742752345659,30.611651445924217,10.325565985035757
221,13658,-149.42029261896036,-169.74932263180835,30.57970738103964,10.250677368191646,30.667391047718585,10.323786025072152
222,13692,-149.40810510811806,-169.321895254135,30.591894891881935,10.678104745865,30.68162458829706,10.332785212528663
223,13725,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.810018743525642,10.241776208126389
224,13758,-149.08067631615373,-169.8425724765434,30.919323683846272,10.15742752345659,30.80845675924313,10.237898607357142
225,13792,-149.08067631615373,-169.8425724765434,30.919323683846272,10.15742752345659,30.835648727958525,10.164297526579244
226,13825,-149.40810510811806,-169.74318015830363,30.591894891881935,10.25681984169637,30.906989797796072,10.043512055403532
227,13858,-148.86224992513803,-170.2724214485984,31.13775007486197,9.727578551401592,30.875999039812747,9.958936059850725
228,13892,-149.4027661788143,-169.96074521284766,30.59723382118571,10.039254787152345,30.820818082429877,9.975655830378477
229,13925,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.76297477564229,9.996673342609796
230,13958,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.66642918036588,10.102589359778491
231,13992,-149.6378576735044,-169.74318015830363,30.362142326495587,10.25681984169637,30.58218042929188,10.169812744784334
232,14025,-149.40810510811806,-169.74318015830363,30.591894891881935,10.25681984169637,30.509176528625787,10.26427393080774
233,14058,-149.6378576735044,-169.53330644673605,30.362142326495587,10.466693553263951,30.5207765902998,10.267685836983762
234,14092,-149.6378576735044,-169.5317575772643,30.362142326495587,10.468242422735699,30.406495406836886,10.341330560205893
235,14125,-149.3270427742253,-170.0539950575827,30.672957225774695,9.94600494241729,30.6535053790599,10.19530048922607
236,14158,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.851335521506215,10.102173474710797
237,14192,-149.3270427742253,-169.8425724765434,30.672957225774695,10.15742752345659,30.915218134372452,10.114592036915822
238,14225,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.992580708021908,10.103269809947662
239,14258,-147.8551159137561,-170.56683040387466,32.144884086243906,9.433169596125339,31.008162811692678,10.119970562443712
240,14292,-149.6378576735044,-169.321895254135,30.362142326495587,10.678104745865,30.968643740739665,10.159548326138149
241,14325,-149.40810510811806,-169.53330644673605,30.591894891881935,10.466693553263951,30.94689113109873,10.087394650725159
242,14358,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.89670447899097,10.091030255704718
243,14392,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.79945578145528,10.106878605385656
244,14425,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.71780482905156,10.117328875449433
245,14458,-149.09729020883898,-170.0539950575827,30.902709791161016,9.94600494241729,30.870077875013216,10.051871103845912
246,14492,-149.33011617074825,-169.62649422495994,30.669883829251745,10.373505775040059,30.886961602884874,10.07222247157649
247,14525,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.88875911446418,10.163872632711438
248,14558,-149.09729020883898,-169.8425724765434,30.902709791161016,10.15742752345659,30.96023810955451,10.15311284187359
249,14592,-149.09729020883898,-169.6327101534141,30.902709791161016,10.36728984658589,30.94865125353759,10.22071186177127
250,14625,-148.78882337935264,-170.15103930602976,31.211176620647365,9.848960693970241,30.87670624019345,10.277180071919513
