Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth
17823,1,Flex,>>,2916,256.35,356,323,446,33.259819070110865,11.093935621035829
17838,2,Flex,>>,1150,101.1,358,323,449,33.259819070110865,11.093935621035829
17853,3,Flex,>>,124,10.9,359,323,448,33.430442494322826,11.189422123745182
17933,1,Flex,>>,2877,256.35,355,322,447,33.59924633517182,11.509771481128155
17948,2,Flex,>>,1086,101.1,356,320,446,33.643710611213095,11.803244773459314
17962,3,Flex,>>,58,10.9,353,318,440,33.643710611213095,11.803244773459314
18043,1,Flex,>>,2838,254.15,356,324,446,34.51583270582648,12.315156335378465
18057,2,Flex,>>,1022,97.41,354,319,442,34.51583270582648,12.315156335378465
18072,3,Flex,>>,-8,7.12,354,320,443,34.51583270582648,12.315156335378465
18152,1,Flex,>>,2799,250.9,357,323,446,36.13283615903615,12.676109710423123
18167,2,Flex,>>,958,91.87,354,321,443,36.13283615903615,12.676109710423123
18182,3,Flex,>>,-74,1.49,352,319,442,36.71693322880283,12.888266674110927
18262,1,Flex,>>,2760,247.47,357,323,446,37.87238444823967,13.004859997905445
18277,2,Flex,>>,894,86.33,356,319,444,38.385663889738844,13.153631262198523
18292,3,Flex,>>,-140,-4.31,353,317,440,38.385663889738844,13.153631262198523
18373,1,Flex,>>,2721,244.13,355,322,446,39.24553407704491,13.251373997998236
18387,2,Flex,>>,830,80.62,354,319,443,39.552019262928354,13.374807788609669
18402,3,Flex,>>,-206,-10.02,352,319,442,39.552019262928354,13.374807788609669
18482,1,Flex,>>,2682,240.62,356,321,447,40.56748209425501,13.733499088043478
18497,2,Flex,>>,766,74.99,355,324,443,40.56748209425501,13.733499088043478
18511,3,Flex,>>,-272,-15.91,352,319,440,40.99389639160353,13.798054988226475
18592,1,Flex,>>,2643,237.27,357,322,445,41.908758783184624,13.900989893939922
18606,2,Flex,>>,702,69.54,354,320,444,41.908758783184624,13.900989893939922
18621,3,Flex,>>,-338,-21.71,352,319,443,42.10776663456048,14.261356528750795
18701,1,Flex,>>,2604,233.85,356,322,445,42.48838102474862,14.956343023164656
18716,2,Flex,>>,638,63.82,354,319,443,42.69566158515062,15.299148384652584
18730,3,Flex,>>,-404,-27.52,352,319,443,42.69566158515062,15.299148384652584
18811,1,Flex,>>,2565,230.51,356,322,446,43.25643976212609,16.09789098039859
18825,2,Flex,>>,574,58.37,355,321,442,43.25643976212609,16.09789098039859
18840,3,Flex,>>,-470,-33.23,350,319,443,43.25643976212609,16.09789098039859
18920,1,Flex,>>,2526,227.08,357,321,445,44.32756282295256,16.794035513894883
18935,2,Flex,>>,510,52.75,353,318,443,44.32756282295256,16.794035513894883
18951,3,Flex,>>,-536,-39.03,352,319,444,44.884753389074646,17.17490542609031
19031,1,Flex,>>,2487,223.65,356,319,449,46.43443131352423,17.49669271928338
19046,2,Flex,>>,446,47.03,354,320,445,47.16025016666045,17.74568466553411
19060,3,Flex,>>,-602,-44.66,352,319,441,47.16025016666045,17.74568466553411
19141,1,Flex,>>,2448,220.22,355,320,445,48.366203721427866,18.197587255084166
19155,2,Flex,>>,382,41.67,354,320,442,48.910813473208336,18.360606913224828
19170,3,Flex,>>,-668,-50.29,354,320,442,48.910813473208336,18.360606913224828
19250,1,Flex,>>,2409,216.79,357,322,445,50.05979745467403,18.881722195029486
19265,2,Flex,>>,318,36.13,353,318,445,50.05979745467403,18.881722195029486
19279,3,Flex,>>,-734,-55.91,353,318,444,50.55123904449628,19.04570519869986
19360,1,Flex,>>,2370,213.45,354,319,445,51.576629755896505,19.379592485631086
19374,2,Flex,>>,254,30.59,353,320,444,51.576629755896505,19.379592485631086
19389,3,Flex,>>,-800,-61.63,353,319,441,52.084051983182505,19.862823010530732
19469,1,Flex,>>,2331,210.02,356,320,446,53.285137969005376,20.587432816176907
19484,2,Flex,>>,190,24.97,356,322,446,53.96354145268944,20.923175309398367
19499,3,Flex,>>,-866,-67.34,353,318,443,53.96354145268944,20.923175309398367
19580,1,Flex,>>,2292,206.59,357,322,448,55.47247468928214,21.616938232606543
19594,2,Flex,>>,126,19.34,354,315,442,55.47247468928214,21.616938232606543
19609,3,Flex,>>,-932,-73.05,353,321,443,55.82481459828735,21.81715737369737
19689,1,Flex,>>,2253,203.16,356,320,451,56.27289696211015,22.255844207524106
19704,2,Flex,>>,62,14.07,355,320,449,56.27289696211015,22.255844207524106
19718,3,Flex,>>,-998,-78.86,355,319,447,56.559067184411035,22.547193892249112
19799,1,Flex,>>,2214,199.91,356,321,452,57.293520495947384,23.04854081284776
19813,2,Flex,>>,-2,8.35,352,317,451,57.69078149436339,23.381548401622318
19828,3,Flex,>>,-1064,-84.48,354,319,449,57.69078149436339,23.381548401622318
19908,1,Flex,>>,2175,196.66,355,320,459,58.63493647198779,24.008847738951868
19923,2,Flex,>>,-66,2.73,352,318,460,59.1354695410257,24.464824874830406
19937,3,Flex,>>,-1130,-90.29,352,317,457,59.1354695410257,24.464824874830406
20018,1,Flex,>>,2136,193.14,358,323,465,60.44531934844297,25.858615082311797
20032,2,Flex,>>,-130,-2.81,355,319,461,60.44531934844297,25.858615082311797
20047,3,Flex,>>,-1196,-96.09,353,318,462,60.81575631344887,26.485508233514892
20127,1,Flex,>>,2097,189.8,358,320,468,61.42748215746599,27.59770957033352
20142,2,Flex,>>,-194,-8.35,356,320,466,61.69957294185981,28.18769792743832
20156,3,Flex,>>,-1262,-101.89,351,319,467,61.69957294185981,28.18769792743832
20237,1,Flex,>>,2058,186.37,356,322,471,62.305593223061805,29.284582836921366
20252,2,Flex,>>,-258,-13.89,355,323,471,62.716908601839066,29.75313949472509
20266,3,Flex,>>,-1328,-107.6,354,323,470,62.716908601839066,29.75313949472509
20347,1,Flex,>>,2019,183.03,359,329,477,63.696844832396465,30.769549713254136
20361,2,Flex,>>,-322,-19.34,359,326,476,63.696844832396465,30.769549713254136
20376,3,Flex,>>,-1394,-113.14,357,327,475,63.96728813224499,31.04090107323738
20457,1,Flex,>>,1980,179.87,362,332,483,64.42226788163813,31.44666262075024
20471,2,Flex,>>,-386,-25.05,361,328,481,64.42226788163813,31.44666262075024
20486,3,Flex,>>,-1460,-118.95,360,328,477,64.60944389429379,31.746978899057098
20566,1,Flex,>>,1941,176.44,366,335,489,65.14413277797661,32.137277770477446
20581,2,Flex,>>,-450,-30.51,361,332,484,65.36738248143601,32.40931954709732
20595,3,Flex,>>,-1526,-124.75,361,332,483,65.36738248143601,32.40931954709732
20676,1,Flex,>>,1902,173.1,370,341,495,66.40213662430163,32.80664383620704
20690,2,Flex,>>,-514,-36.04,370,340,493,66.40213662430163,32.80664383620704
20705,3,Flex,>>,-1592,-130.46,372,340,494,66.40213662430163,32.80664383620704
20785,1,Flex,>>,1863,169.67,377,351,510,67.43246410127904,33.171476224455844
20800,2,Flex,>>,-578,-41.67,376,351,511,67.43246410127904,33.171476224455844
20814,3,Flex,>>,-1658,-136.18,375,351,510,67.8467838692658,33.323540588001485
20895,1,Flex,>>,1824,166.33,381,358,522,68.69753616078961,33.40374374591991
20909,2,Flex,>>,-642,-47.21,378,355,519,69.02543557677242,33.47471101347634
20924,3,Flex,>>,-1724,-142.07,377,355,518,69.02543557677242,33.47471101347634
21004,1,Flex,>>,1785,162.81,382,362,527,69.74253042876514,33.44484420813313
21019,2,Flex,>>,-706,-52.75,380,361,526,70.03909906487976,33.45155409460769
21034,3,Flex,>>,-1790,-147.87,382,358,522,70.03909906487976,33.45155409460769
21114,1,Flex,>>,1746,159.47,388,367,535,70.5537682901159,33.38785848169713
21129,2,Flex,>>,-770,-58.29,385,367,532,70.5537682901159,33.38785848169713
21144,3,Flex,>>,-1856,-153.58,383,364,531,70.78865796233288,33.3037422091228
21225,1,Flex,>>,1707,156.13,392,372,542,71.27698407567615,33.14884199776838
21240,2,Flex,>>,-834,-63.74,394,373,541,71.27698407567615,33.14884199776838
21254,3,Flex,>>,-1922,-159.21,392,371,537,71.49238195993036,33.14377850010856
21335,1,Flex,>>,1668,152.7,403,379,550,72.12861342626206,33.10066546070754
21350,2,Flex,>>,-898,-69.19,404,375,547,72.47149009258673,33.155458486047266
21364,3,Flex,>>,-1988,-164.92,403,373,546,72.47149009258673,33.155458486047266
21445,1,Flex,>>,1629,149.27,419,379,556,73.16084032166208,33.10174725748158
21459,2,Flex,>>,-962,-74.64,414,380,551,73.16084032166208,33.10174725748158
21474,3,Flex,>>,-2054,-170.55,415,379,553,73.16084032166208,33.10174725748158
21554,1,Flex,>>,1590,145.67,428,389,566,73.53153364934045,33.20265111225483
21569,2,Flex,>>,-1026,-80.35,425,390,562,73.53153364934045,33.20265111225483
21584,3,Flex,>>,-2120,-176.18,425,392,563,73.70569622678187,33.3130544824652
21664,1,Flex,>>,1551,142.33,431,410,582,74.23020774877997,33.508172238109466
21679,2,Flex,>>,-1090,-86.07,425,407,582,74.42205880546821,33.672053507648705
21693,3,Flex,>>,-2186,-182.07,424,404,582,74.42205880546821,33.672053507648705
21774,1,Flex,>>,1512,138.99,434,416,592,74.86331157001841,33.762768134001924
21788,2,Flex,>>,-1154,-91.78,432,415,591,74.90979444333723,33.93785377732626
21803,3,Flex,>>,-2252,-187.78,429,412,588,74.90979444333723,33.93785377732626
21883,1,Flex,>>,1473,135.74,437,426,601,75.10801667278102,34.06767040482382
21898,2,Flex,>>,-1218,-97.41,437,418,599,75.10801667278102,34.06767040482382
21913,3,Flex,>>,-2318,-193.49,432,418,598,75.27171641875125,34.08063805444598
21993,1,Flex,>>,1434,132.57,440,433,613,75.48327546659552,34.14439337193419
22008,2,Flex,>>,-1282,-102.95,439,434,611,75.48327546659552,34.14439337193419
22022,3,Flex,>>,-2384,-199.21,435,431,607,75.57767149158623,34.12852710938043
22103,1,Flex,>>,1395,129.23,444,444,623,75.66255797945728,34.035103332231834
22117,2,Flex,>>,-1346,-108.57,446,447,619,75.64120699932127,34.00368230714433
22132,3,Flex,>>,-2450,-204.92,442,443,621,75.64120699932127,34.00368230714433
22212,1,Flex,>>,1356,125.98,454,453,630,75.69714979524181,33.90342026663294
22227,2,Flex,>>,-1410,-114.11,454,453,631,75.69714979524181,33.90342026663294
22241,3,Flex,>>,-2516,-210.73,453,449,625,75.69714979524181,33.90342026663294
22322,1,Flex,>>,1317,122.55,467,459,635,75.60110816320228,34.02783930864801
22336,2,Flex,>>,-1474,-119.65,462,457,630,75.60110816320228,34.02783930864801
22351,3,Flex,>>,-2582,-216.53,461,455,629,75.54085030381435,33.959515998867005
22431,1,Flex,>>,1278,119.3,468,469,640,75.18286655399282,33.95437231407651
22446,2,Flex,>>,-1538,-125.27,467,464,637,75.12088047502756,33.85273828010973
22461,3,Flex,>>,-2648,-222.24,463,464,637,75.12088047502756,33.85273828010973
22541,1,Flex,>>,1239,116.04,471,482,653,75.00607718702199,33.74737492694287
22556,2,Flex,>>,-1602,-130.73,470,479,649,74.97817809652727,33.65026056832072
22570,3,Flex,>>,-2714,-228.04,466,473,643,74.97817809652727,33.65026056832072
22651,1,Flex,>>,1200,112.88,478,494,662,74.51089373516126,33.390893006225575
22666,2,Flex,>>,-1666,-136.35,476,490,658,74.51089373516126,33.390893006225575
22680,3,Flex,>>,-2780,-233.85,473,486,655,74.13946138526103,33.26769768507252
22761,1,Flex,>>,1161,109.54,488,507,676,73.19227672393455,33.32796806492617
22776,2,Flex,>>,-1730,-141.89,486,505,670,72.75033483332392,33.34649774446332
22790,3,Flex,>>,-2846,-239.65,486,504,669,72.75033483332392,33.34649774446332
22871,1,Flex,>>,1122,106.11,496,517,735,72.07995842032979,33.28625941947467
22885,2,Flex,>>,-1794,-147.43,490,513,717,71.79830520592792,33.280374290800154
22900,3,Flex,>>,-2912,-245.36,489,509,738,71.79830520592792,33.280374290800154
22981,1,Flex,>>,1083,102.86,506,523,717,70.91978255879036,32.92169218974454
22996,2,Flex,>>,-1858,-153.14,500,518,739,70.91978255879036,32.92169218974454
23011,3,Flex,>>,-2978,-251.08,498,515,713,70.54428110450608,32.847849321466825
23091,1,Flex,>>,1044,99.52,512,527,747,69.7995241951925,32.62508139868655
23106,2,Flex,>>,-1922,-158.42,509,522,740,69.7995241951925,32.62508139868655
23121,3,Flex,>>,-3044,-256.88,508,521,688,69.36189614603308,32.53971109112442
23201,1,Flex,>>,1005,96.44,517,532,701,68.60558979945029,32.39331051199998
23216,2,Flex,>>,-1986,-163.87,518,531,700,68.24708560406657,32.30617262132262
23231,3,Flex,>>,-3110,-262.51,512,529,704,68.24708560406657,32.30617262132262
23312,1,Flex,>>,966,93.19,527,538,746,67.05947446310094,32.2296172923556
23327,2,Flex,>>,-2050,-169.32,522,535,734,67.05947446310094,32.2296172923556
23341,3,Flex,>>,-3176,-267.96,521,527,732,67.05947446310094,32.2296172923556
23422,1,Flex,>>,927,90.02,537,543,712,65.88492864960187,32.23003608213999
23436,2,Flex,>>,-2114,-174.51,535,538,706,65.88492864960187,32.23003608213999
23451,3,Flex,>>,-3242,-273.58,530,536,703,65.39943768892728,32.22316557105967
23532,1,Flex,>>,888,86.77,554,544,773,64.60296879908675,32.14550545759348
23546,2,Flex,>>,-2178,-179.87,550,547,723,64.22449824171768,32.06502178325427
23561,3,Flex,>>,-3308,-279.21,546,543,719,64.22449824171768,32.06502178325427
23641,1,Flex,>>,849,83.43,559,550,722,63.25302424940496,32.227525908533316
23656,2,Flex,>>,-2242,-185.05,555,549,723,62.62839317277259,32.35915279272682
23671,3,Flex,>>,-3374,-284.66,547,541,712,62.62839317277259,32.35915279272682
23751,1,Flex,>>,810,80.18,555,544,721,61.13009490185053,31.938243439636583
23766,2,Flex,>>,-2306,-190.24,549,544,712,61.13009490185053,31.938243439636583
23780,3,Flex,>>,-3440,-290.2,549,541,709,60.48721741318209,31.75196320089468
23861,1,Flex,>>,771,77.1,556,550,723,59.29681777832806,31.526112856522353
23875,2,Flex,>>,-2370,-195.34,552,545,710,59.29681777832806,31.526112856522353
23890,3,Flex,>>,-3506,-295.74,550,541,709,58.801214009877405,31.41954611490486
23970,1,Flex,>>,732,73.93,560,553,722,58.01223382667759,31.373243060189196
23985,2,Flex,>>,-2434,-200.53,552,546,711,57.71023263226427,31.403220197517868
23999,3,Flex,>>,-3572,-301.54,549,544,706,57.71023263226427,31.403220197517868
24080,1,Flex,>>,693,70.95,564,557,737,56.95735538857663,31.191069084306996
24095,2,Flex,>>,-2498,-205.71,552,547,756,56.95735538857663,31.191069084306996
24109,3,Flex,>>,-3638,-306.81,548,541,762,56.576006309669594,31.10503283666587
24190,1,Flex,>>,654,67.87,558,553,720,55.745092178402636,30.920527815054598
24204,2,Flex,>>,-2562,-210.64,551,548,716,55.745092178402636,30.920527815054598
24219,3,Flex,>>,-3704,-312.18,548,548,709,55.44123780088273,30.734345555164676
24299,1,Flex,>>,615,64.62,560,559,725,54.93523316494064,30.572536799006095
24314,2,Flex,>>,-2626,-215.65,551,550,714,54.68990264130515,30.53737769772309
24329,3,Flex,>>,-3770,-317.89,551,551,717,54.68990264130515,30.53737769772309
24410,1,Flex,>>,576,61.45,561,557,726,53.851003499179264,30.366123050404262
24425,2,Flex,>>,-2690,-220.13,550,549,711,53.851003499179264,30.366123050404262
24440,3,Flex,>>,-3836,-323.16,545,545,703,53.851003499179264,30.366123050404262
24521,1,Flex,<<,576,58.9,559,558,723,52.962207658104845,30.205077004064414
24535,2,Flex,<<,-2690,-224.62,562,558,722,52.962207658104845,30.205077004064414
24550,3,Flex,<<,-3836,-328.62,562,561,729,52.859601185242276,30.11367058497681
24630,1,Flex,<<,615,58.55,562,561,727,52.817618843052344,30.017416530236297
24645,2,Flex,<<,-2626,-225.85,570,568,736,52.753363036409596,29.98965775681673
24659,3,Flex,<<,-3770,-330.11,575,574,744,52.753363036409596,29.98965775681673
24740,1,Flex,<<,654,58.46,574,577,745,52.57022681527462,29.81678659784566
24755,2,Flex,<<,-2562,-225.93,579,578,750,52.41500095808788,29.797199785538684
24769,3,Flex,<<,-3704,-330.11,576,576,748,52.41500095808788,29.797199785538684
24851,1,Flex,<<,693,58.55,577,578,749,51.86826554940433,29.624928790012028
24866,2,Flex,<<,-2498,-224.44,576,576,745,51.86826554940433,29.624928790012028
24880,3,Flex,<<,-3638,-326.15,573,572,743,51.69575827167542,29.544684936550986
24961,1,Flex,<<,732,61.01,573,573,743,51.45186693218762,29.32584674344836
24976,2,Flex,<<,-2434,-219.78,572,572,741,51.284947244283146,29.250707467530784
24990,3,Flex,<<,-3572,-321.05,569,568,740,51.284947244283146,29.250707467530784
25071,1,Flex,<<,771,64.09,569,569,742,50.83118033821735,29.154522082348407
25085,2,Flex,<<,-2370,-214.77,567,569,737,50.57738577848368,29.178575909608526
25100,3,Flex,<<,-3506,-315.43,564,565,737,50.57738577848368,29.178575909608526
25181,1,Flex,<<,810,67.25,565,569,736,50.46431715727604,28.861426250406495
25195,2,Flex,<<,-2306,-209.58,560,564,731,50.46431715727604,28.861426250406495
25210,3,Flex,<<,-3440,-309.71,559,563,729,50.392845150753786,28.75775972835587
25290,1,Flex,<<,849,70.42,556,558,726,50.238776704675026,28.689516021669036
25305,2,Flex,<<,-2242,-204.22,552,556,724,50.238776704675026,28.689516021669036
25320,3,Flex,<<,-3374,-304.0,551,554,720,50.24684321119709,28.571375337651396
25400,1,Flex,<<,888,73.67,543,549,715,49.974398097370525,28.514537816528474
25415,2,Flex,<<,-2178,-198.68,542,544,711,49.851171840234116,28.471065140349804
25429,3,Flex,<<,-3308,-298.29,538,545,711,49.851171840234116,28.471065140349804
25510,1,Flex,<<,927,77.1,539,542,709,49.60043176920108,28.23315621868393
25526,2,Flex,<<,-2114,-192.97,535,539,706,49.60043176920108,28.23315621868393
25541,3,Flex,<<,-3242,-292.31,534,537,703,49.60043176920108,28.23315621868393
25622,1,Flex,<<,966,80.62,534,532,703,48.88388073517616,28.41943946722529
25637,2,Flex,<<,-2050,-187.43,534,530,698,48.88388073517616,28.41943946722529
25651,3,Flex,<<,-3176,-286.59,528,530,697,48.86319530457065,28.306243722052017
25732,1,Flex,<<,1005,83.87,523,524,695,48.70531219144064,28.19376457228056
25747,2,Flex,<<,-1986,-181.71,520,522,694,48.81983237786386,27.982022292290406
25762,3,Flex,<<,-3110,-280.88,516,520,691,48.81983237786386,27.982022292290406
25843,1,Flex,<<,1044,87.3,519,514,693,48.919094795848565,27.67898682362322
25858,2,Flex,<<,-1922,-176.26,517,513,684,48.919094795848565,27.67898682362322
25873,3,Flex,<<,-3044,-274.99,513,512,683,48.919094795848565,27.67898682362322
25954,1,Flex,<<,1083,90.73,515,510,680,48.67129228659354,27.82095971818824
25969,2,Flex,<<,-1858,-170.64,508,511,674,48.67129228659354,27.82095971818824
25984,3,Flex,<<,-2978,-269.19,508,505,676,48.54775276982319,27.867161357294297
26064,1,Flex,<<,1122,94.15,508,502,674,48.45492046060983,27.90679043460642
26079,2,Flex,<<,-1794,-165.01,506,502,671,48.543252352826606,27.709598696847042
26093,3,Flex,<<,-2912,-263.47,508,498,667,48.543252352826606,27.709598696847042
26173,1,Flex,<<,1161,97.49,503,495,668,48.5553829338099,27.592956127754903
26189,2,Flex,<<,-1730,-159.38,504,495,663,48.576292458422785,27.514742223833082
26203,3,Flex,<<,-2846,-257.76,500,490,662,48.576292458422785,27.514742223833082
26284,1,Flex,<<,1200,100.84,500,490,660,48.44351477634994,27.34720281854277
26298,2,Flex,<<,-1666,-153.76,496,487,656,48.44351477634994,27.34720281854277
26313,3,Flex,<<,-2780,-251.96,495,483,651,48.21562770195118,27.445517033688873
26393,1,Flex,<<,1239,104.35,492,481,649,48.00236349880895,27.44952901346882
26408,2,Flex,<<,-1602,-148.13,490,476,643,48.00236349880895,27.44952901346882
26422,3,Flex,<<,-2714,-246.15,487,474,641,47.89877668674278,27.398507623450644
26503,1,Flex,<<,1278,107.69,489,473,637,47.82848168673154,27.523621698668286
26517,2,Flex,<<,-1538,-142.51,486,470,634,47.881609726694876,27.507279933067665
26532,3,Flex,<<,-2648,-240.44,485,467,629,47.881609726694876,27.507279933067665
26612,1,Flex,<<,1317,111.21,486,468,633,48.06151851809038,27.347697123548308
26627,2,Flex,<<,-1474,-136.97,484,467,630,48.06151851809038,27.347697123548308
26642,3,Flex,<<,-2582,-234.55,485,464,627,48.006503188482654,27.37303365793975
26722,1,Flex,<<,1356,114.46,484,464,626,47.9807949327825,27.26537610522378
26737,2,Flex,<<,-1410,-131.34,482,460,621,47.9807949327825,27.26537610522378
26752,3,Flex,<<,-2516,-228.84,481,459,619,48.00187344534572,27.23207085471394
26832,1,Flex,<<,1395,117.89,482,458,619,48.05275465603856,27.227346813216194
26847,2,Flex,<<,-1346,-125.8,480,452,613,48.055907116813046,27.21450611337888
26862,3,Flex,<<,-2450,-222.95,478,452,610,48.055907116813046,27.21450611337888
26943,1,Flex,<<,1434,121.32,480,453,610,48.0050357530002,27.142026109757296
26957,2,Flex,<<,-1282,-120.18,476,449,608,48.0050357530002,27.142026109757296
26972,3,Flex,<<,-2384,-217.23,475,453,607,48.0050357530002,27.142026109757296
27053,1,Flex,<<,1473,124.75,479,450,603,47.72997069670812,27.277901949076966
27067,2,Flex,<<,-1218,-114.37,476,443,597,47.72997069670812,27.277901949076966
27082,3,Flex,<<,-2318,-211.34,477,444,601,47.65436222247306,27.289317813106948
27163,1,Flex,<<,1512,128.18,478,445,600,47.537256133545625,27.291611401982045
27177,2,Flex,<<,-1154,-108.84,473,440,594,47.52158552290401,27.195510572994486
27192,3,Flex,<<,-2252,-205.63,474,439,591,47.52158552290401,27.195510572994486
27272,1,Flex,<<,1551,131.6,472,442,595,47.50959929709838,26.987215350234315
27287,2,Flex,<<,-1090,-103.21,469,441,592,47.51941616110028,26.87042076309463
27302,3,Flex,<<,-2186,-199.65,469,439,588,47.51941616110028,26.87042076309463
27382,1,Flex,<<,1590,134.95,471,442,590,47.4570614052629,26.976206429860433
27397,2,Flex,<<,-1026,-97.58,468,440,590,47.4570614052629,26.976206429860433
27411,3,Flex,<<,-2120,-193.85,468,437,587,47.39554653031698,27.06317219340366
27492,1,Flex,<<,1629,138.37,470,442,590,47.290869572181684,27.222740930936602
27506,2,Flex,<<,-962,-92.04,465,441,589,47.290869572181684,27.222740930936602
27521,3,Flex,<<,-2054,-188.22,466,436,585,47.247905074931914,27.318225750110926
27602,1,Flex,<<,1668,141.71,468,435,587,47.08884228711746,27.313428524038656
27617,2,Flex,<<,-898,-86.42,464,432,585,47.08685357013822,27.238845534520486
27631,3,Flex,<<,-1988,-182.33,462,433,585,47.08685357013822,27.238845534520486
27712,1,Flex,<<,1707,145.23,469,434,585,46.85710522826892,27.331006744869356
27726,2,Flex,<<,-834,-80.7,466,433,585,46.85710522826892,27.331006744869356
27741,3,Flex,<<,-1922,-176.53,463,430,581,46.85710522826892,27.331006744869356
27821,1,Flex,<<,1746,148.57,466,435,585,46.58985790002211,27.272168567336173
27836,2,Flex,<<,-770,-75.08,465,429,580,46.58985790002211,27.272168567336173
27851,3,Flex,<<,-1856,-170.73,462,431,581,46.47810579158647,27.302847786913453
27932,1,Flex,<<,1785,152.09,465,431,580,46.40350141936068,27.149355039117218
27946,2,Flex,<<,-706,-69.54,462,427,577,46.37156234068442,27.19005616656891
27961,3,Flex,<<,-1790,-164.92,460,425,573,46.37156234068442,27.19005616656891
28041,1,Flex,<<,1824,155.43,463,428,576,46.34163233666685,27.21750726450574
28056,2,Flex,<<,-642,-63.82,460,424,573,46.48562186089668,27.08239304438559
28071,3,Flex,<<,-1724,-159.21,457,424,573,46.48562186089668,27.08239304438559
28151,1,Flex,<<,1863,158.86,458,427,575,46.75316367099076,26.826538556712855
28166,2,Flex,<<,-578,-58.2,458,424,572,46.75316367099076,26.826538556712855
28181,3,Flex,<<,-1658,-153.41,453,423,567,46.75116155771505,26.792231532899827
28261,1,Flex,<<,1902,162.29,457,425,572,46.60948092257025,26.64982005446987
28276,2,Flex,<<,-514,-52.57,456,421,571,46.416775626105164,26.575460147161166
28290,3,Flex,<<,-1592,-147.69,455,421,568,46.416775626105164,26.575460147161166
28371,1,Flex,<<,1941,165.8,456,422,570,45.960620463893505,26.422098691267514
28386,2,Flex,<<,-450,-47.03,453,420,565,45.79220916532834,26.355414928849463
28400,3,Flex,<<,-1526,-141.71,453,422,565,45.79220916532834,26.355414928849463
28481,1,Flex,<<,1980,169.05,454,420,566,45.4384247554169,26.308264487029355
28495,2,Flex,<<,-386,-41.41,453,419,565,45.4384247554169,26.308264487029355
28510,3,Flex,<<,-1460,-136.0,454,418,564,45.49440363212874,26.239049343411896
28590,1,Flex,<<,2019,172.57,455,418,566,45.56568584612896,26.25760564303643
28605,2,Flex,<<,-322,-35.87,454,417,565,45.56568584612896,26.25760564303643
28620,3,Flex,<<,-1394,-130.11,451,417,562,45.58942053792131,26.2466483673167
28701,1,Flex,<<,2058,176.09,454,421,564,45.71794641828859,26.266626688168866
28715,2,Flex,<<,-258,-30.15,454,417,563,45.724775067227185,26.327097504435898
28730,3,Flex,<<,-1328,-124.4,449,414,559,45.724775067227185,26.327097504435898
28810,1,Flex,<<,2097,179.52,452,420,563,45.55826007149227,26.356198447585598
28826,2,Flex,<<,-194,-24.44,452,418,562,45.55826007149227,26.356198447585598
28840,3,Flex,<<,-1262,-118.59,449,417,559,45.55826007149227,26.356198447585598
28921,1,Flex,<<,2136,182.95,453,417,561,45.443023130126434,26.35164431656758
28936,2,Flex,<<,-130,-18.9,448,415,558,45.443023130126434,26.35164431656758
28951,3,Flex,<<,-1196,-112.7,448,418,556,45.42513512709283,26.371719009287965
29031,1,Flex,<<,2175,186.37,451,418,562,45.568241592626734,26.321480299382866
29047,2,Flex,<<,-66,-13.27,447,415,559,45.60219156283797,26.30289543065706
29061,3,Flex,<<,-1130,-106.9,445,414,557,45.60219156283797,26.30289543065706
29142,1,Flex,<<,2214,189.8,453,417,560,45.68821205859358,26.207258109348768
29157,2,Flex,<<,-2,-7.65,449,415,557,45.68821205859358,26.207258109348768
29171,3,Flex,<<,-1064,-101.19,447,414,559,45.68821205859358,26.207258109348768
29252,1,Flex,<<,2253,193.32,451,416,561,45.748796518028115,26.137572790137064
29267,2,Flex,<<,62,-2.02,449,415,556,45.748796518028115,26.137572790137064
29282,3,Flex,<<,-998,-95.3,447,415,558,45.868864784445464,26.054703360151468
29362,1,Flex,<<,2292,196.75,452,417,561,45.85828641300927,26.087254702139045
29377,2,Flex,<<,126,3.6,448,415,557,45.94602736365677,26.00229842340587
29391,3,Flex,<<,-932,-89.67,447,411,553,45.94602736365677,26.00229842340587
29472,1,Flex,<<,2331,200.09,449,416,560,46.13382272225402,25.80416495199441
29487,2,Flex,<<,190,9.32,447,414,557,46.18925981672906,25.70434770761247
29502,3,Flex,<<,-866,-83.87,444,414,558,46.18925981672906,25.70434770761247
29583,1,Flex,<<,2370,203.6,448,415,557,45.9236281358951,25.87150289261885
29598,2,Flex,<<,254,14.95,448,415,558,45.9236281358951,25.87150289261885
29612,3,Flex,<<,-800,-77.98,447,411,555,45.90134565873802,25.904917962047392
29693,1,Flex,<<,2409,207.03,451,416,559,45.717319722927954,26.234890430615838
29707,2,Flex,<<,318,20.31,446,412,556,45.717319722927954,26.234890430615838
29722,3,Flex,<<,-734,-72.26,445,411,555,45.76438693014247,26.239825852092828
29802,1,Flex,<<,2448,210.55,449,413,559,45.88847366863703,26.16157573578557
29818,2,Flex,<<,382,26.11,448,413,556,45.94105541705028,26.09249912265941
29832,3,Flex,<<,-668,-66.46,446,411,555,45.94105541705028,26.09249912265941
29913,1,Flex,<<,2487,214.07,450,415,557,45.66892737352208,26.167690315284077
29927,2,Flex,<<,446,31.74,447,410,556,45.66892737352208,26.167690315284077
