Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
32528,6,Extend,>>,1067,93.8,446,403,550
32638,6,Extend,>>,1019,93.8,443,405,547
32747,6,Extend,>>,971,91.08,443,402,547
32857,6,Extend,>>,923,86.95,444,402,546
32967,6,Extend,>>,875,82.73,443,399,548
33076,6,Extend,>>,827,78.42,443,400,546
33186,6,Extend,>>,779,74.2,443,398,544
33295,6,Extend,>>,731,70.15,442,400,546
33404,6,Extend,>>,683,66.02,441,400,545
33514,6,Extend,>>,635,61.71,443,399,541
33624,6,Extend,>>,587,57.58,442,399,543
33733,6,Extend,>>,539,53.63,443,400,540
33842,6,Extend,>>,491,49.41,442,399,540
33952,6,Extend,>>,443,45.36,442,397,537
34062,6,Extend,>>,395,41.32,439,396,537
34171,6,Extend,>>,347,37.36,440,397,530
34280,6,Extend,>>,299,33.49,439,398,527
34390,6,Extend,>>,251,29.45,437,394,522
34500,6,Extend,>>,203,25.41,436,393,521
34609,6,Extend,>>,155,21.63,436,395,514
34719,6,Extend,>>,107,17.49,436,392,510
34828,6,Extend,>>,59,13.63,433,392,510
34938,6,Extend,>>,11,9.41,433,388,496
35047,6,Extend,>>,-37,5.36,434,388,492
35157,6,Extend,>>,-85,1.32,430,384,485
35266,6,Extend,>>,-133,-2.55,427,385,480
35376,6,Extend,>>,-181,-6.51,422,379,470
35485,6,Extend,>>,-229,-10.55,422,377,460
35595,6,Extend,>>,-277,-14.68,419,368,446
35705,6,Extend,>>,-325,-18.73,414,361,433
35814,6,Extend,>>,-373,-22.95,414,355,420
35924,6,Extend,>>,-421,-26.99,406,351,413
36034,6,Extend,>>,-469,-31.12,397,338,405
36143,6,Extend,>>,-517,-35.08,386,338,398
36253,6,Extend,>>,-565,-39.3,371,338,392
36363,6,Extend,>>,-613,-43.25,358,332,391
36473,6,Extend,>>,-661,-47.38,354,332,387
36583,6,Extend,>>,-709,-51.6,343,330,384
36693,6,Extend,>>,-757,-55.47,332,324,380
36804,6,Extend,>>,-805,-59.6,324,321,377
36914,6,Extend,>>,-853,-63.47,317,313,374
37023,6,Extend,>>,-901,-67.87,312,306,368
37133,6,Extend,>>,-949,-71.74,308,305,370
37244,6,Extend,>>,-997,-75.96,307,300,367
37353,6,Extend,>>,-1045,-80.09,306,297,369
37463,6,Extend,>>,-1093,-84.04,303,291,367
37573,6,Extend,>>,-1141,-88.18,300,289,367
37683,6,Extend,>>,-1189,-92.13,300,286,368
37793,6,Extend,>>,-1237,-96.0,298,281,370
37903,6,Extend,>>,-1285,-99.96,297,277,367
38013,6,Extend,>>,-1333,-104.35,295,278,370
38122,6,Extend,>>,-1381,-108.4,295,273,367
38232,6,Extend,>>,-1429,-112.62,295,272,367
38343,6,Extend,>>,-1477,-116.66,296,271,370
38452,6,Extend,>>,-1525,-120.7,294,268,367
38562,6,Extend,>>,-1573,-124.75,294,269,366
38672,6,Extend,>>,-1621,-128.44,292,264,364
38782,6,Extend,>>,-1669,-132.57,294,262,363
38891,6,Extend,>>,-1717,-136.44,291,261,364
39002,6,Extend,>>,-1765,-140.48,292,260,362
39112,6,Extend,>>,-1813,-144.44,294,261,361
39222,6,Extend,<<,-1813,-148.04,301,269,370
39331,6,Extend,<<,-1765,-149.45,306,272,375
39441,6,Extend,<<,-1717,-149.45,309,275,376
39551,6,Extend,<<,-1669,-149.45,308,272,377
39661,6,Extend,<<,-1621,-146.37,309,274,376
39770,6,Extend,<<,-1573,-142.68,308,274,376
39880,6,Extend,<<,-1525,-138.9,309,272,376
39990,6,Extend,<<,-1477,-134.77,309,274,376
40100,6,Extend,<<,-1429,-130.55,308,272,375
40209,6,Extend,<<,-1381,-126.42,308,275,373
40319,6,Extend,<<,-1333,-122.29,308,274,373
40429,6,Extend,<<,-1285,-118.07,309,276,372
40539,6,Extend,<<,-1237,-113.93,308,278,370
40648,6,Extend,<<,-1189,-109.63,308,277,370
40758,6,Extend,<<,-1141,-105.49,310,279,369
40868,6,Extend,<<,-1093,-101.36,310,279,367
40977,6,Extend,<<,-1045,-97.14,309,281,367
41088,6,Extend,<<,-997,-92.92,312,282,368
41197,6,Extend,<<,-949,-88.7,312,284,368
41307,6,Extend,<<,-901,-84.66,314,284,369
41417,6,Extend,<<,-853,-80.53,315,285,368
41526,6,Extend,<<,-805,-76.31,318,291,369
41636,6,Extend,<<,-757,-72.0,316,292,374
41746,6,Extend,<<,-709,-67.78,317,297,381
41856,6,Extend,<<,-661,-63.38,317,302,391
41967,6,Extend,<<,-613,-59.16,319,303,394
42076,6,Extend,<<,-565,-55.21,319,302,399
42186,6,Extend,<<,-517,-50.9,319,304,412
42296,6,Extend,<<,-469,-46.68,322,307,412
42406,6,Extend,<<,-421,-42.37,322,307,415
42516,6,Extend,<<,-373,-38.33,324,307,429
42625,6,Extend,<<,-325,-33.93,326,311,437
42736,6,Extend,<<,-277,-29.89,330,311,440
42845,6,Extend,<<,-229,-25.67,329,311,441
42955,6,Extend,<<,-181,-21.45,328,310,445
43064,6,Extend,<<,-133,-17.32,329,313,451
43174,6,Extend,<<,-85,-13.1,330,312,451
43284,6,Extend,<<,-37,-8.88,328,312,453
43393,6,Extend,<<,11,-4.75,329,312,457
43503,6,Extend,<<,59,-0.35,330,316,460
43612,6,Extend,<<,107,3.96,330,316,459
43722,6,Extend,<<,155,8.18,330,313,464
43832,6,Extend,<<,203,12.48,330,314,462
43941,6,Extend,<<,251,16.62,330,316,464
44051,6,Extend,<<,299,20.75,332,317,464
44161,6,Extend,<<,347,24.88,332,316,462
44271,6,Extend,<<,395,29.1,332,318,463
44380,6,Extend,<<,443,33.41,331,314,460
44490,6,Extend,<<,491,37.54,332,317,461
44600,6,Extend,<<,539,41.76,331,316,459
44709,6,Extend,<<,587,45.98,332,316,461
44819,6,Extend,<<,635,50.2,331,315,461
44928,6,Extend,<<,683,54.51,332,314,459
45038,6,Extend,<<,731,58.64,330,316,458
45147,6,Extend,<<,779,62.95,327,316,457
45257,6,Extend,<<,827,67.16,330,312,458
45367,6,Extend,<<,875,71.38,330,314,459
45478,6,Extend,<<,923,75.52,330,315,459
45588,6,Extend,<<,971,79.74,331,314,456
45697,6,Extend,<<,1019,83.96,332,315,457
45807,6,Extend,<<,1067,88.09,330,314,455
62828,6,Extend,>>,1067,93.8,426,412,575
62939,6,Extend,>>,1019,93.8,421,411,570
63050,6,Extend,>>,971,90.99,421,407,570
63161,6,Extend,>>,923,86.86,422,410,572
63273,6,Extend,>>,875,82.64,421,409,567
63383,6,Extend,>>,827,78.42,421,408,567
63495,6,Extend,>>,779,74.11,419,404,570
63606,6,Extend,>>,731,70.15,420,410,568
63717,6,Extend,>>,683,66.02,422,407,566
63828,6,Extend,>>,635,61.71,418,414,567
63940,6,Extend,>>,587,57.58,420,408,566
64051,6,Extend,>>,539,53.71,418,406,564
64162,6,Extend,>>,491,49.49,421,407,560
64273,6,Extend,>>,443,45.54,420,406,562
64385,6,Extend,>>,395,41.49,417,406,559
64497,6,Extend,>>,347,37.54,419,406,558
64608,6,Extend,>>,299,33.67,415,404,552
64719,6,Extend,>>,251,29.63,415,406,549
64830,6,Extend,>>,203,25.58,414,406,547
64941,6,Extend,>>,155,21.71,415,407,542
65053,6,Extend,>>,107,17.76,410,403,538
65164,6,Extend,>>,59,13.8,409,397,530
65275,6,Extend,>>,11,9.76,410,398,527
65387,6,Extend,>>,-37,5.54,408,398,527
65498,6,Extend,>>,-85,1.85,402,394,518
65610,6,Extend,>>,-133,-2.2,398,396,518
65723,6,Extend,>>,-181,-6.07,396,393,511
65835,6,Extend,>>,-229,-10.02,397,392,503
65946,6,Extend,>>,-277,-14.15,387,392,496
66058,6,Extend,>>,-325,-18.11,385,392,493
66170,6,Extend,>>,-373,-22.24,382,385,480
66280,6,Extend,>>,-421,-26.29,377,380,470
