Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,L_est_cm,theta_from_R(compose),phase_used
61009,5,Extend,>>,-1203,-99.96,369,296,392,35.4446658632566,24.19982487406797,59.644490737324574,-2.946564539775094,56.93112118057693,Extend
61024,6,Extend,>>,-483,-32.88,370,296,391,35.47386534582502,24.12999619325639,59.60386153908141,-2.9633784945241963,56.7562470487959,Extend
61106,4,Extend,>>,-17,4.31,370,296,388,35.3964440725534,24.19198936843742,59.58843344099082,-3.0139057238123983,56.21881774093093,Extend
61121,5,Extend,>>,-1247,-103.74,369,297,389,35.28271112575712,24.2103455124076,59.49305663816472,-2.997049086542848,56.40010036324822,Extend
61135,6,Extend,>>,-531,-36.92,369,295,386,35.28271112575712,24.2103455124076,59.49305663816472,-3.047661680871946,55.84980873392446,Extend
61216,4,Extend,>>,-62,0.35,371,295,384,35.24408275128718,24.205494999843893,59.44957775113107,-3.0814745479587575,55.472174389739955,Extend
61231,5,Extend,>>,-1291,-107.43,369,296,383,35.24408275128718,24.205494999843893,59.44957775113107,-3.0984023227623876,55.280110079995886,Extend
61245,6,Extend,>>,-579,-40.88,368,296,381,35.289329573334584,24.24697059706949,59.536300170404076,-3.1323005548900946,54.88946187555746,Extend
61326,4,Extend,>>,-107,-3.52,371,297,380,35.24266936034073,24.2615587360361,59.50422809637683,-3.1492710122141725,54.690867844241026,Extend
61340,5,Extend,>>,-1335,-111.3,369,296,381,35.24266936034073,24.2615587360361,59.50422809637683,-3.1323005548900946,54.88946187555746,Extend
61355,6,Extend,>>,-627,-44.75,369,293,375,35.25839639557894,24.233531866122163,59.491928261701105,-3.2343367114368,53.66499528134348,Extend
61435,4,Extend,>>,-152,-7.56,371,297,377,35.2473481434659,24.197493444018413,59.44484158748431,-3.200267749227301,54.081945124826696,Extend
61450,5,Extend,>>,-1379,-115.25,370,295,376,35.21278235723175,24.21234468899359,59.42512704622534,-3.2172951165786423,53.87457373252803,Extend
61464,6,Extend,>>,-675,-48.97,368,295,379,35.21278235723175,24.21234468899359,59.42512704622534,-3.1662556970450657,54.4900870953543,Extend
61545,4,Extend,>>,-197,-11.34,369,296,373,35.354608797441685,24.10450504238496,59.45911383982664,-3.2684625836735623,53.23919681420205,Extend
