Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,L_est_cm,theta_from_R(compose),phase_used
115355,3,Flex,<<,-932,-89.67,368,299,584,61.339302587420434,43.69640715932057,105.035709746741,-3.369843993842145,25.702647496060898,Flex
115436,1,Flex,<<,2331,199.91,370,301,589,60.92794866736311,43.65952889048919,104.58747755785231,-3.4426437078833145,25.868780696971793,Flex
115451,2,Flex,<<,180,8.44,367,299,589,60.63581256258212,43.60042612814861,104.23623869073073,-3.4426437078833145,25.868780696971793,Flex
115465,3,Flex,<<,-866,-83.87,366,297,581,60.63581256258212,43.60042612814861,104.23623869073073,-3.3257065417449603,25.606032268793925,Flex
115546,1,Flex,<<,2370,203.43,370,300,588,59.77399406074322,42.89937541057793,102.67336947132115,-3.4281600356871613,25.83505568421369,Flex
115560,2,Flex,<<,244,13.98,367,298,585,59.77399406074322,42.89937541057793,102.67336947132115,-3.3844802072624596,25.73537045914472,Flex
115575,3,Flex,<<,-800,-78.07,366,299,588,59.77399406074322,42.89937541057793,102.67336947132115,-3.4281600356871613,25.83505568421369,Flex
115656,1,Flex,<<,2409,206.95,370,301,589,58.34827477595016,42.267754590632535,100.6160293665827,-3.4426437078833145,25.868780696971793,Flex
115670,2,Flex,<<,308,19.43,370,298,586,58.34827477595016,42.267754590632535,100.6160293665827,-3.399078285376733,25.768347916512326,Flex
115684,3,Flex,<<,-734,-72.18,365,298,585,57.88677092186447,42.06451290629551,99.95128382815997,-3.3844802072624596,25.73537045914472,Flex
115765,1,Flex,<<,2448,210.46,369,300,589,57.167435374425686,41.370083860623296,98.53751923504899,-3.4426437078833145,25.868780696971793,Flex
115779,2,Flex,<<,372,25.23,368,299,586,56.8433132688241,40.99354351465784,97.83685678348193,-3.399078285376733,25.768347916512326,Flex
115794,3,Flex,<<,-668,-66.55,366,298,585,56.8433132688241,40.99354351465784,97.83685678348193,-3.3844802072624596,25.73537045914472,Flex
115875,1,Flex,<<,2487,213.89,370,300,589,56.42187595371867,39.957481090094575,96.37935704381324,-3.4426437078833145,25.868780696971793,Flex
115889,2,Flex,<<,436,30.77,368,300,586,56.08713543026125,39.556013753542274,95.64314918380353,-3.399078285376733,25.768347916512326,Flex
115903,3,Flex,<<,-602,-60.75,365,298,584,56.08713543026125,39.556013753542274,95.64314918380353,-3.369843993842145,25.702647496060898,Flex
115984,1,Flex,<<,2526,217.32,369,301,587,54.638725456564,38.83905870471435,93.47778416127835,-3.4136382281849675,25.80157720895572,Flex
115999,2,Flex,<<,500,36.4,368,299,586,54.638725456564,38.83905870471435,93.47778416127835,-3.399078285376733,25.768347916512326,Flex
116013,3,Flex,<<,-536,-54.86,367,299,584,54.08816529382632,38.69885521714492,92.78702051097125,-3.369843993842145,25.702647496060898,Flex
116094,1,Flex,<<,2565,220.75,370,300,588,53.23026490024063,38.184127917828505,91.41439281806913,-3.4281600356871613,25.83505568421369,Flex
116109,2,Flex,<<,564,42.02,368,299,586,53.23026490024063,38.184127917828505,91.41439281806913,-3.399078285376733,25.768347916512326,Flex
116123,3,Flex,<<,-470,-48.88,367,299,586,52.90320163960352,37.818584947053125,90.72178658665665,-3.399078285376733,25.768347916512326,Flex
116204,1,Flex,<<,2604,224.18,368,300,588,52.27092237591141,37.296561973838486,89.56748434974989,-3.4281600356871613,25.83505568421369,Flex
116218,2,Flex,<<,628,47.65,367,298,585,51.88022922311128,37.10592890637295,88.98615812948424,-3.3844802072624596,25.73537045914472,Flex
116233,3,Flex,<<,-404,-43.16,365,295,586,51.88022922311128,37.10592890637295,88.98615812948424,-3.399078285376733,25.768347916512326,Flex
116313,1,Flex,<<,2643,227.6,369,300,588,50.97664530032538,36.64306196086039,87.61970726118577,-3.4281600356871613,25.83505568421369,Flex
116328,2,Flex,<<,692,53.27,369,299,584,50.97664530032538,36.64306196086039,87.61970726118577,-3.369843993842145,25.702647496060898,Flex
116342,3,Flex,<<,-338,-37.45,367,298,587,50.97664530032538,36.64306196086039,87.61970726118577,-3.4136382281849675,25.80157720895572,Flex
116423,1,Flex,<<,2682,231.03,369,300,588,50.41077833298914,36.11793079393351,86.52870912692265,-3.4281600356871613,25.83505568421369,Flex
116437,2,Flex,<<,756,58.99,367,299,586,50.41077833298914,36.11793079393351,86.52870912692265,-3.399078285376733,25.768347916512326,Flex
116452,3,Flex,<<,-272,-31.65,364,298,587,50.31768000317727,35.8650801733297,86.18276017650697,-3.4136382281849675,25.80157720895572,Flex
116532,1,Flex,<<,2721,234.46,367,299,588,49.91877172537789,35.819232837766755,85.73800456314464,-3.4281600356871613,25.83505568421369,Flex
116547,2,Flex,<<,820,64.53,366,298,586,49.76698353922871,35.8101472617709,85.57713080099961,-3.399078285376733,25.768347916512326,Flex
116561,3,Flex,<<,-206,-25.76,366,298,585,49.76698353922871,35.8101472617709,85.57713080099961,-3.3844802072624596,25.73537045914472,Flex
116642,1,Flex,<<,2760,237.8,369,300,588,49.41371961274589,35.7549454560267,85.16866506877258,-3.4281600356871613,25.83505568421369,Flex
116656,2,Flex,<<,884,70.15,365,298,587,49.50712263407531,35.541144292156844,85.04826692623215,-3.4136382281849675,25.80157720895572,Flex
116671,3,Flex,<<,-140,-19.96,365,298,585,49.50712263407531,35.541144292156844,85.04826692623215,-3.3844802072624596,25.73537045914472,Flex
116751,1,Flex,<<,2799,241.32,368,300,588,49.52136622500561,34.991023137886685,84.51238936289229,-3.4281600356871613,25.83505568421369,Flex
116766,2,Flex,<<,948,75.69,368,299,586,49.52136622500561,34.991023137886685,84.51238936289229,-3.399078285376733,25.768347916512326,Flex
116780,3,Flex,<<,-74,-14.15,366,298,585,49.52910401628247,34.75693666777992,84.28604068406239,-3.3844802072624596,25.73537045914472,Flex
116861,1,Flex,<<,2838,244.75,369,300,590,49.35140480911333,34.48821331917142,83.83961812828476,-3.4570892447734276,25.902749608862397,Flex
116875,2,Flex,<<,1012,81.41,367,298,585,49.35140480911333,34.48821331917142,83.83961812828476,-3.3844802072624596,25.73537045914472,Flex
116890,3,Flex,<<,-8,-8.35,365,298,583,49.19231665368247,34.36248184319841,83.55479849688088,-3.35516964511579,25.670181693415646,Flex
116970,1,Flex,<<,2877,248.09,368,300,588,48.58239435172314,34.093470673148914,82.67586502487205,-3.4281600356871613,25.83505568421369,Flex
116985,2,Flex,<<,1076,87.03,368,299,586,48.49131565989855,33.87464875017686,82.3659644100754,-3.399078285376733,25.768347916512326,Flex
116999,3,Flex,<<,58,-2.37,366,298,584,48.49131565989855,33.87464875017686,82.3659644100754,-3.369843993842145,25.702647496060898,Flex
117080,1,Flex,<<,2916,251.6,370,299,588,47.8419273419087,33.58852446292262,81.43045180483132,-3.4281600356871613,25.83505568421369,Flex
117094,2,Flex,<<,1140,92.57,369,299,586,47.8419273419087,33.58852446292262,81.43045180483132,-3.399078285376733,25.768347916512326,Flex
117109,3,Flex,<<,124,3.25,365,298,583,47.8419273419087,33.58852446292262,81.43045180483132,-3.35516964511579,25.670181693415646,Flex
118456,4,Extend,>>,1468,129.05,370,300,591,40.23102630285941,29.562786340293137,69.79381264315255,0.11628506965876895,55.74449032986641,Extend
118471,5,Extend,>>,205,18.02,371,301,591,40.23102630285941,29.562786340293137,69.79381264315255,0.11628506965876895,55.74449032986641,Extend
118485,6,Extend,>>,1053,92.57,369,303,590,40.01213654009496,29.447146830688357,69.45928337078331,0.10230238876604147,55.89924378945912,Extend
118565,4,Extend,>>,1423,129.05,369,299,588,39.58051666838393,29.20531450846761,68.78583117685153,0.07429434446013827,56.20510333410801,Extend
118580,5,Extend,>>,161,18.02,367,301,585,39.46000399378733,29.08335178979642,68.54335578358375,0.03217557170016416,56.65471136828143,Extend
118594,6,Extend,>>,1005,92.57,367,298,585,39.46000399378733,29.08335178979642,68.54335578358375,0.03217557170016416,56.65471136828143,Extend
118675,4,Extend,>>,1378,126.33,369,299,587,39.31701148329445,28.8887260639959,68.20573754729035,0.06026898104696299,56.35620104389084,Extend
118689,5,Extend,>>,117,15.47,368,299,583,39.38570485699716,28.835080130958865,68.22078498795602,0.00402525232610218,56.94828022268069,Extend
118704,6,Extend,>>,957,89.85,368,300,587,39.38570485699716,28.835080130958865,68.22078498795602,0.06026898104696299,56.35620104389084,Extend
118784,4,Extend,>>,1333,122.46,368,300,587,38.748303391755385,28.6905307444658,67.43883413622119,0.06026898104696299,56.35620104389084,Extend
118799,5,Extend,>>,73,11.69,369,299,585,38.748303391755385,28.6905307444658,67.43883413622119,0.03217557170016416,56.65471136828143,Extend
118813,6,Extend,>>,909,85.71,366,298,586,38.67762381872989,28.579992424550586,67.25761624328048,0.04622939012697147,56.5060717880396,Extend
118894,4,Extend,>>,1288,118.59,369,299,587,38.58849678683314,28.47239680002987,67.06089358686302,0.06026898104696299,56.35620104389084,Extend
118909,5,Extend,>>,29,7.91,368,298,588,38.58849678683314,28.47239680002987,67.06089358686302,0.07429434446013827,56.20510333410801,Extend
118923,6,Extend,>>,861,81.49,367,299,584,38.61866289840592,28.439186783590408,67.05784968199633,0.018107525766541066,56.80211558208905,Extend
119004,4,Extend,>>,1243,114.73,368,299,585,38.82785625327788,28.331439237564663,67.15929549084254,0.03217557170016416,56.65471136828143,Extend
119018,5,Extend,>>,-15,4.22,368,299,586,38.96807248673191,28.312879578100244,67.28095206483215,0.04622939012697147,56.5060717880396,Extend
119033,6,Extend,>>,813,77.27,367,299,584,38.96807248673191,28.312879578100244,67.28095206483215,0.018107525766541066,56.80211558208905,Extend
119114,4,Extend,>>,1198,110.68,366,300,588,38.569477795043696,28.45682213556988,67.02629993061358,0.07429434446013827,56.20510333410801,Extend
119128,5,Extend,>>,-59,0.26,366,298,585,38.569477795043696,28.45682213556988,67.02629993061358,0.03217557170016416,56.65471136828143,Extend
119143,6,Extend,>>,765,73.14,366,299,585,38.54768938432703,28.56703609101257,67.1147254753396,0.03217557170016416,56.65471136828143,Extend
119223,4,Extend,>>,1153,106.73,369,299,586,38.60075680511551,28.44778677448711,67.04854357960262,0.04622939012697147,56.5060717880396,Extend
119238,5,Extend,>>,-103,-3.6,367,300,584,38.60075680511551,28.44778677448711,67.04854357960262,0.018107525766541066,56.80211558208905,Extend
119252,6,Extend,>>,717,69.01,367,298,583,38.54380352661046,28.492669578571025,67.03647310518149,0.00402525232610218,56.94828022268069,Extend
119333,4,Extend,>>,1108,102.77,369,300,585,38.56165737510929,28.333899353886608,66.8955567289959,0.03217557170016416,56.65471136828143,Extend
119347,5,Extend,>>,-147,-7.47,367,300,585,38.66826763401656,28.15114193727454,66.8194095712911,0.03217557170016416,56.65471136828143,Extend
119362,6,Extend,>>,669,64.97,367,298,581,38.66826763401656,28.15114193727454,66.8194095712911,-0.024181977075224736,57.23687393581661,Extend
119442,4,Extend,>>,1063,98.99,369,300,583,38.76659696349933,27.95584865397763,66.72244561747696,0.00402525232610218,56.94828022268069,Extend
119457,5,Extend,>>,-191,-11.43,367,300,582,38.75572419748855,27.94880255136387,66.70452674885242,-0.010071248621153828,57.09320107902011,Extend
119472,6,Extend,>>,621,60.84,366,299,582,38.75572419748855,27.94880255136387,66.70452674885242,-0.010071248621153828,57.09320107902011,Extend
119552,4,Extend,>>,1018,94.95,369,301,581,38.963784557913314,27.82059218006856,66.78437673798187,-0.024181977075224736,57.23687393581661,Extend
119567,5,Extend,>>,-235,-15.3,368,300,581,38.963784557913314,27.82059218006856,66.78437673798187,-0.024181977075224736,57.23687393581661,Extend
119581,6,Extend,>>,573,56.79,366,295,580,38.82800465709856,27.934644781185987,66.76264943828454,-0.03830693303611188,57.37929457352504,Extend
119662,4,Extend,>>,973,90.99,368,299,582,38.63723053876919,27.96923937523659,66.60646991400577,-0.010071248621153828,57.09320107902011,Extend
119677,5,Extend,>>,-279,-19.08,367,299,581,38.6146121353724,27.91122171070439,66.52583384607678,-0.024181977075224736,57.23687393581661,Extend
119692,6,Extend,>>,525,52.75,366,299,579,38.6146121353724,27.91122171070439,66.52583384607678,-0.05244611650381481,57.52045876834576,Extend
119772,4,Extend,>>,928,87.12,368,299,578,38.46374781207628,27.96955060483726,66.43329841691354,-0.06659952747833309,57.66036229222467,Extend
119787,5,Extend,>>,-323,-22.95,367,299,579,38.448625488728496,28.044464666749818,66.49309015547831,-0.05244611650381481,57.52045876834576,Extend
119801,6,Extend,>>,477,48.7,366,298,577,38.448625488728496,28.044464666749818,66.49309015547831,-0.08076716595966804,57.799000912853224,Extend
119882,4,Extend,>>,883,83.16,367,298,577,38.62115345557213,28.28580940986127,66.9069628654334,-0.08076716595966804,57.799000912853224,Extend
119896,5,Extend,>>,-367,-26.81,367,299,575,38.62115345557213,28.28580940986127,66.9069628654334,-0.1091451254427862,58.072466493852694,Extend
119911,6,Extend,>>,429,44.75,367,299,574,38.74348860695464,28.25361593467161,66.99710454162626,-0.12335544644456897,58.20728496833415,Extend
119991,4,Extend,>>,838,79.3,367,300,574,38.92028578631058,28.02180009895105,66.94208588526163,-0.12335544644456897,58.20728496833415,Extend
120006,5,Extend,>>,-411,-30.59,368,297,573,38.92028578631058,28.02180009895105,66.94208588526163,-0.13757999495316753,58.34082156778636,Extend
120020,6,Extend,>>,381,40.79,366,297,571,38.95496517600852,27.84017784060892,66.79514301661744,-0.1660717744908129,58.60403212302498,Extend
120100,4,Extend,>>,793,75.25,367,299,569,38.98927652197728,27.56576581335701,66.55504233533429,-0.1946204640557223,58.86206407986788,Extend
120116,5,Extend,>>,-455,-34.55,369,299,570,38.9065535870489,27.51634486288673,66.42289844993563,-0.18033900551985926,58.73369755888623,Extend
120130,6,Extend,>>,333,36.84,365,297,567,38.9065535870489,27.51634486288673,66.42289844993563,-0.22322606364789488,59.11488329054291,Extend
120211,4,Extend,>>,748,71.3,367,298,568,38.6565714894904,27.801867043771928,66.45843853326232,-0.2089161500984007,58.98912741537118,Extend
120225,5,Extend,>>,-499,-38.51,367,299,567,38.6565714894904,27.801867043771928,66.45843853326232,-0.22322606364789488,59.11488329054291,Extend
120240,6,Extend,>>,285,32.97,366,297,562,38.6565714894904,27.801867043771928,66.45843853326232,-0.2949890439976066,59.72390084375304,Extend
120321,4,Extend,>>,703,67.34,367,299,565,38.66355545455863,27.7934972872304,66.45705274178903,-0.2518885732673315,59.36245553920651,Extend
120335,5,Extend,>>,-543,-42.29,367,297,563,38.66355545455863,27.7934972872304,66.45705274178903,-0.28060799291403216,59.60474654194364,Extend
120350,6,Extend,>>,237,28.92,366,298,561,38.702093313932245,27.75115576001221,66.45324907394445,-0.3093843225879964,59.84172194676781,Extend
120430,4,Extend,>>,658,63.47,367,299,566,38.8954343960213,27.665030624573312,66.56046502059462,-0.2375502047042053,59.23932742627541,Extend
120445,5,Extend,>>,-587,-46.07,367,299,563,38.814839661846406,27.691182142758777,66.50602180460518,-0.28060799291403216,59.60474654194364,Extend
120460,6,Extend,>>,189,24.79,365,297,562,38.814839661846406,27.691182142758777,66.50602180460518,-0.2949890439976066,59.72390084375304,Extend
120540,4,Extend,>>,613,59.52,366,298,559,38.7649474215919,27.84824939586341,66.6131968174553,-0.3382175622892247,60.07334733362111,Extend
120555,5,Extend,>>,-631,-49.93,366,299,558,38.690971250785466,27.96864205926989,66.65961331005536,-0.35265552340006234,60.18714299542728,Extend
120569,6,Extend,>>,141,20.92,365,297,557,38.690971250785466,27.96864205926989,66.65961331005536,-0.36710771201771664,60.29958821437415,Extend
120650,4,Extend,>>,568,55.65,366,299,553,38.833950317255045,27.870132622883656,66.7040829401387,-0.42505874155649215,60.73577816470473,Extend
120664,5,Extend,>>,-675,-53.8,366,297,551,38.833950317255045,27.870132622883656,66.7040829401387,-0.4541196213667753,60.945657917666274,Extend
120679,6,Extend,>>,93,16.88,366,298,550,38.968501335598496,27.78982290306348,66.75832423866197,-0.468671402532141,61.04852879208245,Extend
120759,4,Extend,>>,523,51.96,367,299,545,39.17600985822503,27.612912488740417,66.78892234696545,-0.5416437209612086,61.542018958539586,Extend
120774,5,Extend,>>,-719,-57.58,367,299,544,39.17600985822503,27.612912488740417,66.78892234696545,-0.5562808671674699,61.63651360132734,Extend
120788,6,Extend,>>,45,13.01,363,296,541,39.124425420199856,27.560128518204912,66.68455393840478,-0.6002776708271496,61.91151200168642,Extend
120869,4,Extend,>>,478,47.91,366,298,539,39.039050265829005,27.55670567351899,66.595755939348,-0.6296800108010157,62.08772912992634,Extend
120884,5,Extend,>>,-763,-61.45,365,298,538,38.94269360483946,27.656717287134175,66.59941089197363,-0.644402522048173,62.17368997051171,Extend
120899,6,Extend,>>,-3,8.79,363,296,531,38.94269360483946,27.656717287134175,66.59941089197363,-0.7478584709691192,62.734913620139146,Extend
120979,4,Extend,>>,433,43.87,367,300,529,38.71723949045952,27.931766424540733,66.64900591500026,-0.7775453610793042,62.88211204189324,Extend
120994,5,Extend,>>,-807,-65.23,365,298,527,38.71723949045952,27.931766424540733,66.64900591500026,-0.8072891612167536,63.02340046703266,Extend
121008,6,Extend,>>,-51,4.75,364,297,523,38.71723949045952,27.931766424540733,66.64900591500026,-0.866947491573443,63.28810495030588,Extend
121089,4,Extend,>>,388,40.0,366,297,518,38.35428456059427,28.138673136517166,66.49295769711144,-0.9418405234226643,63.58510665941342,Extend
121103,5,Extend,>>,-851,-69.19,365,297,517,38.35428456059427,28.138673136517166,66.49295769711144,-0.9568618123129564,63.639945056469955,Extend
121118,6,Extend,>>,-99,0.79,363,295,511,38.293784194528016,28.158801061806543,66.45258525633456,-1.047288323297844,63.936664422310315,Extend
121198,4,Extend,>>,343,36.04,365,298,505,38.38452567700309,28.08579213241737,66.47031780942046,-1.1382270245281059,64.17728959596448,Extend
121213,5,Extend,>>,-895,-72.97,365,298,504,38.5804393156951,27.98140594437878,66.56184526007388,-1.153433271007005,64.21187153111258,Extend
121228,6,Extend,>>,-147,-3.25,362,294,498,38.5804393156951,27.98140594437878,66.56184526007388,-1.2449695275235366,64.38581578958579,Extend
121308,4,Extend,>>,298,32.09,366,298,488,38.741125860878,27.895498432802263,66.63662429368026,-1.3986681555963663,64.54585098961147,Extend
121323,5,Extend,>>,-939,-76.75,366,298,485,38.79142734676493,27.89647684067909,66.68790418744402,-1.445055180401126,64.56163805461844,Extend
121337,6,Extend,>>,-195,-7.21,362,294,480,38.79142734676493,27.89647684067909,66.68790418744402,-1.522651438545378,64.55434588301112,Extend
121418,4,Extend,>>,253,28.13,365,298,479,38.79281237470836,27.970122956658933,66.76293533136729,-1.5382133726946763,64.54780510920666,Extend
121432,5,Extend,>>,-983,-80.7,366,298,476,38.79281237470836,27.970122956658933,66.76293533136729,-1.5849845401834672,64.51793438410591,Extend
121447,6,Extend,>>,-243,-11.34,366,297,474,38.81542624306275,28.03008511704826,66.845511360111,-1.6162364560434066,64.48943360023398,Extend
121528,4,Extend,>>,208,24.0,364,296,468,38.81141129863008,28.07560499259946,66.88701629122954,-1.71033366378681,64.36230233273538,Extend
121543,5,Extend,>>,-1027,-84.48,366,297,467,38.81676852035264,28.05410585708784,66.87087437744049,-1.7260663280178998,64.33499367428618,Extend
121557,6,Extend,>>,-291,-15.38,364,295,458,38.81676852035264,28.05410585708784,66.87087437744049,-1.8683005439044251,64.00939871114564,Extend
121638,4,Extend,>>,163,20.04,365,297,448,38.70440641580967,28.00016192177817,66.70456833758784,-2.0276901747036358,63.476124809904256,Extend
121653,5,Extend,>>,-1071,-88.26,366,297,442,38.662071695886965,27.965650650583832,66.62772234647079,-2.1240068735103272,63.06760174728785,Extend
121668,6,Extend,>>,-339,-19.52,362,294,437,38.662071695886965,27.965650650583832,66.62772234647079,-2.204662045620009,62.67550606392265,Extend
121749,4,Extend,>>,118,16.09,367,298,428,38.60058555504684,27.928205378504508,66.52879093355135,-2.3507376883468423,61.84935864788417,Extend
121764,5,Extend,>>,-1115,-92.22,366,298,424,38.60058555504684,27.928205378504508,66.52879093355135,-2.416030111402649,61.43174639643336,Extend
121778,6,Extend,>>,-387,-23.91,364,296,422,38.56086675598599,27.978007163662937,66.53887391964892,-2.4487616879714484,61.211155070915396,Extend
121859,4,Extend,>>,73,12.22,367,296,415,38.68314049466536,27.90440932734641,66.58754982201177,-2.563770372426948,60.37654468280092,Extend
121873,5,Extend,>>,-1159,-96.09,364,297,414,38.68314049466536,27.90440932734641,66.58754982201177,-2.5802570945192835,60.24930745217614,Extend
121888,6,Extend,>>,-435,-28.04,364,296,408,38.72402361749472,27.86472724468151,66.58875086217623,-2.6794762047164298,59.443363358959104,Extend
121969,4,Extend,>>,28,8.26,365,298,409,38.65389147647959,27.86609051320724,66.51998198968684,-2.6629041175831984,59.58277407773922,Extend
121983,5,Extend,>>,-1203,-99.96,364,298,407,38.62076207865887,27.8474055693912,66.46816764805007,-2.6960625193564765,59.30190640581723,Extend
121998,6,Extend,>>,-483,-32.09,362,296,403,38.62076207865887,27.8474055693912,66.46816764805007,-2.7625500529848237,58.715516989371665,Extend
122079,4,Extend,>>,-17,4.4,366,297,389,38.78214224406967,27.654380823086527,66.4365230671562,-2.997049086542848,56.40010036324822,Extend
122093,5,Extend,>>,-1247,-103.74,363,298,387,38.78214224406967,27.654380823086527,66.4365230671562,-3.030776588588764,56.03538887946018,Extend
122108,6,Extend,>>,-531,-36.31,364,297,381,38.78214224406967,27.654380823086527,66.4365230671562,-3.1323005548900946,54.88946187555746,Extend
122188,4,Extend,>>,-62,0.35,364,299,378,38.997599140645136,27.471040381610976,66.46863952225611,-3.1832546093827756,54.28711454995007,Extend
122203,5,Extend,>>,-1291,-107.43,365,297,376,38.997599140645136,27.471040381610976,66.46863952225611,-3.2172951165786423,53.87457373252803,Extend
122218,6,Extend,>>,-579,-40.97,365,296,371,39.02117489318908,27.464390687760734,66.48556558094981,-3.3026453659375887,52.80450890462835,Extend
122299,4,Extend,>>,-107,-3.52,365,297,376,38.9311849620445,27.521002652405585,66.45218761445008,-3.2172951165786423,53.87457373252803,Extend
122313,5,Extend,>>,-1335,-111.3,367,297,373,38.88523344451093,27.566831733038875,66.4520651775498,-3.2684625836735623,53.23919681420205,Extend
122328,6,Extend,>>,-627,-45.1,362,295,374,38.88523344451093,27.566831733038875,66.4520651775498,-3.251392533801773,53.453204675308,Extend
122409,4,Extend,>>,-152,-7.47,365,296,372,38.82090066482704,27.69829731828675,66.5191979831138,-3.2855468610521674,53.02296659355166,Extend
122423,5,Extend,>>,-1379,-115.25,364,295,370,38.79693152216112,27.70516464192769,66.50209616408881,-3.319758098329826,52.583818634449216,Extend
122439,6,Extend,>>,-675,-49.14,361,290,370,38.79693152216112,27.70516464192769,66.50209616408881,-3.319758098329826,52.583818634449216,Extend
122519,4,Extend,>>,-197,-11.34,366,296,371,38.98889089055928,27.54869421023308,66.53758510079237,-3.3026453659375887,52.80450890462835,Extend
122534,5,Extend,>>,-1423,-119.03,364,295,370,38.98889089055928,27.54869421023308,66.53758510079237,-3.319758098329826,52.583818634449216,Extend
122549,6,Extend,>>,-723,-53.1,361,293,368,39.08559754451615,27.45628610710976,66.54188365162591,-3.354026245634748,52.13571987711944,Extend
122629,4,Extend,>>,-242,-15.38,364,295,371,39.1293801139349,27.38044846941992,66.50982858335482,-3.3026453659375887,52.80450890462835,Extend
122644,5,Extend,>>,-1467,-122.9,364,295,370,39.11080071580388,27.438896981742413,66.54969769754629,-3.319758098329826,52.583818634449216,Extend
122659,6,Extend,>>,-771,-56.97,362,292,367,39.11080071580388,27.438896981742413,66.54969769754629,-3.371181660547433,51.908301142730636,Extend
122739,4,Extend,>>,-287,-19.25,364,293,369,38.870004046562286,27.726390354344765,66.59639440090706,-3.336885058228879,52.36089066577686,Extend
122754,5,Extend,>>,-1511,-126.68,365,294,369,38.76829168298645,27.779089267558625,66.54738095054508,-3.336885058228879,52.36089066577686,Extend
122768,6,Extend,>>,-819,-61.1,364,293,368,38.76829168298645,27.779089267558625,66.54738095054508,-3.354026245634748,52.13571987711944,Extend
122849,4,Extend,>>,-332,-23.3,364,293,368,38.69330595133486,27.780954696791632,66.47426064812649,-3.354026245634748,52.13571987711944,Extend
122863,5,Extend,>>,-1555,-130.46,364,293,369,38.69330595133486,27.780954696791632,66.47426064812649,-3.336885058228879,52.36089066577686,Extend
122878,6,Extend,>>,-867,-64.97,359,291,369,38.71117068551545,27.728327015411523,66.43949770092698,-3.336885058228879,52.36089066577686,Extend
122959,4,Extend,>>,-377,-27.16,365,292,371,38.7636370386992,27.60928120696323,66.37291824566243,-3.3026453659375887,52.80450890462835,Extend
122973,5,Extend,>>,-1599,-134.24,363,291,372,38.7636370386992,27.60928120696323,66.37291824566243,-3.2855468610521674,53.02296659355166,Extend
122988,6,Extend,>>,-915,-69.01,361,289,365,38.86833058609624,27.53859892694833,66.40692951304457,-3.405535172893251,51.44669931250127,Extend
123068,4,Extend,>>,-422,-30.95,363,290,369,38.96549576518397,27.41513462513774,66.3806303903217,-3.336885058228879,52.36089066577686,Extend
123083,5,Extend,>>,-1643,-138.11,363,291,367,38.96603115305041,27.42007703897097,66.38610819202138,-3.371181660547433,51.908301142730636,Extend
123098,6,Extend,>>,-963,-72.88,360,289,368,38.96603115305041,27.42007703897097,66.38610819202138,-3.354026245634748,52.13571987711944,Extend
123178,4,Extend,>>,-467,-34.81,363,289,371,38.9611112861135,27.47843648560973,66.43954777172323,-3.3026453659375887,52.80450890462835,Extend
123193,5,Extend,>>,-1687,-141.89,361,287,368,38.9611112861135,27.47843648560973,66.43954777172323,-3.354026245634748,52.13571987711944,Extend
123207,6,Extend,>>,-1011,-77.01,361,287,368,38.9611112861135,27.47843648560973,66.43954777172323,-3.354026245634748,52.13571987711944,Extend
123288,4,Extend,>>,-512,-38.86,364,287,370,38.92610468886165,27.633456862561008,66.55956155142266,-3.319758098329826,52.583818634449216,Extend
123302,5,Extend,>>,-1731,-145.76,361,284,364,38.92610468886165,27.633456862561008,66.55956155142266,-3.4227332703263835,51.21250594389575,Extend
123317,6,Extend,>>,-1059,-81.14,360,282,364,38.85819456533366,27.696858878132,66.55505344346567,-3.4227332703263835,51.21250594389575,Extend
123398,4,Extend,>>,-557,-42.73,362,282,368,38.65982665960145,27.824690856516007,66.48451751611745,-3.354026245634748,52.13571987711944,Extend
123413,5,Extend,>>,-1775,-149.54,360,281,367,38.5466610376299,27.883415143660116,66.43007618129002,-3.371181660547433,51.908301142730636,Extend
123428,6,Extend,>>,-1107,-85.19,357,279,362,38.5466610376299,27.883415143660116,66.43007618129002,-3.457172147713097,50.737308585882126,Extend
123508,4,Extend,>>,-602,-46.59,363,282,365,38.38097995430688,27.952267084011183,66.33324703831806,-3.405535172893251,51.44669931250127,Extend
123523,5,Extend,>>,-1819,-153.41,361,281,366,38.464021631913816,27.903288373206628,66.36731000512044,-3.388351302966934,51.67862933260966,Extend
123538,6,Extend,>>,-1155,-89.32,359,277,362,38.464021631913816,27.903288373206628,66.36731000512044,-3.457172147713097,50.737308585882126,Extend
123618,4,Extend,>>,-647,-50.55,362,279,364,38.502064384425694,27.691335660725525,66.19340004515122,-3.4227332703263835,51.21250594389575,Extend
123633,5,Extend,>>,-1863,-157.19,360,277,362,38.502064384425694,27.691335660725525,66.19340004515122,-3.457172147713097,50.737308585882126,Extend
123648,6,Extend,>>,-1203,-93.19,358,276,362,38.51639468507652,27.53645909025725,66.05285377533377,-3.457172147713097,50.737308585882126,Extend
123728,4,Extend,>>,-692,-54.51,361,277,365,38.5444118364459,27.274626871958837,65.81903870840475,-3.405535172893251,51.44669931250127,Extend
123743,5,Extend,>>,-1907,-161.05,358,276,363,38.535973986335335,27.16330938230581,65.69928336864115,-3.4399455952663325,50.97604408402891,Extend
123758,6,Extend,>>,-1251,-97.23,360,276,356,38.535973986335335,27.16330938230581,65.69928336864115,-3.560830240036821,49.25686042401549,Extend
