Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
32847,4,Extend,>>,1468,129.05,411,301,588
32957,4,Extend,>>,1423,129.05,409,300,584
33067,4,Extend,>>,1378,126.33,408,300,583
33176,4,Extend,>>,1333,122.55,407,299,581
33286,4,Extend,>>,1288,118.68,408,298,581
33396,4,Extend,>>,1243,114.81,407,299,578
33506,4,Extend,>>,1198,110.77,406,298,577
33616,4,Extend,>>,1153,106.81,405,300,575
33726,4,Extend,>>,1108,102.86,404,298,573
33835,4,Extend,>>,1063,99.08,404,300,572
33945,4,Extend,>>,1018,95.03,403,299,568
34055,4,Extend,>>,973,91.08,402,299,565
34164,4,Extend,>>,928,87.12,403,299,558
34274,4,Extend,>>,883,83.25,401,301,553
34385,4,Extend,>>,838,79.38,401,299,543
34495,4,Extend,>>,793,75.34,399,299,524
34604,4,Extend,>>,748,71.47,401,299,506
34714,4,Extend,>>,703,67.69,399,298,486
34823,4,Extend,>>,658,63.65,401,299,460
34933,4,Extend,>>,613,59.87,399,299,438
35042,4,Extend,>>,568,56.0,399,297,423
35152,4,Extend,>>,523,52.13,399,299,414
35261,4,Extend,>>,478,48.18,397,299,404
35371,4,Extend,>>,433,44.13,397,300,392
35481,4,Extend,>>,388,40.26,396,299,384
35591,4,Extend,>>,343,36.48,394,300,380
35700,4,Extend,>>,298,32.62,393,300,374
35810,4,Extend,>>,253,28.75,395,300,373
35920,4,Extend,>>,208,24.79,392,300,370
36030,4,Extend,>>,163,20.84,392,299,370
36140,4,Extend,>>,118,17.05,390,297,368
36249,4,Extend,>>,73,13.27,390,297,367
36359,4,Extend,>>,28,9.41,389,297,366
36469,4,Extend,>>,-17,5.71,387,294,365
36579,4,Extend,>>,-62,1.76,386,294,364
36689,4,Extend,>>,-107,-2.11,382,291,365
36799,4,Extend,>>,-152,-5.98,380,289,365
36910,4,Extend,>>,-197,-9.85,378,291,367
37020,4,Extend,>>,-242,-13.8,379,288,366
37130,4,Extend,>>,-287,-17.58,378,287,363
37240,4,Extend,>>,-332,-21.54,376,286,364
37350,4,Extend,>>,-377,-25.32,376,285,364
37460,4,Extend,>>,-422,-29.1,379,285,360
37570,4,Extend,>>,-467,-33.05,379,286,358
37680,4,Extend,>>,-512,-36.92,381,284,360
37790,4,Extend,>>,-557,-40.79,388,284,361
37900,4,Extend,>>,-602,-44.75,381,282,361
38009,4,Extend,>>,-647,-48.62,378,282,357
38119,4,Extend,>>,-692,-52.31,387,281,360
38229,4,Extend,>>,-737,-56.53,380,277,358
38339,4,Extend,>>,-782,-60.57,377,279,358
38449,4,Extend,>>,-827,-64.26,370,276,359
38558,4,Extend,>>,-872,-68.04,370,278,361
38668,4,Extend,>>,-917,-71.82,365,275,361
38778,4,Extend,>>,-962,-75.6,364,273,360
38887,4,Extend,>>,-1007,-79.47,358,272,360
38997,4,Extend,>>,-1052,-83.34,360,273,361
39107,4,Extend,>>,-1097,-87.3,357,273,362
39217,4,Extend,>>,-1142,-90.99,358,274,364
39326,4,Extend,>>,-1187,-94.95,354,271,363
39436,4,Extend,>>,-1232,-98.73,353,269,364
39546,4,Extend,<<,-1232,-102.59,354,270,365
39656,4,Extend,<<,-1187,-103.82,358,273,366
39765,4,Extend,<<,-1142,-103.82,362,276,370
39875,4,Extend,<<,-1097,-101.01,364,277,374
39985,4,Extend,<<,-1052,-97.41,365,279,374
40095,4,Extend,<<,-1007,-93.54,370,279,373
40204,4,Extend,<<,-962,-89.67,374,279,373
40314,4,Extend,<<,-917,-85.71,377,280,372
40423,4,Extend,<<,-872,-81.76,380,280,371
40533,4,Extend,<<,-827,-77.8,382,282,369
40643,4,Extend,<<,-782,-73.93,385,284,368
40752,4,Extend,<<,-737,-69.98,388,286,367
40862,4,Extend,<<,-692,-66.02,388,286,367
40973,4,Extend,<<,-647,-62.07,390,289,365
41083,4,Extend,<<,-602,-58.11,390,290,364
41193,4,Extend,<<,-557,-54.15,390,293,364
41303,4,Extend,<<,-512,-50.2,390,293,364
41412,4,Extend,<<,-467,-46.24,391,293,362
41522,4,Extend,<<,-422,-42.37,391,294,362
41632,4,Extend,<<,-377,-38.51,391,296,361
41742,4,Extend,<<,-332,-34.37,390,295,359
41852,4,Extend,<<,-287,-30.51,392,297,360
41962,4,Extend,<<,-242,-26.73,392,298,362
42072,4,Extend,<<,-197,-22.68,391,298,360
42182,4,Extend,<<,-152,-18.73,389,297,362
42292,4,Extend,<<,-107,-14.68,390,299,362
42402,4,Extend,<<,-62,-10.81,390,300,364
42512,4,Extend,<<,-17,-6.86,389,301,365
42623,4,Extend,<<,28,-2.81,390,300,365
