Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2
18208,2,Flex,>>,1151,101.19,389,291,432
18318,2,Flex,>>,1087,101.19,384,290,428
18427,2,Flex,>>,1023,97.41,385,290,428
18536,2,Flex,>>,959,91.87,385,289,427
18646,2,Flex,>>,895,86.33,385,289,426
18755,2,Flex,>>,831,80.62,384,289,427
18865,2,Flex,>>,767,75.08,386,291,428
18975,2,Flex,>>,703,69.45,383,287,429
19084,2,Flex,>>,639,63.82,383,289,431
19194,2,Flex,>>,575,58.2,384,290,435
19303,2,Flex,>>,511,52.57,384,288,439
19413,2,Flex,>>,447,46.95,384,290,444
19522,2,Flex,>>,383,41.32,383,288,447
19632,2,Flex,>>,319,35.69,384,290,455
19742,2,Flex,>>,255,30.07,383,289,473
19851,2,Flex,>>,191,24.44,382,289,487
19961,2,Flex,>>,127,18.73,384,290,494
20070,2,Flex,>>,63,13.19,383,290,498
20180,2,Flex,>>,-1,7.56,382,290,504
20289,2,Flex,>>,-65,1.93,381,291,508
20399,2,Flex,>>,-129,-3.78,384,289,507
20509,2,Flex,>>,-193,-9.23,381,290,514
20618,2,Flex,>>,-257,-14.95,382,291,540
20728,2,Flex,>>,-321,-20.48,383,289,553
20837,2,Flex,>>,-385,-26.2,382,289,566
20947,2,Flex,>>,-449,-31.82,383,289,582
21057,2,Flex,>>,-513,-37.45,383,289,595
21166,2,Flex,>>,-577,-42.99,383,290,605
21276,2,Flex,>>,-641,-48.53,383,288,614
21385,2,Flex,>>,-705,-54.24,384,290,621
21495,2,Flex,>>,-769,-59.87,382,289,621
21605,2,Flex,>>,-833,-65.49,381,289,625
21714,2,Flex,>>,-897,-71.03,382,287,627
21824,2,Flex,>>,-961,-76.57,384,289,627
21934,2,Flex,>>,-1025,-82.29,385,290,633
22044,2,Flex,>>,-1089,-87.74,385,288,638
22153,2,Flex,>>,-1153,-93.36,387,290,650
22263,2,Flex,>>,-1217,-99.08,391,290,665
22373,2,Flex,>>,-1281,-104.53,392,288,678
22482,2,Flex,>>,-1345,-110.24,394,290,685
22592,2,Flex,>>,-1409,-115.78,398,289,694
22703,2,Flex,>>,-1473,-121.41,399,288,692
22812,2,Flex,>>,-1537,-126.86,405,290,704
22923,2,Flex,>>,-1601,-132.4,407,289,705
23033,2,Flex,>>,-1665,-137.93,411,292,717
23143,2,Flex,>>,-1729,-143.65,417,291,727
23253,2,Flex,>>,-1793,-149.01,415,290,732
23364,2,Flex,>>,-1857,-154.46,420,291,744
23473,2,Flex,>>,-1921,-160.0,421,290,742
23583,2,Flex,>>,-1985,-165.54,423,292,741
23693,2,Flex,>>,-2049,-170.99,424,292,737
23803,2,Flex,>>,-2113,-176.53,420,290,733
23912,2,Flex,>>,-2177,-181.98,422,293,730
24022,2,Flex,>>,-2241,-187.43,422,294,724
24132,2,Flex,>>,-2305,-192.62,423,294,731
24242,2,Flex,>>,-2369,-198.07,428,297,735
24352,2,Flex,>>,-2433,-203.43,432,297,736
24462,2,Flex,>>,-2497,-208.79,432,296,734
24572,2,Flex,>>,-2561,-213.98,432,299,743
24682,2,Flex,>>,-2625,-219.08,432,298,728
24791,2,Flex,>>,-2689,-223.91,430,299,729
24901,2,Flex,<<,-2689,-228.57,439,303,744
25011,2,Flex,<<,-2625,-229.36,445,307,756
25120,2,Flex,<<,-2561,-229.36,447,311,765
25230,2,Flex,<<,-2497,-225.41,448,311,761
25340,2,Flex,<<,-2433,-220.48,449,309,756
25449,2,Flex,<<,-2369,-215.38,447,310,752
25559,2,Flex,<<,-2305,-210.02,445,306,747
25669,2,Flex,<<,-2241,-204.4,444,308,743
25778,2,Flex,<<,-2177,-198.86,441,308,740
25888,2,Flex,<<,-2113,-193.32,439,307,737
25998,2,Flex,<<,-2049,-187.69,434,305,728
26108,2,Flex,<<,-1985,-181.98,432,304,724
26217,2,Flex,<<,-1921,-176.44,428,303,716
26327,2,Flex,<<,-1857,-170.81,423,303,710
26437,2,Flex,<<,-1793,-165.1,423,304,700
26548,2,Flex,<<,-1729,-159.47,420,301,696
26657,2,Flex,<<,-1665,-153.85,419,302,686
26768,2,Flex,<<,-1601,-148.22,417,303,684
26878,2,Flex,<<,-1537,-142.51,416,302,679
26988,2,Flex,<<,-1473,-136.88,415,302,676
27098,2,Flex,<<,-1409,-131.34,414,302,667
27208,2,Flex,<<,-1345,-125.8,414,300,661
27317,2,Flex,<<,-1281,-120.09,414,303,654
27427,2,Flex,<<,-1217,-114.29,412,301,645
27536,2,Flex,<<,-1153,-108.84,413,302,639
27646,2,Flex,<<,-1089,-103.12,413,302,631
27755,2,Flex,<<,-1025,-97.49,413,300,621
27865,2,Flex,<<,-961,-91.87,413,301,620
27975,2,Flex,<<,-897,-86.42,411,301,616
28084,2,Flex,<<,-833,-80.7,412,301,609
28194,2,Flex,<<,-769,-74.99,410,299,606
28304,2,Flex,<<,-705,-69.45,410,299,602
28414,2,Flex,<<,-641,-63.74,411,300,601
28523,2,Flex,<<,-577,-58.11,411,299,600
28633,2,Flex,<<,-513,-52.48,410,300,599
28743,2,Flex,<<,-449,-47.03,410,301,595
28853,2,Flex,<<,-385,-41.32,409,300,593
28963,2,Flex,<<,-321,-35.69,411,300,595
29073,2,Flex,<<,-257,-30.07,411,300,593
29182,2,Flex,<<,-193,-24.44,410,300,592
29292,2,Flex,<<,-129,-18.9,408,298,587
29401,2,Flex,<<,-65,-13.27,409,299,589
29511,2,Flex,<<,-1,-7.65,410,299,589
29621,2,Flex,<<,63,-2.02,409,299,588
29730,2,Flex,<<,127,3.69,409,296,587
29840,2,Flex,<<,191,9.32,409,299,588
29949,2,Flex,<<,255,14.95,409,299,586
30059,2,Flex,<<,319,20.4,410,299,586
30169,2,Flex,<<,383,26.11,410,301,585
30279,2,Flex,<<,447,31.74,411,299,584
30389,2,Flex,<<,511,37.36,410,299,583
30499,2,Flex,<<,575,42.99,410,301,584
30609,2,Flex,<<,639,48.53,408,300,584
30718,2,Flex,<<,703,54.24,409,301,585
30828,2,Flex,<<,767,59.87,407,298,584
30937,2,Flex,<<,831,65.41,408,299,584
31047,2,Flex,<<,895,71.12,409,299,583
31157,2,Flex,<<,959,76.75,409,300,581
31266,2,Flex,<<,1023,82.37,408,298,580
31376,2,Flex,<<,1087,88.0,408,299,584
31485,2,Flex,<<,1151,93.63,408,300,582
48530,2,Flex,>>,1150,101.1,394,305,465
48639,2,Flex,>>,1086,101.1,392,303,462
48749,2,Flex,>>,1022,97.32,391,303,459
48858,2,Flex,>>,958,91.78,389,303,462
48968,2,Flex,>>,894,86.24,391,303,460
49077,2,Flex,>>,830,80.53,391,303,461
49187,2,Flex,>>,766,74.99,390,303,461
49297,2,Flex,>>,702,69.36,390,302,459
49408,2,Flex,>>,638,63.74,390,304,461
49517,2,Flex,>>,574,58.2,391,303,459
49627,2,Flex,>>,510,52.66,391,302,459
49736,2,Flex,>>,446,46.95,391,303,458
49846,2,Flex,>>,382,41.41,390,302,459
49955,2,Flex,>>,318,35.78,390,301,459
50065,2,Flex,>>,254,30.15,390,303,463
50175,2,Flex,>>,190,24.53,390,303,466
50284,2,Flex,>>,126,18.73,391,304,468
50394,2,Flex,>>,62,13.27,391,304,470
50504,2,Flex,>>,-2,7.65,391,303,474
50613,2,Flex,>>,-66,1.85,389,302,476
50723,2,Flex,>>,-130,-3.6,392,302,485
50833,2,Flex,>>,-194,-9.23,390,303,491
50943,2,Flex,>>,-258,-14.86,391,303,498
51052,2,Flex,>>,-322,-20.48,390,302,507
51162,2,Flex,>>,-386,-26.2,391,303,513
51271,2,Flex,>>,-450,-31.91,393,303,518
51382,2,Flex,>>,-514,-37.54,391,303,528
51491,2,Flex,>>,-578,-43.08,392,302,531
51601,2,Flex,>>,-642,-48.7,391,302,539
51711,2,Flex,>>,-706,-54.33,391,302,544
51820,2,Flex,>>,-770,-59.96,391,301,545
51930,2,Flex,>>,-834,-65.58,392,302,554
52040,2,Flex,>>,-898,-71.12,392,302,564
52149,2,Flex,>>,-962,-76.66,394,303,574
52259,2,Flex,>>,-1026,-82.37,393,301,582
52369,2,Flex,>>,-1090,-87.91,392,301,589
52479,2,Flex,>>,-1154,-93.54,392,301,605
52589,2,Flex,>>,-1218,-99.25,393,302,625
52698,2,Flex,>>,-1282,-104.7,395,302,645
52808,2,Flex,>>,-1346,-110.51,394,301,657
52918,2,Flex,>>,-1410,-116.13,399,301,674
53027,2,Flex,>>,-1474,-121.67,398,301,679
53137,2,Flex,>>,-1538,-127.21,401,301,693
53247,2,Flex,>>,-1602,-132.84,401,300,698
53358,2,Flex,>>,-1666,-138.46,406,301,711
53468,2,Flex,>>,-1730,-144.0,408,297,717
53579,2,Flex,>>,-1794,-149.54,411,299,726
53688,2,Flex,>>,-1858,-155.08,412,298,740
53798,2,Flex,>>,-1922,-160.53,415,299,741
53907,2,Flex,>>,-1986,-166.15,417,299,748
54017,2,Flex,>>,-2050,-171.6,419,299,746
54127,2,Flex,>>,-2114,-176.97,424,298,751
54237,2,Flex,>>,-2178,-182.33,425,300,760
54347,2,Flex,>>,-2242,-187.78,422,300,756
54456,2,Flex,>>,-2306,-193.14,429,300,755
54566,2,Flex,>>,-2370,-198.59,451,301,761
54676,2,Flex,>>,-2434,-203.96,449,302,760
54785,2,Flex,>>,-2498,-209.41,446,302,757
54895,2,Flex,>>,-2562,-214.68,443,302,758
55005,2,Flex,>>,-2626,-219.78,442,304,763
55115,2,Flex,>>,-2690,-224.7,439,301,756
55224,2,Flex,<<,-2690,-229.27,442,305,764
55335,2,Flex,<<,-2626,-230.24,446,310,770
55444,2,Flex,<<,-2562,-230.24,447,313,781
55554,2,Flex,<<,-2498,-225.85,447,312,779
55664,2,Flex,<<,-2434,-220.66,445,311,775
55774,2,Flex,<<,-2370,-215.47,446,313,773
55883,2,Flex,<<,-2306,-210.11,443,312,768
55994,2,Flex,<<,-2242,-204.57,440,309,760
56104,2,Flex,<<,-2178,-198.95,437,310,755
56214,2,Flex,<<,-2114,-193.32,435,311,751
56325,2,Flex,<<,-2050,-187.69,435,310,745
56435,2,Flex,<<,-1986,-181.98,432,309,740
56545,2,Flex,<<,-1922,-176.44,431,309,728
56656,2,Flex,<<,-1858,-170.9,428,310,726
56766,2,Flex,<<,-1794,-165.1,424,309,722
56876,2,Flex,<<,-1730,-159.56,423,308,715
56986,2,Flex,<<,-1666,-153.93,422,309,712
57096,2,Flex,<<,-1602,-148.22,420,309,706
57205,2,Flex,<<,-1538,-142.68,418,306,696
57315,2,Flex,<<,-1474,-136.97,419,307,685
57424,2,Flex,<<,-1410,-131.43,418,309,679
57534,2,Flex,<<,-1346,-125.89,416,307,674
57644,2,Flex,<<,-1282,-120.18,418,307,664
57754,2,Flex,<<,-1218,-114.37,415,309,658
57864,2,Flex,<<,-1154,-108.92,413,308,645
57974,2,Flex,<<,-1090,-103.21,413,305,640
58084,2,Flex,<<,-1026,-97.58,413,308,632
58194,2,Flex,<<,-962,-92.04,414,307,627
58304,2,Flex,<<,-898,-86.42,412,306,618
58414,2,Flex,<<,-834,-80.79,415,307,604
58524,2,Flex,<<,-770,-75.08,413,308,599
58635,2,Flex,<<,-706,-69.54,412,305,595
58746,2,Flex,<<,-642,-63.74,413,306,591
58855,2,Flex,<<,-578,-58.29,414,307,591
58965,2,Flex,<<,-514,-52.57,414,307,589
59076,2,Flex,<<,-450,-47.03,412,307,585
59186,2,Flex,<<,-386,-41.49,414,307,583
59295,2,Flex,<<,-322,-35.87,414,308,580
59405,2,Flex,<<,-258,-30.15,414,306,581
59515,2,Flex,<<,-194,-24.53,413,306,582
