Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
31673,4,Extend,>>,-382,-23.91,370,295,386,-0.0422434189774139,-16.386000000000003,-3.7980000000000036,-0.2859896512317909,0,-2.515473237729348
31783,4,Extend,>>,-427,-27.52,365,291,381,1.3238677404003738,-20.15,-3.763999999999996,-0.3516838442768574,0,-2.581167430774414
31893,4,Extend,>>,-472,-31.21,354,292,373,2.803050603407414,-23.860000000000003,-3.7100000000000044,-0.4164355595258471,0,-2.645919146023404
32003,4,Extend,>>,-517,-34.81,347,292,371,3.611685440750915,-27.534000000000002,-3.6739999999999995,-0.48055895624411876,0,-2.7100425427416757
32112,4,Extend,>>,-562,-38.77,339,292,368,4.951274413033177,-31.244000000000007,-3.7100000000000044,-0.5453106714931084,0,-2.7747942579906653
32222,4,Extend,>>,-607,-42.46,333,292,368,7.397727130880558,-34.954,-3.7099999999999937,-0.610062386742098,0,-2.839545973239655
32332,4,Extend,>>,-652,-46.42,325,283,368,8.305990274449298,-38.734,-3.780000000000001,-0.6760358324674837,0,-2.9055194189650404
32444,4,Extend,>>,-697,-50.46,319,282,365,8.85188955025051,-42.584,-3.8500000000000014,-0.7432310086692654,0,-2.9727145951668223
32554,4,Extend,>>,-742,-54.07,316,281,365,9.485126160858378,-46.436,-3.8519999999999968,-0.8104610914560869,0,-3.0399446779536436
32664,4,Extend,>>,-787,-57.93,311,274,364,10.019015390433932,-50.26800000000001,-3.832000000000008,-0.8773421083925097,0,-3.1068256948900665
32773,4,Extend,>>,-832,-61.71,310,274,363,10.495522112020586,-54.11800000000001,-3.8500000000000014,-0.9445372845942914,0,-3.174020871091848
32883,4,Extend,>>,-877,-65.49,309,275,366,10.837521702866445,-57.931999999999995,-3.813999999999986,-1.0111041422653548,0,-3.240587728762912
32993,4,Extend,>>,-922,-69.36,304,274,366,10.726992185789918,-61.712,-3.7800000000000082,-1.0770775879907406,0,-3.3065611744882974
33103,4,Extend,>>,-967,-73.14,307,273,364,10.944924523305444,-65.526,-3.813999999999993,-1.1436444456618042,0,-3.373128032159361
33213,4,Extend,>>,-1012,-77.19,302,272,367,11.21942299386452,-69.378,-3.852000000000004,-1.210874528448626,0,-3.440358114946183
33323,4,Extend,>>,-1057,-81.14,303,274,363,11.480690878374824,-73.264,-3.8859999999999957,-1.2786980231811256,0,-3.508181609678682
33433,4,Extend,>>,-1102,-85.19,302,271,365,11.714034639319648,-77.204,-3.9399999999999977,-1.347463995709702,0,-3.576947582207259
33543,4,Extend,>>,-1147,-88.79,298,268,364,11.611293386834603,-81.09,-3.88600000000001,-1.415287490442202,0,-3.644771076939759
33653,4,Extend,>>,-1192,-92.48,299,268,363,11.528798724242368,-84.958,-3.867999999999995,-1.4827968259093425,0,-3.7122804124068995
33763,4,Extend,>>,-1237,-96.53,299,269,363,11.467981818983096,-88.826,-3.867999999999995,-1.550306161376483,0,-3.77978974787404
33873,4,Extend,<<,-1237,-100.04,303,268,370,11.65051037381587,-92.60600000000001,-3.7800000000000153,-1.616279607101869,0,-3.845763193599426
33982,4,Extend,<<,-1192,-101.45,302,268,370,11.839694550057102,-95.858,-3.2519999999999953,-1.6730377143767245,0,-3.902521300874281
34092,4,Extend,<<,-1147,-101.45,308,274,375,11.89347569888862,-98.39000000000001,-2.5320000000000107,-1.717229451037221,0,-3.946713037534778
34202,4,Extend,<<,-1102,-100.57,311,276,379,11.96711941755075,-100.008,-1.6179999999999808,-1.745468878334489,0,-3.974952464832046
34312,4,Extend,<<,-1057,-97.32,311,276,377,12.298578981373332,-100.16600000000001,-0.15800000000001546,-1.7482264985526403,0,-3.977710085050197
57944,4,Extend,>>,1283,118.33,460,428,631,0.8466051009387632,124.732,-0.9660000000000082,2.176984082597567,1,0.0
58054,4,Extend,>>,1238,114.29,459,426,629,-0.8726262883779714,121.86600000000001,-2.8659999999999854,2.12696294623541,1,-0.050021136362157215
58163,4,Extend,>>,1193,110.42,460,427,629,-1.7009075213838376,118.226,-3.640000000000015,2.063432961462816,1,-0.11355112113475085
58273,4,Extend,>>,1148,106.37,460,425,630,-2.6883202785190408,114.304,-3.921999999999997,1.9949811481995985,1,-0.18200293439796855
58382,4,Extend,>>,1103,102.59,459,426,629,-3.70246719650435,110.4,-3.9039999999999964,1.9268434942017398,1,-0.2501405883958272
58492,4,Extend,>>,1058,98.9,458,426,628,-4.618934292676062,106.51400000000001,-3.8859999999999957,1.8590199994692405,1,-0.3179640831283266
58602,4,Extend,>>,1013,94.86,461,426,627,-5.403450216831866,102.628,-3.88600000000001,1.7911965047367406,1,-0.3857875778608264
58711,4,Extend,>>,968,90.9,459,426,626,-6.087912135580565,98.724,-3.9039999999999964,1.723058850738882,1,-0.45392523185868505
58821,4,Extend,>>,923,87.03,459,425,622,-6.672855633128805,94.856,-3.868000000000009,1.6555495152717412,1,-0.5214345673258258
58930,4,Extend,>>,878,83.16,460,426,622,-7.232125148204221,90.97,-3.8859999999999957,1.5877260205392416,1,-0.5892580620583254
59040,4,Extend,>>,833,79.3,459,422,615,-7.970583588509769,87.04999999999998,-3.920000000000016,1.5193091138610635,1,-0.6576749687365036
59150,4,Extend,>>,788,75.34,456,420,613,-9.038212849156242,83.146,-3.903999999999982,1.4511714598632053,1,-0.7258126227343618
59259,4,Extend,>>,743,71.56,455,420,607,-10.670662669501256,79.27799999999999,-3.868000000000009,1.3836621243960645,1,-0.7933219582015025
59369,4,Extend,>>,698,67.78,456,417,606,-11.34765612539275,75.428,-3.8499999999999943,1.3164669481942828,1,-0.8605171344032843
59479,4,Extend,>>,653,63.74,457,417,604,-11.212343830262798,71.544,-3.8840000000000003,1.248678360046823,1,-0.9283057225507441
59588,4,Extend,>>,608,59.96,457,417,601,-10.85725177396705,67.676,-3.867999999999995,1.1811690245796824,1,-0.9958150580178846
59698,4,Extend,>>,563,56.18,456,414,595,-11.236128735762204,63.843999999999994,-3.832000000000008,1.1142880076432597,1,-1.0626960749543073
59808,4,Extend,>>,518,52.4,453,411,590,-11.75325755145257,60.012,-3.8319999999999936,1.047406990706837,1,-1.12957709189073
59918,4,Extend,>>,473,48.53,453,406,580,-11.716476704507707,56.16199999999999,-3.8500000000000085,0.9802118145050552,1,-1.196772268092512
60028,4,Extend,>>,428,44.4,453,404,571,-11.246296459140176,52.294,-3.867999999999995,0.9127024790379147,1,-1.2642816035596525
60138,4,Extend,>>,383,40.44,451,403,566,-10.621371092596434,48.38999999999999,-3.9040000000000035,0.8445648250400559,1,-1.3324192575575111
60248,4,Extend,>>,338,36.66,450,394,555,-9.732658544224106,44.48599999999999,-3.9040000000000035,0.7764271710421973,1,-1.4005569115553698
60357,4,Extend,>>,293,32.79,446,395,549,-8.371497860495323,40.564,-3.92199999999999,0.7079753577789798,1,-1.4690087248185872
60467,4,Extend,>>,248,29.1,442,387,541,-7.682079397490481,36.67799999999999,-3.88600000000001,0.64015186304648,1,-1.536832219551087
60577,4,Extend,>>,203,25.14,438,385,532,-7.623025414231814,32.82599999999999,-3.8519999999999968,0.5729217802596585,1,-1.6040623023379086
60686,4,Extend,>>,158,21.36,433,384,528,-7.259136129566901,29.009999999999998,-3.8159999999999954,0.5063200160035549,1,-1.670664066594012
60796,4,Extend,>>,113,17.58,429,376,520,-6.71713962059391,25.193999999999996,-3.8160000000000025,0.4397182517474513,1,-1.7372658308501157
60906,4,Extend,>>,68,13.89,427,372,510,-6.131618478013722,21.413999999999994,-3.780000000000001,0.3737448060220656,1,-1.8032392765755014
61016,4,Extend,>>,23,10.02,420,370,504,-5.38606021318157,17.597999999999995,-3.815999999999999,0.307143041765962,1,-1.869841040831605
61126,4,Extend,>>,-22,6.33,417,364,495,-4.414988556168105,13.835999999999993,-3.7620000000000022,0.24148375530593533,1,-1.9355003272916318
61236,4,Extend,>>,-67,2.46,408,362,489,-3.5187535257506037,10.055999999999994,-3.7799999999999994,0.17551030958054967,1,-2.0014737730170173
61346,4,Extend,>>,-112,-1.41,399,355,483,-2.6550104105350107,6.257999999999994,-3.798,0.10922270458980503,1,-2.067761378007762
61456,4,Extend,>>,-157,-5.19,396,351,472,-1.4917382314962688,2.441999999999994,-3.816,0.042620940333701424,1,-2.1343631422638656
61565,4,Extend,>>,-202,-8.88,395,345,460,-0.5576286974114417,-1.3380000000000059,-3.78,-0.023352505391684233,1,-2.200336587989251
61675,4,Extend,>>,-247,-12.66,387,340,459,0.0720689555622614,-5.1360000000000054,-3.7979999999999996,-0.08964011038242886,1,-2.2666241929799957
61786,4,Extend,>>,-292,-16.53,379,336,452,0.9748405260357552,-8.934000000000006,-3.798000000000001,-0.15592771537317351,1,-2.3329117979707403
61896,4,Extend,>>,-337,-20.31,371,338,446,1.5925393352944972,-12.714000000000004,-3.7799999999999976,-0.22190116109855912,1,-2.3988852436961263
62006,4,Extend,>>,-382,-24.09,363,334,434,2.1457088697786384,-16.494000000000007,-3.780000000000003,-0.28787460682394483,1,-2.464858689421512
62115,4,Extend,>>,-427,-27.69,351,330,421,3.0125556356475545,-20.256000000000007,-3.7620000000000005,-0.3535338932839715,1,-2.5305179758815384
62226,4,Extend,>>,-472,-31.47,344,324,412,4.047298381973679,-24.018000000000004,-3.761999999999997,-0.41919317974399817,1,-2.5961772623415653
62336,4,Extend,>>,-517,-35.25,320,319,407,4.7778843227751935,-27.762000000000008,-3.7440000000000033,-0.4845383069386659,1,-2.6615223895362328
62445,4,Extend,>>,-562,-39.56,310,317,404,5.698236151282918,-31.612000000000005,-3.849999999999998,-0.5517334831404476,1,-2.7287175657380147
62556,4,Extend,>>,-607,-43.52,304,312,402,6.490304688566653,-35.498000000000005,-3.8859999999999992,-0.6195569778729472,1,-2.7965410604705143
62666,4,Extend,>>,-652,-47.47,303,312,403,6.885796020670491,-39.45400000000001,-3.956000000000003,-0.688602203081843,1,-2.86558628567941
62777,4,Extend,>>,-697,-51.34,301,307,400,7.358171638349304,-43.42800000000001,-3.9740000000000038,-0.7579615875560977,1,-2.934945670153665
62886,4,Extend,>>,-742,-55.03,299,305,401,8.284781142003453,-47.38400000000001,-3.955999999999996,-0.8270068127649932,1,-3.00399089536256
62997,4,Extend,>>,-787,-58.99,298,300,400,8.698927176927135,-51.27,-3.8859999999999957,-0.8948303074974928,1,-3.07181439009506
63108,4,Extend,>>,-832,-62.59,299,296,394,8.892843568515623,-55.084,-3.814,-0.9613971651685566,1,-3.1383812477661235
63217,4,Extend,>>,-877,-66.37,296,290,389,9.334452478470777,-58.86400000000001,-3.7800000000000082,-1.0273706108939424,1,-3.2043546934915095
63327,4,Extend,>>,-922,-70.07,296,287,383,9.831055159850369,-62.61,-3.745999999999988,-1.0927506446736497,1,-3.2697347272712167
63438,4,Extend,>>,-967,-73.67,296,281,380,10.014309079901505,-66.33800000000001,-3.7280000000000086,-1.1578165191879985,1,-3.334800601785566
63548,4,Extend,>>,-1012,-77.54,296,279,379,10.065477503343338,-70.04800000000002,-3.710000000000008,-1.2225682344369881,1,-3.399552317034555
63658,4,Extend,>>,-1057,-81.23,295,277,379,10.309279307125491,-73.776,-3.72799999999998,-1.2876341089513366,1,-3.4646181915489036
63769,4,Extend,>>,-1102,-85.1,295,273,376,10.516241469678343,-77.522,-3.7460000000000093,-1.3530141427310443,1,-3.5299982253286113
63879,4,Extend,>>,-1147,-88.79,291,273,380,10.667294172733705,-81.266,-3.7439999999999998,-1.418359269925712,1,-3.5953433525232787
63990,4,Extend,>>,-1192,-92.66,292,271,378,10.887989375137336,-85.06400000000001,-3.798000000000002,-1.4846468749164565,1,-3.6616309575140233
64100,4,Extend,>>,-1237,-96.62,290,270,378,10.882050637001528,-88.88000000000001,-3.8160000000000025,-1.5512486391725602,1,-3.7282327217701274
64209,4,Extend,<<,-1237,-100.13,294,269,378,10.991520349968884,-92.66,-3.779999999999987,-1.6172220848979457,1,-3.7942061674955125
64319,4,Extend,<<,-1192,-101.45,296,274,384,11.178097525895865,-95.93000000000002,-3.2700000000000244,-1.6742943514381607,1,-3.851278434035728
64430,4,Extend,<<,-1147,-101.45,301,277,389,11.253144741205537,-98.46200000000002,-2.5319999999999965,-1.718486088098657,1,-3.895470170696224
64541,4,Extend,<<,-1102,-100.48,303,278,390,11.457886845096452,-100.026,-1.5639999999999787,-1.745783037599848,1,-3.922767120197415
64651,4,Extend,<<,-1057,-97.23,303,278,393,11.33169838804362,-100.148,-0.12199999999999989,-1.747912339287281,1,-3.9248964218848483
88476,4,Extend,>>,1283,118.24,461,405,605,8.61986460093907,124.696,-0.9839999999999947,2.176355764066849,2,0.0
88587,4,Extend,>>,1238,114.29,460,403,604,6.569575783333384,121.83,-2.8659999999999997,2.1263346277046917,2,-0.050021136362157215
88698,4,Extend,>>,1193,110.42,461,405,604,5.28257323574158,118.19000000000001,-3.6399999999999864,2.062804642932098,2,-0.11355112113475085
88810,4,Extend,>>,1148,106.37,459,404,604,3.946942904044159,114.28599999999999,-3.904000000000025,1.9946669889342392,2,-0.18168877513260973
88921,4,Extend,>>,1103,102.59,459,401,604,1.8400101324120144,110.38199999999999,-3.9039999999999964,1.9265293349363808,2,-0.24982642913046815
89032,4,Extend,>>,1058,98.81,458,403,604,-0.0438537563532436,106.49600000000001,-3.8859999999999815,1.8587058402038814,2,-0.31764992386296753
89144,4,Extend,>>,1013,94.68,458,404,601,-1.8013152539129176,102.574,-3.9220000000000113,1.7902540269406635,2,-0.38610173712618545
89255,4,Extend,>>,968,90.81,459,405,602,-3.365889716553787,98.652,-3.921999999999997,1.721802213677446,2,-0.4545535503894029
89366,4,Extend,>>,923,86.95,458,403,601,-4.363793133852904,94.768,-3.8840000000000003,1.6540136255299862,2,-0.5223421385368627
89478,4,Extend,>>,878,83.08,458,405,599,-5.253081510474969,90.866,-3.902000000000001,1.5859108781171676,2,-0.5904448859496814
89588,4,Extend,>>,833,79.21,458,402,594,-6.092537733737169,86.946,-3.9200000000000017,1.5174939714389897,2,-0.6588617926278593
89700,4,Extend,>>,788,75.16,457,401,597,-6.964777603602695,83.042,-3.9039999999999964,1.4493563174411312,2,-0.7269994466257177
89811,4,Extend,>>,743,71.38,457,401,590,-7.898657645226283,79.15599999999999,-3.88600000000001,1.3815328227086314,2,-0.7948229413582175
89922,4,Extend,>>,698,67.6,458,402,589,-8.868171211179273,75.28599999999999,-3.8700000000000045,1.3139885806564506,2,-0.8623671834103983
90034,4,Extend,>>,653,63.65,457,399,581,-9.658891229369154,71.39999999999999,-3.8859999999999957,1.2461650859239513,2,-0.9301906781428977
90145,4,Extend,>>,608,59.78,455,397,579,-10.151567517434817,67.51399999999998,-3.88600000000001,1.1783415911914514,2,-0.9980141728753975
90255,4,Extend,>>,563,56.09,456,397,575,-10.318449190956136,63.7,-3.8139999999999787,1.111774733520388,2,-1.064581030546461
90365,4,Extend,>>,518,52.4,456,397,572,-10.474587503867948,59.903999999999996,-3.7960000000000065,1.045522035114683,2,-1.130833728952166
90476,4,Extend,>>,473,48.53,454,393,564,-10.473554991995652,56.089999999999996,-3.814,0.9789551774436194,2,-1.1974005866232296
90587,4,Extend,>>,428,44.48,451,394,562,-10.583572678600229,52.25599999999999,-3.834000000000003,0.9120392539221567,2,-1.2643165101446923
90699,4,Extend,>>,383,40.44,449,390,553,-10.210947801973733,48.38799999999999,-3.868000000000002,0.844529918455016,2,-1.3318258456118328
