Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
27384,4,Extend,>>,1373,125.98,458,417,627,11.783360268026264,127.74000000000001,-0.8799999999999955,2.229483586497557,0,0.0
27493,4,Extend,>>,1328,122.2,458,420,628,10.49966260048646,126.355,-1.3850000000000051,2.205310776357435,0,-0.024172810140121737
27603,4,Extend,>>,1283,118.33,459,418,626,9.222205661477677,124.75,-1.605000000000004,2.177298241862926,0,-0.05218534463463076
27714,4,Extend,>>,1238,114.37,457,419,627,7.634841361618933,121.9,-2.8499999999999943,2.1275563581810877,0,-0.10192722831646917
27823,4,Extend,>>,1193,110.51,458,419,627,5.630301467148211,118.27799999999999,-3.622000000000014,2.064340532673853,0,-0.16514305382370376
27933,4,Extend,>>,1148,106.46,457,418,625,3.759371704613641,114.374,-3.9039999999999964,1.9962028786759944,0,-0.2332807078215624
28043,4,Extend,>>,1103,102.59,458,418,627,1.433657777567895,110.452,-3.921999999999997,1.9277510654127767,0,-0.3017325210847801
28153,4,Extend,>>,1058,98.81,458,416,623,-1.786818814860077,106.548,-3.9039999999999964,1.8596134114149183,0,-0.36987017508263853
28263,4,Extend,>>,1013,94.77,458,416,622,-3.3416202617659376,102.628,-3.9200000000000017,1.7911965047367406,0,-0.4382870817608162
28373,4,Extend,>>,968,90.81,458,415,617,-5.196887020463327,98.68800000000002,-3.9399999999999835,1.7224305322081643,0,-0.5070530542893925
28482,4,Extend,>>,923,86.95,459,416,617,-7.80792292115621,94.786,-3.9020000000000152,1.6543277847953453,0,-0.5751558017022116
28592,4,Extend,>>,878,83.16,456,415,614,-10.548529623256323,90.9,-3.8859999999999957,1.5865042900628457,0,-0.6429792964347112
28703,4,Extend,>>,833,79.3,458,412,609,-11.739815340619232,86.998,-3.902000000000001,1.5184015426500268,0,-0.71108204384753
28813,4,Extend,>>,788,75.52,458,413,607,-13.083254127736478,83.148,-3.8500000000000085,1.451206366448245,0,-0.7782772200493118
28922,4,Extend,>>,743,71.65,454,409,604,-15.064025378964864,79.316,-3.8319999999999936,1.3843253495118224,0,-0.8451582369857344
29032,4,Extend,>>,698,67.78,455,412,601,-16.271040773907373,75.482,-3.834000000000003,1.31740942599036,0,-0.9120741605071969
29142,4,Extend,>>,653,63.82,455,408,594,-16.86304377400159,71.614,-3.867999999999995,1.2499000905232192,0,-0.9795834959743377
29253,4,Extend,>>,608,60.04,456,408,594,-17.447179701929443,67.762,-3.852000000000004,1.1826700077363976,0,-1.0468135787611592
29362,4,Extend,>>,563,56.26,455,404,587,-17.65961791936956,63.910000000000004,-3.8519999999999968,1.1154399249495761,0,-1.1140436615479807
29472,4,Extend,>>,518,52.57,452,402,587,-17.627859212730172,60.093999999999994,-3.8160000000000096,1.0488381606934722,0,-1.1806454258040846
29582,4,Extend,>>,473,48.53,453,402,585,-17.646370891726853,56.24400000000001,-3.849999999999987,0.9816429844916909,0,-1.247840602005866
29692,4,Extend,>>,428,44.48,450,399,580,-17.33578203454205,52.376,-3.868000000000009,0.91413364902455,0,-1.3153499374730069
29802,4,Extend,>>,383,40.62,449,398,575,-16.742231154781447,48.492,-3.8840000000000003,0.8463450608770903,0,-1.3831385256204665
29911,4,Extend,>>,338,36.84,449,396,567,-15.896938427206925,44.608000000000004,-3.8839999999999932,0.7785564727296306,0,-1.4509271137679263
30021,4,Extend,>>,293,32.97,445,393,562,-14.660707285704389,40.688,-3.9200000000000017,0.7101395660514529,0,-1.519344020446104
30132,4,Extend,>>,248,29.19,441,387,548,-13.841212007209371,36.82,-3.868000000000002,0.6426302305843121,0,-1.5868533559132447
30242,4,Extend,>>,203,25.32,435,382,537,-12.97115371708189,32.988,-3.8320000000000007,0.5757492136478894,0,-1.6537343728496674
30352,4,Extend,>>,158,21.54,433,371,523,-11.988906574031516,29.172000000000004,-3.8159999999999954,0.5091474493917859,0,-1.7203361371057708
30462,4,Extend,>>,113,17.76,425,364,506,-11.448502903566844,25.356,-3.8160000000000025,0.4425456851356822,0,-1.7869379013618747
30572,4,Extend,>>,68,13.89,423,353,486,-10.77023137090188,21.54,-3.8160000000000025,0.37594392087957856,0,-1.8535396656179783
30683,4,Extend,>>,23,10.11,419,347,472,-10.260649856771806,17.724,-3.815999999999999,0.309342156623475,0,-1.9201414298740818
30794,4,Extend,>>,-22,6.42,416,335,457,-9.45054283593764,13.943999999999999,-3.780000000000001,0.24336871089808929,0,-1.9861148755994675
30904,4,Extend,>>,-67,2.64,410,325,447,-8.350432033320118,10.164000000000001,-3.7799999999999976,0.17739526517270368,0,-2.0520883213248533
31015,4,Extend,>>,-112,-1.23,406,323,438,-7.184823797021047,6.366,-3.798000000000002,0.11110766018195901,0,-2.118375926315598
31125,4,Extend,>>,-157,-4.92,402,319,428,-6.103898237885836,2.604,-3.7619999999999996,0.04544837372193234,0,-2.1840352127756244
31235,4,Extend,>>,-202,-8.7,393,314,421,-4.982349123121588,-1.158,-3.762,-0.020210912738094333,0,-2.2496944992356513
31344,4,Extend,>>,-247,-12.66,389,307,407,-3.8946999164016622,-4.973999999999999,-3.8159999999999994,-0.08681267699419794,0,-2.316296263491755
31454,4,Extend,>>,-292,-16.44,384,303,399,-2.324624010407499,-8.790000000000001,-3.8160000000000016,-0.15341444125030157,0,-2.382898027747858
31564,4,Extend,>>,-337,-20.22,377,299,392,-1.2298720307404496,-12.588,-3.7979999999999983,-0.2197020462410462,0,-2.4491856327386032
