Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
60694,6,Extend,>>,-339,-20.31,367,295,416,35.057224807010044,24.425016111525352,59.482240918535396,-12.027999999999999,-4.114,-0.20992820242987795,1,-1.7540908048393409
60804,6,Extend,>>,-387,-24.53,368,295,402,35.11738597431913,24.40096864055932,59.51835461487845,-16.16,-4.1320000000000014,-0.28204520712228365,1,-1.8262078095317467
60914,6,Extend,>>,-435,-28.66,369,297,396,35.27991559428928,24.334924339885816,59.614839934175095,-20.344,-4.184000000000001,-0.35506978302572645,1,-1.8992323854351896
61024,6,Extend,>>,-483,-32.88,370,296,391,35.47386534582502,24.12999619325639,59.60386153908141,-24.512,-4.167999999999999,-0.42781510624885005,1,-1.971977708658313
61135,6,Extend,>>,-531,-36.92,369,295,386,35.28271112575712,24.2103455124076,59.49305663816472,-28.660000000000004,-4.148000000000003,-0.5002113636215749,1,-2.044373966031038
61245,6,Extend,>>,-579,-40.88,368,296,381,35.289329573334584,24.24697059706949,59.536300170404076,-32.774,-4.113999999999997,-0.5720142090486215,1,-2.1161768114580846
61355,6,Extend,>>,-627,-44.75,369,293,375,35.25839639557894,24.233531866122163,59.491928261701105,-36.818,-4.043999999999997,-0.6425953239992722,1,-2.186757926408735
61464,6,Extend,>>,-675,-48.97,368,295,379,35.21278235723175,24.21234468899359,59.42512704622534,-40.88,-4.062000000000005,-0.7134905982152819,1,-2.2576532006247447
61574,6,Extend,>>,-723,-53.01,368,294,373,35.354608797441685,24.10450504238496,59.45911383982664,-44.90599999999999,-4.025999999999989,-0.7837575539005734,1,-2.3279201563100367
61685,6,Extend,>>,-771,-57.05,366,293,369,35.12221725224003,24.3158993365575,59.43811658879753,-48.932,-4.0260000000000105,-0.8540245095858654,1,-2.3981871119953286
61796,6,Extend,>>,-819,-61.1,367,292,371,35.18450547211165,24.43006326227857,59.61456873439022,-52.976,-4.043999999999997,-0.924605624536516,1,-2.468768226945979
61906,6,Extend,>>,-867,-65.05,365,291,368,35.41342899734671,24.112014816006585,59.5254438133533,-57.036,-4.060000000000002,-0.9954659921674858,1,-2.539628594576949
62016,6,Extend,>>,-915,-69.36,367,291,369,35.16669358887749,24.123409770774536,59.29010335965203,-61.114,-4.077999999999996,-1.0666405190638144,1,-2.6108031214732774
62126,6,Extend,>>,-963,-73.32,369,287,363,35.03230101199158,24.33550316624204,59.36780417823362,-65.176,-4.062000000000005,-1.1375357932798242,1,-2.6816983956892875
62235,6,Extend,>>,-1011,-77.54,366,286,364,34.99295665000475,24.194960852003703,59.18791750200845,-69.274,-4.097999999999999,-1.209059386026552,1,-2.7532219884360147
62345,6,Extend,>>,-1059,-81.58,368,284,362,35.1675560858404,23.918803764728796,59.086359850569195,-73.36999999999999,-4.095999999999989,-1.2805480721882394,1,-2.8247106745977026
62455,6,Extend,>>,-1107,-85.71,366,280,363,35.22241312779718,23.955257183268262,59.17767031106544,-77.502,-4.132000000000005,-1.3526650768806452,1,-2.896827679290108
62566,6,Extend,>>,-1155,-89.67,365,278,361,35.13057788801207,23.986549298204785,59.117127186216855,-81.564,-4.061999999999998,-1.4235603510966548,1,-2.967722953506118
62676,6,Extend,>>,-1203,-93.63,367,275,359,35.06323687870777,23.8811432381614,58.94438011686917,-85.626,-4.062000000000012,-1.4944556253126646,1,-3.038618227722128
62786,6,Extend,>>,-1251,-97.85,363,274,358,35.17898188766306,23.69207330440697,58.87105519207003,-89.688,-4.061999999999998,-1.5653508995286742,1,-3.109513501938137
