Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,cycle
32733,5,Extend,>>,117,15.47,443,400,548,42.71912627944606,24.897495413099406,67.61662169254546,17.169999999999998,-0.8500000000000014,0
32842,5,Extend,>>,73,11.69,444,398,548,41.23697430327348,24.34387627677782,65.5808505800513,15.8,-1.3699999999999974,0
32952,5,Extend,>>,29,7.91,446,401,548,40.54159472133964,23.842330414056,64.38392513539564,14.222,-1.5780000000000012,0
33062,5,Extend,>>,-15,4.22,444,401,548,39.60083690760586,23.244586430258398,62.84542333786426,11.462,-2.76,0
33171,5,Extend,>>,-59,0.26,443,400,548,38.06300654314788,22.592724203633654,60.65573074678153,7.909999999999999,-3.5520000000000005,0
33280,5,Extend,>>,-103,-3.52,442,399,547,36.62678224037567,21.527762683343003,58.154544923718674,4.112,-3.797999999999999,0
33390,5,Extend,>>,-147,-7.47,444,399,545,36.12993182709306,20.88587464366216,57.01580647075522,0.2800000000000001,-3.832,0
33499,5,Extend,>>,-191,-11.34,443,401,544,35.199174569497735,20.11142938679599,55.310603956293726,-3.5700000000000003,-3.8500000000000005,0
33609,5,Extend,>>,-235,-15.21,445,400,543,34.001099377079505,19.14450462868216,53.14560400576167,-7.456,-3.886,0
33718,5,Extend,>>,-279,-18.9,442,399,543,33.39191501382263,18.542844008457084,51.93475902227972,-11.288,-3.832,0
33828,5,Extend,>>,-323,-22.77,441,399,541,33.0158559350251,17.709580651348688,50.72543658637379,-15.138,-3.8499999999999996,0
33937,5,Extend,>>,-367,-26.64,441,397,537,32.27020699145621,17.263622001989127,49.53382899344534,-18.972,-3.8340000000000014,0
34047,5,Extend,>>,-411,-30.42,442,399,535,31.16956178572033,16.484199709534106,47.653761495254436,-22.788,-3.815999999999999,0
34156,5,Extend,>>,-455,-34.29,439,398,534,30.32530437939501,15.619226765033371,45.94453114442838,-26.604000000000003,-3.8160000000000025,0
34266,5,Extend,>>,-499,-38.15,438,396,531,28.928947956452227,14.76482666043672,43.693774616888945,-30.454,-3.849999999999998,0
34375,5,Extend,>>,-543,-42.02,439,396,528,27.4960546000632,13.43068161460194,40.92673621466514,-34.303999999999995,-3.8499999999999943,0
34485,5,Extend,>>,-587,-45.89,437,396,525,25.59458080990001,12.206259619783657,37.80084042968367,-38.154,-3.8500000000000085,0
34595,5,Extend,>>,-631,-49.76,436,394,518,24.496020719371487,11.702675976294575,36.19869669566606,-42.022,-3.867999999999995,0
34704,5,Extend,>>,-675,-53.63,436,394,514,23.459658598336944,10.81943710522594,34.27909570356289,-45.89,-3.868000000000002,0
34814,5,Extend,>>,-719,-57.23,437,394,508,21.676856303968137,9.577051875699016,31.253908179667153,-49.706,-3.8160000000000025,0
34923,5,Extend,>>,-763,-61.01,432,390,500,20.32760072524572,8.81994050678103,29.14754123202675,-53.504,-3.7979999999999947,0
35032,5,Extend,>>,-807,-64.79,433,388,491,19.071529025523173,7.609778691953726,26.681307717476898,-57.284000000000006,-3.7800000000000082,0
35142,5,Extend,>>,-851,-68.75,432,386,488,17.03894520479544,6.179845041828003,23.218790246623442,-61.08200000000001,-3.798000000000002,0
35252,5,Extend,>>,-895,-72.44,428,384,481,15.711945329275672,5.55615061789811,21.268095947173784,-64.84400000000001,-3.7620000000000005,0
35361,5,Extend,>>,-939,-76.22,423,379,471,14.90422252575872,5.188285423514424,20.092507949273145,-68.642,-3.7979999999999876,0
