Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABD_smooth
28842,6,Extend,>>,304,33.93,455,412,605,-13.52992171083869
28922,4,Extend,>>,743,71.65,454,409,604,-15.064025378964864
28937,5,Extend,>>,-499,-38.07,457,413,604,-15.064025378964864
28951,6,Extend,>>,256,29.98,454,412,600,-15.551792816968149
29032,4,Extend,>>,698,67.78,455,412,601,-16.271040773907373
29047,5,Extend,>>,-543,-41.85,455,409,597,-16.271040773907373
29062,6,Extend,>>,208,26.11,452,410,598,-16.57412310637511
29142,4,Extend,>>,653,63.82,455,408,594,-16.86304377400159
29157,5,Extend,>>,-587,-45.63,456,408,596,-16.941433334731194
29172,6,Extend,>>,160,22.24,450,406,593,-16.941433334731194
29253,4,Extend,>>,608,60.04,456,408,594,-17.447179701929443
29267,5,Extend,>>,-631,-49.49,453,405,593,-17.447179701929443
29282,6,Extend,>>,112,18.37,452,399,589,-17.447179701929443
29362,4,Extend,>>,563,56.26,455,404,587,-17.65961791936956
29377,5,Extend,>>,-675,-53.36,452,403,587,-17.65961791936956
29392,6,Extend,>>,64,14.42,449,400,588,-17.654888381703984
29472,4,Extend,>>,518,52.57,452,402,587,-17.627859212730172
29487,5,Extend,>>,-719,-56.97,452,402,584,-17.637686131791984
29502,6,Extend,>>,16,10.46,452,402,584,-17.637686131791984
29582,4,Extend,>>,473,48.53,453,402,585,-17.646370891726853
29597,5,Extend,>>,-763,-60.75,452,402,584,-17.648454177836935
29611,6,Extend,>>,-32,6.42,447,396,579,-17.648454177836935
29692,4,Extend,>>,428,44.48,450,399,580,-17.33578203454205
29707,5,Extend,>>,-807,-64.53,448,399,578,-17.33578203454205
29721,6,Extend,>>,-80,2.55,445,396,574,-17.157133284885195
29802,4,Extend,>>,383,40.62,449,398,575,-16.742231154781447
29816,5,Extend,>>,-851,-68.4,448,397,570,-16.742231154781447
29831,6,Extend,>>,-128,-1.32,451,396,571,-16.44211020317003
29911,4,Extend,>>,338,36.84,449,396,567,-15.896938427206925
29926,5,Extend,>>,-895,-72.18,450,395,563,-15.633696793921022
29941,6,Extend,>>,-176,-5.27,446,397,561,-15.633696793921022
30021,4,Extend,>>,293,32.97,445,393,562,-14.660707285704387
30037,5,Extend,>>,-939,-75.87,442,391,557,-14.660707285704387
30051,6,Extend,>>,-224,-9.05,442,389,554,-14.320424178347672
30132,4,Extend,>>,248,29.19,441,387,548,-13.841212007209371
30147,5,Extend,>>,-983,-79.65,439,387,540,-13.841212007209371
30162,6,Extend,>>,-272,-13.27,437,382,541,-13.580750733200436
30242,4,Extend,>>,203,25.32,435,382,537,-12.97115371708189
30257,5,Extend,>>,-1027,-83.25,432,381,534,-12.733382050141218
30271,6,Extend,>>,-320,-17.32,431,380,531,-12.733382050141218
30352,4,Extend,>>,158,21.54,433,371,523,-11.988906574031517
30367,5,Extend,>>,-1071,-87.12,427,375,524,-11.988906574031517
30382,6,Extend,>>,-368,-21.45,426,368,516,-11.988906574031517
30462,4,Extend,>>,113,17.76,425,364,506,-11.448502903566844
30477,5,Extend,>>,-1115,-90.99,426,360,500,-11.448502903566844
30491,6,Extend,>>,-416,-25.58,419,356,496,-11.267618176593963
30572,4,Extend,>>,68,13.89,423,353,486,-10.770231370901879
30587,5,Extend,>>,-1159,-94.86,417,349,483,-10.599455996453237
30602,6,Extend,>>,-464,-29.8,420,351,484,-10.599455996453237
30683,4,Extend,>>,23,10.11,419,347,472,-10.260649856771806
30698,5,Extend,>>,-1203,-98.73,416,342,468,-10.019489110265054
30713,6,Extend,>>,-512,-34.02,414,340,465,-10.019489110265054
30794,4,Extend,>>,-22,6.42,416,335,457,-9.450542835937641
30809,5,Extend,>>,-1247,-102.42,413,336,455,-9.450542835937641
30824,6,Extend,>>,-560,-38.24,411,334,448,-9.124301744493525
30904,4,Extend,>>,-67,2.64,410,325,447,-8.350432033320118
30919,5,Extend,>>,-1291,-106.2,410,329,444,-7.913828021142911
30934,6,Extend,>>,-608,-42.2,405,323,440,-7.913828021142911
31015,4,Extend,>>,-112,-1.23,406,323,438,-7.184823797021047
31030,5,Extend,>>,-1335,-109.98,403,325,437,-6.854522171768514
31044,6,Extend,>>,-656,-46.24,403,321,433,-6.854522171768514
31125,4,Extend,>>,-157,-4.92,402,319,428,-6.103898237885836
31139,5,Extend,>>,-1379,-113.85,397,319,431,-6.103898237885836
31154,6,Extend,>>,-704,-50.46,396,316,423,-5.704708792108068
31235,4,Extend,>>,-202,-8.7,393,314,421,-4.982349123121588
31249,5,Extend,>>,-1423,-117.71,392,310,417,-4.982349123121588
31264,6,Extend,>>,-752,-54.68,389,310,419,-4.626951161220032
31344,4,Extend,>>,-247,-12.66,389,307,407,-3.8946999164016622
31359,5,Extend,>>,-1467,-121.49,388,305,408,-3.5038909085128545
31374,6,Extend,>>,-800,-58.81,384,307,404,-3.5038909085128545
31454,4,Extend,>>,-292,-16.44,384,303,399,-2.324624010407499
31469,5,Extend,>>,-1511,-125.27,383,299,398,-2.324624010407499
31483,6,Extend,>>,-848,-62.95,379,297,393,-2.324624010407499
31564,4,Extend,>>,-337,-20.22,377,299,392,-1.2298720307404496
31578,5,Extend,>>,-1555,-129.14,375,296,388,-1.2298720307404496
31593,6,Extend,>>,-896,-67.08,374,295,387,-0.8670913994438052
31673,4,Extend,>>,-382,-23.91,370,295,386,-0.04224341897741395
31688,5,Extend,>>,-1599,-132.92,373,294,387,0.3900414080978527
31703,6,Extend,>>,-944,-71.21,367,291,382,0.3900414080978527
31783,4,Extend,>>,-427,-27.52,365,291,381,1.3238677404003738
31798,5,Extend,>>,-1643,-136.97,364,291,380,1.8250564836456167
31812,6,Extend,>>,-992,-75.34,360,291,373,1.8250564836456167
31893,4,Extend,>>,-472,-31.21,354,292,373,2.803050603407414
31908,5,Extend,>>,-1687,-140.75,353,291,372,2.803050603407414
31922,6,Extend,>>,-1040,-79.82,351,291,372,3.049510370508306
32003,4,Extend,>>,-517,-34.81,347,292,371,3.611685440750915
32017,5,Extend,>>,-1731,-144.35,347,293,371,3.611685440750915
32032,6,Extend,>>,-1088,-84.13,344,290,367,3.920206578019334
32112,4,Extend,>>,-562,-38.77,339,292,368,4.951274413033177
32127,5,Extend,>>,-1775,-148.04,337,287,365,5.692237926298977
32141,6,Extend,>>,-1136,-88.26,335,287,364,5.692237926298977
32222,4,Extend,>>,-607,-42.46,333,292,368,7.397727130880558
32237,5,Extend,>>,-1819,-151.91,330,288,364,7.397727130880558
32251,6,Extend,>>,-1184,-92.22,325,284,367,7.758799499662363
32332,4,Extend,>>,-652,-46.42,325,283,368,8.305990274449298
32346,5,Extend,>>,-1863,-155.87,325,285,366,8.305990274449298
32361,6,Extend,>>,-1232,-96.26,322,284,370,8.488571629360974
32444,4,Extend,>>,-697,-50.46,319,282,365,8.85188955025051
32458,5,Extend,>>,-1907,-160.0,317,280,364,9.07113035825051
32473,6,Extend,>>,-1280,-100.22,317,281,365,9.07113035825051
32554,4,Extend,>>,-742,-54.07,316,281,365,9.485126160858378
32569,5,Extend,>>,-1951,-163.78,312,279,364,9.485126160858378
32583,6,Extend,>>,-1328,-104.35,313,278,363,9.485126160858378
32664,4,Extend,>>,-787,-57.93,311,274,364,10.019015390433932
32678,5,Extend,>>,-1995,-167.47,314,275,366,10.019015390433932
32693,6,Extend,>>,-1376,-108.4,310,275,362,10.214838486416841
32773,4,Extend,>>,-832,-61.71,310,274,363,10.495522112020586
32788,5,Extend,>>,-2039,-171.25,312,276,363,10.664353042383592
32803,6,Extend,>>,-1424,-112.44,308,275,363,10.664353042383592
32883,4,Extend,>>,-877,-65.49,309,275,366,10.837521702866443
32898,5,Extend,>>,-2083,-175.03,305,274,365,10.808164852364502
32913,6,Extend,>>,-1472,-116.57,305,275,362,10.808164852364502
32993,4,Extend,>>,-922,-69.36,304,274,366,10.726992185789918
33008,5,Extend,>>,-2127,-178.81,303,274,365,10.726992185789918
33023,6,Extend,>>,-1520,-120.62,303,271,364,10.802102304107182
33103,4,Extend,>>,-967,-73.14,307,273,364,10.944924523305444
33118,5,Extend,>>,-2171,-182.59,303,271,364,11.062258738654538
33133,6,Extend,>>,-1568,-124.75,302,271,364,11.062258738654538
33213,4,Extend,>>,-1012,-77.19,302,272,367,11.21942299386452
33228,5,Extend,>>,-2215,-186.29,302,271,365,11.320546006687387
33242,6,Extend,>>,-1616,-128.44,302,269,361,11.320546006687387
33323,4,Extend,>>,-1057,-81.14,303,274,363,11.480690878374824
33337,5,Extend,>>,-2259,-190.07,302,270,364,11.480690878374824
33352,6,Extend,>>,-1664,-132.48,300,268,360,11.560348999379473
33433,4,Extend,>>,-1102,-85.19,302,271,365,11.714034639319648
33447,5,Extend,>>,-2303,-193.76,298,267,361,11.714034639319648
33462,6,Extend,>>,-1712,-136.53,297,267,362,11.630139614022461
33543,4,Extend,>>,-1147,-88.79,298,268,364,11.611293386834603
33558,5,Extend,>>,-2347,-197.63,299,267,364,11.625086459635744
33572,6,Extend,>>,-1760,-140.48,297,266,361,11.625086459635744
33653,4,Extend,>>,-1192,-92.48,299,268,363,11.528798724242368
33668,5,Extend,>>,-2391,-201.32,298,267,363,11.528798724242368
33682,6,Extend,>>,-1808,-144.44,296,264,362,11.528798724242368
33763,4,Extend,>>,-1237,-96.53,299,269,363,11.467981818983095
33777,5,Extend,>>,-2435,-205.1,301,267,363,11.467981818983095
33792,6,Extend,>>,-1856,-148.04,296,264,365,11.472711868135892
33873,4,Extend,<<,-1237,-100.04,303,268,370,11.65051037381587
33887,5,Extend,<<,-2435,-208.88,302,267,368,11.75795121883538
33902,6,Extend,<<,-1856,-152.0,301,268,370,11.75795121883538
33982,4,Extend,<<,-1192,-101.45,302,268,370,11.839694550057102
33997,5,Extend,<<,-2391,-210.02,304,269,370,11.838137296717315
34012,6,Extend,<<,-1808,-152.88,308,275,375,11.838137296717315
34092,4,Extend,<<,-1147,-101.45,308,274,375,11.893475698888619
34107,5,Extend,<<,-2347,-210.02,306,274,376,11.893475698888619
34121,6,Extend,<<,-1760,-152.88,309,275,379,11.871766359234892
34202,4,Extend,<<,-1102,-100.57,311,276,379,11.96711941755075
34217,5,Extend,<<,-2303,-207.03,310,274,378,11.96711941755075
34231,6,Extend,<<,-1712,-152.79,310,277,379,12.06591821386037
34312,4,Extend,<<,-1057,-97.32,311,276,377,12.298578981373332
34326,5,Extend,<<,-2259,-203.43,310,277,378,12.49529001722923
34341,6,Extend,<<,-1664,-150.07,310,276,378,12.49529001722923
34422,4,Extend,<<,-1012,-93.36,310,274,377,12.806323638431213
34436,5,Extend,<<,-2215,-199.56,310,277,378,12.806323638431213
34451,6,Extend,<<,-1616,-146.46,309,276,377,12.822649178005951
34532,4,Extend,<<,-967,-89.76,310,276,378,12.802341474388118
34547,5,Extend,<<,-2171,-195.87,312,278,379,12.802341474388118
34562,6,Extend,<<,-1568,-142.51,310,275,377,12.733127408358131
34642,4,Extend,<<,-922,-85.89,311,277,377,12.646309931973086
34657,5,Extend,<<,-2127,-192.09,311,272,377,12.720798111966129
34671,6,Extend,<<,-1520,-138.55,308,277,376,12.720798111966129
34752,4,Extend,<<,-877,-81.93,312,281,374,12.865586654435416
34767,5,Extend,<<,-2083,-188.22,311,277,374,12.865586654435416
34781,6,Extend,<<,-1472,-134.33,310,277,376,12.865586654435416
34862,4,Extend,<<,-832,-78.07,311,280,373,12.949749858880502
34877,5,Extend,<<,-2039,-184.26,311,277,373,12.949749858880502
34892,6,Extend,<<,-1424,-130.29,310,276,372,12.928464663395548
34973,4,Extend,<<,-787,-74.11,312,279,373,12.926992194267662
34988,5,Extend,<<,-1995,-180.31,313,279,372,12.990012318952406
35003,6,Extend,<<,-1376,-125.98,313,278,372,12.990012318952406
35085,4,Extend,<<,-742,-70.24,313,279,374,13.109848135762661
35100,5,Extend,<<,-1951,-176.53,312,279,372,13.109848135762661
35115,6,Extend,<<,-1328,-121.85,312,279,373,13.109848135762661
35195,4,Extend,<<,-697,-66.29,313,281,373,13.193947163191595
35210,5,Extend,<<,-1907,-172.75,313,279,372,13.193947163191595
35225,6,Extend,<<,-1280,-117.63,314,281,372,13.286673187482592
35306,4,Extend,<<,-652,-62.42,314,281,372,13.374674949621875
35321,5,Extend,<<,-1863,-168.88,314,282,373,13.381637314130927
35336,6,Extend,<<,-1232,-113.41,314,283,373,13.381637314130927
35416,4,Extend,<<,-607,-58.55,314,282,373,13.353954195077774
35431,5,Extend,<<,-1819,-165.19,316,281,373,13.32112437801354
35445,6,Extend,<<,-1184,-109.19,314,281,372,13.32112437801354
35526,4,Extend,<<,-562,-54.51,316,282,373,13.375200756119858
35540,5,Extend,<<,-1775,-161.14,317,283,372,13.375200756119858
35555,6,Extend,<<,-1136,-105.05,317,283,371,13.399059459384237
35636,4,Extend,<<,-517,-50.64,318,284,374,13.384855312312215
35650,5,Extend,<<,-1731,-157.27,318,284,372,13.384855312312215
35665,6,Extend,<<,-1088,-101.01,314,282,372,13.339239266398334
35745,4,Extend,<<,-472,-46.68,319,284,368,13.319322532861216
35760,5,Extend,<<,-1687,-153.49,318,283,372,13.327795028981459
35775,6,Extend,<<,-1040,-96.7,317,283,371,13.327795028981459
35856,4,Extend,<<,-427,-42.73,321,285,373,13.441772081543508
35870,5,Extend,<<,-1643,-149.54,317,282,372,13.441772081543508
35885,6,Extend,<<,-992,-92.57,320,285,370,13.404837441485792
35965,4,Extend,<<,-382,-38.77,323,285,372,13.411335945699346
35980,5,Extend,<<,-1599,-145.67,324,284,371,13.411335945699346
35994,6,Extend,<<,-944,-88.26,323,284,372,13.423304578685077
36075,4,Extend,<<,-337,-34.81,325,287,373,13.454452696652428
36089,5,Extend,<<,-1555,-141.8,324,286,373,13.384894685994553
36104,6,Extend,<<,-896,-84.22,324,285,373,13.384894685994553
36184,4,Extend,<<,-292,-30.86,328,287,374,13.3815732091544
36199,5,Extend,<<,-1511,-138.02,327,286,373,13.3815732091544
36214,6,Extend,<<,-848,-80.18,327,285,372,13.3815732091544
36294,4,Extend,<<,-247,-26.99,330,290,375,13.459233306031724
36309,5,Extend,<<,-1467,-134.07,330,290,375,13.459233306031724
36324,6,Extend,<<,-800,-75.87,330,287,374,13.486251012062745
36404,4,Extend,<<,-202,-22.95,333,288,374,13.520390378384622
36419,5,Extend,<<,-1423,-130.37,336,290,376,13.46753402428887
36434,6,Extend,<<,-752,-71.74,335,287,376,13.46753402428887
36515,4,Extend,<<,-157,-19.08,341,292,380,13.536786930103634
36529,5,Extend,<<,-1379,-126.42,340,293,381,13.576969052010114
36544,6,Extend,<<,-704,-67.34,342,289,382,13.576969052010114
36625,4,Extend,<<,-112,-15.03,344,297,390,13.604681023163891
36639,5,Extend,<<,-1335,-122.55,346,296,391,13.604681023163891
36654,6,Extend,<<,-656,-63.12,345,296,390,13.627290629901946
36735,4,Extend,<<,-67,-11.25,350,301,393,13.669823155006398
36750,5,Extend,<<,-1291,-118.77,350,303,393,13.669823155006398
36765,6,Extend,<<,-608,-58.9,351,302,396,13.68538186123898
36846,4,Extend,<<,-22,-7.38,354,308,407,13.747670939809122
36861,5,Extend,<<,-1247,-114.81,353,308,409,13.723273042687879
36876,6,Extend,<<,-560,-54.86,356,310,410,13.723273042687879
36956,4,Extend,<<,23,-3.25,371,319,433,13.384263629283058
36971,5,Extend,<<,-1203,-111.03,373,320,435,13.384263629283058
36986,6,Extend,<<,-512,-50.46,372,320,436,13.343422327731048
37066,4,Extend,<<,68,0.7,377,324,451,13.350675645251822
37081,5,Extend,<<,-1159,-107.16,375,325,453,13.350675645251822
37095,6,Extend,<<,-464,-46.24,375,325,454,13.436726558307466
37176,4,Extend,<<,113,4.66,378,324,465,13.658818063838767
37190,5,Extend,<<,-1115,-103.38,378,327,465,13.723348476183986
37205,6,Extend,<<,-416,-42.11,379,328,467,13.723348476183986
37286,4,Extend,<<,158,8.53,381,329,474,13.645129284163865
37300,5,Extend,<<,-1071,-99.43,381,328,475,13.645129284163865
37315,6,Extend,<<,-368,-37.8,380,329,473,13.645129284163865
37395,4,Extend,<<,203,12.4,382,329,477,13.610548761936375
37410,5,Extend,<<,-1027,-95.56,383,330,478,13.610548761936375
37424,6,Extend,<<,-320,-33.67,382,332,476,13.598182179758624
37505,4,Extend,<<,248,16.35,383,331,481,13.679055531315004
37519,5,Extend,<<,-983,-91.69,385,331,479,13.7039114923652
37534,6,Extend,<<,-272,-29.45,384,333,480,13.7039114923652
37615,4,Extend,<<,293,20.31,384,337,485,13.743380652912245
37629,5,Extend,<<,-939,-87.82,384,337,485,13.764627135216319
37644,6,Extend,<<,-224,-25.23,383,338,485,13.764627135216319
37725,4,Extend,<<,338,24.26,385,343,491,13.74308708843384
37739,5,Extend,<<,-895,-84.04,383,340,492,13.74308708843384
37754,6,Extend,<<,-176,-21.1,384,339,492,13.686623968584872
37834,4,Extend,<<,383,28.13,383,343,495,13.638871073330886
37849,5,Extend,<<,-851,-80.0,385,344,495,13.638871073330886
37864,6,Extend,<<,-128,-16.79,383,342,495,13.639772652749869
37944,4,Extend,<<,428,32.0,384,344,500,13.72229513194279
37959,5,Extend,<<,-807,-76.22,386,344,502,13.752076379388889
37974,6,Extend,<<,-80,-12.57,384,345,498,13.752076379388889
38054,4,Extend,<<,473,35.96,384,346,504,13.734167522985611
38068,5,Extend,<<,-763,-72.35,383,348,505,13.734167522985611
38083,6,Extend,<<,-32,-8.35,382,345,503,13.734167522985611
38164,4,Extend,<<,518,39.91,383,350,505,13.632554399364789
38178,5,Extend,<<,-719,-68.48,385,346,505,13.632554399364789
38193,6,Extend,<<,16,-4.22,383,349,507,13.723416768216401
38273,4,Extend,<<,563,43.96,385,349,508,13.831423513305621
38288,5,Extend,<<,-675,-64.53,384,347,508,13.820474265358548
38303,6,Extend,<<,64,0.09,384,348,506,13.820474265358548
38383,4,Extend,<<,608,48.0,385,347,508,13.807427191622367
38398,5,Extend,<<,-631,-60.66,383,347,506,13.833582582816682
38412,6,Extend,<<,112,4.31,383,347,508,13.833582582816682
38493,4,Extend,<<,653,51.96,383,351,508,13.871957499355343
38507,5,Extend,<<,-587,-56.97,383,347,508,13.871957499355343
38522,6,Extend,<<,160,8.53,383,348,507,14.017592391321653
38603,4,Extend,<<,698,55.82,384,348,511,14.171691518187389
38617,5,Extend,<<,-543,-53.01,386,348,509,14.171691518187389
38632,6,Extend,<<,208,12.92,383,348,510,14.215469361128985
38712,4,Extend,<<,743,59.87,386,349,512,14.353724441931234
38727,5,Extend,<<,-499,-49.05,384,349,511,14.476100126611298
38742,6,Extend,<<,256,17.05,382,349,512,14.476100126611298
38823,4,Extend,<<,788,63.82,385,350,513,14.770437955635568
38838,5,Extend,<<,-455,-45.1,385,351,513,14.770437955635568
38852,6,Extend,<<,304,21.27,385,350,512,14.923538603392373
38933,4,Extend,<<,833,67.96,387,352,515,15.117460360603854
38947,5,Extend,<<,-411,-41.32,385,351,515,15.117460360603854
38962,6,Extend,<<,352,25.32,385,350,516,15.209792279815534
39042,4,Extend,<<,878,71.82,387,356,523,15.34019731222946
39057,5,Extend,<<,-367,-37.54,391,355,521,15.42852755540321
39071,6,Extend,<<,400,29.63,390,355,522,15.42852755540321
39152,4,Extend,<<,923,75.78,392,356,525,15.76630133661846
39166,5,Extend,<<,-323,-33.58,390,354,525,15.76630133661846
39181,6,Extend,<<,448,33.76,391,357,525,15.76630133661846
39261,4,Extend,<<,968,79.82,390,356,525,16.169109485495063
39276,5,Extend,<<,-279,-29.63,390,356,523,16.169109485495063
39290,6,Extend,<<,496,37.89,391,354,524,16.361493405169504
39371,4,Extend,<<,1013,83.69,390,355,528,16.684886616030226
39385,5,Extend,<<,-235,-25.85,392,357,528,16.823979450362497
39400,6,Extend,<<,544,42.11,391,359,526,16.823979450362497
39480,4,Extend,<<,1058,87.65,390,360,530,17.002701779202297
39495,5,Extend,<<,-191,-21.98,391,359,530,17.096769983701172
39509,6,Extend,<<,592,46.33,390,359,530,17.096769983701172
39590,4,Extend,<<,1103,91.52,392,356,530,17.349326061381294
39604,5,Extend,<<,-147,-18.11,390,356,529,17.349326061381294
39619,6,Extend,<<,640,50.55,389,358,529,17.58082783890957
39699,4,Extend,<<,1148,95.56,393,360,530,17.951867261386653
39714,5,Extend,<<,-103,-14.15,392,358,530,17.951867261386653
39729,6,Extend,<<,688,54.77,391,360,529,18.172943799029913
39809,4,Extend,<<,1193,99.6,391,357,532,18.682675868582955
39824,5,Extend,<<,-59,-10.46,389,358,532,19.001076769598132
39838,6,Extend,<<,736,58.9,390,359,531,19.001076769598132
39919,4,Extend,<<,1238,103.47,393,360,531,20.160303128933776
39933,5,Extend,<<,-15,-6.42,392,360,531,20.160303128933776
39948,6,Extend,<<,784,63.12,391,359,529,20.160303128933776
40028,4,Extend,<<,1283,107.52,393,361,533,21.07403726579215
40043,5,Extend,<<,29,-2.55,392,360,531,21.07403726579215
40058,6,Extend,<<,832,67.43,393,356,529,21.3121640433941
40138,4,Extend,<<,1328,111.47,392,359,530,21.782160388719973
40153,5,Extend,<<,73,1.23,392,359,530,21.974771412039004
40167,6,Extend,<<,880,71.65,392,357,528,21.974771412039004
40248,4,Extend,<<,1373,115.43,394,362,531,22.885799698629548
40263,5,Extend,<<,117,5.01,392,359,529,23.3806991626512
40277,6,Extend,<<,928,75.69,393,360,526,23.3806991626512
40357,4,Extend,<<,1418,119.3,394,361,526,24.751620330986597
40372,5,Extend,<<,161,8.88,392,358,529,24.751620330986597
40386,6,Extend,<<,976,79.91,391,360,529,25.05631297488322
40467,4,Extend,<<,1463,123.16,394,360,528,25.45332382253408
40482,5,Extend,<<,205,12.75,392,358,527,25.45332382253408
40496,6,Extend,<<,1024,84.13,390,360,527,25.524597029337137
42844,1,Flex,>>,2916,256.35,393,360,528,45.80548502624279
42859,2,Flex,>>,1141,100.31,392,361,528,46.16949429411443
42874,3,Flex,>>,124,10.9,393,360,528,46.16949429411443
42954,1,Flex,>>,2877,256.35,392,358,526,46.9703908669955
42969,2,Flex,>>,1077,100.31,390,356,521,46.9703908669955
42983,3,Flex,>>,58,10.9,387,354,521,46.9703908669955
43064,1,Flex,>>,2838,254.24,389,356,524,47.67126006044773
43078,2,Flex,>>,1013,96.62,387,356,522,47.67126006044773
43093,3,Flex,>>,-8,7.12,387,355,520,48.01405438441324
