Time(ms),MotorID,Phase,Direction,Position,Angle(deg),SensorA0,SensorA1,SensorA2,∠ABC_smooth,∠BCD_smooth,θ_total,angle_smooth,dmotor,L_cm,cycle,L_rel_cm
34595,5,Extend,>>,-631,-49.76,436,394,518,24.496020719371487,11.702675976294575,36.19869669566606,-42.022,-3.867999999999995,-0.7334222582730572,0,-1.0330952908404836
34704,5,Extend,>>,-675,-53.63,436,394,514,23.459658598336944,10.81943710522594,34.27909570356289,-45.89,-3.868000000000002,-0.8009315937401978,0,-1.1006046263076241
34814,5,Extend,>>,-719,-57.23,437,394,508,21.676856303968137,9.577051875699016,31.253908179667153,-49.706,-3.8160000000000025,-0.8675333579963015,0,-1.1672063905637278
34923,5,Extend,>>,-763,-61.01,432,390,500,20.32760072524572,8.81994050678103,29.14754123202675,-53.504,-3.7979999999999947,-0.9338209629870461,0,-1.2334939955544724
35032,5,Extend,>>,-807,-64.79,433,388,491,19.071529025523173,7.609778691953726,26.681307717476898,-57.284000000000006,-3.7800000000000082,-0.9997944087124319,0,-1.2994674412798581
35142,5,Extend,>>,-851,-68.75,432,386,488,17.03894520479544,6.179845041828003,23.218790246623442,-61.08200000000001,-3.798000000000002,-1.0660820137031766,0,-1.365755046270603
35252,5,Extend,>>,-895,-72.44,428,384,481,15.711945329275672,5.55615061789811,21.268095947173784,-64.84400000000001,-3.7620000000000005,-1.1317413001632033,0,-1.4314143327306297
35361,5,Extend,>>,-939,-76.22,423,379,471,14.90422252575872,5.188285423514424,20.092507949273145,-68.642,-3.7979999999999876,-1.1980289051539477,0,-1.497701937721374
35471,5,Extend,>>,-983,-80.09,424,377,463,14.071811807663105,4.36012198704772,18.431933794710826,-72.458,-3.8160000000000025,-1.2646306694100513,0,-1.5643037019774777
35581,5,Extend,>>,-1027,-83.78,419,370,448,12.259588071570594,2.515713961762038,14.775302033332633,-76.256,-3.798000000000002,-1.330918274400796,0,-1.6305913069682223
35690,5,Extend,>>,-1071,-87.56,416,365,442,10.269157876386624,1.4772682343539227,11.746426110740547,-80.018,-3.7620000000000005,-1.3965775608608226,0,-1.696250593428249
35800,5,Extend,>>,-1115,-91.43,415,356,423,8.505313179493957,0.5709228376199478,9.076236017113905,-83.816,-3.798000000000002,-1.4628651658515672,0,-1.7625381984189936
35909,5,Extend,>>,-1159,-95.3,409,352,416,6.483944420068401,-0.5350374339961962,5.948906986072204,-87.632,-3.8160000000000025,-1.5294669301076709,0,-1.8291399626750973
36019,5,Extend,>>,-1203,-99.08,398,345,407,4.889377466900192,-1.0315859745089868,3.857791492391205,-91.42999999999999,-3.7979999999999876,-1.5957545350984155,0,-1.8954275676658419
36129,5,Extend,>>,-1247,-102.68,392,341,402,3.604466785745227,-1.3505623616675766,2.2539044240776507,-95.21000000000001,-3.7800000000000153,-1.6617279808238012,0,-1.9614010133912276
36238,5,Extend,>>,-1291,-106.37,376,341,393,2.4204586181382366,-1.9399470008170752,0.48051161732116143,-98.97200000000001,-3.7620000000000005,-1.727387267283828,0,-2.027060299851254
36348,5,Extend,>>,-1335,-110.15,364,334,391,1.2430528204588969,-2.879943718665253,-1.6368908982063561,-102.71600000000001,-3.7439999999999998,-1.7927323944784956,0,-2.092405427045922
36458,5,Extend,>>,-1379,-114.02,356,332,387,0.2609357920594535,-3.0331734037748577,-2.772237611715404,-106.46,-3.7439999999999856,-1.858077521673163,0,-2.1577505542405895
36569,5,Extend,>>,-1423,-117.8,346,330,387,-0.4760524830808136,-3.268575717998361,-3.7446282010791747,-110.204,-3.7439999999999998,-1.9234226488678308,0,-2.223095681435257
36678,5,Extend,>>,-1467,-121.49,337,326,382,-0.7934126327132178,-3.821582477433759,-4.614995110146976,-113.96600000000001,-3.7620000000000147,-1.9890819353278577,0,-2.288754967895284
36788,5,Extend,>>,-1511,-125.27,328,321,380,-0.8372412705906115,-4.200440004861342,-5.037681275451954,-117.74600000000001,-3.780000000000001,-2.0550553810532435,0,-2.35472841362067
36899,5,Extend,>>,-1555,-128.97,321,312,375,-0.8697031792352186,-4.521601687886897,-5.391304867122116,-121.50999999999999,-3.7639999999999816,-2.1207495740983098,0,-2.420422606665736
37009,5,Extend,>>,-1599,-132.66,313,311,373,-0.8882409911829063,-4.658720914716925,-5.546961905899831,-125.23799999999999,-3.7279999999999944,-2.185815448612658,0,-2.4854884811800844
37119,5,Extend,>>,-1643,-136.62,312,306,373,-0.999740439268168,-4.524845775666064,-5.5245862149342315,-129.002,-3.764000000000024,-2.251509641657725,0,-2.5511826742251515
37229,5,Extend,>>,-1687,-140.4,306,299,368,-0.7647840702465227,-4.462272969264633,-5.2270570395111555,-132.784,-3.7819999999999823,-2.3175179939681505,0,-2.617191026535577
37339,5,Extend,>>,-1731,-144.18,305,298,370,-0.172814756975849,-4.635112583406962,-4.807927340382811,-136.56599999999997,-3.7819999999999823,-2.383526346278576,0,-2.6831993788460022
37449,5,Extend,>>,-1775,-147.78,305,293,368,0.293544149471963,-4.462510573070926,-4.168966423598963,-140.328,-3.762000000000029,-2.449185632738603,0,-2.748858665306029
37558,5,Extend,>>,-1819,-151.56,298,290,367,0.6226104156565748,-4.146804874927407,-3.5241944592708325,-144.108,-3.780000000000001,-2.5151590784639883,0,-2.8148321110314147
37668,5,Extend,>>,-1863,-155.34,302,287,370,1.4306126309480742,-3.990524751528772,-2.5599121205806976,-147.852,-3.7439999999999998,-2.5805042056586562,0,-2.8801772382260826
37779,5,Extend,>>,-1907,-159.3,300,282,371,3.002066812289753,-3.6062700250095503,-0.6042032127197974,-151.632,-3.780000000000001,-2.646477651384042,0,-2.946150683951468
37888,5,Extend,>>,-1951,-162.99,302,280,370,4.119021761859036,-2.80592004472905,1.3131017171299861,-155.394,-3.7620000000000005,-2.7121369378440687,0,-3.011809970411495
37998,5,Extend,>>,-1995,-166.59,299,278,371,4.886917155931958,-2.180122892208593,2.7067942637233653,-159.156,-3.7620000000000005,-2.7777962243040952,0,-3.0774692568715216
38108,5,Extend,>>,-2039,-170.2,297,275,371,5.952531401156277,-2.2383482132734684,3.714183187882808,-162.88400000000001,-3.7280000000000086,-2.842862098818444,0,-3.1425351313858703
38218,5,Extend,>>,-2083,-173.8,297,273,372,7.290484762055611,-1.694304914534495,5.596179847521116,-166.576,-3.691999999999979,-2.9072996548020744,0,-3.206972687369501
38328,5,Extend,>>,-2127,-177.76,295,270,369,8.128158836603662,-1.1165509100936817,7.01160792650998,-170.26799999999997,-3.691999999999979,-2.9717372107857045,0,-3.271410243353131
38438,5,Extend,>>,-2171,-181.54,296,270,368,9.522857905063814,-1.0103998468075477,8.512458058256266,-173.97799999999998,-3.710000000000008,-3.036488926034694,0,-3.3361619586021205
38548,5,Extend,>>,-2215,-185.23,296,270,369,11.148259244611882,-0.8263240490598638,10.321935195552019,-177.706,-3.7280000000000086,-3.101554800549043,0,-3.4012278331164696
38657,5,Extend,>>,-2259,-189.01,295,267,368,11.419779057629064,-0.0401796299289225,11.379599427700143,-181.468,-3.7620000000000005,-3.1672140870090697,0,-3.466887119576496
38767,5,Extend,>>,-2303,-192.44,297,266,365,12.006848892563289,0.6806907118400367,12.687539604403325,-185.196,-3.7280000000000086,-3.2322799615234183,0,-3.5319529940908447
38877,5,Extend,>>,-2347,-196.4,293,264,364,13.615892773702647,1.43861496770983,15.054507741412477,-188.924,-3.7280000000000086,-3.2973458360377674,0,-3.597018868605194
38987,5,Extend,>>,-2391,-200.26,294,265,366,14.681982321938612,2.0883217304303985,16.77030405236901,-192.66799999999998,-3.7439999999999714,-3.3626909632324344,0,-3.662363995799861
39097,5,Extend,>>,-2435,-204.13,296,262,363,16.328012370091017,2.547838467428553,18.875850837519568,-196.448,-3.7800000000000296,-3.4286644089578204,0,-3.728337441525247
39207,5,Extend,<<,-2435,-207.91,301,268,369,18.36148127568094,3.515105768885958,21.8765870445669,-200.228,-3.780000000000001,-3.4946378546832064,0,-3.794310887250633
39317,5,Extend,<<,-2391,-209.14,304,269,374,20.40830212924353,4.5885672438582725,24.996869373101802,-203.56799999999998,-3.339999999999975,-3.5529318516998165,0,-3.852604884267243
39427,5,Extend,<<,-2347,-209.14,306,271,372,21.531430632126376,4.877296292474221,26.408726924600597,-206.11599999999999,-2.548000000000002,-3.597402841040632,0,-3.8970758736080584
39536,5,Extend,<<,-2303,-206.51,309,272,374,22.35437409959442,5.2795032621069815,27.6338773617014,-207.36599999999999,-1.25,-3.619219456690561,0,-3.9188924892579875
63258,5,Extend,>>,29,7.82,423,409,569,45.98009297536623,25.678151545185152,71.65824452055139,14.186000000000002,-1.0039999999999996,0.24759240768791563,1,0.0
63369,5,Extend,>>,-15,4.13,422,409,571,45.94925373447835,25.460153124687984,71.40940685916632,11.408000000000001,-2.7780000000000005,0.19910716106751314,1,-0.04848524662040249
63479,5,Extend,>>,-59,0.26,421,410,570,45.68890456087684,25.10105709565797,70.78996165653481,7.856000000000002,-3.5519999999999996,0.13711306603667456,1,-0.11047934165124107
63591,5,Extend,>>,-103,-3.69,422,409,569,44.90345326837195,24.959607880095117,69.86306114846707,4.024,-3.8320000000000016,0.07023204910025183,1,-0.1773603585876638
63702,5,Extend,>>,-147,-7.56,422,410,569,43.8551344405045,24.37485970077361,68.22999414127811,0.1920000000000009,-3.831999999999999,0.003351032163829128,1,-0.2442413755240865
63812,5,Extend,>>,-191,-11.43,421,409,568,41.98465208047804,23.47061284792184,65.45526492839988,-3.657999999999999,-3.85,-0.06384414403795256,1,-0.3114365517258682
63924,5,Extend,>>,-235,-15.3,421,410,568,41.3045756468034,22.561745840437304,63.866321487240704,-7.544,-3.8860000000000006,-0.1316676387704522,1,-0.37926004645836786
64036,5,Extend,>>,-279,-18.99,421,409,567,40.712526474670256,21.43009229265468,62.14261876732493,-11.393999999999998,-3.8499999999999988,-0.19886281497223388,1,-0.4464552226601495
64147,5,Extend,>>,-323,-22.77,419,408,566,38.64349681644883,20.500724027838416,59.14422084428725,-15.209999999999999,-3.8160000000000007,-0.2654645792283375,1,-0.5130569869162531
64258,5,Extend,>>,-367,-26.64,419,408,563,37.31800469228831,19.255578309391435,56.57358300167975,-19.026,-3.8160000000000007,-0.33206634348444114,1,-0.5796587511723568
64369,5,Extend,>>,-411,-30.42,420,409,560,36.08699941612768,18.520462352642426,54.60746176877011,-22.824,-3.798000000000002,-0.3983539484751858,1,-0.6459463561631014
64481,5,Extend,>>,-455,-34.37,418,408,558,34.41093000162229,17.784144733210457,52.195074734832744,-26.637999999999998,-3.8139999999999965,-0.4649208061462495,1,-0.7125132138341651
64593,5,Extend,>>,-499,-38.24,417,407,556,33.57348672052868,16.86249276185884,50.435979482387516,-30.488,-3.8500000000000014,-0.5321159823480311,1,-0.7797083900359467
64705,5,Extend,>>,-543,-42.02,415,404,550,32.418173439501395,15.948268695820996,48.36644213532239,-34.338,-3.8500000000000014,-0.5993111585498129,1,-0.8469035662377284
64815,5,Extend,>>,-587,-45.8,417,407,550,30.5825351229925,14.717337180947869,45.29987230394037,-38.17,-3.8320000000000007,-0.6661921754862357,1,-0.9137845831741513
64926,5,Extend,>>,-631,-49.76,416,406,546,29.169377381638437,14.31836836560294,43.48774574724138,-42.038,-3.867999999999995,-0.7337015109533762,1,-0.9812939186412919
65037,5,Extend,>>,-675,-53.63,413,404,538,27.57109855860206,13.2805826005353,40.85168115913736,-45.89,-3.852000000000004,-0.8009315937401978,1,-1.0485240014281134
65149,5,Extend,>>,-719,-57.32,412,401,534,25.484584785426605,11.86484339450912,37.34942817993573,-49.706,-3.8160000000000025,-0.8675333579963015,1,-1.115125765684217
65260,5,Extend,>>,-763,-61.1,410,397,531,23.42525420234,10.919084036708268,34.34433823904827,-53.522000000000006,-3.8160000000000025,-0.9341351222524051,1,-1.1817275299403207
65372,5,Extend,>>,-807,-64.88,406,398,529,21.09046389575952,9.422456131622846,30.512920027382364,-57.338,-3.8159999999999954,-1.0007368865085087,1,-1.2483292941964244
65483,5,Extend,>>,-851,-68.75,404,396,521,18.465433276418583,7.448366430933399,25.913799707351984,-61.136,-3.798000000000002,-1.0670244914992533,1,-1.314616899187169
65595,5,Extend,>>,-895,-72.53,404,396,518,16.299045856851805,6.26422763885904,22.563273495710845,-64.916,-3.779999999999994,-1.1329979372246388,1,-1.3805903449125545
65707,5,Extend,>>,-939,-76.31,399,394,512,14.268995357012509,5.100912208294256,19.369907565306764,-68.714,-3.798000000000002,-1.1992855422153836,1,-1.4468779499032993
65819,5,Extend,>>,-983,-80.0,397,393,507,12.598074603505353,3.901372328546187,16.49944693205154,-72.494,-3.780000000000001,-1.2652589879407692,1,-1.5128513956286849
65931,5,Extend,>>,-1027,-83.69,393,396,501,11.064646135847472,2.894194790946658,13.95884092679413,-76.256,-3.7620000000000005,-1.330918274400796,1,-1.5785106820887116
66043,5,Extend,>>,-1071,-87.38,386,393,493,8.646348129380419,1.860294509571192,10.506642638951611,-79.982,-3.725999999999999,-1.3959492423301048,1,-1.6435416500180204
66155,5,Extend,>>,-1115,-91.25,386,390,486,7.133365700236227,1.1048127562012096,8.238178456437437,-83.726,-3.7439999999999998,-1.4612943695247724,1,-1.7088867772126881
66266,5,Extend,>>,-1159,-95.03,380,386,478,6.038240932195448,0.3716792746085765,6.409920206804024,-87.47,-3.7439999999999998,-1.52663949671944,1,-1.7742319044073558
66376,5,Extend,>>,-1203,-98.73,372,376,471,4.782562222166403,-0.7502420228615139,4.032320199304889,-91.216,-3.745999999999995,-1.5920195304991476,1,-1.8396119381870633
66487,5,Extend,>>,-1247,-102.42,369,369,466,3.746146017911161,-1.6760155757979311,2.07013044211323,-94.962,-3.7460000000000093,-1.6573995642788553,1,-1.904991971966771
66596,5,Extend,>>,-1291,-106.02,362,365,464,2.3684502713784616,-1.8924947382961448,0.47595553308231686,-98.69,-3.7279999999999944,-1.7224654387932037,1,-1.9700578464811194
66706,5,Extend,>>,-1335,-109.8,354,360,458,1.250548124656201,-2.288678968356331,-1.0381308437001302,-102.4,-3.710000000000008,-1.7872171540421935,1,-2.034809561730109
66816,5,Extend,>>,-1379,-113.76,348,348,449,0.4399396990926951,-3.392765473657697,-2.9528257745650017,-106.146,-3.745999999999995,-1.852597187821901,1,-2.1001895955098164
66926,5,Extend,>>,-1423,-117.63,344,342,441,-0.1048590596426498,-3.875880375900289,-3.980739435542939,-109.926,-3.780000000000001,-1.9185706335472867,1,-2.1661630412352024
