finger,phase,ycol,"linear_coeffs(a,b)","quadratic_coeffs(a,b,c)",R2_linear,MSE_linear,R2_quadratic,MSE_quadratic,plot,active_csv,N
index,Flex,θ_total,"-7.4117, 64.7481","-6.03968, -41.8075, 33.2244",0.38887045103325213,249.35175296551702,0.9613869315417558,15.754820436549688,D:\Soft_glove\models\index\L_theta_direct\index_Flex_θ_total_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Flex_active.csv,428
index,Flex,∠ABC_smooth,"-4.17867, 45.8648","-4.24535, -28.3558, 23.7065",0.28402996440364947,127.13245852260911,0.9340177527525113,11.716251930058641,D:\Soft_glove\models\index\L_theta_direct\index_Flex_∠ABC_smooth_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Flex_active.csv,428
index,Flex,∠BCD_smooth,"-3.23302, 18.8833","-1.79433, -13.4517, 9.51791",0.5817057063610036,21.709257720288132,0.9789701129657238,1.0914402715941982,D:\Soft_glove\models\index\L_theta_direct\index_Flex_∠BCD_smooth_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Flex_active.csv,428
index,Extend,θ_total,"13.9911, 46.916","12.7013, 63.7265, 78.3464",0.5001295505274864,265.8159365937004,0.9395911270643189,32.123605536019745,D:\Soft_glove\models\index\L_theta_direct\index_Extend_θ_total_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Extend_active.csv,429
index,Extend,∠ABC_smooth,"7.80006, 30.0086","8.04943, 39.3197, 49.9275",0.43369055704782544,107.93668452355871,0.9261384254197511,14.07776891785805,D:\Soft_glove\models\index\L_theta_direct\index_Extend_∠ABC_smooth_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Extend_active.csv,429
index,Extend,∠BCD_smooth,"6.19109, 16.9075","4.65191, 24.4068, 28.4189",0.5956008486691269,35.35804694501962,0.9541346674628848,4.010168111528504,D:\Soft_glove\models\index\L_theta_direct\index_Extend_∠BCD_smooth_vs_Lrel.png,D:\Soft_glove\models\index\L_theta_direct\index_Extend_active.csv,429
