Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12484,2,Flex,>>,1237,108.75
12587,2,Flex,>>,1177,108.75
12689,2,Flex,>>,1117,105.49
12791,2,Flex,>>,1057,100.48
12893,2,Flex,>>,997,95.3
12995,2,Flex,>>,937,90.02
13097,2,Flex,>>,877,84.84
13199,2,Flex,>>,817,79.56
13302,2,Flex,>>,757,74.37
13404,2,Flex,>>,697,69.1
13506,2,Flex,>>,637,63.91
13608,2,Flex,>>,577,58.73
13710,2,Flex,>>,517,53.45
13812,2,Flex,>>,457,48.09
13915,2,Flex,>>,397,42.99
14017,2,Flex,>>,337,37.8
14119,2,Flex,>>,277,32.53
14221,2,Flex,>>,217,27.25
14323,2,Flex,>>,157,21.98
14425,2,Flex,>>,97,16.7
14527,2,Flex,>>,37,11.52
14629,2,Flex,>>,-23,6.33
14731,2,Flex,>>,-83,0.97
14834,2,Flex,>>,-143,-4.22
14936,2,Flex,>>,-203,-9.41
15038,2,Flex,>>,-263,-14.77
15140,2,Flex,>>,-323,-20.04
15243,2,Flex,>>,-383,-25.41
15345,2,Flex,>>,-443,-30.59
15447,2,Flex,>>,-503,-35.96
15549,2,Flex,>>,-563,-41.14
15651,2,Flex,>>,-623,-46.42
15754,2,Flex,>>,-683,-51.69
15857,2,Flex,>>,-743,-56.97
15959,2,Flex,>>,-803,-62.15
16062,2,Flex,>>,-863,-67.43
16164,2,Flex,>>,-923,-72.7
16266,2,Flex,>>,-983,-77.98
16369,2,Flex,>>,-1043,-83.25
16472,2,Flex,>>,-1103,-88.44
16574,2,Flex,>>,-1163,-93.8
16676,2,Flex,>>,-1223,-99.16
16779,2,Flex,>>,-1283,-104.44
16881,2,Flex,>>,-1343,-109.71
16984,2,Flex,>>,-1403,-114.99
17086,2,Flex,>>,-1463,-120.35
17188,2,Flex,>>,-1523,-125.54
17290,2,Flex,>>,-1583,-130.73
17393,2,Flex,>>,-1643,-136.0
17495,2,Flex,>>,-1703,-141.19
17598,2,Flex,>>,-1763,-146.29
17700,2,Flex,>>,-1823,-151.21
17802,2,Flex,>>,-1883,-156.4
17904,2,Flex,>>,-1943,-161.32
18007,2,Flex,>>,-2003,-166.33
18109,2,Flex,>>,-2063,-171.69
18211,2,Flex,>>,-2123,-176.79
18313,2,Flex,>>,-2183,-181.8
18415,2,Flex,>>,-2243,-186.73
18518,2,Flex,>>,-2303,-191.47
18620,2,Flex,>>,-2363,-196.31
18722,2,Flex,<<,-2363,-201.23
18825,2,Flex,<<,-2303,-202.9
18927,2,Flex,<<,-2243,-202.29
19029,2,Flex,<<,-2183,-198.24
19132,2,Flex,<<,-2123,-193.41
19234,2,Flex,<<,-2063,-188.31
19336,2,Flex,<<,-2003,-183.03
19439,2,Flex,<<,-1943,-177.93
19541,2,Flex,<<,-1883,-172.66
19644,2,Flex,<<,-1823,-167.38
19746,2,Flex,<<,-1763,-162.02
19849,2,Flex,<<,-1703,-156.84
19951,2,Flex,<<,-1643,-151.56
20053,2,Flex,<<,-1583,-146.37
20155,2,Flex,<<,-1523,-141.1
20258,2,Flex,<<,-1463,-135.82
20360,2,Flex,<<,-1403,-130.55
20463,2,Flex,<<,-1343,-125.27
