Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
12472,1,Flex,>>,2945,258.9
12574,1,Flex,>>,2910,258.9
12677,1,Flex,>>,2875,256.97
12779,1,Flex,>>,2840,254.15
12881,1,Flex,>>,2805,251.08
12983,1,Flex,>>,2770,248.0
13085,1,Flex,>>,2735,245.01
13187,1,Flex,>>,2700,241.93
13289,1,Flex,>>,2665,238.86
13391,1,Flex,>>,2630,235.87
13494,1,Flex,>>,2595,232.79
13596,1,Flex,>>,2560,229.8
13698,1,Flex,>>,2525,226.73
13800,1,Flex,>>,2490,223.74
13902,1,Flex,>>,2455,220.66
14004,1,Flex,>>,2420,217.58
14107,1,Flex,>>,2385,214.51
14209,1,Flex,>>,2350,211.52
14311,1,Flex,>>,2315,208.44
14413,1,Flex,>>,2280,205.36
14515,1,Flex,>>,2245,202.37
14617,1,Flex,>>,2210,199.47
14719,1,Flex,>>,2175,196.4
14822,1,Flex,>>,2140,193.41
14924,1,Flex,>>,2105,190.33
15026,1,Flex,>>,2070,187.25
15128,1,Flex,>>,2035,184.26
15231,1,Flex,>>,2000,181.27
15333,1,Flex,>>,1965,178.29
15435,1,Flex,>>,1930,175.21
15537,1,Flex,>>,1895,172.13
15639,1,Flex,>>,1860,169.05
15742,1,Flex,>>,1825,166.07
15845,1,Flex,>>,1790,162.9
15947,1,Flex,>>,1755,159.82
16050,1,Flex,>>,1720,156.92
16152,1,Flex,>>,1685,154.02
16254,1,Flex,>>,1650,150.86
16357,1,Flex,>>,1615,147.87
16460,1,Flex,>>,1580,144.79
16562,1,Flex,>>,1545,141.8
16664,1,Flex,>>,1510,138.81
16767,1,Flex,>>,1475,135.82
16869,1,Flex,>>,1440,132.92
16971,1,Flex,>>,1405,129.85
17074,1,Flex,>>,1370,126.77
17176,1,Flex,>>,1335,123.69
17279,1,Flex,>>,1300,120.62
17381,1,Flex,>>,1265,117.71
17483,1,Flex,>>,1230,114.81
17586,1,Flex,>>,1195,112.0
17688,1,Flex,>>,1160,108.84
17790,1,Flex,>>,1125,105.58
17892,1,Flex,>>,1090,102.59
17995,1,Flex,>>,1055,99.69
18097,1,Flex,>>,1020,96.62
18199,1,Flex,>>,985,93.8
18301,1,Flex,>>,950,91.08
18403,1,Flex,>>,915,88.35
18506,1,Flex,>>,880,85.63
18608,1,Flex,>>,845,82.9
18710,1,Flex,<<,845,80.09
18813,1,Flex,<<,880,79.3
18915,1,Flex,<<,915,79.3
19017,1,Flex,<<,950,80.44
19120,1,Flex,<<,985,82.99
19222,1,Flex,<<,1020,85.8
19324,1,Flex,<<,1055,88.7
19427,1,Flex,<<,1090,91.69
19529,1,Flex,<<,1125,94.77
19632,1,Flex,<<,1160,97.76
19734,1,Flex,<<,1195,100.75
19837,1,Flex,<<,1230,103.82
19939,1,Flex,<<,1265,106.99
20041,1,Flex,<<,1300,109.98
20143,1,Flex,<<,1335,113.05
20246,1,Flex,<<,1370,116.04
20348,1,Flex,<<,1405,119.12
20451,1,Flex,<<,1440,122.2
20553,1,Flex,<<,1475,125.36
20655,1,Flex,<<,1510,128.44
20758,1,Flex,<<,1545,131.43
20861,1,Flex,<<,1580,134.59
20963,1,Flex,<<,1615,137.49
21065,1,Flex,<<,1650,140.57
21168,1,Flex,<<,1685,143.65
21270,1,Flex,<<,1720,146.73
21372,1,Flex,<<,1755,149.89
21475,1,Flex,<<,1790,152.88
21577,1,Flex,<<,1825,155.87
21679,1,Flex,<<,1860,159.03
21782,1,Flex,<<,1895,162.2
21885,1,Flex,<<,1930,165.27
21987,1,Flex,<<,1965,168.35
22090,1,Flex,<<,2000,171.34
22192,1,Flex,<<,2035,174.42
22294,1,Flex,<<,2070,177.58
22397,1,Flex,<<,2105,180.57
22500,1,Flex,<<,2140,183.65
22602,1,Flex,<<,2175,186.73
22704,1,Flex,<<,2210,189.8
22807,1,Flex,<<,2245,193.05
22909,1,Flex,<<,2280,196.04
23011,1,Flex,<<,2315,199.12
23114,1,Flex,<<,2350,202.2
23216,1,Flex,<<,2385,205.36
23319,1,Flex,<<,2420,208.44
23421,1,Flex,<<,2455,211.6
23523,1,Flex,<<,2490,214.68
23626,1,Flex,<<,2525,217.76
23728,1,Flex,<<,2560,220.84
23830,1,Flex,<<,2595,223.91
23932,1,Flex,<<,2630,227.08
24034,1,Flex,<<,2665,230.15
24137,1,Flex,<<,2700,233.23
24239,1,Flex,<<,2735,236.22
24341,1,Flex,<<,2770,239.3
24443,1,Flex,<<,2805,242.46
24545,1,Flex,<<,2840,245.45
24647,1,Flex,<<,2875,248.44
24749,1,Flex,<<,2910,251.6
24851,1,Flex,<<,2945,254.68
40983,1,Flex,>>,2945,258.9
41085,1,Flex,>>,2910,258.9
41188,1,Flex,>>,2875,256.88
41290,1,Flex,>>,2840,254.07
41391,1,Flex,>>,2805,250.99
41494,1,Flex,>>,2770,247.91
41596,1,Flex,>>,2735,244.92
41698,1,Flex,>>,2700,241.76
41800,1,Flex,>>,2665,238.59
41903,1,Flex,>>,2630,235.69
42005,1,Flex,>>,2595,232.7
42107,1,Flex,>>,2560,229.63
42210,1,Flex,>>,2525,226.55
42312,1,Flex,>>,2490,223.56
42414,1,Flex,>>,2455,220.4
42516,1,Flex,>>,2420,217.32
42618,1,Flex,>>,2385,214.24
42721,1,Flex,>>,2350,211.25
42823,1,Flex,>>,2315,208.09
42925,1,Flex,>>,2280,205.19
43027,1,Flex,>>,2245,202.02
43129,1,Flex,>>,2210,199.03
43231,1,Flex,>>,2175,195.96
43334,1,Flex,>>,2140,192.88
43436,1,Flex,>>,2105,189.8
43539,1,Flex,>>,2070,186.81
43641,1,Flex,>>,2035,183.74
43744,1,Flex,>>,2000,180.75
43846,1,Flex,>>,1965,177.76
43948,1,Flex,>>,1930,174.59
