Time(ms),MotorID,Phase,Direction,Position,Angle(deg)
26245,6,Extend,>>,1114,97.93
26347,6,Extend,>>,1072,97.93
26449,6,Extend,>>,1030,95.82
26551,6,Extend,>>,988,92.4
26653,6,Extend,>>,946,88.62
26756,6,Extend,>>,904,85.01
26858,6,Extend,>>,862,81.23
26961,6,Extend,>>,820,77.54
27064,6,Extend,>>,778,73.85
27166,6,Extend,>>,736,70.24
27268,6,Extend,>>,694,66.73
27370,6,Extend,>>,652,63.12
27472,6,Extend,>>,610,59.43
27574,6,Extend,>>,568,56.0
27677,6,Extend,>>,526,52.4
27779,6,Extend,>>,484,48.79
27881,6,Extend,>>,442,45.27
27983,6,Extend,>>,400,41.85
28085,6,Extend,>>,358,38.33
28187,6,Extend,>>,316,34.81
28289,6,Extend,>>,274,31.38
28391,6,Extend,>>,232,27.78
28493,6,Extend,>>,190,24.26
28595,6,Extend,>>,148,20.92
28698,6,Extend,>>,106,17.41
28800,6,Extend,>>,64,13.98
28902,6,Extend,>>,22,10.37
29004,6,Extend,>>,-20,6.59
29107,6,Extend,>>,-62,2.9
29209,6,Extend,>>,-104,-0.53
29312,6,Extend,>>,-146,-4.13
29414,6,Extend,>>,-188,-7.56
29516,6,Extend,>>,-230,-11.25
29619,6,Extend,>>,-272,-14.95
29721,6,Extend,>>,-314,-18.55
29823,6,Extend,>>,-356,-22.33
29926,6,Extend,>>,-398,-25.76
30028,6,Extend,>>,-440,-29.27
30130,6,Extend,>>,-482,-32.97
30233,6,Extend,>>,-524,-36.57
30335,6,Extend,>>,-566,-40.35
30438,6,Extend,>>,-608,-43.78
30540,6,Extend,>>,-650,-47.56
30643,6,Extend,>>,-692,-51.16
30745,6,Extend,>>,-734,-54.59
30848,6,Extend,>>,-776,-58.2
30950,6,Extend,>>,-818,-61.54
31053,6,Extend,>>,-860,-65.05
31155,6,Extend,>>,-902,-68.66
31257,6,Extend,>>,-944,-72.0
31360,6,Extend,>>,-986,-75.52
31462,6,Extend,>>,-1028,-79.21
31565,6,Extend,>>,-1070,-82.64
31667,6,Extend,>>,-1112,-86.33
31770,6,Extend,>>,-1154,-89.58
31873,6,Extend,>>,-1196,-93.01
31975,6,Extend,>>,-1238,-96.53
32078,6,Extend,>>,-1280,-99.96
32180,6,Extend,>>,-1322,-103.74
32282,6,Extend,>>,-1364,-107.52
32385,6,Extend,>>,-1406,-110.86
32487,6,Extend,<<,-1406,-114.64
32590,6,Extend,<<,-1364,-115.96
32693,6,Extend,<<,-1322,-115.96
32796,6,Extend,<<,-1280,-115.87
32899,6,Extend,<<,-1238,-112.79
33001,6,Extend,<<,-1196,-109.36
33104,6,Extend,<<,-1154,-105.93
33206,6,Extend,<<,-1112,-102.42
33309,6,Extend,<<,-1070,-98.81
33411,6,Extend,<<,-1028,-95.12
33514,6,Extend,<<,-986,-91.52
33617,6,Extend,<<,-944,-87.65
33720,6,Extend,<<,-902,-84.13
33823,6,Extend,<<,-860,-80.53
33925,6,Extend,<<,-818,-76.75
34028,6,Extend,<<,-776,-72.97
34131,6,Extend,<<,-734,-69.36
34234,6,Extend,<<,-692,-65.58
34336,6,Extend,<<,-650,-61.98
34439,6,Extend,<<,-608,-58.29
34541,6,Extend,<<,-566,-54.68
34644,6,Extend,<<,-524,-50.99
34746,6,Extend,<<,-482,-47.3
34849,6,Extend,<<,-440,-43.52
34951,6,Extend,<<,-398,-39.82
35053,6,Extend,<<,-356,-36.13
35156,6,Extend,<<,-314,-32.53
35259,6,Extend,<<,-272,-28.92
35361,6,Extend,<<,-230,-25.23
35463,6,Extend,<<,-188,-21.54
35566,6,Extend,<<,-146,-17.85
35669,6,Extend,<<,-104,-14.15
35771,6,Extend,<<,-62,-10.46
35874,6,Extend,<<,-20,-6.68
35976,6,Extend,<<,22,-3.08
36079,6,Extend,<<,64,0.7
36182,6,Extend,<<,106,4.31
36284,6,Extend,<<,148,8.09
36386,6,Extend,<<,190,11.78
36489,6,Extend,<<,232,15.56
36591,6,Extend,<<,274,19.16
36693,6,Extend,<<,316,22.68
36796,6,Extend,<<,358,26.46
36898,6,Extend,<<,400,30.07
37000,6,Extend,<<,442,33.76
37103,6,Extend,<<,484,37.45
37205,6,Extend,<<,526,41.14
37308,6,Extend,<<,568,44.84
37410,6,Extend,<<,610,48.53
37512,6,Extend,<<,652,52.31
37615,6,Extend,<<,694,56.0
37717,6,Extend,<<,736,59.52
37819,6,Extend,<<,778,63.3
37922,6,Extend,<<,820,67.08
38024,6,Extend,<<,862,70.68
38127,6,Extend,<<,904,74.29
38229,6,Extend,<<,946,78.07
38331,6,Extend,<<,988,81.76
38433,6,Extend,<<,1030,85.45
38536,6,Extend,<<,1072,89.14
38638,6,Extend,<<,1114,92.84
54808,6,Extend,>>,1112,97.76
54910,6,Extend,>>,1070,97.76
55012,6,Extend,>>,1028,95.56
55115,6,Extend,>>,986,92.04
55217,6,Extend,>>,944,88.18
55319,6,Extend,>>,902,84.57
55422,6,Extend,>>,860,80.88
55524,6,Extend,>>,818,77.19
55627,6,Extend,>>,776,73.49
55730,6,Extend,>>,734,69.89
55832,6,Extend,>>,692,66.37
55934,6,Extend,>>,650,62.68
56037,6,Extend,>>,608,58.99
56139,6,Extend,>>,566,55.47
56242,6,Extend,>>,524,51.78
56344,6,Extend,>>,482,48.26
56446,6,Extend,>>,440,44.75
56549,6,Extend,>>,398,41.23
56651,6,Extend,>>,356,37.63
56754,6,Extend,>>,314,34.11
56857,6,Extend,>>,272,30.59
56959,6,Extend,>>,230,26.99
57061,6,Extend,>>,188,23.47
57163,6,Extend,>>,146,20.22
57266,6,Extend,>>,104,16.7
57368,6,Extend,>>,62,13.27
57471,6,Extend,>>,20,9.85
57573,6,Extend,>>,-22,6.15
