Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
27390,6,90.11,91.93,-0.9099999999999966,0,1.6044811813583872,0.0,62.847138594706024,36.48888440948524,26.35825418522079
27500,6,85.98,90.4425,-1.4875000000000114,0,1.5785194087349714,-0.025961772623415813,62.610136176510395,36.42033961205775,26.18979656445264
27610,6,81.76,88.706,-1.7364999999999924,0,1.54821176627409,-0.05626941508429728,62.47662809698497,36.738135510946805,25.73849258603816
27720,6,77.63,85.66400000000002,-3.0419999999999874,0,1.4951188504284227,-0.1093623309299645,62.20910640498782,36.69973477201448,25.50937163297334
27829,6,73.41,81.77799999999999,-3.886000000000024,0,1.4272953556959227,-0.17718582566246455,62.018379681908044,36.3120845950903,25.706295086817747
27939,6,69.27,77.60999999999999,-4.168000000000006,0,1.3545500324727988,-0.24993114888558843,62.06991419153401,36.23387395349012,25.836040238043896
28049,6,65.23,73.46,-4.1499999999999915,0,1.2821188685150344,-0.3223623128433528,61.96835631784151,36.31985954199119,25.64849677585032
28159,6,61.1,69.328,-4.131999999999991,0,1.2100018638226289,-0.3944793175357584,61.85512997121039,36.30355674707577,25.55157322413462
28269,6,56.97,65.196,-4.132000000000005,0,1.137884859130223,-0.46659632222816416,61.81326231572829,36.27671759746026,25.536544718268026
28380,6,53.1,61.134,-4.061999999999998,0,1.0669895849142135,-0.5374915964441738,61.635181206605154,35.88568775287071,25.749493453734445
28490,6,48.97,57.074,-4.060000000000002,0,0.9961292172832437,-0.6083519640751436,61.43733549502643,35.89888718626518,25.538448308761254
28599,6,45.01,53.029999999999994,-4.044000000000004,0,0.9255481023325929,-0.6789330790257944,61.538605660532625,36.001535003807895,25.53707065672473
28709,6,41.05,49.019999999999996,-4.009999999999998,0,0.8555603993276203,-0.748920782030767,61.78219770759307,36.17601501322572,25.606182694367348
28819,6,37.1,45.046,-3.9739999999999966,0,0.7862010148533657,-0.8182801665050216,61.955122997370836,36.40250353665392,25.552619460716915
28929,6,33.14,41.053999999999995,-3.9920000000000044,0,0.7165274711137519,-0.8879537102446353,61.84126549733272,36.150125450510046,25.691140046822674
29038,6,29.1,37.08,-3.9739999999999966,0,0.6471680866394973,-0.9573130947188899,61.708685099319915,36.2209066024296,25.487778496890314
29148,6,25.05,33.088,-3.9919999999999973,0,0.5774945428998838,-1.0269866384585034,61.773000062682506,36.25177622165852,25.52122384102399
29257,6,21.1,29.098000000000003,-3.9899999999999984,0,0.50785590574531,-1.0966252756130772,61.81692488809246,36.339383470370976,25.477541417721483
29367,6,16.97,25.072,-4.026000000000003,0,0.4375889500600183,-1.166892231298369,61.61472270390432,36.32004907215529,25.29467363174903
29478,6,12.92,21.028,-4.0440000000000005,0,0.3670078351093676,-1.2374733462490197,61.72139916350672,36.510317885971645,25.211081277535072
29588,6,8.62,16.932,-4.096,0,0.29551914894767983,-1.3089620324107074,61.67314667256116,36.6286717745288,25.04447489803236
29697,6,4.48,12.818000000000001,-4.113999999999997,0,0.22371630352063318,-1.3807648778377541,61.53301818446041,36.261089184319054,25.271929000141355
29807,6,0.53,8.704,-4.114000000000001,0,0.15191345809358645,-1.4525677232648009,61.506174104690956,36.18935543596613,25.31681866872483
29917,6,-3.6,4.59,-4.114000000000001,0,0.08011061266653972,-1.5243705686918476,61.297205281953765,36.26510657830278,25.032098703650988
30027,6,-7.47,0.5119999999999999,-4.078,0,0.008936085770210966,-1.5955450955881763,61.3787503146172,36.1587062547149,25.2200440599023
30136,6,-11.78,-3.568,-4.08,0,-0.06227334771115768,-1.666754529069545,61.334815396893895,36.109301825192176,25.22551357170172
30246,6,-15.91,-7.645999999999999,-4.077999999999999,0,-0.13344787460748642,-1.7379290559658735,61.24321297959539,36.16201453452589,25.081198445069504
30355,6,-20.13,-11.778,-4.1320000000000014,0,-0.20556487929989214,-1.8100460606582793,61.35791473728308,36.29362636144013,25.064288375842946
30465,6,-24.26,-15.91,-4.132,0,-0.2776818839922978,-1.8821630653506851,61.38428679066329,36.440030776140304,24.944256014522985
30575,6,-28.31,-20.078,-4.167999999999999,0,-0.3504272072154215,-1.9549083885738088,61.325620783535136,36.34362507889477,24.98199570464037
30685,6,-32.44,-24.21,-4.1320000000000014,0,-0.4225442119078272,-2.0270253932662143,61.0640473415468,35.98048760169424,25.083559739852557
30795,6,-36.4,-28.308,-4.097999999999999,0,-0.4940678046545548,-2.098548986012942,61.151263106276424,36.03504143246453,25.116221673811893
30905,6,-40.35,-32.352,-4.043999999999997,0,-0.5646489196052055,-2.1691301009635926,61.24917152203857,35.746056710973434,25.50311481106514
31015,6,-44.22,-36.343999999999994,-3.9919999999999973,0,-0.634322463344819,-2.2388036447032063,61.17246021065574,35.72534359030048,25.44711662035526
31125,6,-48.53,-40.388,-4.044000000000004,0,-0.7049035782954698,-2.309384759653857,61.32101702031021,36.37300828284525,24.948008737464964
31235,6,-52.84,-44.467999999999996,-4.079999999999998,0,-0.7761130117768384,-2.3805941931352255,61.34043269424896,36.33144766967476,25.0089850245742
31345,6,-56.79,-48.54600000000001,-4.07800000000001,0,-0.8472875386731673,-2.4517687200315548,61.1414546813176,35.839544175880285,25.301910505437316
31455,6,-60.75,-52.626,-4.079999999999991,0,-0.9184969721545359,-2.522978153512923,60.911274011881105,35.79094947700221,25.120324534878897
31565,6,-64.79,-56.74000000000001,-4.114000000000011,0,-0.9902998175815827,-2.59478099893997,60.86478056527059,35.64551589986238,25.219264665408215
31675,6,-68.92,-60.818,-4.077999999999989,0,-1.0614743444779113,-2.6659555258362984,61.052108287134445,35.65315841625629,25.39894987087816
31785,6,-72.97,-64.84400000000001,-4.0260000000000105,0,-1.1317413001632033,-2.7362224815215903,61.137772560648905,35.977205106658424,25.16056745399048
31895,6,-77.36,-68.958,-4.11399999999999,0,-1.2035441455902498,-2.808025326948637,61.19230002472962,35.87685497609357,25.315445048636047
32005,6,-81.41,-73.09,-4.132000000000005,0,-1.2756611502826556,-2.880142331641043,61.142848230670566,35.94533963792676,25.197508592743805
32115,6,-85.36,-77.204,-4.11399999999999,0,-1.347463995709702,-2.9519451770680893,61.155205596955554,36.06077676998375,25.094428826971807
32225,6,-89.32,-81.284,-4.0800000000000125,0,-1.418673429191071,-3.023154610549458,60.988520438312776,36.10199353324224,24.886526905070536
32335,6,-93.19,-85.328,-4.043999999999997,0,-1.4892545441417215,-3.0937357255001086,60.68631133172305,36.23150266127583,24.45480867044721
32445,6,-97.23,-89.30199999999999,-3.9739999999999895,0,-1.5586139286159761,-3.163095109974363,60.29261977448701,36.0800686283914,24.21255114609561
32555,6,-101.19,-93.258,-3.956000000000003,0,-1.6276591538248717,-3.232140335183259,59.86815452354026,35.787668783683884,24.08048573985638
32665,6,-105.49,-97.28399999999999,-4.025999999999996,0,-1.6979261095101634,-3.3024072908685507,59.543942833138075,35.832682604563374,23.7112602285747
32775,6,-109.54,-101.328,-4.044000000000011,0,-1.7685072244608142,-3.3729884058192017,59.2510195938184,36.289195259763424,22.961824334054977
32886,6,-113.85,-105.46,-4.131999999999991,0,-1.8406242291532198,-3.445105410511607,57.71730488340839,35.856050466110176,21.861254417298213
32997,6,-117.71,-109.556,-4.096000000000004,0,-1.9121129153149077,-3.5165940966732947,56.13936884687453,34.732572668901085,21.406796177973444
33107,6,-121.67,-113.652,-4.096000000000004,0,-1.9836016014765954,-3.5880827828349826,54.282879768604275,33.73194411350239,20.550935655101885
33217,6,-125.63,-117.67999999999999,-4.027999999999992,0,-2.0539034637469267,-3.658384645105314,50.91227847039784,32.28736173073297,18.62491673966487
33327,6,-129.23,-121.61799999999998,-3.937999999999988,0,-2.122634529690463,-3.7271157110488504,47.525735245412214,30.45829844481696,17.067436800595253
33437,6,-133.45,-125.53799999999998,-3.9200000000000017,0,-2.191051436368641,-3.7955326177270283,43.760762911942294,28.191098762244174,15.569664149698124
33547,6,-137.23,-129.44199999999998,-3.9039999999999964,0,-2.2591890903664997,-3.863670271724887,39.38677463718703,25.68874293825049,13.698031698936546
33657,6,-141.27,-133.362,-3.920000000000016,0,-2.3276059970446776,-3.932087178403065,36.659743538218834,24.52107894716537,12.138664591053464
33769,6,-145.14,-137.26399999999998,-3.901999999999987,0,-2.395708744457496,-4.000189925815883,33.877309869773924,23.38119942920116,10.496110440572766
33879,6,-148.75,-141.16799999999998,-3.9039999999999964,0,-2.4638463984553547,-4.068327579813742,31.102443687987126,22.099832457718463,9.002611230268663
33989,6,-149.89,-144.456,-3.288000000000011,0,-2.5212328242609283,-4.125714005619315,28.574694516425744,20.72706598002156,7.847628536404184
34098,6,-149.89,-146.988,-2.5320000000000107,0,-2.565424560921425,-4.169905742279813,24.535912413245203,18.697599734224266,5.838312679020937
34210,6,-149.8,-148.69400000000002,-1.7060000000000173,0,-2.595199877960449,-4.199681059318836,19.157170015745336,16.006550825094223,3.1506191906511134
34320,6,-147.16,-149.09799999999998,-0.40399999999996794,0,-2.6022510081385053,-4.2067321894968925,15.541713955345775,14.041038230056472,1.5006757252893042
57950,6,81.49,88.47399999999999,-1.1260000000000048,1,1.544162602409463,0.0,60.43045509473103,35.603930474378785,24.826524620352245
58059,6,77.27,85.396,-3.0779999999999887,1,1.4904413680330777,-0.05372123437638532,60.34558278330579,35.4549393480161,24.89064343528969
58170,6,73.05,81.49199999999999,-3.9040000000000106,1,1.4223037140352188,-0.12185888837424419,60.23517910781756,35.45259325686786,24.7825858509497
58279,6,68.92,77.306,-4.185999999999993,1,1.3492442315467363,-0.19491837086272668,59.852827530713434,35.296833332752854,24.55599419796058
58389,6,64.88,73.122,-4.1839999999999975,1,1.2762196556432936,-0.26794294676616937,60.064025253664184,35.42720762904744,24.636817624616747
58498,6,60.75,68.974,-4.147999999999996,1,1.2038233982705688,-0.3403392041388942,60.07043217210321,35.53103452977585,24.53939764232736
58608,6,56.7,64.86,-4.114000000000004,1,1.132020552843522,-0.4121420495659409,59.94359414271326,35.58130899763,24.362285145083256
58718,6,52.75,60.8,-4.060000000000002,1,1.0611601852125523,-0.4830024171969107,60.13505000593658,35.619479205320324,24.515570800616253
58827,6,48.62,56.739999999999995,-4.060000000000002,1,0.9902998175815825,-0.5538627848278805,60.059185305948716,35.56650235317768,24.492682952771037
58938,6,44.66,52.696000000000005,-4.04399999999999,1,0.919718702630932,-0.624443899778531,59.91995242921018,35.32679396183657,24.593158467373605
59048,6,40.7,48.686,-4.010000000000005,1,0.8497309996259593,-0.6944316027835037,59.73963922566813,35.31868905650818,24.420950169159955
59157,6,36.75,44.696000000000005,-3.989999999999995,1,0.7800923624713856,-0.7640702399380774,59.569565670911466,35.2442183249056,24.325347346005863
59267,6,32.79,40.704,-3.9920000000000044,1,0.7104188187317719,-0.8337437836776911,59.75712425964324,35.533825699708544,24.223298559934697
59376,6,28.84,36.748000000000005,-3.955999999999996,1,0.6413735935228763,-0.9027890088865868,59.76323225269353,35.65492991156948,24.10830234112404
59486,6,24.79,32.774,-3.9740000000000038,1,0.5720142090486215,-0.9721483933608415,59.723722971768375,35.453292363179656,24.27043060858872
59595,6,20.92,28.818,-3.9559999999999995,1,0.5029689838397259,-1.041193618569737,59.6905632122186,35.767138520957914,23.923424691260685
59705,6,16.79,24.826,-3.992000000000001,1,0.4332954401001123,-1.1108671623093507,59.50337480574605,35.55857014604163,23.944804659704413
59815,6,12.84,20.836000000000002,-3.9899999999999984,1,0.36365680294553854,-1.1805057994639245,59.48312185836382,35.441619344220086,24.041502514143737
59924,6,8.62,16.791999999999998,-4.044000000000004,1,0.29307568799488776,-1.2510869144145753,59.496814386724516,35.547028645006066,23.94978574171845
60034,6,4.31,12.696000000000002,-4.0959999999999965,1,0.2215870018332001,-1.322575600576263,59.49735341931637,35.58601686309857,23.9113365562178
60144,6,0.26,8.564,-4.1320000000000014,1,0.1494699971407944,-1.3946926052686686,59.34688064696557,35.279078751957094,24.06780189500848
60253,6,-3.87,4.4319999999999995,-4.132000000000001,1,0.07735299244838868,-1.4668096099610743,59.41068944535239,35.04517564606354,24.365513799288845
60363,6,-7.74,0.31599999999999967,-4.116,1,0.0055152404363020754,-1.5386473619731609,59.48472671309578,35.01277474086808,24.471951972227703
60473,6,-12.04,-3.816,-4.132,1,-0.06660176425610362,-1.6107643666655667,59.50026642562411,35.06587811447925,24.434388311144865
60583,6,-16.18,-7.913999999999999,-4.097999999999999,1,-0.1381253570028312,-1.6822879594122941,59.49337106445765,35.080962964377434,24.412408100080214
60694,6,-20.31,-12.027999999999999,-4.114,1,-0.20992820242987795,-1.7540908048393409,59.482240918535396,35.057224807010044,24.425016111525352
60804,6,-24.53,-16.16,-4.1320000000000014,1,-0.28204520712228365,-1.8262078095317467,59.51835461487845,35.11738597431913,24.40096864055932
60914,6,-28.66,-20.344,-4.184000000000001,1,-0.35506978302572645,-1.8992323854351896,59.614839934175095,35.27991559428928,24.334924339885816
61024,6,-32.88,-24.512,-4.167999999999999,1,-0.42781510624885005,-1.971977708658313,59.60386153908141,35.47386534582502,24.12999619325639
61135,6,-36.92,-28.660000000000004,-4.148000000000003,1,-0.5002113636215749,-2.044373966031038,59.49305663816472,35.28271112575712,24.2103455124076
61245,6,-40.88,-32.774,-4.113999999999997,1,-0.5720142090486215,-2.1161768114580846,59.536300170404076,35.289329573334584,24.24697059706949
61355,6,-44.75,-36.818,-4.043999999999997,1,-0.6425953239992722,-2.186757926408735,59.491928261701105,35.25839639557894,24.233531866122163
61464,6,-48.97,-40.88,-4.062000000000005,1,-0.7134905982152819,-2.2576532006247447,59.42512704622534,35.21278235723175,24.21234468899359
61574,6,-53.01,-44.90599999999999,-4.025999999999989,1,-0.7837575539005734,-2.3279201563100367,59.45911383982664,35.354608797441685,24.10450504238496
61685,6,-57.05,-48.932,-4.0260000000000105,1,-0.8540245095858654,-2.3981871119953286,59.43811658879753,35.12221725224003,24.3158993365575
61796,6,-61.1,-52.976,-4.043999999999997,1,-0.924605624536516,-2.468768226945979,59.61456873439022,35.18450547211165,24.43006326227857
61906,6,-65.05,-57.036,-4.060000000000002,1,-0.9954659921674858,-2.539628594576949,59.5254438133533,35.41342899734671,24.112014816006585
62016,6,-69.36,-61.114,-4.077999999999996,1,-1.0666405190638144,-2.6108031214732774,59.29010335965203,35.16669358887749,24.123409770774536
