Time(ms),MotorID,angle_smooth,dmotor,cycle,L_cm,L_rel_cm,SensorA0
12692,1,255.6766666666667,-0.6733333333333178,0,4.46239965385737,0.0,410
12802,1,254.5475,-1.1291666666666913,0,4.4426919777202665,-0.019707676137103114,410
12912,1,253.202,-1.3455000000000155,0,4.419208572634682,-0.043191081222687444,409
13021,1,250.86399999999998,-2.3380000000000223,0,4.378402774723054,-0.08399687913431553,410
13131,1,247.858,-3.005999999999972,0,4.325938177408106,-0.13646147644926376,408
13241,1,244.57,-3.288000000000011,0,4.268551751602532,-0.19384790225483783,411
13351,1,241.248,-3.3220000000000027,0,4.21057191385128,-0.25182774000608976,410
13460,1,237.92600000000002,-3.3219999999999743,0,4.152592076100029,-0.3098075777573408,413
13570,1,234.586,-3.3400000000000034,0,4.094298079083418,-0.36810157477395133,416
13680,1,231.262,-3.3240000000000123,0,4.036283334747126,-0.4261163191102435,414
13791,1,227.97400000000002,-3.2879999999999825,0,3.9788969089415533,-0.48350274491581624,413
13901,1,224.66799999999998,-3.30600000000004,0,3.92119632387062,-0.5412033299867498,415
14011,1,221.362,-3.305999999999983,0,3.8634957387996876,-0.598903915057682,419
14121,1,218.038,-3.323999999999984,0,3.8054809944633963,-0.6569186593939733,419
14230,1,214.66199999999998,-3.376000000000033,0,3.746558678916067,-0.7158409749413024,425
14340,1,211.286,-3.3759999999999764,0,3.687636363368739,-0.7747632904886306,425
14450,1,207.91,-3.3760000000000048,0,3.6287140478214104,-0.8336856060359592,453
14560,1,204.5,-3.4099999999999966,0,3.569198320328404,-0.8932013335289657,459
14669,1,201.08999999999997,-3.410000000000025,0,3.509682592835397,-0.9527170610219726,456
14780,1,197.698,-3.3919999999999675,0,3.45048102460775,-1.0119186292496196,454
14890,1,194.28799999999998,-3.410000000000025,0,3.3909652971147426,-1.071434356742627,452
15000,1,190.878,-3.4099999999999966,0,3.331449569621736,-1.1309500842356335,454
15111,1,187.502,-3.3759999999999764,0,3.272527254074408,-1.1898723997829617,468
15221,1,184.09,-3.412000000000006,0,3.212976619996361,-1.2494230338610084,497
15330,1,180.644,-3.445999999999998,0,3.1528325739726366,-1.309567079884733,501
15440,1,177.18,-3.4639999999999986,0,3.0923743686835534,-1.3700252851738162,501
15551,1,173.752,-3.4279999999999973,0,3.0325444819251874,-1.4298551719321821,495
15661,1,170.30599999999998,-3.4460000000000264,0,2.9724004359014624,-1.4899992179559072,508
15770,1,166.84199999999998,-3.4639999999999986,0,2.9119422306123792,-1.5504574232449904,551
15880,1,163.39600000000002,-3.4459999999999695,0,2.851798184588655,-1.6106014692687145,567
15990,1,159.91400000000002,-3.4819999999999993,0,2.7910258200342124,-1.6713738338231572,576
16100,1,156.414,-3.5000000000000284,0,2.7299392962144102,-1.7324603576429594,580
16210,1,152.932,-3.4819999999999993,0,2.669166931659968,-1.7932327221974016,577
16320,1,149.522,-3.4099999999999966,0,2.609651204166961,-1.8527484496904085,579
16429,1,146.14600000000002,-3.3759999999999764,0,2.5507288886196333,-1.9116707652377363,581
16540,1,142.84,-3.3060000000000116,0,2.4930283035487,-1.9693713503086694,583
16650,1,139.58800000000002,-3.251999999999981,0,2.436270196273845,-2.0261294575835245,585
16760,1,136.336,-3.2520000000000095,0,2.379512088998989,-2.0828875648583804,583
16869,1,133.048,-3.288000000000011,0,2.3221256631934155,-2.140273990663954,582
16979,1,129.76000000000002,-3.2879999999999825,0,2.2647392373878423,-2.1976604164695273,585
17089,1,126.45599999999999,-3.3040000000000305,0,2.207073558901949,-2.2553260949554206,587
17199,1,123.15,-3.305999999999983,0,2.1493729738310168,-2.313026680026353,584
17309,1,119.896,-3.254000000000005,0,2.0925799599711215,-2.369819693886248,583
17419,1,116.696,-3.200000000000003,0,2.036729423907303,-2.4256702299500668,585
17529,1,113.478,-3.2180000000000035,0,1.9805647285781252,-2.4818349252792444,590
17640,1,110.242,-3.23599999999999,0,1.9240858739835889,-2.5383137798737807,584
17750,1,106.97200000000001,-3.269999999999996,0,1.8670136074433743,-2.5953860464139953,589
17861,1,103.66600000000001,-3.3059999999999974,0,1.8093130223724418,-2.6530866314849275,578
17971,1,100.378,-3.288000000000011,0,1.7519265965668682,-2.7104730572905016,581
18081,1,97.16,-3.2180000000000035,0,1.6957619012376905,-2.766637752619679,583
18191,1,93.97800000000001,-3.181999999999988,0,1.6402255244392312,-2.8221741294181384,580
18301,1,90.778,-3.200000000000003,0,1.5843749883754126,-2.878024665481957,585
18410,1,87.54400000000001,-3.2339999999999947,0,1.527931040365916,-2.9344686134914535,592
18522,1,84.256,-3.288000000000011,0,1.4705446145603422,-2.991855039297027,598
18633,1,80.96799999999999,-3.288000000000011,0,1.4131581887547686,-3.049241465102601,600
18743,1,77.714,-3.2539999999999907,0,1.3563651748948733,-3.1060344789624965,604
18854,1,74.514,-3.200000000000003,0,1.3005146388310547,-3.161885015026315,606
18964,1,71.384,-3.1299999999999955,0,1.2458858332436322,-3.2165138206137374,604
19074,1,68.324,-3.0600000000000023,0,1.1924787581326057,-3.2699208957247636,606
19184,1,65.31800000000001,-3.005999999999986,0,1.1400141608176564,-3.322385493039713,611
19294,1,62.822,-2.4960000000000093,0,1.0964507426878778,-3.365948911169492,613
19405,1,60.94,-1.882000000000005,0,1.0636036461653444,-3.398796007692025,627
19515,1,59.69199999999999,-1.2480000000000047,0,1.0418219371004551,-3.4205777167569145,626
19625,1,59.464,-0.22799999999999443,0,1.0378425864059082,-3.4245570674514614,624
43282,1,253.152,-0.7720000000000482,1,4.418335908008685,0.0,393
43393,1,250.762,-2.3899999999999864,1,4.3766225388860205,-0.041713369122664545,392
43503,1,247.702,-3.0600000000000023,1,4.323215463774994,-0.09512044423369126,395
43613,1,244.39600000000002,-3.305999999999983,1,4.265514878704062,-0.15282102930462305,395
43723,1,241.07200000000003,-3.323999999999984,1,4.207500134367771,-0.21083577364091433,398
43832,1,237.73000000000002,-3.342000000000013,1,4.14917123076612,-0.2691646772425651,399
43942,1,234.406,-3.3240000000000123,1,4.091156486429829,-0.3271794215788564,402
44051,1,231.102,-3.304000000000002,1,4.033490807943935,-0.3848451000647497,403
44162,1,227.798,-3.304000000000002,1,3.975825129458043,-0.44251077855064214,405
44272,1,224.47600000000003,-3.3219999999999743,1,3.917845291706792,-0.5004906163018932,408
44381,1,221.154,-3.322000000000031,1,3.8598654539555395,-0.5584704540531455,409
44491,1,217.83,-3.323999999999984,1,3.801850709619248,-0.6164851983894368,413
44601,1,214.454,-3.3760000000000048,1,3.7429283940719196,-0.6754075139367655,421
44710,1,211.07800000000003,-3.3759999999999764,1,3.6840060785245914,-0.7343298294840936,430
44820,1,207.702,-3.376000000000033,1,3.6250837629772623,-0.7932521450314227,437
44930,1,204.344,-3.358000000000004,1,3.5664756066952927,-0.8518603013133923,440
