Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor,time_diff,cycle
15140,2,Flex,>>,-320,-19.34,452,128.10531266339214,149.24575191549468,-8.914,-0.15557864952277453,-5.239999999999999,102.0,0
15242,2,Flex,>>,-380,-24.62,455,127.8886290715798,150.34014508260736,-14.136000000000001,-0.24671974306191843,-5.222000000000001,102.0,0
15345,2,Flex,>>,-440,-29.89,458,129.81746695846914,149.54920295192002,-19.376,-0.3381749958664213,-5.24,103.0,0
15447,2,Flex,>>,-500,-35.25,461,129.60009817554618,150.69191534220502,-24.65,-0.4302236606166022,-5.273999999999997,102.0,0
15549,2,Flex,>>,-560,-40.35,464,131.16734934974284,151.2205957289292,-29.890000000000004,-0.5216789134211052,-5.2400000000000055,102.0,0
15652,2,Flex,>>,-620,-45.63,467,132.25431061690884,150.7472871652396,-35.148,-0.6134483254909671,-5.257999999999999,103.0,0
15754,2,Flex,>>,-680,-50.81,471,132.24063765630564,151.41486992881767,-40.386,-0.70486867171043,-5.2379999999999995,102.0,0
15857,2,Flex,>>,-740,-56.09,474,133.08771499536527,152.1009259108816,-45.626000000000005,-0.7963239245149328,-5.240000000000002,103.0,0
15959,2,Flex,>>,-800,-61.27,477,133.9000950326094,152.88208250805428,-50.83,-0.8871508587887177,-5.2039999999999935,102.0,0
16061,2,Flex,>>,-860,-66.37,480,135.04853223144607,153.3246858674266,-56.034000000000006,-0.9779777930625028,-5.204000000000008,102.0,0
16164,2,Flex,>>,-920,-71.56,483,135.8592687328163,153.47738441808778,-61.220000000000006,-1.0684905680709287,-5.186,103.0,0
