Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor,time_diff,cycle
127861,2,Flex,>>,333,37.27,3834,120.2869918919552,144.96580885893133,47.754,0.833464530997372,-5.222000000000001,102.0,3
127964,2,Flex,>>,273,32.0,3837,121.18491659412533,145.14198542616214,42.495999999999995,0.7416951189275102,-5.258000000000003,103.0,3
128065,2,Flex,>>,213,26.81,3840,121.14808789234526,146.02054172544467,37.256,0.6502398661230074,-5.239999999999995,101.0,3
128168,2,Flex,>>,153,21.36,3843,122.23336784754804,145.96436005216412,31.998,0.5584704540531455,-5.257999999999999,103.0,3
128270,2,Flex,>>,93,16.18,3846,122.81895436145416,146.115114476021,26.724,0.46642178930296463,-5.274000000000001,102.0,3
128372,2,Flex,>>,33,10.9,3849,123.57803228546284,146.26048629038348,21.449999999999996,0.3743731245527836,-5.2740000000000045,102.0,3
128474,2,Flex,>>,-27,5.71,3852,123.96916385449948,146.65298710296065,16.192,0.2826037124829218,-5.257999999999996,102.0,3
128577,2,Flex,>>,-87,0.26,3855,124.69967739811833,146.83011332616803,10.882000000000001,0.18992672920202297,-5.309999999999999,103.0,3
128679,2,Flex,>>,-147,-4.84,3858,125.18243945273444,147.15250527145122,5.6419999999999995,0.09847147639752006,-5.240000000000002,102.0,3
128782,2,Flex,>>,-207,-10.02,3861,125.54074442685514,147.49006817515416,0.4020000000000003,0.00701622359301721,-5.239999999999999,103.0,3
128884,2,Flex,>>,-267,-15.3,3864,126.44775570214554,147.8180626629101,-4.837999999999999,-0.08443902921148565,-5.239999999999999,102.0,3
128987,2,Flex,>>,-327,-20.48,3868,126.76219009379248,148.077688946362,-10.076,-0.17585937543094865,-5.238000000000001,103.0,3
129090,2,Flex,>>,-387,-25.85,3871,127.42190316463054,148.69056871852564,-15.298000000000002,-0.26700046897009255,-5.222000000000001,103.0,3
129192,2,Flex,>>,-447,-31.03,3874,127.71267309516152,149.19855402386315,-20.536,-0.35842081518955554,-5.2379999999999995,102.0,3
129294,2,Flex,>>,-507,-36.31,3877,128.60278276220035,149.5653849366061,-25.794,-0.4501902272594174,-5.257999999999999,102.0,3
129397,2,Flex,>>,-567,-41.49,3880,129.5882068584546,149.29053304189182,-31.032000000000004,-0.5416105734788804,-5.238000000000003,103.0,3
129500,2,Flex,>>,-627,-46.68,3883,130.09214710644406,150.77709153540948,-36.272,-0.6330658262833831,-5.239999999999995,103.0,3
129603,2,Flex,>>,-687,-51.96,3886,131.15996815471902,150.64559018782424,-41.494,-0.724206919822527,-5.222000000000001,103.0,3
129705,2,Flex,>>,-747,-57.14,3889,132.1404567188038,151.46891505042365,-46.715999999999994,-0.8153480133616708,-5.221999999999994,102.0,3
129808,2,Flex,>>,-807,-62.24,3892,132.4446410827873,151.8421173715971,-51.902,-0.905860788370097,-5.186000000000007,103.0,3
129910,2,Flex,>>,-867,-67.43,3895,133.28053448350914,152.88021718110633,-57.089999999999996,-0.9964084699635627,-5.187999999999995,102.0,3
130014,2,Flex,>>,-927,-72.88,3898,133.84809057697098,152.9402463649764,-62.33,-1.0878637227680656,-5.240000000000002,104.0,3
130117,2,Flex,>>,-987,-78.15,3901,134.6480647485738,153.42194773861758,-67.568,-1.1792840689875286,-5.2379999999999995,103.0,3
130219,2,Flex,>>,-1047,-83.34,3905,135.96383537739737,153.13660999435422,-72.80799999999999,-1.2707393217920313,-5.239999999999995,102.0,3
130322,2,Flex,>>,-1107,-88.62,3908,136.14955853147094,154.4947063569204,-78.08399999999999,-1.3628228931272521,-5.275999999999996,103.0,3
130424,2,Flex,>>,-1167,-93.8,3911,136.6837658726258,154.65755485475484,-83.358,-1.4548715578774334,-5.274000000000015,102.0,3
130527,2,Flex,>>,-1227,-99.25,3914,137.47635506916936,155.84222643034235,-88.63199999999999,-1.546920222627614,-5.273999999999987,103.0,3
130629,2,Flex,>>,-1287,-104.35,3917,138.95070276311984,156.29015072181627,-93.872,-1.638375475432117,-5.240000000000009,102.0,3
130732,2,Flex,>>,-1347,-109.71,3920,139.60984912332586,156.57945178195504,-99.14599999999999,-1.7304241401822977,-5.273999999999987,103.0,3
130834,2,Flex,>>,-1407,-114.99,3923,139.46509672680256,157.16634582208246,-104.42,-1.822472804932479,-5.274000000000015,102.0,3
130937,2,Flex,>>,-1467,-120.35,3926,140.57186922978536,157.3302510059675,-109.72999999999999,-1.9151497882133777,-5.309999999999988,103.0,3
131040,2,Flex,>>,-1527,-125.54,3929,141.47120093912602,157.65555648041527,-114.98800000000001,-2.00691920028324,-5.258000000000024,103.0,3
131143,2,Flex,>>,-1587,-130.73,3932,141.8688694780131,157.97300318450738,-120.26399999999998,-2.0990027716184603,-5.275999999999968,103.0,3
131246,2,Flex,>>,-1647,-135.82,3935,142.37063360413916,158.60628856023106,-125.48599999999999,-2.190143865157604,-5.222000000000008,103.0,3
131349,2,Flex,>>,-1707,-141.19,3938,143.1554582071311,159.2589763390671,-130.726,-2.281599117962107,-5.240000000000009,103.0,3
131451,2,Flex,>>,-1767,-146.2,3941,144.1167698937286,159.899841075924,-135.896,-2.3718326402902137,-5.1699999999999875,102.0,3
131553,2,Flex,>>,-1827,-151.3,3945,144.548952938779,161.0109437696994,-141.048,-2.461752003352962,-5.152000000000015,102.0,3
131656,2,Flex,>>,-1887,-156.48,3948,145.17649853669496,161.65393689465296,-146.198,-2.5516364598306702,-5.150000000000006,103.0,3
131758,2,Flex,>>,-1947,-161.49,3951,145.61202737446038,161.6879154194446,-151.33200000000002,-2.641241663628059,-5.1340000000000146,102.0,3
131861,2,Flex,>>,-2007,-166.68,3954,145.97922181814107,162.05138522956668,-156.43,-2.73021854889473,-5.097999999999985,103.0,3
131963,2,Flex,>>,-2067,-171.78,3957,145.98399234753313,162.02044768366744,-161.546,-2.8195095934267593,-5.1159999999999854,102.0,3
132067,2,Flex,>>,-2127,-176.7,3960,147.13433925658958,162.19150302731603,-166.626,-2.9081723194280715,-5.0800000000000125,104.0,3
132170,2,Flex,>>,-2187,-181.8,3963,147.67164513094255,162.16707691780664,-171.69,-2.9965557927490645,-5.063999999999993,103.0,3
132272,2,Flex,>>,-2247,-186.81,3966,147.67164513094255,163.1913083737931,-176.75400000000002,-3.0849392660700574,-5.064000000000021,102.0,3
132375,2,Flex,>>,-2307,-191.65,3969,148.370187407429,164.11073373836734,-181.748,-3.172101008914654,-4.993999999999971,103.0,3
132477,2,Flex,>>,-2367,-196.48,3972,149.25086220937823,163.71151969955363,-186.68800000000002,-3.2583202739631743,-4.940000000000026,102.0,3
132580,2,Flex,<<,-2367,-201.32,3975,149.1874900368395,164.6056956078855,-191.612,-3.344260286331375,-4.923999999999978,103.0,3
132683,2,Flex,<<,-2307,-202.9,3978,150.12927313931897,164.20368442830343,-195.83200000000002,-3.417913180765536,-4.220000000000027,103.0,3
132786,2,Flex,<<,-2247,-202.64,3982,150.55933583284252,164.9783120234043,-198.998,-3.4731703048836757,-3.1659999999999684,103.0,3
132888,2,Flex,<<,-2187,-198.51,3985,150.49652743118017,165.42943583156438,-200.36999999999998,-3.4971162222210377,-1.3719999999999857,102.0,3
