Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor
88678,5,Extend,>>,-1729,-145.05,2658.0,153.71586989620346,164.71289035693158,-138.618,-2.4193405025295,-3.2339999999999804
88781,5,Extend,>>,-1766,-148.13,2661.0,154.3107045014402,164.11152640327109,-141.83599999999998,-2.475505197858677,-3.2179999999999893
88883,5,Extend,>>,-1803,-151.38,2664.0,153.9559270213335,163.88130269755567,-145.018,-2.5310415746571366,-3.1820000000000164
88985,5,Extend,>>,-1840,-154.64,2667.0,153.9559270213335,163.88130269755567,-148.2,-2.586577951455596,-3.181999999999988
89088,5,Extend,>>,-1877,-157.89,2671.0,154.19541208047423,163.88130269755567,-151.418,-2.642742646784774,-3.2180000000000177
89191,5,Extend,>>,-1914,-161.14,2674.0,154.19541208047423,163.36709236592202,-154.636,-2.6989073421139516,-3.2179999999999893
89294,5,Extend,>>,-1951,-164.22,2677.0,153.90605833678302,163.65644610961323,-157.85399999999998,-2.755072037443129,-3.2179999999999893
89397,5,Extend,>>,-1988,-167.3,2680.0,153.34779682394966,163.65557394333518,-161.03799999999998,-2.810643320826628,-3.1839999999999975
89499,5,Extend,>>,-2025,-170.46,2683.0,153.58728188309038,163.85007994623737,-164.202,-2.865865538359729,-3.1640000000000157
89602,5,Extend,<<,-2025,-173.63,2686.0,153.58728188309038,163.65557394333518,-167.35,-2.9208085032125104,-3.147999999999996
89705,5,Extend,<<,-1988,-174.77,2689.0,153.58728188309038,163.65557394333518,-170.076,-2.9683861786218757,-2.725999999999999
89808,5,Extend,<<,-1951,-174.68,2692.0,153.6568419424129,163.46323341817686,-172.168,-3.0048984665735974,-2.092000000000013
89910,5,Extend,<<,-1914,-172.22,2695.0,153.89666305885015,163.3337599319765,-173.152,-3.0220725064132212,-0.9839999999999804
112054,5,Extend,>>,10,5.54,3360.0,178.0355065454486,174.1229114598398,11.64,0.20315632493213998,-2.3199999999999985
112156,5,Extend,>>,-27,2.29,3363.0,177.72068931568433,174.46913633087243,8.67,0.15132004614790837,-2.9700000000000006
112259,5,Extend,>>,-64,-0.97,3366.0,177.24620901802683,174.71967043771605,5.486,0.09574876276440891,-3.184
112361,5,Extend,>>,-101,-4.22,3369.0,176.48245821188846,174.98580463811217,2.2680000000000002,0.0395840674352314,-3.2179999999999995
112463,5,Extend,>>,-138,-7.38,3372.0,175.8755329215157,175.26207750356463,-0.9479999999999995,-0.016545721308906237,-3.2159999999999997
112565,5,Extend,>>,-175,-10.73,3375.0,174.78765798028132,175.16194907378656,-4.202,-0.07333873516880172,-3.2540000000000004
112668,5,Extend,>>,-212,-13.98,3378.0,174.44162571296457,175.82820860199627,-7.456,-0.13013174902869723,-3.2540000000000004
112771,5,Extend,>>,-249,-17.05,3381.0,174.0926978069439,176.07262081209973,-10.672,-0.18626153777283486,-3.216
112873,5,Extend,>>,-286,-20.22,3384.0,173.72195565127333,176.4482666451795,-13.872,-0.2421120738366534,-3.1999999999999993
112975,5,Extend,>>,-323,-23.47,3387.0,173.9684150064459,177.2238537183017,-17.089999999999996,-0.29827676916583085,-3.2179999999999964
113077,5,Extend,>>,-360,-26.73,3390.0,173.44644770102778,176.81290836445757,-20.29,-0.35412730522964947,-3.200000000000003
113180,5,Extend,>>,-397,-29.89,3393.0,173.70773167633223,177.9685742582775,-23.472,-0.40966368202810904,-3.182000000000002
113282,5,Extend,>>,-434,-33.05,3396.0,172.73268902027934,177.41676745307842,-26.672000000000004,-0.46551421809192767,-3.200000000000003
113385,5,Extend,>>,-471,-36.31,3399.0,172.47164999497411,178.10187993967114,-29.889999999999997,-0.5216789134211051,-3.217999999999993
113488,5,Extend,>>,-508,-39.47,3403.0,172.33484117191443,178.50815317388,-33.089999999999996,-0.5775294494849236,-3.1999999999999993
113590,5,Extend,>>,-545,-42.55,3406.0,172.58466628076297,178.87229605845246,-36.254,-0.6327516670180242,-3.1640000000000015
113693,5,Extend,>>,-582,-45.8,3409.0,172.2341323977375,178.7901398493249,-39.436,-0.6882880438164838,-3.182000000000002
113796,5,Extend,>>,-619,-49.14,3412.0,171.98522508895348,178.42599696475273,-42.653999999999996,-0.7444527391456612,-3.2179999999999964
113899,5,Extend,>>,-656,-52.4,3415.0,172.5327504596264,178.30574703483856,-45.872,-0.8006174344748388,-3.2180000000000035
114001,5,Extend,>>,-693,-55.47,3418.0,173.7286021078891,177.83872604835005,-49.071999999999996,-0.8564679705386573,-3.1999999999999957
114104,5,Extend,>>,-730,-58.55,3421.0,174.50939744798865,177.8811081682537,-52.272000000000006,-0.912318506602476,-3.20000000000001
