Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor,time_diff,cycle
112771,5,Extend,>>,-249,-17.05,3381,176.4231972007612,169.68801453746806,-10.672,-0.18626153777283486,-3.216,103.0,3
112873,5,Extend,>>,-286,-20.22,3384,176.35398552135553,169.50012580847613,-13.872,-0.2421120738366534,-3.1999999999999993,102.0,3
112975,5,Extend,>>,-323,-23.47,3387,175.94946340329034,169.8755042555519,-17.089999999999996,-0.29827676916583085,-3.2179999999999964,102.0,3
113077,5,Extend,>>,-360,-26.73,3390,176.112090439167,169.08149289334747,-20.29,-0.35412730522964947,-3.200000000000003,102.0,3
113180,5,Extend,>>,-397,-29.89,3393,176.30633591331875,169.35359700057916,-23.472,-0.40966368202810904,-3.182000000000002,103.0,3
113282,5,Extend,>>,-434,-33.05,3396,176.48471832948158,169.5927413056962,-26.672000000000004,-0.46551421809192767,-3.200000000000003,102.0,3
113385,5,Extend,>>,-471,-36.31,3399,176.93912842982942,169.50012580847613,-29.889999999999997,-0.5216789134211051,-3.217999999999993,103.0,3
113488,5,Extend,>>,-508,-39.47,3403,177.57251052338583,169.6525177418707,-33.089999999999996,-0.5775294494849236,-3.1999999999999993,103.0,3
113590,5,Extend,>>,-545,-42.55,3406,178.17633142122986,169.81055227751284,-36.254,-0.6327516670180242,-3.1640000000000015,102.0,3
113693,5,Extend,>>,-582,-45.8,3409,179.26910432434855,170.33330004554747,-39.436,-0.6882880438164838,-3.182000000000002,103.0,3
113796,5,Extend,>>,-619,-49.14,3412,179.465140137653,170.41185139003147,-42.653999999999996,-0.7444527391456612,-3.2179999999999964,103.0,3
113899,5,Extend,>>,-656,-52.4,3415,177.96835681384636,171.36440349496146,-45.872,-0.8006174344748388,-3.2180000000000035,103.0,3
114001,5,Extend,>>,-693,-55.47,3418,176.6063806502588,171.71651847159004,-49.071999999999996,-0.8564679705386573,-3.1999999999999957,102.0,3
114104,5,Extend,>>,-730,-58.55,3421,175.50956728640264,172.39173637249394,-52.272000000000006,-0.912318506602476,-3.20000000000001,103.0,3
114206,5,Extend,>>,-767,-61.71,3424,174.53265686700806,173.18083785367406,-55.45399999999999,-0.9678548834009354,-3.181999999999988,102.0,3
114309,5,Extend,>>,-804,-64.88,3427,172.4962873190343,173.23475426578037,-58.602,-1.022797848253717,-3.1480000000000032,103.0,3
114411,5,Extend,>>,-841,-68.13,3430,171.14137689621546,174.90620601142228,-61.748000000000005,-1.0777059065214587,-3.146000000000008,102.0,3
114514,5,Extend,>>,-878,-71.3,3433,168.2779906257042,175.3742106059859,-64.914,-1.132963030639599,-3.165999999999997,103.0,3
114617,5,Extend,>>,-915,-74.46,3436,166.48253175956444,176.1940476660735,-68.09599999999999,-1.1884994074380584,-3.181999999999988,103.0,3
114719,5,Extend,>>,-952,-77.71,3440,163.73697158384795,177.42584136801875,-71.29599999999999,-1.244349943501877,-3.200000000000003,102.0,3
114822,5,Extend,>>,-989,-80.88,3443,162.69249785166934,178.37187615683354,-74.496,-1.3002004795656956,-3.200000000000003,103.0,3
114924,5,Extend,>>,-1026,-83.96,3446,160.92709094320728,178.82677644366706,-77.66199999999999,-1.3554576036838362,-3.165999999999997,102.0,3
115027,5,Extend,>>,-1063,-87.12,3449,160.01853825431644,179.84977810757314,-80.826,-1.4106798212169367,-3.1640000000000015,103.0,3
115130,5,Extend,>>,-1100,-90.46,3452,159.0554088511635,179.14959019805298,-84.026,-1.4665303572807553,-3.200000000000003,103.0,3
115233,5,Extend,>>,-1137,-93.8,3455,157.6186026530609,179.20134474844346,-87.244,-1.5226950526099328,-3.2180000000000035,103.0,3
115335,5,Extend,>>,-1174,-96.88,3458,156.5630625371107,178.6890075242652,-90.444,-1.5785455886737514,-3.200000000000003,102.0,3
115438,5,Extend,>>,-1211,-99.96,3461,155.8579778497937,178.26896220457047,-93.64399999999999,-1.6343961247375698,-3.1999999999999886,103.0,3
115541,5,Extend,>>,-1248,-103.3,3464,154.54832155678704,178.4876933246904,-96.88,-1.6908749793321063,-3.236000000000004,103.0,3
115644,5,Extend,>>,-1285,-106.37,3467,155.07013389721135,177.57718416681396,-100.06199999999998,-1.7464113561305656,-3.181999999999988,103.0,3
115746,5,Extend,>>,-1322,-109.36,3470,153.7967935131657,177.7592016226471,-103.174,-1.8007260024526297,-3.112000000000023,102.0,3
115849,5,Extend,>>,-1359,-112.79,3473,153.47483912479413,177.67170489631263,-106.356,-1.856262379251089,-3.181999999999988,103.0,3
115952,5,Extend,>>,-1396,-116.04,3476,153.34197221264216,177.36635359884102,-109.572,-1.9123921679952267,-3.216000000000008,103.0,3
116054,5,Extend,>>,-1433,-119.12,3480,152.9739336001959,177.35506449361702,-112.73600000000002,-1.9676143855283277,-3.1640000000000157,102.0,3
116158,5,Extend,>>,-1470,-122.29,3483,153.28436893435622,176.41978419158283,-115.92,-2.023185668911827,-3.1839999999999833,104.0,3
116261,5,Extend,>>,-1507,-125.54,3486,152.96255616247993,176.58631085426254,-119.15600000000002,-2.0796645235063638,-3.2360000000000184,103.0,3
116363,5,Extend,>>,-1544,-128.62,3489,152.96255616247993,176.1186239677906,-122.322,-2.1349216476245036,-3.1659999999999826,102.0,3
116466,5,Extend,>>,-1581,-131.87,3492,152.32753042242877,176.28605629227943,-125.48800000000001,-2.1901787717426444,-3.166000000000011,103.0,3
116569,5,Extend,>>,-1618,-135.21,3495,152.64195953800382,175.5773181729015,-128.706,-2.2463434670718216,-3.217999999999975,103.0,3
116672,5,Extend,>>,-1655,-138.46,3498,152.0063075911871,175.0535117440512,-131.94,-2.3027874150813186,-3.234000000000009,103.0,3
116775,5,Extend,>>,-1692,-141.71,3501,151.43749091979515,175.2234383351589,-135.174,-2.359231363090815,-3.234000000000009,103.0,3
116877,5,Extend,>>,-1729,-144.97,3504,151.30585205950146,175.38699082910512,-138.44400000000002,-2.41630362963103,-3.2700000000000102,102.0,3
116981,5,Extend,>>,-1766,-148.31,3507,151.37575049928267,174.45716183203692,-141.73200000000003,-2.4736900554366037,-3.288000000000011,104.0,3
117084,5,Extend,>>,-1803,-151.56,3510,150.6572156234747,174.4497400087283,-145.002,-2.530762321976818,-3.269999999999982,103.0,3
117186,5,Extend,>>,-1840,-154.73,3514,150.97800681938716,173.7774107416262,-148.256,-2.587555335836713,-3.2539999999999907,102.0,3
117289,5,Extend,>>,-1877,-157.89,3517,150.40867829298128,173.6343614575542,-151.492,-2.6440341904312494,-3.23599999999999,103.0,3
117392,5,Extend,>>,-1914,-161.14,3520,150.33068641322822,173.96163767445793,-154.726,-2.7004781384407464,-3.234000000000009,103.0,3
117494,5,Extend,>>,-1951,-164.22,3523,150.40381586811972,173.70095328570574,-157.908,-2.7560145152392055,-3.181999999999988,102.0,3
117597,5,Extend,>>,-1988,-167.3,3526,149.75674326646146,173.88449643371456,-161.05599999999998,-2.810957480091987,-3.147999999999996,103.0,3
117699,5,Extend,>>,-2025,-170.37,3529,149.11008325097546,173.34076610459198,-164.18400000000003,-2.8655513790943705,-3.1280000000000427,102.0,3
117802,5,Extend,<<,-2025,-173.54,3532,149.67196909456536,172.29753195374343,-167.31400000000002,-2.9201801846817927,-3.1299999999999955,103.0,3
117905,5,Extend,<<,-1988,-174.77,3535,149.02191594146515,172.94758510684366,-170.04000000000002,-2.9677578600911585,-2.725999999999999,103.0,3
118008,5,Extend,<<,-1951,-174.68,3538,149.09668203149383,172.75673983464728,-172.132,-3.0042701480428793,-2.0919999999999845,103.0,3
118111,5,Extend,<<,-1914,-172.31,3541,148.75519788400598,172.82760329994952,-173.13400000000001,-3.0217583471478626,-1.0020000000000095,103.0,3
140516,5,Extend,>>,47,8.7,4213,178.37966206024362,173.78113017377086,13.976000000000003,0.24392721625872754,-0.8099999999999987,22405.0,4
140618,5,Extend,>>,10,5.54,4216,179.39701117307084,172.17628926811472,11.656000000000002,0.2034355776124591,-2.3200000000000003,102.0,4
140720,5,Extend,>>,-27,2.29,4220,178.83346998915815,171.57396591609597,8.686,0.15159929882822745,-2.9700000000000024,102.0,4
140823,5,Extend,>>,-64,-0.97,4223,178.244914125945,171.18639540118292,5.486000000000001,0.09574876276440893,-3.1999999999999993,103.0,4
140925,5,Extend,>>,-101,-4.22,4226,177.95897394862922,170.96695181774513,2.2680000000000007,0.03958406743523141,-3.218,102.0,4
141027,5,Extend,>>,-138,-7.38,4229,177.32786451707764,170.45767649696947,-0.9479999999999992,-0.01654572130890623,-3.2159999999999997,102.0,4
141129,5,Extend,>>,-175,-10.73,4232,176.94248194602244,169.9747397013549,-4.202,-0.07333873516880172,-3.254000000000001,102.0,4
141231,5,Extend,>>,-212,-13.89,4235,176.17767953738505,170.2431865708413,-7.438,-0.12981758976333824,-3.2359999999999998,102.0,4
141334,5,Extend,>>,-249,-17.05,4238,176.52707876445143,169.20610488971613,-10.654,-0.18594737850747586,-3.216,103.0,4
141436,5,Extend,>>,-286,-20.22,4241,176.7100222670549,169.11764003281323,-13.854,-0.2417979145712944,-3.1999999999999993,102.0,4
141539,5,Extend,>>,-323,-23.47,4244,176.54234040123345,169.2116658975051,-17.071999999999996,-0.29796260990047185,-3.2179999999999964,103.0,4
141642,5,Extend,>>,-360,-26.81,4247,176.54767228023766,169.2180942358056,-20.287999999999997,-0.3540923986446095,-3.216000000000001,103.0,4
141744,5,Extend,>>,-397,-30.07,4250,176.47836943424954,169.0504703337925,-23.523999999999997,-0.41057125323914606,-3.2360000000000007,102.0,4
141846,5,Extend,>>,-434,-33.23,4253,176.47836943424954,169.72356575755543,-26.759999999999998,-0.46705010783368256,-3.2360000000000007,102.0,4
141949,5,Extend,>>,-471,-36.4,4256,177.09123580462025,169.26758102440056,-29.996,-0.5235289624282191,-3.2360000000000007,103.0,4
142051,5,Extend,>>,-508,-39.56,4259,177.10609674348754,169.60407132269276,-33.214,-0.5796936577573966,-3.218,102.0,4
142153,5,Extend,>>,-545,-42.73,4263,177.70619270771277,169.8157568843978,-36.397999999999996,-0.635264941140896,-3.1839999999999975,102.0,4
142255,5,Extend,>>,-582,-45.89,4266,178.7496953771749,169.5478803436472,-39.562,-0.6904871586739966,-3.1640000000000015,102.0,4
142357,5,Extend,>>,-619,-49.23,4269,178.8628202126123,169.71341950001434,-42.76199999999999,-0.7463376947378151,-3.1999999999999957,102.0,4
142460,5,Extend,>>,-656,-52.48,4272,178.80736844845825,170.27510128198983,-45.977999999999994,-0.8024674834819527,-3.216000000000001,103.0,4
142562,5,Extend,>>,-693,-55.56,4275,179.6929031393862,170.45124610306516,-49.178,-0.8583180195457714,-3.200000000000003,102.0,4
142665,5,Extend,>>,-730,-58.73,4278,178.87432774567267,170.68855842011868,-52.378,-0.91416855560959,-3.200000000000003,103.0,4
142767,5,Extend,>>,-767,-61.98,4281,176.67822055244318,171.23575008726914,-55.59599999999999,-0.9703332509387673,-3.2179999999999893,102.0,4
142869,5,Extend,>>,-804,-65.05,4284,175.6799836294905,172.0184093016184,-58.75999999999999,-1.025555468471868,-3.1640000000000015,102.0,4
142971,5,Extend,>>,-841,-68.31,4287,174.28770563649988,172.54570118725158,-61.926,-1.0808125925900085,-3.166000000000011,102.0,4
143074,5,Extend,>>,-878,-71.47,4290,173.72088779500558,173.77809924386736,-65.10799999999999,-1.1363489693884679,-3.181999999999988,103.0,4
143177,5,Extend,>>,-915,-74.64,4293,172.74680538727463,174.1904789961817,-68.28999999999999,-1.1918853461869274,-3.182000000000002,103.0,4
143279,5,Extend,>>,-952,-77.89,4296,171.49006116921532,174.28124019910612,-71.47200000000001,-1.2474217229853874,-3.1820000000000164,102.0,4
143382,5,Extend,>>,-989,-81.05,4299,170.78892293661136,175.46959320838994,-74.672,-1.3032722590492056,-3.1999999999999886,103.0,4
143484,5,Extend,>>,-1026,-84.04,4302,169.5141960104663,176.39574213420047,-77.818,-1.3581803173169473,-3.146000000000001,102.0,4
143586,5,Extend,>>,-1063,-87.3,4306,166.39026810418778,177.27073130844306,-80.98400000000001,-1.413437441435088,-3.166000000000011,102.0,4
143689,5,Extend,>>,-1100,-90.64,4309,164.72250781449858,177.45663407488416,-84.184,-1.4692879774989063,-3.1999999999999886,103.0,4
143792,5,Extend,>>,-1137,-93.89,4312,164.16085954660122,178.8192418589312,-87.38399999999999,-1.5251385135627247,-3.1999999999999886,103.0,4
143894,5,Extend,>>,-1174,-97.05,4315,162.81429385577525,179.69765040802343,-90.584,-1.5809890496265435,-3.200000000000017,102.0,4
143996,5,Extend,>>,-1211,-100.13,4318,161.82653345613542,179.76608793343183,-93.80199999999999,-1.637153744955721,-3.2179999999999893,102.0,4
144099,5,Extend,>>,-1248,-103.38,4321,161.0181507032795,178.78335564831215,-97.018,-1.6932835336998586,-3.216000000000008,103.0,4
144202,5,Extend,>>,-1285,-106.46,4324,159.634463735911,178.95457260893713,-100.18199999999999,-1.748505751232959,-3.1639999999999873,103.0,4
144305,5,Extend,>>,-1322,-109.54,4327,159.2973743017248,178.00516973791645,-103.31199999999998,-1.8031345568203814,-3.1299999999999955,103.0,4
144408,5,Extend,>>,-1359,-112.97,4330,157.88969164334705,178.04829196279837,-106.49600000000001,-1.8587058402038814,-3.184000000000026,103.0,4
144510,5,Extend,>>,-1396,-116.22,4333,157.00138480705596,177.4031415185638,-109.71399999999998,-1.9148705355330584,-3.217999999999975,102.0,4
144613,5,Extend,>>,-1433,-119.3,4336,155.61864828845563,177.54611907934273,-112.898,-1.970441818916558,-3.1840000000000117,103.0,4
144716,5,Extend,>>,-1470,-122.46,4339,155.1971580089044,177.1506930687306,-116.098,-2.026292354980377,-3.200000000000003,103.0,4
144818,5,Extend,>>,-1507,-125.54,4342,153.88906101375946,177.1190217106331,-119.298,-2.0821428910441955,-3.200000000000003,102.0,4
144921,5,Extend,>>,-1544,-128.62,4346,154.1354856593421,176.32360069035835,-122.428,-2.1367716966316177,-3.1299999999999955,103.0,4
145024,5,Extend,>>,-1581,-131.87,4349,153.76746936213067,176.07132737323403,-125.55799999999999,-2.1914005022190404,-3.1299999999999955,103.0,4
145126,5,Extend,>>,-1618,-135.3,4352,152.79146130833436,176.56204241192967,-128.75799999999998,-2.2472510382828585,-3.1999999999999886,102.0,4
145229,5,Extend,>>,-1655,-138.73,4355,152.22212497785864,176.72233581869872,-132.012,-2.3040440521427543,-3.254000000000019,103.0,4
145332,5,Extend,>>,-1692,-141.98,4358,152.74265113650935,176.2253427925479,-135.3,-2.361430477948328,-3.288000000000011,103.0,4
145434,5,Extend,>>,-1729,-145.14,4361,152.4118855452969,176.07748647602355,-138.60399999999998,-2.4190961564342204,-3.3039999999999736,102.0,4
145537,5,Extend,>>,-1766,-148.31,4364,152.4846518976779,175.59923231041773,-141.892,-2.476482582239794,-3.288000000000011,103.0,4
145639,5,Extend,>>,-1803,-151.65,4367,152.4846518976779,175.34621039504518,-145.162,-2.5335548487800086,-3.2700000000000102,102.0,4
145742,5,Extend,>>,-1840,-154.81,4370,151.76830231794727,175.9897936223948,-148.378,-2.589684637524146,-3.2159999999999798,103.0,4
145845,5,Extend,>>,-1877,-158.07,4373,151.84106867032824,176.01778374206026,-151.596,-2.6458493328533237,-3.2180000000000177,103.0,4
145948,5,Extend,>>,-1914,-161.32,4376,151.84106867032824,176.01778374206026,-154.832,-2.7023281874478604,-3.23599999999999,103.0,4
146050,5,Extend,>>,-1951,-164.31,4379,151.84106867032824,175.5421794515342,-158.03199999999998,-2.7581787235116786,-3.1999999999999886,102.0,4
146153,5,Extend,>>,-1988,-167.38,4383,151.51740777993453,176.0886561390128,-161.178,-2.8130867817794205,-3.146000000000015,103.0,4
146256,5,Extend,>>,-2025,-170.37,4386,151.51740777993453,176.0886561390128,-164.29000000000002,-2.8674014281014846,-3.112000000000023,103.0,4
146358,5,Extend,<<,-2025,-173.54,4389,151.51740777993453,176.0886561390128,-167.384,-2.9214019151581883,-3.0939999999999657,102.0,4
146461,5,Extend,<<,-1988,-174.68,4392,151.84106867032824,175.28767460897924,-170.05599999999998,-2.968037112771477,-2.671999999999997,103.0,4
146564,5,Extend,<<,-1951,-174.68,4395,151.77230965196003,175.86222364078944,-172.13,-3.0042352414578395,-2.0740000000000123,103.0,4
146666,5,Extend,<<,-1914,-172.22,4398,151.59081603932648,176.0886561390128,-173.098,-3.021130028617145,-0.9680000000000177,102.0,4
