Time(ms),MotorID,Phase,Direction,Position,Angle(deg),Frame,∠ABC,∠BCD,angle_smooth,L_cm,delta_motor,time_diff,cycle
88472,5,Extend,>>,-1655,-138.73,2652,153.3575652001783,176.71229035839306,-132.184,-2.3070460184561847,-3.2180000000000177,103.0,2
88574,5,Extend,>>,-1692,-141.8,2655,153.60955290540323,176.25416106225475,-135.38400000000001,-2.3628965545200034,-3.200000000000017,102.0,2
88678,5,Extend,>>,-1729,-145.05,2658,153.60955290540323,176.01842423267465,-138.618,-2.4193405025295,-3.2339999999999804,104.0,2
88781,5,Extend,>>,-1766,-148.13,2661,152.9762428896031,176.6517342484747,-141.83599999999998,-2.475505197858677,-3.2179999999999893,103.0,2
88883,5,Extend,>>,-1803,-151.38,2664,153.22767253547528,176.88179110521816,-145.018,-2.5310415746571366,-3.1820000000000164,102.0,2
88985,5,Extend,>>,-1840,-154.64,2667,153.29250407266778,176.18592516570973,-148.2,-2.586577951455596,-3.181999999999988,102.0,2
89088,5,Extend,>>,-1877,-157.89,2671,152.59342782104918,176.5882044288376,-151.418,-2.642742646784774,-3.2180000000000177,103.0,2
89191,5,Extend,>>,-1914,-161.14,2674,152.84429160827534,176.5882044288376,-154.636,-2.6989073421139516,-3.2179999999999893,103.0,2
89294,5,Extend,>>,-1951,-164.22,2677,153.18100898474654,176.02139978223377,-157.85399999999998,-2.755072037443129,-3.2179999999999893,103.0,2
89397,5,Extend,>>,-1988,-167.3,2680,153.18100898474654,175.78758656415567,-161.03799999999998,-2.810643320826628,-3.1839999999999975,103.0,2
89499,5,Extend,>>,-2025,-170.46,2683,152.54283098814514,176.88966504896777,-164.202,-2.865865538359729,-3.1640000000000157,102.0,2
89602,5,Extend,<<,-2025,-173.63,2686,153.18100898474654,175.78758656415567,-167.35,-2.9208085032125104,-3.147999999999996,103.0,2
89705,5,Extend,<<,-1988,-174.77,2689,152.84429160827534,176.35436079737084,-170.076,-2.9683861786218757,-2.725999999999999,103.0,2
89808,5,Extend,<<,-1951,-174.68,2692,152.54283098814514,176.65582141750113,-172.168,-3.0048984665735974,-2.092000000000013,103.0,2
89910,5,Extend,<<,-1914,-172.22,2695,152.54283098814514,176.65582141750113,-173.152,-3.0220725064132212,-0.9839999999999804,102.0,2
112054,5,Extend,>>,10,5.54,3360,175.2478603512073,174.02619521328413,11.64,0.20315632493213998,-2.3199999999999985,22144.0,3
112156,5,Extend,>>,-27,2.29,3363,176.6459581283109,173.34819193055262,8.67,0.15132004614790837,-2.9700000000000006,102.0,3
112259,5,Extend,>>,-64,-0.97,3366,177.18842527127197,171.95606443339497,5.486,0.09574876276440891,-3.184,103.0,3
112361,5,Extend,>>,-101,-4.22,3369,179.48009590757712,171.90434297403567,2.2680000000000002,0.0395840674352314,-3.2179999999999995,102.0,3
112463,5,Extend,>>,-138,-7.38,3372,179.74678607013982,170.56312109573872,-0.9479999999999995,-0.016545721308906237,-3.2159999999999997,102.0,3
112565,5,Extend,>>,-175,-10.73,3375,178.46644544000077,170.6415566641774,-4.202,-0.07333873516880172,-3.2540000000000004,102.0,3
112668,5,Extend,>>,-212,-13.98,3378,177.6893351677368,170.07375449334833,-7.456,-0.13013174902869723,-3.2540000000000004,103.0,3
